patent_id,related_doc_number,published_country,related_doc_type,related_doc_kind,related_doc_published_date,related_doc_sequence
10729567,20180161182,US,related-publication,,2018-06-14,15
10890482,20200232846,US,related-publication,,2020-07-23,0
7430265,PCT/DE03/02118,US,continuation,parent-doc,2003-06-25,0
10875392,20200340744,US,related-publication,,2020-10-29,0
D947878,D916742,US,division,parent-grant-document,,1
11000823,13843818,US,continuation-in-part,child-doc,,1
8154908,13024926,US,continuation,child-doc,,2
7796594,60889809,US,us-provisional-application,,2007-02-14,0
11263599,20210233040,US,related-publication,,2021-07-29,4
10134749,20170309634,US,related-publication,,2017-10-26,0
9971116,20180059351,US,related-publication,,2018-03-01,1
9973563,13567182,US,continuation,parent-doc,2012-08-06,0
10892421,13988756,US,continuation,parent-doc,,0
10107699,15419152,US,continuation,child-doc,,2
8770821,20100053959,US,related-publication,,2010-03-04,0
7042705,20040149477,US,related-publication,,2004-08-05,0
7119772,10065795,US,continuation-in-part,child-doc,,5
11092795,15620674,US,continuation-in-part,parent-doc,2017-06-12,0
11389939,20210260742,US,related-publication,,2021-08-26,0
7354444,20040092979,US,related-publication,,2004-05-13,4
7648100,10342347,US,continuation-in-part,child-doc,,5
10616215,9323914,US,continuation,parent-grant-document,2016-04-26,10
10518956,20180346227,US,related-publication,,2018-12-06,0
7404506,60500713,US,us-provisional-application,,2003-09-05,0
8090090,6456709,US,continuation,parent-grant-document,,6
8163904,60716213,US,us-provisional-application,,2005-09-15,1
7065044,09520247,US,continuation,parent-doc,2000-03-07,0
11131626,62535505,US,us-provisional-application,,2017-07-21,6
11447566,62613564,US,us-provisional-application,,2018-01-04,7
7406149,10845114,US,division,parent-doc,2004-05-14,0
8640947,11975375,US,continuation-in-part,parent-doc,2007-10-19,6
6506729,08260675,US,continuation-in-part,parent-doc,1994-06-16,8
8540426,61296618,US,us-provisional-application,,2010-01-20,0
7641391,20070140435,US,related-publication,,2007-06-21,0
7281747,11216082,US,continuation-in-part,parent-doc,2005-09-01,3
8466896,12910684,US,continuation,parent-doc,2010-10-22,0
8747250,8444504,US,continuation,parent-grant-document,,1
7864344,10724113,US,continuation,parent-doc,2003-12-01,6
8045783,20080112606,US,related-publication,,2008-05-15,0
9696322,PCT/US2014/011830,WO,continuation,parent-pct-document,2014-01-16,2
9868626,62150390,US,us-provisional-application,,2015-04-21,1
7708079,11411384,US,division,child-doc,,8
10939904,10603027,US,continuation-in-part,parent-grant-document,,1
9927436,20180038855,US,related-publication,,2018-02-08,4
8374361,61084265,US,us-provisional-application,,2008-07-29,0
8414963,12729634,US,continuation,child-doc,,2
8323334,10635776,US,continuation,child-doc,,7
7471709,20060255238,US,related-publication,,2006-11-16,0
10338791,61542478,US,us-provisional-application,,2011-10-03,3
9344253,12594195,US,continuation,parent-doc,,21
10650852,16290758,US,continuation,child-doc,,2
10163740,15280618,US,continuation,child-doc,,4
11001899,10947600,US,continuation,parent-grant-document,,1
7729369,09129444,US,continuation,parent-doc,1998-07-30,6
6947136,09490478,US,continuation-in-part,parent-doc,2000-01-24,6
7842949,11971561,US,continuation,child-doc,,7
10777652,20200235220,US,related-publication,,2020-07-23,0
10269018,14597072,US,continuation,parent-doc,2015-01-14,3
7421420,20040230579,US,related-publication,,2004-11-18,0
11425613,20210153082,US,related-publication,,2021-05-20,1
10443210,9816250,US,continuation,parent-grant-document,2017-11-14,1
9125496,61358699,US,us-provisional-application,,2010-06-25,3
9733451,PCT/JP2015/000834,US,continuation,parent-doc,2015-02-23,0
7073524,20050145282,US,related-publication,,2005-07-07,0
7347242,20070074801,US,related-publication,,2007-04-05,0
7838277,PCT/US02/19735,WO,division,parent-pct-document,2002-06-20,2
7413781,08783387,US,continuation,parent-doc,1997-01-13,5
8331862,60691718,US,us-provisional-application,,2005-06-17,43
6993906,6427443,US,continuation,parent-grant-document,,3
6628205,20030030926,US,related-publication,,2003-02-13,3
9202084,11223826,US,continuation-in-part,parent-doc,,349
8414750,09668221,US,continuation,child-doc,,18
8879665,61494842,US,us-provisional-application,,2011-06-08,0
11382363,20190328051,US,related-publication,,2019-10-31,2
9886578,13369225,US,continuation,parent-doc,2012-02-08,0
11188738,20200005015,US,related-publication,,2020-01-02,1
10304157,14924871,US,continuation,parent-doc,2015-10-28,0
6658268,09369812,,continuation-in-part,child-doc,,2
10837013,20150038554,US,related-publication,,2015-02-05,26
9344740,8855205,US,continuation,parent-grant-document,2014-10-07,3
8486745,11267788,US,division,parent-doc,2005-11-03,0
11215457,20190234741,US,related-publication,,2019-08-01,3
10603301,62095020,US,us-provisional-application,,2014-12-21,2
11048624,15620814,US,continuation-in-part,parent-doc,2017-06-12,0
7846891,20050287186,US,related-publication,,2005-12-29,1
10053473,9908902,US,division,parent-grant-document,,1
10275618,14462003,US,continuation,child-doc,,2
10650130,20190138707,US,related-publication,,2019-05-09,0
10765540,20190269533,US,related-publication,,2019-09-05,9
7413919,60480157,US,us-provisional-application,,2003-06-20,4
9750202,20120138700,US,related-publication,,2012-06-07,4
10927597,16024972,US,continuation,child-doc,,2
6379497,08896239,,continuation-in-part,child-doc,,0
7924315,20070229658,US,related-publication,,2007-10-04,2
8983133,20130272573,US,related-publication,,2013-10-17,3
10893792,16389581,US,continuation,child-doc,,1
8565575,PCT/JP2004/014954,WO,continuation,parent-pct-document,2004-10-08,2
10941296,15915571,US,continuation,child-doc,,2
6699227,09740337,US,division,parent-doc,2000-12-19,1
6354535,09661175,,division,child-doc,,0
7298771,20050018743,US,related-publication,,2005-01-27,2
10516084,20190006564,US,related-publication,,2019-01-03,47
6989779,20020171768,US,related-publication,,2002-11-21,0
10482032,9158706,US,continuation,parent-grant-document,2015-10-13,10
10267506,14169561,US,continuation-in-part,child-doc,,6
11319244,16835878,US,division,child-doc,,5
9686094,20150087278,US,related-publication,,2015-03-26,1
9800428,20140236326,US,related-publication,,2014-08-21,3
7183646,08934330,US,continuation,child-doc,,11
9367793,13923637,US,continuation-in-part,child-doc,,11
9298641,20160019140,US,related-publication,,2016-01-21,21
9295884,13024901,US,continuation,parent-doc,2011-02-10,11
9248923,20140377510,US,related-publication,,2014-12-25,3
8748887,13292207,US,continuation,parent-doc,2011-11-09,0
6490101,20010007512,US,related-publication,,2001-07-12,0
10218485,15858921,US,continuation,child-doc,,2
9744113,15442224,US,continuation,child-doc,,2
10689740,15641439,US,division,child-doc,,5
7405714,20060125412,US,related-publication,,2006-06-15,0
9975245,14984177,US,continuation,parent-doc,2015-12-30,0
6830845,6541152,US,continuation,parent-grant-document,,1
8579373,20110254335,US,related-publication,,2011-10-20,0
9635023,14202533,US,continuation,parent-doc,2014-03-10,0
10827363,10650582,US,continuation-in-part,parent-grant-document,,3
6938944,20050156450,US,related-publication,,2005-07-21,0
7114314,60400379,US,us-provisional-application,,2002-07-31,3
8984825,20130199123,US,related-publication,,2013-08-08,0
7361000,6736605,US,continuation,parent-grant-document,2004-05-18,4
7050206,20030067634,US,related-publication,,2003-04-10,0
11445802,8007062,US,continuation,parent-grant-document,2011-08-03,7
8961296,61028558,US,us-provisional-application,,2008-02-14,10
8815593,8603817,US,division,parent-grant-document,,1
10639768,61490730,US,us-provisional-application,,2011-05-27,1
D964414,29806574,US,continuation,parent-doc,2021-09-03,0
8867551,61033797,US,us-provisional-application,,2008-03-05,3
8144896,20090214052,US,related-publication,,2009-08-27,0
7996385,10431145,US,continuation-in-part,child-doc,,9
10505829,9838282,US,continuation,parent-grant-document,,1
7306527,7166038,US,continuation,parent-grant-document,,3
11343130,62145456,US,us-provisional-application,,2015-04-09,16
11414322,11268039,US,continuation-in-part,parent-grant-document,,7
7838265,12724288,US,division,child-doc,,1
8476250,13617508,US,continuation,child-doc,,4
7770067,7487397,US,continuation,parent-grant-document,,1
8226352,20090180874,US,related-publication,,2009-07-16,1
8703654,12357449,US,continuation,parent-doc,2009-01-22,0
9683864,20160245666,US,related-publication,,2016-08-25,1
8509204,20090022133,US,related-publication,,2009-01-22,0
10068826,20180005913,US,related-publication,,2018-01-04,0
10505089,8415693,US,division,parent-grant-document,2013-04-09,10
9907836,62193790,US,us-provisional-application,,2015-07-17,3
9234646,61055858,US,us-provisional-application,,2008-05-23,2
8094880,7586398,US,continuation,parent-grant-document,2009-09-08,15
9210802,14143663,US,continuation,child-doc,,1
7233208,20060152287,US,related-publication,,2006-07-13,0
9280324,14145052,US,continuation,child-doc,,2
9880690,20160378228,US,related-publication,,2016-12-29,3
10974081,62366960,US,us-provisional-application,,2016-07-26,1
6730952,20030011034,US,related-publication,,2003-01-16,3
9152146,20130332011,US,related-publication,,2013-12-12,0
8346884,60464382,US,us-provisional-application,,2003-04-18,54
11389176,15202167,US,continuation,parent-doc,2016-07-05,0
10427925,20180057320,US,related-publication,,2018-03-01,0
7352200,20060152237,US,related-publication,,2006-07-13,0
9122421,20150087167,US,related-publication,,2015-03-26,0
6780818,09088593,,continuation-in-part,child-doc,,1
9005130,10950401,US,continuation,parent-doc,2004-09-28,6
8410780,20100066366,US,related-publication,,2010-03-18,1
10305905,15213557,US,continuation,child-doc,,1
10194907,13899882,US,continuation-in-part,parent-doc,2013-05-22,0
8611918,12882957,US,continuation,parent-doc,2010-09-15,0
9796514,12782450,US,continuation,parent-doc,2010-05-18,3
10055719,11394540,US,continuation,parent-doc,2006-03-31,33
9532812,12148104,US,continuation-in-part,parent-doc,2008-04-16,15
6941054,20040028359,US,related-publication,,2004-02-12,1
6782892,20040040566,US,related-publication,,2004-03-04,0
8436282,11404576,US,division,parent-doc,2006-04-14,2
8974975,20130040211,US,related-publication,,2013-02-14,0
10268060,20180136497,US,related-publication,,2018-05-17,0
9715132,13373291,US,continuation,parent-doc,2011-11-10,0
11236291,20200255768,US,related-publication,,2020-08-13,8
RE48444,15375090,US,continuation,child-doc,,6
8146327,20110179749,US,related-publication,,2011-07-28,7
8236505,13100166,US,continuation,parent-doc,2011-05-03,0
10013303,15496348,US,continuation,child-doc,,1
9266557,20140353054,US,related-publication,,2014-12-04,0
10238654,14744103,US,continuation,parent-doc,2015-06-19,0
6714352,09776319,US,continuation-in-part,parent-doc,2001-02-02,2
6396374,6232862,US,division,parent-grant-document,,3
9471925,7660581,US,continuation-in-part,parent-grant-document,,17
7027304,20040174651,US,related-publication,,2004-09-09,11
9712533,20160036820,US,related-publication,,2016-02-04,0
11174063,62664404,US,us-provisional-application,,2018-04-30,0
6887498,20030026861,US,related-publication,,2003-02-06,1
9425396,61913665,US,us-provisional-application,,2013-12-09,5
7189230,10026870,US,continuation-in-part,parent-doc,2001-12-20,5
10763632,20180076592,US,related-publication,,2018-03-15,1
9746713,14327772,US,continuation,child-doc,,8
11401723,9540837,US,continuation,parent-grant-document,2017-01-10,28
9804435,20160178963,US,related-publication,,2016-06-23,0
7062532,60126170,US,us-provisional-application,,1999-03-25,0
8266562,20100333047,US,related-publication,,2010-12-30,3
11272110,20210168291,US,related-publication,,2021-06-03,4
6692425,20020160899,US,related-publication,,2002-10-31,2
10021155,14542049,US,continuation,child-doc,,2
11002817,20190178967,US,related-publication,,2019-06-13,0
7815637,11359808,US,division,child-doc,,2
7813304,12012767,US,continuation,child-doc,,2
11202372,20190364666,US,related-publication,,2019-11-28,0
8692637,13759695,US,continuation-in-part,parent-doc,2013-02-05,0
7856088,20060146989,US,related-publication,,2006-07-06,0
10512393,20180296077,US,related-publication,,2018-10-18,2
10810821,20200258341,US,related-publication,,2020-08-13,0
9097288,8615976,US,continuation,parent-grant-document,,1
11398612,16348295,US,division,parent-doc,,0
11300136,20200025213,US,related-publication,,2020-01-23,3
8074644,10146088,US,continuation-in-part,child-doc,,4
9648005,20160261579,US,related-publication,,2016-09-08,3
7745333,6936538,US,continuation-in-part,parent-grant-document,,19
7776179,60518489,US,us-provisional-application,,2003-11-08,2
10386504,20170123077,US,related-publication,,2017-05-04,1
10002208,61992774,US,us-provisional-application,,2014-05-13,3
6473472,09879032,,continuation,child-doc,,0
10037831,61623137,US,us-provisional-application,,2012-04-12,0
7076368,20050114028,US,related-publication,,2005-05-26,0
6699939,5621149,US,division,parent-grant-document,,10
6977161,20040106108,US,related-publication,,2004-06-03,5
7910541,11927532,US,continuation,child-doc,,2
8100175,11725405,US,continuation,parent-doc,2007-03-19,3
9426831,09521394,US,continuation,parent-doc,2000-03-08,8
10392574,62371435,US,us-provisional-application,,2016-08-05,0
8307617,60971761,US,us-provisional-application,,2007-09-12,6
9737055,20150257370,US,related-publication,,2015-09-17,1
9275479,8976198,US,continuation-in-part,parent-grant-document,,1
7165439,11351391,US,division,child-doc,,2
9931083,14624949,US,continuation,child-doc,,1
8880055,61570765,US,us-provisional-application,,2011-12-14,3
9214061,20140309021,US,related-publication,,2014-10-16,3
9363992,9339029,US,division,parent-grant-document,,1
10573666,10026754,US,continuation,parent-grant-document,,1
9034344,13862875,US,division,child-doc,,2
11109814,8721542,US,division,parent-grant-document,2014-05-13,4
8664146,8088706,US,division,parent-grant-document,,1
10222802,20170192433,US,related-publication,,2017-07-06,0
8133274,20050283234,US,related-publication,,2005-12-22,1
9351874,61224158,US,us-provisional-application,,2009-07-09,18
10637266,62169189,US,us-provisional-application,,2015-06-01,0
9961150,20150189025,US,related-publication,,2015-07-02,0
9776982,15157574,US,continuation,child-doc,,2
8532987,20120053931,US,related-publication,,2012-03-01,2
D553875,29285605,US,continuation,child-doc,,1
7122361,60417209,US,us-provisional-application,,2002-10-10,0
7938046,12131731,US,continuation,parent-doc,2008-06-02,0
9771681,15017192,US,division,child-doc,,2
10604087,62169641,US,us-provisional-application,,2015-06-02,0
6909647,08155848,US,division,child-doc,,25
10351462,15224175,US,continuation-in-part,parent-doc,2016-07-29,0
D827788,15921435,US,continuation-in-part,parent-doc,2018-03-14,6
10996657,20180284730,US,related-publication,,2018-10-04,0
11086929,13900495,US,continuation,parent-doc,2013-05-22,4
9479954,14691462,US,continuation,child-doc,,2
9790236,20120168729,US,related-publication,,2012-07-05,2
6727373,60015110,US,us-provisional-application,,1996-04-10,6
7278759,20070096009,US,related-publication,,2007-05-03,0
7329613,20060205226,US,related-publication,,2006-09-14,0
10213113,15860065,US,continuation,parent-doc,2018-01-02,0
9691489,13246004,US,continuation,parent-doc,2011-09-27,9
10650514,9875538,US,continuation,parent-grant-document,,1
11153133,10880131,US,continuation,parent-grant-document,,1
9245640,13096874,US,continuation,child-doc,,8
7285640,20030194405,US,related-publication,,2003-10-16,1
11017583,16788845,US,continuation,parent-doc,2020-02-12,0
7774463,20080028084,US,related-publication,,2008-01-31,0
10839592,14337125,US,continuation,parent-doc,2014-07-21,6
6904805,20040244485,US,related-publication,,2004-12-09,0
7625708,60688752,US,us-provisional-application,,2005-06-08,0
8919517,12967837,US,continuation-in-part,parent-doc,2010-12-14,0
10789113,14625382,US,continuation,parent-doc,2015-02-18,0
8737986,12640386,US,division,parent-doc,2009-12-17,0
10143300,13209022,US,continuation-in-part,parent-doc,2011-08-12,0
7306982,6808968,US,division,parent-grant-document,,1
8363277,13219489,US,division,parent-doc,2011-08-26,0
6500195,08667549,,division,child-doc,,5
11172527,16888974,US,division,child-doc,,2
6335181,6221353,US,division,parent-grant-document,,9
11024630,15667159,US,division,parent-doc,2017-08-02,3
6928092,20030123496,US,related-publication,,2003-07-03,3
9642169,13861192,US,continuation-in-part,child-doc,,1
9404326,61623786,US,us-provisional-application,,2012-04-13,0
7830562,20070195379,US,related-publication,,2007-08-23,0
11448523,10782151,US,continuation,parent-grant-document,,1
7396626,PCT/JP2005/008572,US,continuation,parent-doc,2005-04-28,0
6656869,60044691,US,us-provisional-application,,1997-04-18,7
7250277,08846234,US,continuation-in-part,parent-doc,1997-04-28,5
7667623,20060132446,US,related-publication,,2006-06-22,0
9250230,13957423,US,continuation-in-part,child-doc,,1
6348911,08623660,,continuation-in-part,child-doc,,1
8979367,PCT/US2011/067515,US,continuation,parent-doc,2011-12-28,0
8190395,11673649,US,continuation-in-part,parent-doc,2007-02-12,3
7730741,20070251245,US,related-publication,,2007-11-01,0
9600424,20150067193,US,related-publication,,2015-03-05,0
8976828,61874369,US,us-provisional-application,,2013-09-06,0
8838465,12698933,US,division,child-doc,,8
8681951,12699618,US,continuation-in-part,parent-doc,2010-02-03,50
7764687,60368827,US,us-provisional-application,,2002-03-28,0
6894445,60316241,US,us-provisional-application,,2001-08-31,0
11060351,13556388,US,continuation-in-part,parent-doc,2012-07-24,14
10771378,20190020577,US,related-publication,,2019-01-17,1
7459555,10013518,US,division,child-doc,,3
9914045,14660617,US,continuation-in-part,child-doc,,1
8366245,20100165054,US,related-publication,,2010-07-01,0
6718366,6167395,US,continuation-in-part,parent-grant-document,,20
8747480,12325894,US,continuation,child-doc,,3
7028196,20040117678,US,related-publication,,2004-06-17,0
8287556,61162249,US,us-provisional-application,,2009-03-20,1
10786895,20180178372,US,related-publication,,2018-06-28,0
10845191,16379512,US,continuation,child-doc,,2
11175869,16452038,US,continuation-in-part,parent-doc,2019-06-25,3
8627712,13802534,US,continuation,child-doc,,1
10848517,16690223,US,continuation,parent-doc,2019-11-21,0
6949505,07752764,US,continuation-in-part,parent-doc,1991-08-30,15
9897297,12959095,US,continuation,parent-doc,2010-12-02,0
8927211,20100240045,US,related-publication,,2010-09-23,4
8681469,20120243140,US,related-publication,,2012-09-27,0
8800159,20120304478,US,related-publication,,2012-12-06,0
8526773,20110268399,US,related-publication,,2011-11-03,0
6495458,09146297,US,division,parent-doc,1998-09-03,1
8060808,20080114722,US,related-publication,,2008-05-15,1
8147463,20100200076,US,related-publication,,2010-08-12,1
10665480,15315864,US,division,parent-doc,,0
7295754,20040141728,US,related-publication,,2004-07-22,3
8729471,61369353,US,us-provisional-application,,2010-07-30,0
9585114,20160081049,US,related-publication,,2016-03-17,7
9144571,14052816,US,division,child-doc,,8
10868155,10276701,US,continuation,parent-grant-document,2019-04-30,4
9960325,13062408,US,division,parent-doc,,0
7424010,60500790,US,us-provisional-application,,2003-09-06,1
9536167,20160171336,US,related-publication,,2016-06-16,1
9578633,61645059,US,us-provisional-application,,2012-05-10,11
9049071,11943179,US,continuation,parent-doc,2007-11-20,3
10205987,8635169,US,continuation-in-part,parent-grant-document,2014-01-21,15
11029048,16690105,US,continuation,child-doc,,2
9272644,14066614,US,division,child-doc,,3
10462404,15589999,US,continuation,child-doc,,2
10318931,20190095876,US,related-publication,,2019-03-28,0
D665819,29324128,US,continuation,parent-doc,2008-09-05,18
8388974,13290497,US,continuation,child-doc,,2
6880348,10686450,US,continuation,child-doc,,2
8354927,6919803,US,continuation-in-part,parent-grant-document,,4
7232817,10689513,US,continuation,parent-doc,2003-10-21,0
9930402,20160073153,US,related-publication,,2016-03-10,0
7669143,20060163356,US,related-publication,,2006-07-27,0
9131341,PCT/CN2013/090001,US,continuation,parent-doc,2013-12-19,0
10141593,13567857,US,continuation-in-part,parent-doc,2012-08-06,0
9890389,61745784,US,us-provisional-application,,2012-12-25,1
9965755,13037048,US,continuation-in-part,parent-doc,2011-02-28,0
8792080,20120194792,US,related-publication,,2012-08-02,0
8252139,20120031046,US,related-publication,,2012-02-09,4
8285270,10636806,US,continuation,parent-doc,2003-08-08,6
11124006,20200189303,US,related-publication,,2020-06-18,0
8697905,20130172605,US,related-publication,,2013-07-04,0
7697741,20080130967,US,related-publication,,2008-06-05,0
10474885,20170262698,US,related-publication,,2017-09-14,9
8720227,20100242546,US,related-publication,,2010-09-30,0
9530667,20160240388,US,related-publication,,2016-08-18,1
9710129,9471897,US,continuation,parent-grant-document,,1
9048197,11462545,US,division,parent-doc,2006-08-04,0
7270911,20040197649,US,related-publication,,2004-10-07,0
6528664,08948226,US,continuation-in-part,parent-doc,1997-10-09,4
9555686,61108004,US,us-provisional-application,,2008-10-23,12
11273086,16048876,US,continuation,child-doc,,2
9101450,20130197565,US,related-publication,,2013-08-01,6
8686401,20130075697,US,related-publication,,2013-03-28,0
8965324,61224027,US,us-provisional-application,,2009-07-08,0
7960702,20080025462,US,related-publication,,2008-01-31,1
8987213,8637635,US,continuation,parent-grant-document,,1
9520784,14271938,US,continuation,parent-doc,2014-05-07,6
11365913,20210302077,US,related-publication,,2021-09-30,0
11396603,20200181416,US,related-publication,,2020-06-11,4
10086573,20130313745,US,related-publication,,2013-11-28,0
7863798,60615782,US,us-provisional-application,,2004-10-04,3
6352451,09191213,US,continuation,parent-doc,1998-11-12,1
9694266,20150367212,US,related-publication,,2015-12-24,2
8595128,13494485,US,continuation,child-doc,,5
7679042,60674419,US,us-provisional-application,,2005-04-25,4
10673250,9941709,US,continuation,parent-grant-document,2018-04-10,1
11122186,16411222,US,continuation,parent-doc,2019-05-14,0
7414020,09529093,US,division,parent-doc,,3
8769214,11803998,US,continuation,parent-doc,2007-05-16,9
11156161,14667975,US,continuation,parent-doc,2015-03-25,0
10971557,20200075682,US,related-publication,,2020-03-05,0
10052706,20150283638,US,related-publication,,2015-10-08,1
8161280,12005455,US,division,child-doc,,5
8835249,13478673,US,continuation,parent-doc,2012-05-23,0
8488810,20100266144,US,related-publication,,2010-10-21,0
11036874,10248800,US,continuation,parent-grant-document,,1
10964239,20190392741,US,related-publication,,2019-12-26,0
7471005,11831694,US,division,child-doc,,2
9241726,11338131,US,continuation,parent-doc,2006-01-23,3
10383717,61789221,US,us-provisional-application,,2013-03-15,0
10649249,20180203275,US,related-publication,,2018-07-19,2
8026144,20100197087,US,related-publication,,2010-08-05,3
10675143,61964907,US,us-provisional-application,,2014-01-16,6
11213461,62545339,US,us-provisional-application,,2017-08-14,1
9552696,8992312,US,continuation,parent-grant-document,,1
9715769,8849495,US,continuation,parent-grant-document,2014-09-30,4
8248357,20090174692,US,related-publication,,2009-07-09,0
10767468,14174024,US,continuation,parent-doc,2014-02-06,3
10317299,20170299454,US,related-publication,,2017-10-19,0
6815404,20040014622,US,related-publication,,2004-01-22,2
9702239,20150000910,US,related-publication,,2015-01-01,0
9645342,12460162,US,continuation,child-doc,,14
11003601,16236892,US,continuation,child-doc,,5
11366634,11226787,US,continuation,parent-grant-document,,1
9769443,20160173842,US,related-publication,,2016-06-16,1
10612901,20190293396,US,related-publication,,2019-09-26,0
11145809,17014506,US,continuation,child-doc,,2
7875548,11259561,US,division,child-doc,,5
10420940,20170151437,US,related-publication,,2017-06-01,12
8028105,12122507,US,continuation,child-doc,,2
9636657,20130112607,US,related-publication,,2013-05-09,4
8097767,20100057028,US,related-publication,,2010-03-04,4
9526851,14103324,US,division,child-doc,,4
7802689,60837527,US,us-provisional-application,,2006-08-14,0
11367754,20210225957,US,related-publication,,2021-07-22,0
10177237,9929247,US,continuation,parent-grant-document,,1
10047488,20140110652,US,related-publication,,2014-04-24,2
6373605,09847180,,continuation,child-doc,,2
9854686,20150189764,US,related-publication,,2015-07-02,3
8723838,61445547,US,us-provisional-application,,2011-02-23,0
11333341,15678880,US,continuation,parent-doc,2017-08-16,3
6903255,09741227,US,division,child-doc,,3
11012330,14234669,US,continuation,parent-doc,,0
9034775,12201740,US,continuation-in-part,child-doc,,7
10957624,16373569,US,continuation,child-doc,,4
9563294,20130215049,US,related-publication,,2013-08-22,0
10110436,60161181,US,us-provisional-application,,1999-10-22,33
9209880,PCT/SE2010/051076,WO,continuation,parent-pct-document,2010-10-05,2
7881181,08457295,US,continuation-in-part,child-doc,,17
10390926,14012913,US,continuation,child-doc,,22
7328624,60351232,US,us-provisional-application,,2002-01-23,9
D875903,29679571,US,continuation,child-doc,,5
7394593,20060133084,US,related-publication,,2006-06-22,0
10802285,20190272802,US,related-publication,,2019-09-05,1
8735074,61237972,US,us-provisional-application,,2009-08-28,0
8778973,13744480,US,continuation,child-doc,,1
9811852,8315914,US,continuation,parent-grant-document,2012-11-20,4
9894338,11413949,US,division,parent-doc,2006-04-28,12
6465791,6046455,US,continuation,parent-grant-document,,2
10537669,9656008,US,continuation,parent-grant-document,,1
6592850,PCTUS9929792,US,continuation,parent-doc,1999-12-14,7
7931546,12193110,US,continuation-in-part,parent-doc,2008-08-18,0
6926370,20030189373,US,related-publication,,2003-10-09,1
10575961,9314350,US,division,parent-grant-document,2016-04-19,10
8124789,20100028329,US,related-publication,,2010-02-04,0
9729569,20160315960,US,related-publication,,2016-10-27,0
7830586,09413222,US,continuation,parent-doc,1999-10-05,0
8091890,20090295067,US,related-publication,,2009-12-03,0
7495739,20060238692,US,related-publication,,2006-10-26,0
8099769,09905113,US,division,parent-doc,2001-07-16,0
11336467,20200099538,US,related-publication,,2020-03-26,4
10537501,PCT/KR2012/002141,US,continuation-in-part,parent-doc,2012-03-23,2
9082777,PCT/CN2011/076087,US,continuation,parent-doc,2011-06-22,0
7903310,20080037087,US,related-publication,,2008-02-14,0
10637742,9935845,US,continuation,parent-grant-document,2018-04-03,4
9774159,20160211635,US,related-publication,,2016-07-21,0
8219458,60416570,US,substitution,parent-doc,2002-10-08,3
9111911,20120247743,US,related-publication,,2012-10-04,0
11374658,62411185,US,us-provisional-application,,2016-10-21,3
9087023,20140298080,US,related-publication,,2014-10-02,4
10555824,20170296367,US,related-publication,,2017-10-19,4
7183742,60529337,US,us-provisional-application,,2003-11-11,0
10921842,16674898,US,continuation,child-doc,,2
10733590,9542677,US,continuation,parent-grant-document,2017-01-10,13
11006618,15206769,US,division,parent-doc,2016-07-11,12
8767282,13434548,US,continuation-in-part,child-doc,,6
7405943,20060120057,US,related-publication,,2006-06-08,0
11321817,16389323,US,continuation,child-doc,,5
10466735,20190107860,US,related-publication,,2019-04-11,3
8929551,8457315,US,continuation,parent-grant-document,,1
6966962,08346548,US,continuation,child-doc,,9
7266830,20060053430,US,related-publication,,2006-03-09,0
9213923,61867302,US,us-provisional-application,,2013-08-19,0
6854259,10670461,US,division,child-doc,,2
7770274,11043257,US,division,parent-doc,2005-01-27,0
6336620,60013123,US,us-provisional-application,,1996-03-11,4
8463652,20100332340,US,related-publication,,2010-12-30,2
10857880,20190337384,US,related-publication,,2019-11-07,0
11438615,20210368188,US,related-publication,,2021-11-25,0
6987727,10771201,US,continuation,child-doc,,1
7557456,60797974,US,us-provisional-application,,2006-05-05,0
11098326,14213479,US,division,parent-doc,2014-03-14,12
8488017,12265367,US,continuation,parent-doc,2008-11-05,0
7722425,20090023355,US,related-publication,,2009-01-22,0
7435727,20040126812,US,related-publication,,2004-07-01,0
8017273,20090269666,US,related-publication,,2009-10-29,0
11179326,11278472,US,continuation,parent-doc,2006-04-03,9
7294694,PCT/US01/21066,US,continuation,child-doc,,5
D730716,D704526,US,division,parent-grant-document,,1
9331688,20140049871,US,related-publication,,2014-02-20,0
9911786,20170200764,US,related-publication,,2017-07-13,9
8923769,8706036,US,continuation,parent-grant-document,,1
10594549,20190356539,US,related-publication,,2019-11-21,1
7974672,12645270,US,continuation,child-doc,,4
11127625,10438838,US,continuation,parent-grant-document,,1
11252982,15332065,US,division,parent-doc,2016-10-24,0
9767897,13288433,US,continuation,child-doc,,14
11356415,20210281546,US,related-publication,,2021-09-09,0
11047876,13307634,US,continuation-in-part,parent-doc,2011-11-30,6
8847746,20120242474,US,related-publication,,2012-09-27,1
9135432,14013344,US,continuation,child-doc,,2
8608587,20130109494,US,related-publication,,2013-05-02,2
9479985,8705490,US,continuation,parent-grant-document,,1
8074406,20110265405,US,related-publication,,2011-11-03,0
9138002,61758313,US,us-provisional-application,,2013-01-30,4
6663904,09336613,US,division,parent-doc,1999-06-18,1
10253293,15367382,US,division,parent-doc,2016-12-02,0
8299109,61139536,US,us-provisional-application,,2008-12-19,2
8122080,13022606,US,continuation,child-doc,,4
10810989,12017878,US,continuation,parent-doc,2008-01-22,6
8932406,61743465,US,us-provisional-application,,2012-09-04,0
8753230,12791740,US,continuation-in-part,parent-doc,2010-06-01,12
7119687,60527110,US,us-provisional-application,,2003-12-03,0
9361186,13894259,US,continuation,parent-doc,2013-05-14,0
