patent_id,related_doc_number,published_country,related_doc_type,related_doc_kind,related_doc_published_date,related_doc_sequence
10529012,11755806,US,continuation,parent-doc,2007-05-31,0
8070033,09680093,US,division,child-doc,,23
10450901,20180252121,US,related-publication,,2018-09-06,0
9020324,7894707,US,continuation,parent-grant-document,,1
10080932,15285712,US,continuation-in-part,child-doc,,5
9708863,13892823,US,continuation-in-part,parent-doc,2013-05-13,15
6989743,6614359,US,continuation,parent-grant-document,,1
7808172,20070228936,US,related-publication,,2007-10-04,0
8949136,20130030832,US,related-publication,,2013-01-31,4
9603837,13829773,US,division,parent-doc,2013-03-14,0
7232471,20040115494,US,related-publication,,2004-06-17,0
9748804,15235036,US,continuation,parent-doc,2016-08-11,4
7365558,6815967,US,division,parent-grant-document,2004-11-09,7
10062337,62240407,US,us-provisional-application,,2015-10-12,0
10979381,13895430,US,continuation,parent-doc,2013-05-16,0
8985907,20130108374,US,related-publication,,2013-05-02,1
10572779,15632578,US,continuation,child-doc,,1
8633303,7989601,US,continuation,parent-grant-document,,1
7071562,10662525,US,division,child-doc,,2
8760777,8035903,US,continuation,parent-grant-document,,7
D942474,29534857,US,continuation,child-doc,,19
9740563,20140351822,US,related-publication,,2014-11-27,0
10410968,62264847,US,us-provisional-application,,2015-12-08,0
10348613,14872553,US,continuation,parent-doc,2015-10-01,0
8050595,11960258,US,continuation-in-part,parent-doc,2007-12-19,0
RE46600,12639856,US,reissue,parent-doc,2009-12-16,0
7919016,11812504,US,division,parent-doc,2007-06-19,0
9826618,15055028,US,continuation-in-part,parent-doc,2016-02-26,0
11450109,14251139,US,continuation,parent-doc,2014-04-11,12
10491313,20190158193,US,related-publication,,2019-05-23,2
11074002,20200401312,US,related-publication,,2020-12-24,0
10967178,62552266,US,us-provisional-application,,2017-08-30,0
8628272,20110150576,US,related-publication,,2011-06-23,0
9590310,61777325,US,us-provisional-application,,2013-03-12,0
10817692,20200104558,US,related-publication,,2020-04-02,7
D890316,29506958,US,division,parent-doc,2014-10-22,3
8606536,20100036637,US,related-publication,,2010-02-11,19
10756820,20200021365,US,related-publication,,2020-01-16,0
7203626,11199111,US,continuation-in-part,child-doc,,1
7888372,20040023916,US,related-publication,,2004-02-05,3
9405203,20140192334,US,related-publication,,2014-07-10,8
10148005,20180277942,US,related-publication,,2018-09-27,9
9811728,60655279,US,us-provisional-application,,2005-02-22,82
10790042,62147348,US,us-provisional-application,,2015-04-14,19
10489231,62069285,US,us-provisional-application,,2014-10-27,0
9432103,8681891,US,continuation,parent-grant-document,,4
8059041,20100309062,US,related-publication,,2010-12-09,0
10222478,61257239,US,us-provisional-application,,2009-11-02,6
10909268,15966628,US,continuation,parent-doc,2018-04-30,0
7005247,10345709,US,continuation-in-part,child-doc,,1
8965531,61523069,US,us-provisional-application,,2011-08-12,3
9333225,20140205573,US,related-publication,,2014-07-24,2
10919946,14234075,US,division,parent-doc,,0
7151008,10654189,US,division,parent-doc,2003-09-03,0
7861679,10865707,US,continuation-in-part,parent-doc,2004-06-10,8
8477817,7813395,US,division,parent-grant-document,,1
9678587,14524362,US,continuation,child-doc,,2
11087148,20200285864,US,related-publication,,2020-09-10,10
10729843,20180161490,US,related-publication,,2018-06-14,1
9447613,8922340,US,continuation,parent-grant-document,,1
6875597,10162639,US,division,parent-doc,2002-06-06,0
10151114,15248942,US,continuation,child-doc,,45
11229436,62578817,US,us-provisional-application,,2017-10-30,27
10175857,20170160885,US,related-publication,,2017-06-08,11
7689089,60829070,US,us-provisional-application,,2006-10-11,0
11325892,10301273,US,continuation,parent-grant-document,,1
8969113,14229738,US,division,child-doc,,1
7812804,20050206635,US,related-publication,,2005-09-22,0
10568139,16235890,US,continuation,child-doc,,2
10904214,16409435,US,continuation,child-doc,,2
7021375,20040163803,US,related-publication,,2004-08-26,10
10867983,PCT/CN2018/114362,US,continuation,parent-doc,2018-11-07,0
7837118,10394914,US,continuation,parent-doc,2003-03-21,2
9048197,12709425,US,division,child-doc,,2
11124673,20190144706,US,related-publication,,2019-05-16,0
10773891,62340276,US,us-provisional-application,,2016-05-23,3
11158152,20160300424,US,related-publication,,2016-10-13,1
10627628,20190219824,US,related-publication,,2019-07-18,0
8532182,60842151,US,us-provisional-application,,2006-09-05,4
8860125,8546872,US,continuation,parent-grant-document,,1
6668674,20030110877,US,related-publication,,2003-06-19,0
D810514,29576750,US,continuation-in-part,child-doc,,1
8924830,8046662,US,continuation,parent-grant-document,2011-10-25,1
8580743,20130017998,US,related-publication,,2013-01-17,4
9666735,8975717,US,continuation,parent-grant-document,2015-03-10,7
10060585,13325754,US,continuation,parent-doc,2011-12-14,9
8683366,20100169816,US,related-publication,,2010-07-01,0
11393570,20200350051,US,related-publication,,2020-11-05,7
8948041,20140029556,US,related-publication,,2014-01-30,4
10047206,14223583,US,continuation,parent-doc,2014-03-24,0
7850626,7520856,US,division,parent-grant-document,,1
10655180,13300235,US,continuation-in-part,parent-doc,2011-11-18,25
10929271,15837167,US,continuation,child-doc,,4
10869291,9756596,US,continuation,parent-grant-document,2017-09-05,4
9322534,20140092610,US,related-publication,,2014-04-03,2
10840700,16227715,US,continuation,child-doc,,2
9001746,11471704,US,continuation,parent-doc,2006-06-21,0
6545533,20020075069,US,related-publication,,2002-06-20,1
7770884,20100032892,US,related-publication,,2010-02-11,0
9974660,9585760,US,continuation,parent-grant-document,,1
8334738,20080309437,US,related-publication,,2008-12-18,2
10871342,20200132407,US,related-publication,,2020-04-30,4
9855166,20140303696,US,related-publication,,2014-10-09,1
11375765,9149085,US,continuation,parent-grant-document,2015-10-06,4
10067632,14259128,US,continuation,parent-doc,2014-04-22,0
6685635,20020115935,US,related-publication,,2002-08-22,2
9150128,20130193725,US,related-publication,,2013-08-01,0
8054841,10194481,US,division,parent-doc,2002-07-12,3
11278986,15784506,US,continuation,parent-doc,2017-10-16,0
8464213,11361032,US,continuation,parent-doc,2006-02-23,3
11310697,16520448,US,continuation,parent-doc,2019-07-24,5
9846121,14548128,US,continuation,child-doc,,3
10472375,20190202841,US,related-publication,,2019-07-04,13
10064868,61468502,US,us-provisional-application,,2011-03-28,3
9519424,20150186032,US,related-publication,,2015-07-02,0
11376244,16678183,US,continuation,parent-doc,2019-11-08,8
7875630,20060276503,US,related-publication,,2006-12-07,1
11006508,1609789,US,continuation,parent-grant-document,,1
9235917,12586057,US,continuation,parent-doc,2009-09-16,6
9356232,14540258,US,continuation,child-doc,,2
8704377,PCT/US2010/036313,WO,continuation-in-part,parent-pct-document,2010-05-27,7
7077662,10273241,US,continuation-in-part,parent-doc,2002-10-17,5
9053431,13281343,US,continuation,parent-doc,2011-10-25,0
7317938,09877529,US,continuation-in-part,child-doc,,8
8561598,61237425,US,us-provisional-application,,2009-08-27,15
8235511,20110261121,US,related-publication,,2011-10-27,7
7743252,7266692,US,division,parent-grant-document,,1
11168065,15025562,US,continuation-in-part,child-doc,,2
10379598,8707070,US,division,parent-grant-document,2014-04-22,4
11083964,14845104,US,continuation,parent-doc,2015-09-03,0
8853161,10411012,US,continuation,child-doc,,11
7533950,08127951,US,division,parent-doc,1993-09-27,18
7173335,10757467,US,division,child-doc,,5
11039863,9814498,US,continuation,parent-grant-document,,4
11358047,20190366193,US,related-publication,,2019-12-05,0
11131557,20200158528,US,related-publication,,2020-05-21,0
9603591,13177153,US,continuation-in-part,child-doc,,38
6964485,20030043455,US,related-publication,,2003-03-06,0
9687085,7150365,US,continuation,parent-grant-document,2016-12-19,25
11148956,62824523,US,us-provisional-application,,2019-03-27,2
10456263,61208444,US,us-provisional-application,,2009-02-24,37
11453684,20200299312,US,related-publication,,2020-09-24,3
11128875,11032556,US,continuation,parent-grant-document,,1
10956055,20200042202,US,related-publication,,2020-02-06,2
8207548,7675075,US,division,parent-grant-document,,1
10922495,20190163744,US,related-publication,,2019-05-30,3
10946276,15674579,US,continuation,child-doc,,5
11094589,20190279901,US,related-publication,,2019-09-12,1
8974881,20110311743,US,related-publication,,2011-12-22,0
8098513,20110194330,US,related-publication,,2011-08-11,6
10956863,10540633,US,division,parent-grant-document,,1
8705588,20040228389,US,related-publication,,2004-11-18,2
7439981,7038690,US,continuation,parent-grant-document,,1
8993149,20130295435,US,related-publication,,2013-11-07,1
10088461,15359031,US,continuation,child-doc,,5
7351938,11542495,US,continuation,child-doc,,2
9769419,20170094222,US,related-publication,,2017-03-30,0
11332261,20180080185,US,related-publication,,2018-03-22,3
9826404,61431765,US,us-provisional-application,,2011-01-11,0
10367638,20170019252,US,related-publication,,2017-01-19,0
8390510,20110063165,US,related-publication,,2011-03-17,0
6886148,20030076722,US,related-publication,,2003-04-24,4
10395173,12660259,US,continuation,child-doc,,11
9747384,8549061,US,continuation,parent-grant-document,,1
10059732,20170218420,US,related-publication,,2017-08-03,5
11121661,62864086,US,us-provisional-application,,2019-06-20,0
11133289,20200365557,US,related-publication,,2020-11-19,0
11118921,16601510,US,continuation,child-doc,,2
6740127,20020189029,US,related-publication,,2002-12-19,0
8802456,12888521,US,continuation,parent-doc,2010-09-23,3
11012683,62564677,US,us-provisional-application,,2017-09-28,1
10360883,14877296,US,continuation,child-doc,,5
7490631,11136418,US,division,parent-doc,2005-05-25,0
8524952,13423962,US,division,child-doc,,2
6811891,08338386,,continuation,child-doc,,83
10687141,16156653,US,continuation,child-doc,,1
D541830,29213353,US,continuation,parent-doc,2004-09-16,0
9758445,14782935,US,continuation-in-part,parent-doc,,0
9901496,9561141,US,continuation,parent-grant-document,,1
8263478,12805582,US,division,child-doc,,1
8448062,11801670,US,continuation,parent-doc,2007-05-09,0
10039296,61498910,US,us-provisional-application,,2011-06-20,0
9976222,20150176145,US,related-publication,,2015-06-25,0
9324172,PCT/US2014/038533,US,continuation-in-part,parent-doc,2014-05-19,0
D635378,29323156,US,division,child-doc,,2
8111968,20100027288,US,related-publication,,2010-02-04,3
8324638,20110220951,US,related-publication,,2011-09-15,3
9040074,20130046275,US,related-publication,,2013-02-21,4
9127021,20110250172,US,related-publication,,2011-10-13,1
8233168,20080198425,US,related-publication,,2008-08-21,0
8577033,09111958,US,continuation-in-part,child-doc,,12
10455268,14836265,US,continuation,child-doc,,5
7888494,08925676,US,division,child-doc,,7
10344327,13615183,US,continuation,parent-doc,2012-09-13,8
8131120,20100046886,US,related-publication,,2010-02-25,0
8208280,20090262567,US,related-publication,,2009-10-22,0
6927512,10152138,US,division,child-doc,,5
10077124,20150191262,US,related-publication,,2015-07-09,2
9844761,8806966,US,continuation,parent-grant-document,2014-08-19,1
9326763,14263368,US,division,child-doc,,2
9128509,20140331813,US,related-publication,,2014-11-13,0
8982539,14049968,US,continuation,child-doc,,2
7190533,20060268434,US,related-publication,,2006-11-30,0
10327857,PCT/FR2011/050943,WO,continuation-in-part,parent-pct-document,2011-04-22,2
8706584,13888839,US,division,child-doc,,5
10898523,61737616,US,us-provisional-application,,2012-12-14,7
6893515,20040040635,US,related-publication,,2004-03-04,0
10976698,15665835,US,division,parent-doc,2017-08-01,0
11312586,20200399081,US,related-publication,,2020-12-24,0
10780933,20180334210,US,related-publication,,2018-11-22,1
7543729,11933624,US,continuation,child-doc,,2
8305583,11558850,US,continuation-in-part,parent-doc,2006-11-10,0
9013044,13480528,US,division,child-doc,,5
D848008,29630461,US,continuation,child-doc,,1
9654804,20160065994,US,related-publication,,2016-03-03,0
10043306,20170024927,US,related-publication,,2017-01-26,0
9559029,14523556,US,continuation,child-doc,,1
6483661,09686551,,continuation-in-part,child-doc,,0
7320983,07934984,US,continuation-in-part,parent-doc,1992-08-25,14
7609563,10766010,US,continuation,parent-doc,2004-01-29,0
7074942,11035602,US,division,child-doc,,2
10303714,8640179,US,continuation,parent-grant-document,2014-01-28,16
9834507,15135151,US,continuation-in-part,parent-doc,2016-04-21,0
10190138,14875867,US,continuation,parent-doc,2015-10-06,0
10155365,20170057209,US,related-publication,,2017-03-02,2
10133737,20140163952,US,related-publication,,2014-06-12,1
9733962,20110173609,US,related-publication,,2011-07-14,1
9797967,20170219669,US,related-publication,,2017-08-03,0
10312182,13624324,US,division,parent-doc,2012-09-21,8
10923235,PCT/US2011/054100,WO,continuation,parent-pct-document,2011-09-29,2
6632421,09846353,,continuation,child-doc,,0
10278891,20160310355,US,related-publication,,2016-10-27,0
10178996,13159939,US,continuation,child-doc,,8
10102023,20160306652,US,related-publication,,2016-10-20,3
6941213,20040133324,US,related-publication,,2004-07-08,0
10240039,20170369702,US,related-publication,,2017-12-28,1
9638646,7876879,US,continuation-in-part,parent-grant-document,2011-01-25,10
9776678,15072271,US,continuation,child-doc,,1
7677592,20060208454,US,related-publication,,2006-09-21,1
9077000,13830550,US,continuation-in-part,child-doc,,1
8218667,20090274235,US,related-publication,,2009-11-05,0
10123050,61079998,US,us-provisional-application,,2008-07-11,0
8698584,PCT/EP2011/059414,US,continuation,parent-doc,2011-06-07,0
10087745,20160312603,US,related-publication,,2016-10-27,0
10884054,16101916,US,continuation,child-doc,,2
8368879,12556328,US,continuation,parent-doc,2009-09-09,0
10920212,20180208919,US,related-publication,,2018-07-26,0
9517876,15051610,US,continuation,child-doc,,2
10599087,20190243295,US,related-publication,,2019-08-08,0
8491589,12511527,US,continuation,parent-doc,2009-07-29,0
10169344,15681671,US,continuation,child-doc,,2
10569031,20180021526,US,related-publication,,2018-01-25,1
8907101,8541588,US,continuation,parent-grant-document,,1
11268267,62339683,US,us-provisional-application,,2016-05-20,3
8697334,12779401,US,continuation,child-doc,,5
10022118,13293825,US,continuation-in-part,child-doc,,37
8772448,6858438,US,continuation,parent-grant-document,,4
8307237,10244344,US,continuation,parent-doc,2002-09-16,3
8081236,20080231730,US,related-publication,,2008-09-25,2
7945360,12819841,US,division,child-doc,,2
10153940,20160080230,US,related-publication,,2016-03-17,1
8155301,PCT/CN2007/070971,US,continuation,parent-doc,2007-10-26,0
7060391,60325391,US,us-provisional-application,,2001-09-26,2
10362331,62154373,US,us-provisional-application,,2015-04-29,0
8556196,20090321543,US,related-publication,,2009-12-31,0
11365113,62814428,US,us-provisional-application,,2019-03-06,2
8934322,13708130,US,continuation,parent-doc,2012-12-07,0
8808472,11519788,US,continuation-in-part,child-doc,,2
10850092,10076658,US,continuation,parent-grant-document,,7
7830005,20100117207,US,related-publication,,2010-05-13,0
7372474,20040095363,US,related-publication,,2004-05-20,0
10383636,13569348,US,continuation,parent-doc,2012-08-08,9
7124179,10964090,US,continuation,child-doc,,2
9985036,13908440,US,division,parent-doc,2013-06-03,6
10772256,20180184578,US,related-publication,,2018-07-05,3
10288531,15335598,US,continuation,child-doc,,2
9296613,20110253945,US,related-publication,,2011-10-20,0
11222416,17198376,US,continuation,child-doc,,2
10259934,20170313861,US,related-publication,,2017-11-02,0
9311556,PCT/AU2011/000592,WO,continuation-in-part,parent-pct-document,2011-05-19,2
7361397,7090912,US,continuation,parent-grant-document,,3
D930857,29681182,US,continuation,child-doc,,1
8724752,20140056386,US,related-publication,,2014-02-27,2
9612030,8316926,US,division,parent-grant-document,,1
10173777,9630712,US,continuation,parent-grant-document,,1
6970963,20040059818,US,related-publication,,2004-03-25,3
9952235,PCT/JP2012/068302,WO,division,parent-pct-document,2012-07-19,2
10657763,13363146,US,division,child-doc,,10
8166066,7580917,US,continuation,parent-grant-document,,1
10741493,10141260,US,continuation,parent-grant-document,,1
10213477,14498063,US,continuation,parent-doc,2014-09-26,0
8320107,11710851,US,continuation,parent-doc,2007-02-26,3
8294892,12116415,US,continuation-in-part,parent-doc,2008-05-07,3
9556985,14879961,US,continuation,child-doc,,3
7712067,7257795,US,continuation,parent-grant-document,,1
D829346,29577112,US,division,child-doc,,2
7753744,7273401,US,division,parent-grant-document,,4
8604135,12058937,US,division,parent-doc,2008-03-31,0
11094058,62205305,US,us-provisional-application,,2015-08-14,4
7464059,10251305,US,continuation-in-part,parent-doc,2002-09-20,3
9984202,9513283,US,division,parent-grant-document,,1
8226810,20100239881,US,related-publication,,2010-09-23,0
8682765,8219485,US,continuation,parent-grant-document,,1
10982218,12064961,US,continuation-in-part,parent-doc,,9
7851239,20090305010,US,related-publication,,2009-12-10,0
11076265,15011263,US,continuation,parent-doc,2016-01-29,0
9143028,13584514,US,division,parent-doc,2012-08-13,0
10329426,62126064,US,us-provisional-application,,2015-02-27,3
8849841,20070075878,US,related-publication,,2007-04-05,0
9587033,20130302341,US,related-publication,,2013-11-14,1
11019108,9742812,US,continuation,parent-grant-document,,1
9208663,20130222126,US,related-publication,,2013-08-29,0
8007632,20080248652,US,related-publication,,2008-10-09,0
9895474,20150250932,US,related-publication,,2015-09-10,1
6596863,10133752,,division,child-doc,,0
9582291,20100107059,US,related-publication,,2010-04-29,0
8620090,20120099797,US,related-publication,,2012-04-26,0
11344857,20190358603,US,related-publication,,2019-11-28,0
10610597,14097488,US,division,parent-doc,2013-12-05,0
11404932,16205739,US,division,parent-doc,2018-11-30,0
6402371,09498279,US,continuation,parent-doc,2000-02-04,5
10086366,20170100708,US,related-publication,,2017-04-13,7
6612587,20030141675,US,related-publication,,2003-07-31,0
7607997,11932505,US,continuation,child-doc,,4
9171056,14306185,US,continuation,child-doc,,2
10741276,16398876,US,continuation-in-part,child-doc,,1
8147729,12567886,US,division,child-doc,,1
8241579,11385005,US,continuation,parent-doc,2006-03-20,3
8048994,7695937,US,division,parent-grant-document,,1
10780177,12613103,US,continuation,child-doc,,11
D657013,10939962,US,continuation-in-part,parent-doc,2004-09-14,2
7667605,20080238704,US,related-publication,,2008-10-02,0
8858561,12486992,US,continuation-in-part,child-doc,,2
9720348,8565649,US,division,parent-grant-document,2013-10-22,7
9587481,14560024,US,division,child-doc,,1
6614907,09484947,,continuation,child-doc,,0
9674824,8743783,US,continuation,parent-grant-document,2014-06-03,7
9831982,14390904,US,continuation,parent-doc,,0
11223397,14499316,US,continuation,child-doc,,11
6645575,09968374,,division,child-doc,,0
8721465,20120021665,US,related-publication,,2012-01-26,1
9544804,61539447,US,us-provisional-application,,2011-09-26,0
9665106,20140297049,US,related-publication,,2014-10-02,9
8152817,20090171365,US,related-publication,,2009-07-02,0
8040941,09430466,US,continuation-in-part,parent-doc,1999-10-29,3
9693904,14184047,US,continuation,child-doc,,11
8178164,20090053417,US,related-publication,,2009-02-26,0
11059982,13889902,US,continuation,child-doc,,1
9243965,61411313,US,us-provisional-application,,2010-11-08,0
9517456,15054753,US,continuation,child-doc,,1
10966759,15681888,US,continuation,parent-doc,2017-08-21,0
11382167,PCT/SE2015/051109,WO,continuation,parent-pct-document,2015-10-20,7
9212148,PCT/GB2009/002924,WO,division,parent-pct-document,2009-12-21,2
11078128,9955697,US,continuation-in-part,parent-grant-document,,1
11236897,10665068,US,continuation-in-part,parent-grant-document,,1
9628681,13949160,US,continuation,parent-doc,2013-07-23,3
9999630,20170157156,US,related-publication,,2017-06-08,1
7393367,PCT/EP2006/002707,US,continuation,parent-doc,2006-03-24,0
8021415,12009269,US,continuation,child-doc,,2
7137279,6789400,US,division,parent-grant-document,,1
10764063,20170302456,US,related-publication,,2017-10-19,1
10600474,15891619,US,division,parent-doc,2018-02-08,0
9691031,14708450,US,continuation,parent-doc,2015-05-11,0
7824885,20060134740,US,related-publication,,2006-06-22,1
8461137,61222718,US,us-provisional-application,,2009-07-02,0
10271749,14746446,US,continuation,child-doc,,5
7178646,60344450,US,us-provisional-application,,2001-12-28,4
10143414,9204836,US,continuation-in-part,parent-grant-document,,1
10291715,11454623,US,continuation-in-part,child-doc,,8
9283557,20150251173,US,related-publication,,2015-09-10,3
10143932,20160317940,US,related-publication,,2016-11-03,0
7256403,20060065843,US,related-publication,,2006-03-30,0
7989477,7714138,US,division,parent-grant-document,,1
10052329,20160000797,US,related-publication,,2016-01-07,1
9201715,20120198477,US,related-publication,,2012-08-02,2
11374702,62587459,US,us-provisional-application,,2017-11-16,0
11338059,9427355,US,continuation-in-part,parent-grant-document,2016-08-30,13
10433986,14942405,US,continuation,parent-doc,2015-11-16,0
7593725,10074097,US,continuation-in-part,parent-doc,2002-02-12,9
9452032,8425231,US,continuation-in-part,parent-grant-document,,4
10566033,10339981,US,continuation,parent-grant-document,,1
8306856,13487833,US,continuation,child-doc,,2
9849289,13629730,US,continuation-in-part,child-doc,,20
7153883,09204237,US,continuation-in-part,parent-doc,1998-12-03,3
11275059,10527589,US,division,parent-grant-document,,1
9866030,13047005,US,continuation,parent-doc,2011-03-14,3
7618986,60841701,US,us-provisional-application,,2006-09-01,0
6679784,20030130056,US,related-publication,,2003-07-10,3
D493619,09705171,US,division,parent-doc,2000-11-02,4
11072068,14961128,US,continuation,parent-doc,2015-12-07,0
7067244,60285259,US,us-provisional-application,,2001-04-20,0
11049437,10650727,US,continuation,parent-grant-document,,1
8768319,11336432,US,continuation,child-doc,,24
7897259,08017930,US,division,parent-doc,1993-02-16,9
9149497,10829905,US,continuation,parent-doc,2004-04-21,0
7104000,20050188584,US,related-publication,,2005-09-01,0
10487868,20180216658,US,related-publication,,2018-08-02,0
11252279,10911600,US,continuation,parent-grant-document,2021-02-02,4
9299504,20130333757,US,related-publication,,2013-12-19,0
10458118,15372167,US,continuation,parent-doc,2016-12-07,0
7004905,10806925,US,continuation,child-doc,,1
6699838,08851350,US,continuation-in-part,parent-doc,1997-05-05,3
9732330,12587229,US,continuation-in-part,child-doc,,14
10642027,20180356629,US,related-publication,,2018-12-13,1
9324636,12318955,US,division,parent-doc,2009-01-13,3
6508613,20020168237,US,related-publication,,2002-11-14,0
8647385,08900602,US,continuation-in-part,parent-doc,1997-07-23,15
7927621,20080319551,US,related-publication,,2008-12-25,0
11010588,62363832,US,us-provisional-application,,2016-07-18,17
10088355,20170284863,US,related-publication,,2017-10-05,0
9235921,20130113801,US,related-publication,,2013-05-09,1
9235704,20120110174,US,related-publication,,2012-05-03,4
8112755,20080005736,US,related-publication,,2008-01-03,0
D729019,29510534,US,continuation-in-part,child-doc,,1
7930203,20050273357,US,related-publication,,2005-12-08,3
8711714,20110242996,US,related-publication,,2011-10-06,0
6850804,10246347,US,continuation-in-part,parent-doc,2002-09-18,0
6410775,08760508,US,continuation,parent-doc,1996-12-05,3
7143175,11108972,US,division,child-doc,,2
9841231,60698402,US,us-provisional-application,,2005-07-12,2
9903925,20130278265,US,related-publication,,2013-10-24,2
7956588,20090121690,US,related-publication,,2009-05-14,0
11417984,10505310,US,continuation,parent-grant-document,2019-12-10,4
8837420,12580012,US,division,child-doc,,12
10143448,20170311934,US,related-publication,,2017-11-02,4
8957685,61471361,US,us-provisional-application,,2011-04-04,0
7015952,20020036692,US,related-publication,,2002-03-28,0
9444064,20120056169,US,related-publication,,2012-03-08,0
10276267,20170098055,US,related-publication,,2017-04-06,1
8609161,20110117226,US,related-publication,,2011-05-19,1
9119626,8790364,US,continuation,parent-grant-document,,1
9349906,20160093762,US,related-publication,,2016-03-31,0
6562912,08591046,US,continuation-in-part,parent-doc,1996-01-25,31
10967485,20190184526,US,related-publication,,2019-06-20,0
6617927,09716935,US,continuation,parent-doc,2000-11-22,1
7206285,20030026207,US,related-publication,,2003-02-06,0
9465498,20150253906,US,related-publication,,2015-09-10,3
6352559,06482708,US,continuation,parent-doc,1983-04-06,1
10314697,20170231757,US,related-publication,,2017-08-17,1
6750902,09313131,US,continuation-in-part,parent-doc,1999-05-17,17
9352683,61969122,US,us-provisional-application,,2014-03-22,3
11425322,14214789,US,continuation,parent-doc,2014-03-15,3
9044731,20140014494,US,related-publication,,2014-01-16,0
9501056,61906852,US,us-provisional-application,,2013-11-20,0
9106912,20150172659,US,related-publication,,2015-06-18,11
11448728,17180760,US,continuation-in-part,child-doc,,64
10981949,12551762,US,continuation,parent-doc,2009-09-01,3
11234759,15449796,US,division,child-doc,,5
10969765,20200387138,US,related-publication,,2020-12-10,3
11163422,10534502,US,continuation,parent-grant-document,,1
11420035,62188363,US,us-provisional-application,,2015-07-02,6
8561312,20110239477,US,related-publication,,2011-10-06,2
10391316,20170239472,US,related-publication,,2017-08-24,4
7184463,09594466,US,continuation,parent-doc,2000-06-14,0
7946511,20100044469,US,related-publication,,2010-02-25,0
10972243,9148268,US,continuation,parent-grant-document,2015-09-29,19
11399908,15094721,US,continuation,parent-doc,2016-04-08,0
7271642,20070146050,US,related-publication,,2007-06-28,0
7129568,20050082645,US,related-publication,,2005-04-21,0
11293703,16117374,US,continuation,parent-doc,2018-08-30,2
8874482,20110288999,US,related-publication,,2011-11-24,0
9284764,9187931,US,continuation-in-part,parent-grant-document,,1
10410951,15566385,US,division,parent-doc,,0
7155080,20050207695,US,related-publication,,2005-09-22,3
8261513,20110079123,US,related-publication,,2011-04-07,4
D660685,29360742,US,division,parent-doc,2010-04-30,3
11124493,PCT/US2014/043479,WO,continuation,parent-pct-document,2014-06-20,5
8105911,12828646,US,continuation-in-part,child-doc,,2
8440008,61146700,US,us-provisional-application,,2009-01-23,7
8143650,12760293,US,continuation,child-doc,,2
10239087,20170165705,US,related-publication,,2017-06-15,5
10367893,15410285,US,continuation,child-doc,,2
9105815,8309972,US,continuation,parent-grant-document,,1
10762575,62203709,US,us-provisional-application,,2015-08-11,3
10410132,20170351966,US,related-publication,,2017-12-07,0
10064944,14973461,US,continuation,child-doc,,3
9426732,14320678,US,continuation,child-doc,,5
11232867,15285319,US,continuation,child-doc,,8
10119040,20180037753,US,related-publication,,2018-02-08,1
10513900,8453745,US,continuation,parent-grant-document,2013-06-04,5
8251024,20090159019,US,related-publication,,2009-06-25,0
8697783,20130225733,US,related-publication,,2013-08-29,4
9728018,20150235488,US,related-publication,,2015-08-20,1
7914778,11725090,US,division,child-doc,,2
9552741,62035399,US,us-provisional-application,,2014-08-09,0
7487775,11086025,US,continuation,parent-doc,2005-03-22,0
9488883,13094005,US,continuation,parent-doc,2011-04-26,14
11120845,16559959,US,continuation,parent-doc,2019-09-04,0
10997658,20200118212,US,related-publication,,2020-04-16,10
7807083,10359525,US,continuation-in-part,child-doc,,5
7318897,60495594,US,us-provisional-application,,2003-08-14,0
9884298,8857735,US,continuation,parent-grant-document,2014-10-14,4
D624072,D602015,US,continuation,parent-grant-document,,10
7110159,60529114,US,us-provisional-application,,2003-12-15,1
11031095,13316154,US,continuation-in-part,parent-doc,2011-12-09,3
11200864,20210217377,US,related-publication,,2021-07-15,3
9225845,20130281050,US,related-publication,,2013-10-24,7
8600046,20100254531,US,related-publication,,2010-10-07,0
10397573,9628801,US,continuation,parent-grant-document,2017-04-18,10
8484096,12418080,US,continuation,child-doc,,8
11249393,20190346759,US,related-publication,,2019-11-14,1
10175561,15395544,US,continuation,child-doc,,2
10688516,20180169688,US,related-publication,,2018-06-21,0
9361894,11689371,US,continuation,parent-doc,2007-03-21,6
10416052,60142789,US,us-provisional-application,,1999-07-08,21
8831705,60680673,US,us-provisional-application,,2005-05-13,14
8637293,10031496,US,continuation,child-doc,,4
7672383,60611028,US,us-provisional-application,,2004-09-17,0
10306811,9743560,US,continuation,parent-grant-document,,1
9867904,14054445,US,continuation,parent-doc,2013-10-15,6
9916070,12878436,US,continuation-in-part,child-doc,,5
7850725,10440401,US,continuation,parent-doc,2003-05-19,0
11328742,16620756,US,continuation,parent-doc,,0
7658152,20070283837,US,related-publication,,2007-12-13,0
8624203,61445774,US,us-provisional-application,,2011-02-23,0
10579065,20180143647,US,related-publication,,2018-05-24,0
9428132,61696697,US,us-provisional-application,,2012-09-04,0
7789192,60880086,US,us-provisional-application,,2007-01-12,0
6484692,20020088430,US,related-publication,,2002-07-11,0
8302619,20100126591,US,related-publication,,2010-05-27,0
6622209,09510253,US,continuation,parent-doc,2000-02-22,1
9608422,13858942,US,continuation-in-part,parent-doc,2013-04-08,0
10114949,20170185771,US,related-publication,,2017-06-29,0
8778205,10869913,US,division,parent-doc,2004-06-18,0
6657096,6345664,US,division,parent-grant-document,,2
9515961,14265037,US,continuation,child-doc,,2
