patent_id,num_figures,num_sheets
D555237,6,6
D535979,14,6
11144350,7,7
11173043,98,39
D649496,6,3
8066229,15,11
8603933,2,2
11223346,11,11
9021395,37,31
11163663,4,4
6005730,13,12
10384764,6,3
5914307,1,1
6361583,37,23
7362513,20,13
10538166,9,9
9700312,45,28
5509791,9,4
10055687,8,7
4718225,6,3
7219205,11,11
6959805,4,4
D715770,7,3
7667891,5,3
10684560,35,22
4875104,19,13
D575623,5,2
8712794,35,35
7838640,3,2
10254998,26,22
4437690,4,1
5867335,8,8
10874401,20,6
10203185,5,1
4080024,6,1
4619676,3,1
5102290,10,8
4658725,3,1
10886403,24,15
8657664,72,50
10605751,19,14
D657912,7,4
6500262,11,8
6858457,20,10
9889354,25,25
7253680,12,12
5239202,5,3
8670404,18,16
8159667,19,11
8719459,9,9
9760051,9,8
D863419,8,8
7511214,15,13
4450406,4,2
5271304,6,6
4759404,3,2
8675858,11,9
5459413,12,4
5302358,6,3
7356264,3,3
6142356,12,9
9654887,4,3
8640823,1,1
6371784,9,9
4201334,4,1
11222455,28,28
6069599,17,17
11214906,18,15
D579612,8,6
8489096,10,10
6427923,2,1
7402915,6,6
6659568,6,6
D502196,8,5
7870674,4,2
9157539,11,5
7561535,9,9
D712607,7,7
D874156,7,1
5878461,12,3
6469760,0,0
4850279,4,1
D532332,5,2
7900354,12,12
8293335,5,3
9522330,11,11
RE29631,7,2
D350743,15,11
4199907,8,3
10252822,9,4
8826805,35,16
4947719,14,4
9625839,5,3
5657635,3,2
4891619,6,2
6272358,2,2
9072907,131,59
8871181,22,12
10941988,29,19
5267734,3,3
8483493,5,5
10170031,10,5
6691059,5,3
8747447,38,17
5385849,20,8
8223446,4,4
6183096,20,8
5169351,8,4
8650610,12,10
D297103,5,3
10581626,13,12
4167772,5,2
9987131,8,5
6218802,15,10
10092767,7,7
7844584,15,13
6888120,18,13
4860404,6,2
10558806,3,3
9442356,28,17
10565405,27,25
6171527,10,6
4823777,5,3
6269778,9,6
11156796,21,13
10505270,7,7
7827541,11,5
7416810,10,5
4408151,4,1
7784750,10,8
9778363,19,12
10034171,8,8
10627976,11,9
11344308,26,6
7346537,5,5
4316768,2,1
6357613,4,1
4227989,1,1
6903670,3,3
9769513,16,17
D768300,10,10
6783655,0,0
5769127,12,6
4380213,14,7
8864538,4,4
9233645,164,122
9985754,16,16
5515609,12,2
5093183,8,2
6579362,3,3
9990589,6,6
8464136,5,5
11041692,9,9
9420322,16,12
9631039,12,10
9315790,14,14
9946801,6,6
8335483,10,4
8157732,30,27
D753374,7,7
7657371,8,8
8341925,4,3
10809458,2,2
D377753,4,2
6421404,10,10
8004656,25,15
8748817,22,7
11121105,16,7
5055804,6,3
10482100,12,11
9291009,26,12
4278200,1,1
D463892,6,2
4682023,9,4
9016101,5,5
4968927,2,1
4485786,5,2
4483690,1,1
7475937,7,5
6508773,42,18
D416222,4,1
7576638,6,6
8245102,18,18
6070417,3,2
11066390,35,19
10034829,8,5
D461934,7,2
D594510,4,2
7245810,8,6
10415984,8,7
10059198,14,7
D260172,4,1
9654472,14,11
5654519,5,3
7742102,42,29
11241317,12,7
11107705,13,13
7728231,22,11
10127160,5,5
11037719,14,9
10449887,13,13
10997883,8,6
4191198,3,3
9359900,7,5
9638962,7,7
4284874,2,2
6132140,5,5
7984100,5,5
8970043,5,4
4769666,9,4
10758230,103,71
7419235,6,6
6629010,6,6
9813973,6,5
7724946,14,13
8449791,10,5
5622542,8,5
10845439,22,15
D850241,11,7
5178115,15,6
5888312,2,2
4464758,2,1
6036765,7,7
7466555,10,4
6799248,19,17
D519045,7,4
9358751,4,3
6233696,13,12
D582852,9,6
10279443,33,18
9189269,9,6
11049604,8,8
8559736,39,35
4451701,10,8
7276352,6,6
7450099,12,11
5092625,8,7
9905931,8,3
D852555,6,3
6974162,10,6
3966108,2,1
6792781,6,4
11346827,4,2
8463311,28,27
D641220,7,5
6681999,2,1
10550130,27,27
6643552,9,5
D811965,5,3
4360247,4,1
5635718,6,4
7995994,58,53
5642282,7,6
5173625,19,11
6538879,7,7
6983753,50,46
9973656,52,52
7768525,29,29
6564147,9,9
10696427,14,12
D533767,5,1
7622361,38,12
4440586,3,1
9438021,16,7
11153243,10,10
3958966,5,2
4185207,2,1
7139819,11,11
5124973,9,3
9149583,26,19
9069880,4,4
9925857,9,7
6225902,3,2
D429541,6,3
6994941,4,4
8680454,5,4
7470470,21,11
5568940,4,3
5648824,8,7
4365846,10,3
6048637,1,1
9808889,8,5
4856338,12,3
D799563,7,7
5950587,16,8
8657442,15,5
9013405,5,5
5611119,7,2
8965216,494,470
9544427,7,7
8078655,11,11
D342013,24,4
6213904,10,5
9238423,17,14
6994082,18,11
6360511,0,0
7708388,5,4
6936149,6,3
8361771,22,22
11341586,6,6
10337178,9,6
8917415,5,5
D641113,7,5
8610177,36,31
6576517,6,3
4531119,4,3
7692469,2,2
7561362,6,3
8876310,6,3
7859864,24,15
4899232,21,11
D432796,7,3
9287366,30,11
5896999,6,5
7504761,6,5
10948211,5,3
5609429,17,9
6993932,4,4
8325590,6,6
6074077,20,8
6755241,32,7
9664397,14,11
9401408,19,19
D617202,6,4
8970916,27,16
4855158,9,4
9063800,4,4
5430411,4,2
4503474,4,2
11280059,8,8
9977250,22,8
10660442,12,12
D440522,4,1
6112196,9,6
4610609,6,3
9774984,3,2
D398335,58,59
7133049,5,3
3995954,6,2
9622274,13,13
10627503,32,20
6683950,7,6
6536051,6,3
10037657,33,31
D461332,6,4
4201478,6,3
4978488,4,2
7070690,0,0
9880479,9,5
9431352,7,7
D667716,9,8
8036357,2,2
6672023,11,9
9212965,9,5
10271951,6,4
7675091,7,3
8374488,3,2
7419136,13,13
D819484,7,5
D637186,7,6
7143756,20,17
7303311,17,9
7267460,3,2
9104436,13,9
D939741,7,7
5428769,271,209
8683102,4,4
9223829,6,6
4653003,3,3
5073924,1,1
4226754,1,1
5299741,3,2
10861878,16,16
4780158,5,2
7287452,8,4
10844769,37,30
6387568,8,8
4595431,10,6
5184474,6,2
9869239,4,3
D293034,4,2
8034436,8,3
5351156,12,7
5697846,4,3
11232313,6,6
5840600,75,21
5481766,8,3
5462387,8,3
10185914,7,6
6269566,5,5
8391230,12,12
9189974,9,4
7261295,12,11
5101078,12,7
10582045,6,6
4552144,1,1
10832357,9,6
6249921,3,1
10285536,2,2
7572750,10,10
4178535,3,2
10614792,1,1
9254284,2,2
8300991,15,8
6521443,2,2
10418464,15,9
8708370,11,4
9231073,40,39
6406593,1,1
D420479,5,4
6110402,11,5
5834891,12,9
8549004,5,4
5438477,4,2
10964476,13,9
10056176,17,11
10160441,4,4
8693196,4,4
9821824,8,8
5615889,5,2
6975033,37,10
D249123,6,3
8261465,3,2
6477581,2,2
8015909,5,2
5876369,16,3
6930624,6,6
10380014,4,4
6588114,2,2
4407893,3,1
9759929,21,15
D869253,5,1
4748860,34,22
4796858,11,4
6540219,28,28
5224042,5,3
11116819,18,18
9373934,10,9
3974024,3,3
4740182,2,2
11315004,9,9
D596395,3,3
11067555,4,4
5312392,5,3
11230341,19,11
D406040,5,2
9099188,6,3
10384916,5,3
D247517,4,2
7170340,10,10
9961682,9,9
6077406,21,9
4134627,3,1
D337786,7,3
5728070,3,3
10629429,8,6
5056758,3,2
11103827,2,2
10231618,7,5
4434554,6,1
4597271,2,1
6661532,10,10
11396015,9,8
7828167,43,39
5239320,19,5
8970485,4,2
4801997,8,6
10308066,3,3
7054134,4,3
8645655,32,27
9672093,5,5
6523381,33,9
6457152,10,5
6791964,5,5
10847802,4,1
7933244,14,7
4815542,9,2
D373879,7,7
5409770,9,5
7879586,1,1
D530237,7,2
7389099,15,10
8855906,7,7
4841588,8,3
D954064,8,8
9147977,24,20
7274741,17,5
9657683,7,5
10134374,12,5
6644366,15,5
9169774,3,3
10134191,9,7
6088921,7,3
7936431,8,8
7734623,3,3
7213047,64,51
10933566,10,5
6767230,5,4
7417541,11,8
4333394,13,4
9013660,7,7
10518130,15,15
5693297,6,2
8358838,8,8
4507631,5,3
5732672,4,3
5490346,17,5
4071206,11,5
10704533,12,10
5583027,7,7
4069752,4,2
7213935,8,8
9437096,7,6
10577975,12,10
5346213,8,4
9733841,11,8
5375454,9,9
9998854,11,11
9158383,11,7
5295094,7,7
8474320,5,3
5564947,4,4
4307914,5,3
4707756,2,1
11060486,7,4
4693922,16,9
6531967,5,2
11049998,12,11
6288756,6,4
PP27451,4,4
7292456,10,10
10817755,7,7
6816813,0,0
10305184,36,16
7207521,10,7
11212308,7,5
8011544,11,10
8579163,4,4
10566378,8,8
D837312,7,7
10603290,16,8
6734532,9,2
7551389,5,5
11373222,13,13
5318038,3,2
7173190,22,11
6371158,3,1
7441639,8,7
8994540,43,28
8937278,9,6
8351053,63,27
10394575,15,9
9953037,4,4
7289761,10,7
10891266,5,5
10911422,15,14
10580399,5,4
6258216,6,3
11318854,4,2
5929459,29,13
D590025,4,3
4331948,7,1
5083610,2,2
6796333,5,2
9776006,9,7
7436287,3,3
4550516,7,2
6069680,9,5
9256209,18,14
7313448,3,3
11190391,14,12
4981447,5,3
PP6097,1,1
10204797,9,6
5868137,4,2
8201202,7,4
8386646,14,14
10338811,9,8
7341118,15,15
7325620,1,1
5135261,4,2
8772745,10,10
4258817,7,2
9391595,27,22
9546624,7,7
9608327,27,15
7811441,4,3
5184451,5,2
9946079,25,16
5252542,3,2
11203421,64,23
7393246,5,4
6315406,14,5
9158697,4,4
4638751,17,5
8338190,21,21
9024200,8,5
11106601,6,3
9508734,1,1
4658804,6,5
8775820,6,6
10325991,6,6
10902559,11,9
8833878,10,8
D716531,7,7
9129244,3,1
6378885,50,21
7944541,18,13
PP6981,1,1
6220636,5,3
6277187,2,2
10827483,17,17
7073478,10,3
8722382,7,4
7676571,4,4
5794661,10,5
5277264,8,5
10626524,27,27
5070781,15,7
D566143,6,5
10900328,8,5
4854273,12,7
4980536,4,2
4662358,13,13
9889750,15,15
5192125,10,3
5546344,7,7
PP14339,2,2
7373531,9,7
9622589,10,6
7851277,82,24
8357831,6,6
D784672,3,3
10180347,11,10
7967510,2,1
8128266,11,7
5169293,9,5
10784860,7,6
6630863,8,6
6069031,6,3
6242141,23,8
5052516,13,3
D466321,7,4
9891445,29,17
8318120,1,1
5195334,5,2
9627212,13,10
11394582,9,6
7145681,18,18
7418535,8,7
7481333,16,8
6703324,12,5
4548355,5,2
5270246,9,4
11119894,19,11
6210610,11,10
5655259,9,5
4320492,7,2
10602736,38,12
5986202,1,1
4929105,6,6
8888090,9,9
8048783,6,3
6271482,18,8
D496728,6,2
5160429,4,2
10332884,11,6
10945658,42,35
9369358,11,11
7103238,4,4
7133007,40,19
6418693,7,2
6481754,21,19
7047244,7,7
9473893,19,17
5255628,20,4
6658093,21,18
8694115,15,15
D339467,4,1
5909923,60,38
7287632,12,5
6933849,18,18
8577451,3,3
7869748,19,9
8425761,2,2
10389855,38,34
6848236,8,5
5865606,5,4
4565501,3,1
10321277,12,6
9828970,6,6
5541481,13,9
10943552,11,9
9611114,22,10
10132291,9,4
5735425,4,1
11412313,16,12
5865423,7,3
4270477,3,1
D915287,10,10
D681273,7,7
7367325,6,3
10026447,9,9
D709776,7,3
8386041,11,11
9518663,15,10
9872064,7,7
D460511,9,4
10628931,9,9
D492391,6,3
D750575,7,4
D448194,6,3
9789514,2,2
4429216,1,1
9363555,9,9
4466399,1,1
6446161,10,8
D574935,7,4
5063318,3,2
4575003,8,2
10878059,5,5
10612976,7,2
8796092,28,15
6308160,3,3
9820875,31,16
10725678,17,15
9451326,13,13
8818872,8,6
5841521,6,4
4519069,3,3
6607153,7,4
10859498,6,6
7717314,7,2
D366783,14,7
6155487,10,6
6352791,3,2
5412943,14,11
6784554,19,10
9134019,15,13
6611488,16,16
9821933,7,7
D872173,4,4
8665680,13,7
10959118,11,11
6775195,9,7
8308181,11,10
6897126,2,2
10287770,43,26
8034086,39,19
7658464,20,18
9531940,4,3
D606839,4,4
11353955,4,4
5756392,4,2
7665131,15,13
11036058,8,7
10748391,14,14
6396683,5,5
11402539,13,10
8576358,12,7
8872540,3,3
10380208,7,7
4472967,4,3
6906533,11,7
9251835,19,19
D347669,4,1
9466364,11,7
8814808,26,9
6135520,7,4
D365073,7,1
11391909,16,13
7642579,9,4
5939660,3,1
6475498,0,0
D871168,8,4
8474261,5,5
7413847,1,1
5347333,28,24
6847290,4,3
8531859,6,6
D662387,5,2
4724468,2,1
7283125,31,30
10370924,4,3
5374935,4,4
8378283,2,2
7624515,20,16
D858980,6,4
7745568,4,4
8129727,12,6
11444980,7,7
D862628,5,5
7575152,7,7
4829306,11,6
10378937,8,4
D337359,6,4
9725060,9,9
4846368,20,10
8374269,15,12
9320832,46,15
7970024,6,3
4362260,10,3
D312949,4,2
10454311,12,10
8060125,4,2
9664363,5,5
9162889,13,11
10558839,7,4
D626822,6,2
4791883,10,4
4667576,17,7
7060672,5,5
10165816,13,6
4457082,5,3
5280943,33,9
6974920,12,12
7440954,1,1
11319923,15,10
D531311,7,5
RE32774,6,2
4912368,2,1
8364972,4,4
5377549,12,4
6634467,8,8
7483213,6,4
4049174,23,4
7821076,40,36
5442877,15,15
7471637,3,2
4461933,1,1
11350688,4,2
9521720,2,2
10403795,6,3
9513605,18,17
4536747,25,21
8411493,6,4
9649617,2,1
4121171,3,1
7183921,3,3
7096491,5,5
D877282,11,6
10434657,7,3
6599110,6,6
9518111,12,12
11275645,40,24
5269881,11,10
5537826,14,8
9406785,10,10
10738554,3,3
4210557,2,2
8147507,65,35
7794505,14,10
9735821,6,5
D582359,5,5
5548200,4,4
7118012,6,2
6835028,4,4
5955651,14,18
7436090,4,3
4352042,5,2
5355041,10,6
5640037,20,7
5927287,5,2
9265678,5,5
10158591,39,33
10198638,10,9
10523657,8,8
6402158,22,18
D260305,9,5
D692567,8,6
4887257,7,7
10708860,12,10
4249540,6,3
11033209,15,8
10319362,6,4
5627317,3,1
5428998,4,2
9751750,4,2
9728003,11,11
4131048,6,1
6919066,0,0
5240425,39,15
4692697,8,7
4665731,5,2
11088684,4,4
7606821,18,18
6472527,0,0
7408901,4,4
8856226,12,11
8763987,21,15
D593715,7,3
PP4638,1,1
9419777,25,24
5559401,9,4
5307033,3,1
11032769,30,13
8256489,62,19
6779494,9,9
6685097,5,3
10309816,17,8
9111905,16,9
4427063,8,3
10380168,7,7
5577368,2,2
6963426,20,14
11114624,2,2
7118856,23,13
8557385,24,11
9678500,10,7
4431420,4,2
4815427,3,2
10594188,4,4
4143754,7,4
6663841,0,0
11144872,6,6
7547638,16,5
11215451,22,18
5024554,6,2
8656105,9,7
5554934,9,6
10024815,9,5
7687626,14,7
5488851,2,1
5771635,5,4
8788003,6,4
6460038,10,10
5889721,8,6
9240142,16,11
10860758,5,5
7994934,6,2
7364392,25,11
11312570,9,4
8271504,6,5
4881124,4,2
6507730,6,3
7608060,35,16
D816125,7,7
5612545,1,1
9468074,2,2
6862632,9,7
8903884,7,7
4786094,5,1
4945474,12,10
6901857,9,8
10176285,5,5
D953802,9,9
8055639,14,14
7663916,6,6
4132111,17,7
10448569,3,3
7682378,14,12
7746973,5,5
9305029,5,5
10030670,3,3
D741039,8,6
D418860,21,9
10776090,10,10
7936090,10,5
10911671,5,5
8049574,9,8
8811841,10,9
4355736,6,2
7381969,4,4
4798550,4,1
8963529,6,3
11110423,1,1
9866011,3,2
6010345,11,6
5806354,6,2
7112621,3,1
D472709,11,4
9104349,5,5
4699222,6,6
7783287,18,14
D793347,8,8
9053906,24,10
8442751,92,57
7375593,27,21
10002795,34,9
10631845,51,27
10120514,6,5
9578749,45,22
10038004,16,12
8074916,15,13
4925094,2,1
6470404,6,6
9792141,9,9
4507031,8,6
9799827,15,10
6271678,9,3
6823032,3,3
6160661,2,1
7342652,11,6
5891130,11,4
11075111,25,25
4269164,7,2
10561333,12,8
10222926,28,25
6669676,7,4
3943683,10,6
5089457,1,1
9157109,17,17
5807145,10,3
9804703,33,16
6154770,6,6
7483136,63,34
5554047,7,4
7878994,2,2
10728847,10,8
10485393,9,6
9315290,34,34
8139251,7,7
10984800,4,4
5809122,2,2
11082196,19,11
D747886,1,1
11114521,19,19
6406394,17,4
4654490,3,2
11169781,6,6
10525497,9,9
7224549,6,3
6698106,3,3
8525238,55,15
4725190,14,8
6076315,12,5
4323178,9,7
10427925,13,12
8862664,4,4
10129709,23,23
9950565,12,9
9230817,2,2
8259734,3,2
10403117,8,5
10735922,21,21
10703448,11,10
7914198,20,20
8552513,16,6
5315068,3,1
7096705,9,4
7957726,6,6
5347765,11,3
10752543,4,3
9118227,7,5
10545416,17,11
8163034,16,5
4936418,8,4
4068595,13,3
6383698,5,5
4742884,5,4
5839356,30,26
6463973,5,3
8229548,4,4
7655945,4,2
6717657,6,6
6445550,11,5
9764541,29,22
9694638,13,13
7619771,11,11
10234852,5,5
6497328,9,7
4517518,8,6
D655188,8,7
6367691,30,21
D305246,10,4
D297395,5,2
8194450,11,11
7660835,38,14
9330555,3,3
8939795,6,5
10350252,2,2
9823148,3,2
5092088,3,3
10785433,33,23
10769104,7,7
D461851,7,4
4576736,4,4
D725839,13,4
7818212,17,17
D567831,8,8
6621727,31,15
5882773,2,1
9544764,16,11
6264015,4,4
8667727,15,10
5927907,13,11
6937789,6,2
4050234,8,5
6065837,7,5
6915058,9,8
D961912,8,6
11336921,9,8
7618290,4,4
10969444,10,5
5679901,8,3
7866025,15,15
9588451,4,4
10902758,7,5
9335103,32,19
7580725,10,7
PP17991,1,1
8102225,13,6
6941929,16,13
11029073,37,25
8463998,12,8
6762393,10,9
D692888,8,3
4335607,1,1
5250167,11,4
5543803,1,1
6931748,18,12
9013094,5,4
6166500,34,25
D669523,7,4
D764769,5,3
10927167,10,7
10305994,4,4
6279750,3,3
11262444,6,5
6445801,9,5
9160410,14,5
7616189,10,10
6340020,9,5
11239681,3,2
9462182,25,14
D909673,7,6
11193945,24,9
10168546,21,11
8489600,22,17
4989150,9,6
5848650,2,2
8337016,9,5
5418874,11,6
9544760,4,3
10119150,8,13
D908297,11,10
9993719,15,15
9325406,6,6
9423063,7,2
6838320,30,29
10174071,56,39
7726347,4,4
8485856,14,5
9941815,3,3
11195436,8,5
8479710,4,3
5327786,5,3
4293225,6,3
9349869,114,54
4928370,5,1
4454611,3,1
10345996,23,15
6462799,60,44
7361926,8,8
9986350,6,4
4896443,5,1
11320077,13,6
4494073,5,5
10727836,15,12
5947024,5,2
9388375,10,9
9009988,7,3
D387217,8,2
10383829,25,25
9349919,37,17
7775756,11,7
11162443,10,9
5236139,9,3
D889000,7,7
9147694,10,10
5370690,6,3
9349950,41,20
6718632,24,11
6012871,3,3
5950796,6,4
10410574,10,10
D313950,3,1
9856228,4,4
7112292,9,5
6526266,11,11
D903270,3,3
11034859,1,1
D409482,6,2
11109896,95,32
6472986,6,5
5724045,10,7
7584015,14,12
7279773,7,3
RE48823,2,2
10364549,16,16
D549869,6,4
D435485,7,2
7939153,6,4
11111883,4,4
D852256,8,8
9020778,7,7
8758503,2,2
10267289,29,9
4817740,3,1
7333252,44,44
D897455,7,7
9549728,16,10
6393464,11,8
6193796,5,3
5025148,3,1
6382548,8,5
11369015,18,15
6376636,18,6
9696480,14,10
6546762,33,29
4633415,4,4
7147564,4,3
8427739,11,10
6296086,2,1
6705160,20,4
4721482,21,6
10814235,18,15
9555031,88,55
7232313,8,7
10820566,13,9
4089572,8,3
11397611,9,9
8708591,4,2
3981329,4,2
11334959,4,4
5047056,11,3
D571081,6,3
D758866,8,5
D657142,5,3
5683898,2,2
D961201,3,3
4979766,9,2
5267592,8,5
9094474,6,6
7125225,13,4
8927396,4,3
7970842,17,10
7022129,7,5
5270142,1,1
7576640,4,3
10078060,12,10
D266068,6,1
9998083,8,8
D304337,7,4
D738182,11,11
7850088,18,14
PP21016,1,1
10680713,10,10
6224575,7,6
10720269,11,7
6084346,3,2
9361604,7,6
4339859,9,3
7178384,7,3
10702293,22,8
D676888,9,9
7778170,7,7
9866253,13,4
9783755,9,6
D789581,7,7
5345701,20,8
D521027,8,4
6384759,10,7
5291946,11,2
7993741,7,7
6668586,4,1
10985343,27,15
7661384,12,4
10406824,12,8
D687138,2,2
7682663,4,4
7669525,73,37
7648568,4,4
4229690,2,2
3938348,3,2
D792002,6,5
10840305,17,9
7026591,5,5
4964039,39,29
6376975,15,11
6468069,27,15
8007675,8,4
10405042,15,10
8028667,16,7
D553088,8,6
8701974,7,7
5117590,21,13
D295608,5,1
5470298,10,3
6232133,5,3
8673079,33,24
8756346,11,7
4655064,9,3
7576883,6,6
6155357,8,5
7693029,32,20
4601476,4,1
5058897,6,1
7668276,46,44
6941905,9,9
8856106,9,9
8285702,8,7
7712348,7,6
9347170,11,10
D645261,4,2
11387769,11,9
9827270,42,42
8305799,16,16
9477971,16,16
4615533,16,5
6305577,28,11
6745277,8,6
11455263,5,3
D711129,7,7
9378854,10,6
7759003,1,1
8466698,6,6
6501750,4,4
6134410,37,14
10091515,12,7
7239778,30,15
10140698,16,9
4436077,11,2
4799889,4,1
5862184,2,1
D295213,6,2
7743589,5,1
6845740,5,2
8192344,19,6
8454610,8,3
7941897,15,13
5707195,5,2
RE31622,23,11
5967851,4,4
5880758,3,2
8022584,2,1
11098918,10,10
D382168,5,1
D812731,11,5
10174812,10,10
5702314,1,1
5732729,4,4
11445909,14,14
9217769,5,5
9780565,3,3
5186686,5,3
7539679,14,14
4738124,9,4
4851809,3,1
9596232,6,6
5664274,15,7
8530295,28,15
4494568,3,3
4302851,4,2
11018277,9,6
6820735,10,5
6069292,17,10
10698837,11,7
7391857,4,4
7841527,106,85
4299187,8,2
4624534,15,7
4007404,17,7
10688048,29,19
8229676,10,10
5493120,31,29
6158507,7,5
7184561,7,6
9888676,13,7
7552961,9,6
9704723,25,25
6966899,12,7
9870452,4,4
8090788,4,4
4784802,10,6
8473702,35,21
5531203,9,5
5582132,4,4
10158612,6,6
11363592,14,14
8266624,6,6
5907294,9,4
6650172,26,17
4145223,1,1
10778988,5,3
7152640,7,6
8975790,8,5
10175418,61,49
10313147,16,16
5318330,12,2
10639445,16,16
10494024,3,2
6649275,0,0
4691656,5,2
11274805,8,4
4453453,4,2
6215067,12,8
9375159,6,6
4157102,4,3
9990614,53,45
9611351,3,2
9729882,7,7
9514319,11,11
7402804,27,21
11184472,5,4
7958079,7,6
D511178,8,5
8648414,27,14
10319849,24,18
10039629,22,7
9856511,44,16
4180278,7,3
7511242,8,2
D582413,5,1
9862641,1,1
D271031,3,1
6882207,16,13
11077170,7,6
7019862,15,13
4914334,10,4
4276710,9,3
4648260,6,3
8531698,11,11
10926341,35,21
8965472,8,4
6789229,5,4
6453584,8,8
7593682,20,13
5317214,1,1
4689102,4,3
10287725,8,6
3942709,9,3
5971574,7,4
4271046,4,4
6196679,10,2
4345913,8,2
8976575,15,10
8100791,4,3
6018825,18,7
10948613,28,28
11022139,8,8
7318887,12,9
4850403,8,3
10210705,14,14
4815698,2,1
9687223,91,72
6793175,12,3
D559011,7,5
10870396,14,13
9922524,8,5
9120425,9,3
4304481,4,3
5701707,6,2
7487529,13,10
8233716,34,21
9997910,23,19
5950127,14,11
8490845,7,3
6998753,14,11
7407172,20,8
5282560,4,1
5069737,20,3
D919165,8,8
9404491,6,4
4132896,1,1
6249845,3,2
5051707,7,3
9071313,8,8
D606489,9,4
6559051,16,5
6004074,5,3
6437291,12,7
10352404,7,6
5640682,9,8
6085504,2,2
10904852,9,9
8498079,18,7
6039757,62,23
5388669,3,3
6630137,0,0
7842094,6,2
8879191,6,4
8994541,2,2
6965420,34,14
7976011,15,14
9168223,7,4
6821312,11,7
9205353,7,5
8091409,9,9
6883157,23,19
6859235,11,7
7262928,11,10
9584253,5,5
4560121,1,1
4614224,1,1
4030252,7,3
6426996,9,7
7043989,16,7
D817817,9,9
8723593,6,4
10574430,17,16
9954932,9,6
6008702,2,1
4173783,14,14
5494463,4,1
7451254,14,13
8709467,38,19
7169392,8,8
4721306,5,4
7441984,13,5
D491240,5,2
10224004,12,8
9261031,9,9
9171773,8,4
7239297,14,13
9574300,11,11
4650505,7,3
D497374,10,4
4400753,2,1
9394945,11,7
10928855,62,27
8022864,11,6
5937768,8,4
4294391,24,9
11345290,6,3
9999662,2,2
9490150,6,5
7872607,10,6
5107843,3,3
9252628,7,7
10568347,6,3
10208351,25,23
4746807,4,4
5172117,4,3
8653861,45,42
5402340,12,12
8914463,7,7
4145729,6,2
6329517,16,16
8257660,13,8
10611093,12,11
5434593,30,17
7096597,3,2
8919815,6,3
6701134,4,4
7940082,8,8
PP16176,1,1
8607649,10,10
5150732,4,3
9499864,12,10
8110355,16,6
6748624,6,3
10783518,5,5
5973917,13,7
9212558,3,3
D892555,8,8
D606110,8,7
4141218,2,1
6079574,7,5
7715292,4,4
8395111,7,3
11076183,19,15
11124394,9,9
7032060,4,2
D329574,5,2
8412536,21,15
8953651,18,12
4184500,3,3
5530344,13,9
D669847,8,8
D605469,42,24
6645286,3,3
7586403,12,10
9833436,11,4
10533269,41,18
4912475,6,6
D689459,8,7
D728885,14,12
4344038,1,1
11097942,21,14
7816726,17,8
8180677,8,8
D355959,7,4
8378432,16,8
6510999,6,6
8222169,9,7
D384404,12,8
10819559,5,5
4667156,9,3
4643812,1,1
4067615,6,3
5679957,15,11
4337159,5,4
6869167,2,2
8284454,6,6
7898962,4,3
5246307,3,2
5889599,34,34
10549938,14,12
9025581,9,7
7536071,3,1
11319004,6,3
10084009,29,29
10797249,2,1
10127577,16,16
5709345,11,6
10776501,29,14
5519924,20,6
10401253,4,4
4174511,4,2
D495208,6,4
D477930,6,5
8114666,5,5
4730700,4,1
D670236,4,4
9739108,13,12
10623000,39,31
7677726,22,22
4685741,4,2
7375653,5,2
7021059,24,21
D366190,4,2
4552908,1,1
7076912,9,5
9097372,3,3
9895235,16,9
5332308,3,2
10697306,7,5
8925661,10,10
6421608,12,12
9688037,10,9
4244061,1,1
5809631,21,21
4923339,33,14
4732339,7,4
9440646,77,54
D570706,6,6
10868594,17,14
8362210,11,11
8011419,2,1
6571499,8,4
10521245,4,4
9045190,7,7
4058922,9,3
D397380,7,5
8166261,10,10
11280697,7,7
8647107,5,5
5668708,4,4
7651103,14,5
8437183,10,10
9184859,14,9
5394664,8,6
D931530,8,8
6288720,16,15
11351996,16,10
8059644,23,19
10935041,6,4
6004349,20,4
9738422,6,3
D310829,8,3
11027878,2,2
9357032,15,15
11160917,26,16
6092405,5,1
7985719,2,2
9373677,1,1
7708472,31,16
9851056,66,40
6142174,17,8
D369403,6,5
5673725,9,4
D895121,6,2
8550474,12,11
6645987,0,0
10729840,12,4
4720222,7,2
11237526,19,10
6453126,15,8
9945201,5,5
D894253,8,7
4269001,3,2
D243015,6,1
10542872,149,40
11364914,7,7
9121977,19,19
6098713,30,21
5295306,72,39
7982129,3,2
7196443,32,20
8456956,24,18
6292049,5,5
5091158,2,1
D615625,7,3
5549386,9,4
9392325,4,4
9559580,9,7
6561200,6,3
4078565,6,2
7928746,11,11
7956864,10,7
6255884,3,2
10281732,40,22
4672184,3,2
9900170,5,5
11344962,6,6
5404928,10,3
11043991,9,6
6516900,9,3
6902819,4,4
8557547,4,4
10567934,2,2
10533896,14,9
D480523,7,3
10979611,6,6
9748672,14,3
D804823,12,12
D942287,8,7
3997085,9,3
4952101,26,5
7460757,6,4
D749320,7,4
4113935,3,2
D490832,8,4
4476415,10,6
D258676,6,3
4817813,2,1
8911998,48,37
10662639,5,5
7426792,38,13
9357334,6,5
7287887,26,21
11095504,28,27
8582482,7,7
7408453,152,31
7544195,11,2
4146664,5,2
8925976,6,5
5751088,4,4
4821265,9,7
10302082,9,9
8967138,11,4
4984393,2,2
9498652,1,1
4772905,5,3
6518829,9,8
