patent_id,num_figures,num_sheets
D344550,1,1
D655433,8,3
9453418,5,4
9692536,18,17
7441877,12,11
10822175,9,7
7124355,9,9
6935023,10,5
4460854,2,1
D896274,8,8
4054482,4,1
5134406,1,1
8503782,14,9
7121242,12,7
5431434,14,4
D818284,8,8
7877527,5,3
9223223,23,12
11444570,13,13
10161821,4,3
11394838,11,8
7426978,20,10
9542012,11,5
5303828,2,2
4679349,7,1
6405550,5,5
4998607,13,3
5029829,3,3
7489178,9,3
8690622,10,7
6481218,2,2
7011086,7,4
D275852,7,2
5243018,2,2
D587205,7,6
7903484,19,19
D415957,6,6
9316790,4,4
7791943,39,17
6005653,12,7
6270321,2,1
5859828,9,6
10547813,3,3
8810718,5,5
D386007,7,4
5350509,5,1
9784543,6,5
4196397,3,1
5545308,17,9
7830752,6,4
D483227,6,3
8684862,28,12
6638349,0,0
D616235,6,5
5516226,5,4
10337836,16,9
5513485,5,1
10805467,18,18
7171678,6,6
4523583,10,5
4546726,3,2
5781969,12,8
9589184,14,11
7336173,12,10
7492340,30,26
6578239,10,7
7339530,5,2
5102143,4,2
8534011,17,16
10732399,61,53
10688739,12,12
7222965,27,13
7421416,17,10
7524820,2,2
8408710,9,9
7616820,4,2
9862828,28,12
10648494,7,4
7021901,8,8
8199608,5,5
D921236,7,7
D593267,6,2
10622045,35,22
3943430,36,7
D462278,8,3
8443728,5,5
9602908,13,4
D481225,6,5
7351056,3,2
7047614,7,6
10256842,10,10
6791349,4,3
7730656,17,5
4075935,2,1
D499077,7,4
D654097,2,1
6414009,0,0
5817162,11,2
9297182,5,4
9990112,17,12
4114716,3,2
10236147,20,8
4674389,13,4
7816996,17,14
6370528,14,14
10978362,19,11
4290034,3,1
10347807,19,8
6663607,11,4
6256488,2,2
10072954,12,9
8934659,3,1
D753422,7,6
6704766,4,4
6544585,40,29
8764322,8,6
7994747,6,6
9070677,14,11
10591251,43,26
10807827,19,14
10800178,13,13
6468567,15,12
10519694,16,16
7710506,39,28
9974656,18,9
9718092,1,1
10625204,8,8
8448198,5,5
11230658,46,40
11286843,7,5
9653985,8,7
9698041,8,5
6811801,5,5
5260189,21,20
5703608,10,10
7872768,56,41
9217595,6,5
4615931,12,3
10078526,21,21
6701718,10,10
6552398,22,7
9046547,9,3
11357859,1,1
7530437,26,23
9076775,5,5
4864878,7,3
4997552,2,2
8431295,1,1
PP34514,2,2
9468087,20,13
5317849,7,3
8972425,9,9
4998945,27,19
9654202,18,15
11081235,25,24
6184135,24,6
11035827,17,8
D395568,7,2
5322155,6,6
10520173,10,10
8092461,22,17
10003641,15,11
D328599,1,1
9773525,12,7
3957939,4,1
7597868,11,3
6150593,4,2
9832084,11,9
6246166,5,3
9133980,10,8
9325177,4,2
7805692,18,7
7851094,3,2
10416348,53,24
9029376,1,1
5678226,4,4
8296180,12,11
PP14936,17,1
D333456,5,5
D813452,7,6
11209524,10,7
11087201,4,4
8711981,6,3
D672520,6,6
10067735,53,53
9042777,51,37
4268912,11,5
6832427,5,4
4694373,11,10
6768483,10,6
7932698,5,5
11237229,23,14
11193434,3,3
9699003,4,4
6797373,0,0
9806426,12,5
3987879,6,2
4146744,11,7
9785710,5,5
D316049,5,1
6312809,7,5
10786303,17,13
5570644,5,3
10280758,5,3
5908302,9,8
D566920,6,6
D573814,6,5
5641355,5,4
7540918,4,2
10458504,17,7
11381334,17,12
D640774,6,6
9800216,8,5
9985367,40,29
8489155,10,10
8807209,23,11
7856388,7,6
8727814,6,5
7829278,1,1
7811040,12,6
7582076,5,5
5434982,4,2
8235250,9,9
10931357,4,2
D662453,7,7
8155312,25,24
6673681,10,3
8451982,6,6
7298848,16,4
6575703,6,6
4525159,6,1
3961708,5,2
6702529,5,5
7069377,6,6
7095080,4,2
10040474,4,4
9854569,19,19
7344719,20,20
7308845,5,4
7791408,5,5
D529368,7,7
10410015,7,7
4738296,8,2
6068755,12,9
4143406,11,9
9106274,9,5
9234776,3,3
8190944,5,5
8022798,20,13
6490001,18,14
D870817,7,7
5827536,1,1
8521811,10,10
D496878,7,3
6406512,0,0
D656689,4,2
4781594,2,2
D914273,7,3
9135843,24,17
4735173,15,6
9510146,9,7
9653760,5,5
7963322,11,6
6421468,16,8
8254655,3,3
8500765,65,35
5841337,18,7
11067048,3,3
5336867,4,2
10698705,10,6
6693607,8,7
9256463,7,7
10857013,114,33
10512330,13,13
11270436,8,7
11035326,5,3
9044652,28,13
8966607,6,5
9867005,5,4
D915435,18,18
8693369,11,9
7738543,12,7
10464352,6,4
6526847,5,1
4715358,12,6
3983963,18,8
7656521,6,2
5107074,4,1
7529409,8,4
7335981,6,3
10770857,16,15
8086730,4,4
7910357,7,4
10676787,15,15
D837964,7,4
8091646,11,4
3990975,6,2
5405468,8,5
4621707,2,2
D469924,4,1
7830595,25,14
7085973,11,10
9109802,7,7
10921782,25,17
4862704,6,2
5437636,20,8
8661894,8,4
6901213,5,5
10128399,16,12
5617015,10,6
6652000,2,1
8169686,27,15
7410450,8,5
9134193,12,9
8150586,2,2
6667694,8,8
8872118,13,13
8584895,26,20
6656424,5,3
6140237,4,2
6414213,0,0
5917879,4,2
10881766,44,44
6641417,4,3
8361820,96,41
4705662,8,8
5261808,4,2
7219561,47,35
4481484,1,1
D749615,1,1
3964648,11,5
7771547,9,5
7983880,8,7
8776921,6,3
4593404,5,1
D889520,8,8
6414031,0,0
9124957,13,13
10169078,4,4
8232050,14,14
D524618,8,8
10443192,6,6
4114819,8,2
7042301,13,6
4110604,11,7
7261453,23,18
5614941,27,18
6462591,12,12
D555416,8,8
8417164,7,7
5043128,8,2
5176687,24,6
4131293,6,2
5575747,19,4
5628297,14,10
5924235,4,2
10289302,12,4
7102716,6,4
4153828,6,3
9463536,37,14
D866183,5,5
D773043,8,5
D833598,7,7
10333836,8,8
5131118,5,3
8710728,10,10
5042268,1,1
7952979,25,20
10187017,6,6
8431231,5,3
8045557,5,5
4081189,7,2
11050486,6,6
D665244,12,12
7070154,4,4
7002280,12,10
7486270,10,5
9525999,7,7
10091135,11,9
10651272,41,37
6803577,9,9
D865820,8,8
8222868,10,9
11174059,10,10
7573753,25,12
9331098,21,9
10167608,14,10
6425316,6,3
4156961,16,9
8815325,2,2
6192366,5,5
10276435,5,3
6001735,6,2
10543707,6,2
8739513,9,8
6132233,9,5
8746468,24,8
11383189,11,11
10176325,11,5
5619026,5,3
4472221,7,2
5524827,7,4
10642251,3,2
7209495,13,9
10068783,5,4
6005542,13,4
9581297,24,16
7243756,8,5
6889128,4,4
8983813,29,29
5681701,26,25
7432038,7,6
4003465,9,7
5350600,36,15
7900868,18,15
6518993,12,12
9870428,20,19
5129879,5,2
D338680,5,3
6057063,11,10
6290607,21,12
7365464,8,4
6899283,14,14
6635868,15,8
8254780,17,17
7372716,5,3
4352712,4,2
4887304,4,4
6802499,7,5
D877902,5,4
8891761,12,7
10340227,10,8
6712398,4,3
5249419,4,2
8909321,10,7
5329060,3,3
4061144,4,1
5583569,4,4
9034682,21,11
9451462,27,27
D615446,5,2
10828586,7,7
11259599,38,29
7355805,8,8
4290652,11,10
10348613,7,3
8671887,21,10
6829286,46,22
9325226,7,3
D667082,8,7
10265574,11,9
9924351,8,6
9843541,4,3
8243916,5,4
7509790,11,11
11336684,11,8
9330545,22,21
7628222,13,9
9415879,7,4
4427711,14,4
5618086,8,4
4178357,1,1
7217183,9,5
5595229,7,3
7242360,7,4
6048178,5,5
8912547,46,32
5276333,15,9
9649696,7,3
10012607,4,3
5777493,3,3
6667156,15,15
7785987,299,122
9292542,15,11
5395369,4,8
9044114,5,2
10632746,8,8
D243457,5,1
4146207,7,2
9517088,8,4
6832691,12,10
8484799,16,16
5936834,3,3
4933930,11,9
D491224,7,4
5404293,4,4
9458934,1,1
9525783,3,3
5609269,13,5
10005625,6,6
7916625,6,4
9289623,10,10
8878794,91,68
D702695,7,7
PP5974,3,3
6894333,30,16
8988272,14,9
6543064,18,4
7341047,20,17
10966166,12,3
7489698,4,4
4869739,8,5
4605951,7,4
8681371,19,17
7804434,19,18
5297737,5,2
9228267,2,1
3933212,10,4
11022546,15,11
4849827,6,4
7085779,8,8
7741949,7,6
9210473,3,3
10117834,8,8
8979069,5,5
8632865,2,2
9873382,6,6
4590348,2,1
7054024,2,2
6163976,19,15
8375686,20,15
5525145,5,2
9845692,5,4
8735546,1,1
4059195,3,2
D479297,8,2
5673015,12,6
5496005,4,1
5703930,5,5
11097579,15,12
8863786,8,8
7713395,21,13
6916538,6,2
D841366,8,8
4065771,1,1
5040455,6,2
4387436,13,9
9239530,4,4
10817609,4,2
6652738,1,1
6397254,154,114
8450605,12,12
6582954,7,7
6375111,27,14
11292740,5,5
11179584,5,5
D733907,9,6
7631021,5,5
5223663,13,9
D340376,7,3
6651458,3,2
6391971,3,3
4630581,16,5
5868917,7,7
10672732,14,13
10758033,12,6
6422331,9,9
4463643,22,6
6528828,8,5
5875726,5,4
10753062,15,15
D585920,8,6
4873621,4,3
10439576,19,17
11371519,9,8
11028763,9,6
6164951,4,3
7385693,41,34
10678589,9,7
4369055,4,3
7038881,24,12
8410458,1,1
9923684,16,11
6029654,5,3
7886878,18,6
D432191,7,3
D338813,12,6
10674862,6,5
4874149,6,2
PP23849,6,2
4930728,10,4
7868789,12,12
RE34789,17,5
8330245,13,13
9755190,11,9
10454360,11,9
9213495,18,18
9444987,10,5
9840281,17,9
D360231,3,1
10311378,13,13
11158192,9,6
11328988,22,14
D573039,14,6
D306906,7,2
5961112,8,5
9399159,6,6
10085002,10,7
4036382,13,4
7229154,103,76
11007945,33,20
6255824,8,8
8757020,1,1
D715030,5,2
7426640,17,5
6079442,16,8
8450946,5,5
D285908,5,1
5836877,5,5
6954680,7,6
5596676,32,29
10955618,6,6
D526267,3,3
7532881,6,6
4520343,24,6
8520787,27,19
4809539,4,4
6629653,2,1
5162097,12,7
D644666,7,6
3955677,4,1
5239348,10,10
5782699,6,6
8376017,13,11
10998334,17,17
11190860,13,13
5194917,4,4
PP4558,4,1
5675367,44,27
4947062,5,5
6952441,2,2
8669454,13,13
8402431,7,7
4967644,2,2
11024212,11,11
6155708,6,3
6425107,16,14
4046559,3,2
9336266,17,15
10354996,19,12
4911130,8,6
PP26044,3,3
6985003,2,2
9125383,9,4
9931701,9,7
5996093,5,3
8511846,20,12
5203490,11,3
9687066,14,8
6520665,10,6
4237581,4,1
6842566,7,5
10212596,6,6
10897363,13,11
5264015,9,9
10401680,3,2
4564351,4,1
7301142,45,12
8333909,10,8
9308148,21,19
7162785,6,6
10352939,7,7
4275271,5,3
7471273,9,6
4446966,3,1
5174663,34,17
8734802,16,16
5492704,6,6
9336740,78,76
8926110,12,6
4943191,8,2
4642717,4,3
6232331,2,2
6958849,9,5
5805041,3,3
5656081,10,6
8729671,19,5
9881233,7,5
4056311,26,8
9188840,13,12
10679675,5,3
D634014,5,5
8730294,7,6
9627472,9,6
9328360,9,6
5894315,10,9
5491282,5,4
6546356,6,4
D753601,8,8
PP21043,2,2
11160215,10,3
8636830,32,32
5298571,6,3
4386993,7,4
RE42452,4,2
D325876,7,1
9062767,4,2
5997326,9,4
9251989,7,7
7254888,6,3
D451142,6,2
D648994,7,6
4020618,8,5
5715188,9,8
D489008,6,2
D789973,1,1
4330745,8,5
10444586,35,35
5748333,12,12
7761852,2,2
9149995,9,4
D754973,9,3
3968451,8,4
7422242,6,5
3983399,21,6
5533880,29,11
7226314,16,9
4084948,7,2
9966629,6,6
4558320,3,2
5389084,3,1
D563770,5,1
5820419,14,13
D325337,5,1
D587218,16,6
9395845,11,10
7700251,10,6
7524428,18,5
9398356,33,9
6832813,16,8
7098286,31,28
5134738,3,2
6452131,24,17
7207445,7,6
7884467,12,9
6731918,6,6
9632550,6,5
11429551,12,9
8663004,7,7
7055601,3,2
4580094,4,4
9078666,32,16
5905178,2,2
5559741,6,5
8996128,11,7
8787858,7,7
D737028,6,5
8310264,10,8
9884436,16,5
10709643,34,22
11403006,12,12
8932296,14,10
6372533,3,3
7542231,7,6
4848939,3,1
5876673,11,3
4272173,8,4
6788566,6,6
4328427,6,5
4365522,5,4
9234116,1,1
D909617,6,4
4767708,3,4
5009431,7,6
6177169,15,8
5887759,9,3
4684616,2,2
9445480,29,29
10081731,1,1
4540362,4,1
9718020,16,8
6407758,26,23
8186614,2,1
10628031,6,3
5759684,8,6
D922133,7,7
6619003,6,5
5739543,10,5
10714001,42,33
7584027,8,4
10512945,7,7
5920376,7,5
7329845,14,12
11152840,20,15
6296438,3,1
5195094,5,4
10080233,2,2
9063125,25,7
D451288,7,3
5446724,11,5
4176984,8,4
8352396,6,5
D778663,7,7
7150414,11,6
5331161,19,15
8002984,14,11
4403391,23,11
7481000,7,3
4004699,7,3
6862523,7,4
7342098,550,550
11089014,6,6
8537066,14,8
7451911,9,2
7449047,2,2
10735745,14,14
D866511,7,7
6962779,0,0
D738216,7,7
10538886,6,5
5829679,5,2
D543076,5,5
4724036,4,3
7174802,8,6
9917271,28,17
D330555,5,2
D673100,2,1
7215433,21,17
8699096,33,18
D832444,7,3
8332146,5,5
10337630,16,8
8889307,9,9
D287095,5,1
6534098,0,0
9412365,5,5
D485540,11,6
4374305,7,3
6839805,17,17
3933137,10,8
10803415,12,12
6671326,8,4
5893930,7,5
7428716,5,5
5616351,2,1
4527836,3,1
10677592,6,4
D537545,3,1
5359793,7,2
7550850,13,13
7268696,9,6
6947062,3,3
9813531,8,4
10991894,11,6
D468009,7,3
4472971,10,4
4877488,11,10
D558416,6,6
8663625,29,15
6462955,8,8
9927515,11,9
8684079,4,2
7878804,4,3
6580441,25,22
9712684,6,6
5067201,9,2
7471737,21,10
9031690,19,16
10397729,17,11
7427403,10,6
6533753,15,9
9433198,21,6
D495436,5,1
4108768,2,1
8317883,5,5
11329815,8,8
7276803,15,12
6434482,7,6
5810723,7,5
11025598,15,12
4612626,3,2
6879465,18,15
9239294,30,11
5473813,30,7
5663558,9,7
7114866,23,16
4865702,2,1
4302918,2,1
5087423,5,4
9915402,29,28
9040417,10,8
9696585,15,6
11295646,6,5
10777727,19,11
7804391,8,6
9034626,20,21
10898098,41,22
6828047,21,15
5549776,4,1
8961826,1,1
9477929,17,16
5541476,12,7
10337115,20,8
11155533,37,40
9159118,21,9
D879140,7,7
6097381,9,4
4643250,3,2
4917949,3,1
9966696,10,5
10943611,7,7
D699817,7,7
7678984,8,8
7571367,6,3
6495008,18,11
6997477,1,1
5139126,5,2
6493710,4,3
11275560,6,6
5862177,4,3
D700429,3,3
10044752,27,27
6122151,4,4
3938288,5,1
6934855,6,6
11132865,8,8
4962563,7,5
10767093,3,3
5575774,5,3
10229622,11,7
10882360,7,6
D294701,6,2
10689844,49,21
8914093,53,35
9794291,4,4
6910048,18,25
6735975,8,6
5660817,4,2
10900597,9,4
4929048,8,5
D408206,7,4
5017514,21,7
8217377,12,7
11031284,13,13
8505421,27,10
7619775,55,22
7761456,10,10
9854072,11,9
4441025,4,2
7790494,31,18
8437751,7,7
D638404,7,3
9424592,5,5
4514727,6,3
6370337,6,3
D505051,6,2
9301328,19,19
4305485,4,2
D676729,7,3
11296073,8,8
D506548,14,8
4197581,20,17
10704887,4,4
10057398,7,7
4314713,6,2
8659423,6,6
5681987,14,8
6039043,17,7
4428973,1,1
9790948,4,4
8040959,8,4
D630852,14,12
10623680,4,4
7748363,7,7
10048105,8,6
6666091,10,7
10834611,8,8
9133642,5,4
5711567,6,2
4516245,4,3
7445737,9,7
7953793,15,10
5395422,12,12
D533048,4,2
D838616,6,6
5904309,17,9
D558895,2,2
8963930,6,6
8109590,18,12
5410720,12,8
10226181,9,9
8496015,4,4
7812556,14,13
8163508,20,15
10292129,4,4
9782380,39,8
10321869,10,10
D723647,10,3
5230522,19,8
7211055,102,56
5656880,7,3
11278050,3,3
6380289,1,1
5079675,10,4
8609531,10,4
8887737,1,1
7414779,49,44
6876956,37,14
5021135,1,1
5415990,1,1
D538020,6,4
10717005,10,9
6805814,0,0
6452509,4,2
4969778,8,2
5517456,4,4
8465947,4,4
6977588,36,24
7094967,5,3
10483899,4,2
9816669,3,3
5305906,51,16
10457035,3,3
7268775,11,8
6818479,17,8
5173616,5,5
4158029,5,2
8222839,15,12
6723102,11,11
4480384,2,1
9967710,2,1
5521565,8,4
4489762,3,2
9519773,7,7
11329883,28,18
4108403,12,2
5869183,13,6
6048169,1,1
D877667,6,6
10037224,8,8
8122896,8,7
9104013,21,11
11353723,15,12
10292095,5,5
9060528,21,15
7675857,9,5
10216100,13,8
D368254,11,11
10673178,7,4
7852344,15,13
8632331,6,6
7793665,16,6
4140626,4,3
D309397,5,1
10406212,13,13
11155806,29,21
5961673,1,1
D624781,7,5
8157534,2,2
5277673,29,16
9398402,6,6
4196854,3,3
5363079,8,5
D567302,8,4
10388712,14,14
4511933,13,7
D537800,6,5
11027817,19,3
11038016,11,8
6964520,14,12
6811457,17,11
7985193,23,13
7845902,8,6
6188334,9,5
8599927,27,20
9266923,4,4
9097795,11,9
8328927,2,2
8543364,58,33
7321016,4,4
4581503,5,2
9965898,6,6
5333694,14,7
9405092,8,6
10153697,9,9
6249123,5,5
4702452,3,1
9065615,15,11
10868080,6,6
5553593,32,23
10305496,28,23
8508627,21,16
5368036,3,3
9247613,7,3
9186196,16,12
9715860,8,6
8813698,9,9
10240233,4,4
11374491,20,16
6908870,1,1
9869961,3,3
4694944,16,3
4906941,29,13
5092097,7,2
7134029,6,6
5125044,4,4
6951719,7,9
5551319,8,5
8462680,1,1
5193236,9,6
8164740,14,10
11273354,22,17
6998096,16,12
6618625,11,4
D394257,15,9
10590612,10,10
10857344,12,12
8109306,6,5
7630041,4,4
5954846,9,4
6214599,26,25
8912973,15,12
10899047,13,7
10625693,10,9
9889450,3,3
6325757,32,22
9150733,1,1
D664406,11,7
11412025,15,15
10989472,9,9
6636256,2,2
6203184,14,6
8136498,13,13
10816109,17,11
10821592,3,2
10162319,6,5
9178163,6,6
6796366,3,2
D338753,7,2
10018215,82,49
4018525,2,1
6450328,7,3
7215601,17,17
8667093,6,4
5347743,25,8
4083336,4,3
11089641,11,11
10432606,11,8
D332841,4,1
11422273,28,20
9815545,5,3
5641537,2,1
4977299,10,3
7869615,5,5
10625464,7,6
10809065,5,5
8184210,11,9
6564204,56,28
9646585,21,18
D947520,14,14
5706538,11,5
6901428,6,6
D461075,6,6
7093855,6,5
9071564,3,3
6048725,4,4
11288590,9,9
6975325,6,5
4179596,1,1
4564883,4,1
11321091,2,2
D778554,3,3
5642241,49,19
7342352,23,23
8261031,34,27
10387786,20,17
D756445,10,10
5909834,16,3
5322321,2,2
6645812,6,3
9608230,13,5
6879381,6,6
11455987,17,17
5215178,4,2
7357377,4,2
10014556,9,7
8132457,27,24
8608967,8,8
11161876,28,25
6476194,6,3
4059872,4,1
4590876,7,6
4797703,4,2
6706320,9,6
5437910,6,3
11189197,17,13
9169677,8,6
D703628,8,5
8929721,20,13
10437446,152,149
9801295,7,7
10672699,18,18
10998096,8,5
8050044,3,3
8113792,7,7
8986552,2,2
10422619,5,5
9469063,5,5
5606184,10,3
7493121,4,3
11226566,5,3
11333016,8,8
6932434,4,3
7363931,22,10
11378885,21,5
D934115,13,13
8722034,5,5
10336644,24,13
7902143,7,7
5473377,3,3
4949812,18,8
7052126,2,2
5116424,7,6
4040056,1,1
8581273,11,7
9852881,41,18
6407257,0,0
D670096,9,9
7105162,25,24
D391977,16,14
10389551,8,7
9518401,10,10
10644721,7,7
D828219,7,5
7707657,13,8
7379163,8,6
6627351,5,4
7613041,42,35
4440192,4,2
10901457,21,15
6772392,9,4
6142907,12,11
4897544,18,8
6395829,0,0
6426651,7,4
7917759,5,5
8523865,12,7
5944228,21,12
10977016,13,12
8322488,22,15
7198251,6,6
5050753,5,2
11088482,7,6
10876847,8,8
6877445,4,4
7383470,5,5
5642927,14,6
4664444,5,4
11444822,5,5
D849265,7,6
7763546,21,13
9089673,18,13
9779655,13,12
8337183,3,2
D856122,7,4
6732282,13,8
8002278,12,8
5935007,4,2
10387423,31,29
5926599,9,4
8017641,61,61
4542644,5,2
7548960,9,8
7221672,10,4
6601192,195,123
3986724,3,2
6872008,21,11
10548421,7,3
11105871,7,5
8334965,92,92
5542774,12,7
6769394,1,1
11290510,7,5
6336077,6,4
4904533,8,3
7093138,3,3
10039743,5,5
9218820,6,6
9360076,5,2
5600805,19,12
8502752,17,13
8108441,8,8
9968798,14,10
10915444,7,5
5628245,2,1
8175420,7,7
D247792,4,1
11450944,14,14
5349385,3,3
4014727,1,1
7207369,4,2
5718428,6,2
6276494,18,10
5958176,2,2
10073802,16,9
10211789,26,18
10834355,8,7
9199493,2,2
11298689,16,16
7369050,4,2
6985029,4,2
9190705,38,16
6129635,5,5
D617917,6,6
7714046,2,1
4829495,7,4
8710503,7,4
7014878,4,3
4331060,2,2
10200910,7,7
6404288,1,1
7268853,3,3
7470216,13,9
9835585,14,14
9729153,8,8
D634907,7,4
6258114,5,2
9246574,10,10
10202869,6,4
9855944,6,6
10313302,9,9
6046841,15,15
9984732,11,11
8186089,7,7
5787124,3,2
10887671,8,6
6847099,10,3
7083739,16,6
8322063,15,7
8030713,5,5
7714109,74,53
D436209,4,1
4380056,23,11
5747345,2,2
D601818,7,7
10747514,10,6
8778599,10,2
7308556,11,11
6110296,8,5
5963376,25,11
6551133,8,4
7746822,9,4
4138661,5,4
6477965,9,8
7131117,3,3
11130132,26,10
9447602,5,5
7240277,11,6
6516488,7,3
10776346,7,7
8235059,14,11
7613381,8,6
10060271,6,4
D943277,9,9
D954454,10,10
6502806,7,3
7150326,35,10
10651581,16,11
7678174,10,5
10400052,2,2
4660790,4,1
4884551,16,4
8305252,21,20
9864545,12,10
7679378,3,3
8328645,4,2
8829722,8,7
4663493,3,3
10336320,5,5
10555825,21,15
7376691,6,5
10066951,15,14
4591148,6,1
10787678,8,5
6586870,17,6
5593236,18,11
D534536,7,4
6305789,54,23
10520022,8,7
6927585,24,10
4895731,2,2
7047469,5,5
6517463,28,14
8372396,44,34
7632024,8,8
7421990,6,4
10265382,26,15
D393393,6,2
8800441,14,8
7116903,3,3
11123913,18,4
10415677,3,2
7245076,15,7
7978971,9,4
8894218,24,17
6272855,5,4
10582802,26,22
8108205,6,6
8857437,15,15
10204749,6,3
8878371,10,10
8952554,10,5
9730955,4,4
11273214,44,23
8232176,20,12
9277208,6,5
8562713,21,18
6319761,26,10
11257311,7,6
10601057,6,6
8285090,5,4
7458821,14,13
10336798,68,68
4209032,10,3
8982014,5,5
7333314,10,7
D386600,4,2
11192248,14,14
D826805,9,9
6576376,5,3
7153950,2,2
D442013,6,6
4693474,7,2
5980596,5,3
D380052,5,1
5992968,17,11
11431826,3,3
10052337,77,37
8757345,10,9
3976977,20,13
9132678,5,4
7390781,9,9
6842934,4,2
10572195,7,6
4840169,2,2
9613133,4,4
6525444,6,6
11085728,59,57
11430793,29,17
4203080,9,4
4903711,8,2
9028886,5,3
D942600,7,7
8792793,29,24
10784243,18,9
10539172,9,8
6323822,8,6
7313433,15,11
5506874,11,6
4964731,5,3
7540376,9,5
4870319,6,3
7536628,12,12
D818769,8,8
D794111,7,4
9791953,16,11
4663070,1,1
7902014,18,6
10340719,5,4
8291271,8,7
7118989,11,7
7963312,11,11
10460928,7,7
4536759,23,27
4191312,4,2
7278823,14,14
10241979,9,9
9119573,9,4
10710219,26,15
7055901,8,7
4371182,5,3
11096689,73,52
D483125,7,4
8439363,5,3
8530494,11,11
5629485,30,18
9249454,56,56
5755617,11,5
10741676,38,38
7269599,4,4
11236289,3,3
4227777,3,1
10194172,14,11
10513160,26,14
7248104,4,4
11068136,14,14
10703635,2,2
7211335,2,1
8897715,7,6
D753164,1,1
7175309,12,8
6705955,1,1
10663411,10,10
10295636,15,12
4972685,10,4
9337743,6,6
8736038,4,3
8009741,9,9
11212539,24,24
10761649,22,15
4586240,7,2
6755017,6,6
7887353,44,13
7382880,7,7
10641712,1,1
9255788,8,6
5761815,4,3
D562916,7,7
8197216,5,5
8342591,5,4
11376979,37,31
9160441,8,8
D382495,6,6
10058352,11,7
11128133,4,2
D521601,7,7
4361093,8,2
10794339,4,3
10958579,11,10
10037012,11,10
6151861,3,3
9470442,11,10
D930042,7,7
10536681,65,39
5686119,13,6
7999636,14,8
4281870,15,4
7063962,2,2
D559359,7,4
7323064,5,2
8364931,19,19
6583839,19,16
4097565,3,1
D373150,6,3
D918452,8,8
4635860,3,2
6085323,41,21
D446926,6,2
9193896,11,6
4694542,17,3
D370512,7,3
9845171,35,9
11270944,36,36
9514667,8,8
11018639,7,7
6747984,6,5
11118666,8,5
5684828,15,10
10196267,23,12
D518672,5,2
7048721,2,1
10642401,5,3
7506776,8,7
D760516,7,7
7517093,5,4
11331414,18,12
8281719,6,3
6452313,8,5
10093676,9,5
5966072,26,21
4312384,1,1
5853994,9,5
9748323,7,7
9114554,6,6
7335866,4,3
10711816,19,5
9677629,8,5
6984932,4,3
10764846,29,22
6664639,26,12
8549141,14,6
6361582,37,23
5960254,3,1
10675494,2,2
10676235,15,15
8617295,8,4
7648824,12,22
8123394,4,4
8163340,3,3
D397288,7,3
PP5114,1,1
9730481,9,3
10702960,16,6
D334599,4,2
4573820,7,2
5992515,3,2
5492178,1,1
5837397,1,1
6970836,6,6
9681675,8,8
8587489,22,20
6949785,13,7
9952776,10,10
9347480,4,4
7034641,4,2
10273281,16,11
10996208,50,50
5188423,3,3
6356129,21,14
7827479,14,11
D344636,6,2
7486796,4,3
9410261,22,22
11078099,5,5
5535631,6,3
5606905,9,4
7872758,4,4
10962359,6,6
D582700,6,6
9888274,13,13
D668100,6,6
8120084,14,5
5763801,9,9
4274635,7,2
7912536,10,9
D664858,8,8
4440257,5,2
7984500,12,12
6589107,6,3
5226936,4,2
PP12604,3,2
10466061,12,11
8088983,11,11
D666219,8,6
10769671,11,10
9208830,13,9
4137122,1,1
10000556,18,9
D656615,7,7
7043320,10,10
6500869,0,0
D514838,7,4
6498466,6,6
7891504,14,7
3940103,8,4
5650932,12,7
7895463,22,22
4901185,12,7
D908121,9,9
D754546,4,3
7047568,6,5
10357162,62,53
10931825,7,6
10307644,14,14
4916349,7,4
4409622,6,2
7220260,5,3
11344638,3,2
D956950,7,7
11323405,2,2
D284193,5,2
6653532,4,3
8187813,9,7
10147826,10,10
5250869,33,21
8632599,22,14
4289093,4,2
5279738,26,11
10300478,6,4
7866899,39,38
7110898,6,6
4794818,18,6
8699293,18,15
D802006,10,10
7421803,20,10
7121055,7,3
6770901,80,26
9494996,5,5
10825883,12,9
6175329,7,7
7991377,7,4
7415411,2,2
5345241,5,2
D962658,8,8
9583730,9,9
7488620,15,6
8854793,18,5
9717321,13,13
D274920,4,1
6142650,10,6
5424988,3,1
4068061,1,1
9428327,4,4
D590354,9,5
10342309,25,20
8285803,5,3
D249803,5,1
6430330,7,5
8615358,6,6
8893609,8,8
5777531,3,1
7614222,3,2
5217694,8,5
7967887,15,7
5984255,3,1
4205579,2,2
10378529,23,14
6603744,11,8
11153180,13,13
7275336,9,4
4361069,6,4
10959125,9,7
10339346,13,7
10530497,9,9
8575757,23,22
8590199,24,17
9726213,11,6
4713048,10,10
D652501,7,7
10070005,5,4
11362124,19,7
8950931,17,17
4392565,3,3
9102059,14,11
7437432,5,5
5151695,9,5
8047906,14,10
6559074,4,4
4460247,8,4
D372524,5,3
10738765,6,6
D364672,6,6
10326675,42,40
8949921,9,7
D340605,6,5
7514956,6,6
10067523,14,8
9380110,4,4
4138639,1,1
5983644,4,4
8622380,15,11
6765816,2,2
8153115,3,2
4977658,5,2
4048597,3,3
7684672,11,10
D887582,3,2
10600843,13,5
D782804,3,3
9368086,3,2
D447433,8,4
D756491,7,5
7488442,19,8
5372487,10,4
6074045,17,8
4236554,14,8
