patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
10077364,11,C,C23,C23C,C23C16/401,inventional
9458766,4,F,F16,F16B,F16B13/0833,additional
10597108,2,B,B62,B62J,B62J45/412,inventional
9162585,3,B,B60,B60L,B60L3/0046,inventional
8037881,1,A,A61,A61M,A61M15/002,inventional
9084907,1,A,A62,A62C,A62C3/0214,inventional
9334204,23,B,B01,B01J,B01J2219/00006,additional
9844878,2,G,G05,G05B,G05B19/4061,inventional
8791501,16,H,H01,H01L,H01L2224/16225,additional
9635530,14,H,H04,H04W,H04W8/08,inventional
9927226,3,G,G02,G02B,G02B21/0036,additional
8714850,5,H,H01,H01H,H01H2219/06,additional
9630778,0,A,A45,A45F,A45F5/102,inventional
6216456,6,F,F15,F15B,F15B2211/20553,additional
7553388,12,B,B29,B29C,B29C65/06,additional
10738892,1,F,F01,F01D,F01D5/081,inventional
5300663,2,C,C07,C07C,C07C323/22,inventional
7176310,0,C,C07,C07D,C07D239/47,inventional
10463245,8,A,A61,A61B,A61B17/3421,inventional
7431537,0,A,A01,A01D,A01D87/10,inventional
7087082,142,B,B29,B29C,B29C33/26,additional
5353401,4,Y,Y10,Y10S,Y10S715/967,additional
8109953,6,A,A61,A61B,A61B2017/22094,additional
10241607,11,H,H01,H01L,H01L29/78666,inventional
11078355,5,C,C08,C08K,C08K5/3492,inventional
7873347,25,H,H04,H04M,H04M2215/0152,additional
5962377,1,C,C10,C10M,C10M2201/064,additional
7181271,1,A,A61,A61K,A61K41/0071,inventional
9242115,1,A,A61,A61B,A61B5/11,inventional
5014251,0,G,G04,G04F,G04F3/06,inventional
10501511,7,A,A61,A61P,A61P27/02,inventional
10398832,10,A,A61,A61M,A61M2205/35,additional
6597354,2,G,G09,G09B,G09B29/106,inventional
4973693,2,A,A61,A61P,A61P35/00,inventional
7775644,0,B,B41,B41J,B41J2/17513,inventional
8520739,0,H,H04,H04N,H04N19/80,inventional
5980504,9,A,A61,A61M,A61M25/0133,inventional
11171097,17,H,H01,H01L,H01L2224/80054,additional
6422464,4,G,G06,G06Q,G06Q20/343,inventional
7083273,1,B,B41,B41J,B41J2/155,inventional
9998711,4,H,H04,H04N,H04N7/0127,inventional
11294174,7,B,B60,B60K,B60K2370/25,additional
6704307,11,H,H04,H04Q,H04Q2213/13106,additional
5008572,1,H,H02,H02K,H02K3/522,inventional
9860356,0,H,H04,H04M,H04M1/72406,inventional
9442176,7,G,G08,G08G,G08G1/096741,inventional
8891772,2,H,H04,H04L,H04L9/0825,inventional
8760126,7,B,B41,B41J,B41J2/04588,inventional
8694533,3,G,G06,G06F,G06F16/7834,inventional
5180619,11,B,B29,B29D,B29D99/0089,inventional
10313390,6,H,H04,H04L,H04L63/1425,inventional
8045547,6,H,H04,H04L,H04L45/745,inventional
9334034,0,B,B63,B63H,B63H20/12,inventional
9072594,0,A,A61,A61F,A61F5/048,inventional
6391228,0,H,H01,H01B,H01B3/22,inventional
10299458,3,A,A01,A01H,A01H5/02,inventional
7083219,0,B,B60,B60P,B60P1/003,inventional
9942336,0,H,H04,H04L,H04L67/535,inventional
10797137,0,H,H01,H01L,H01L29/161,inventional
6236925,11,F,F02,F02D,F02D2250/18,additional
8632333,0,B,B29,B29C,B29C49/4205,inventional
4997505,12,Y,Y10,Y10T,Y10T156/1043,additional
9877793,27,A,A61,A61B,A61B2034/303,additional
8409541,0,C,C01,C01G,C01G41/006,inventional
10663239,0,F,F41,F41A,F41A3/66,inventional
8978336,10,Y,Y10,Y10T,Y10T428/24488,additional
10694730,0,A,A01,A01K,A01K91/06,inventional
10446853,0,H,H01,H01M,H01M6/36,inventional
7297605,0,H,H01,H01L,H01L21/26586,inventional
8224915,1,H,H04,H04L,H04L12/1818,inventional
9418454,0,G,G06,G06T,G06T11/203,inventional
4529639,0,B,B29,B29D,B29D99/0057,inventional
10865984,4,F,F23,F23G,F23G2200/00,additional
11096933,21,A,A61,A61P,A61P11/04,inventional
5052151,4,F,F25,F25D,F25D23/02,inventional
11290199,5,H,H04,H04L,H04L5/0091,inventional
9529588,1,G,G06,G06F,G06F8/654,inventional
11014812,4,B,B01,B01D,B01D2257/502,additional
10574025,17,H,H01,H01S,H01S5/0064,additional
8185908,1,G,G06,G06F,G06F9/5083,inventional
11263886,11,A,A61,A61B,A61B5/163,additional
11019293,0,H,H04,H04N,H04N5/3692,inventional
7770804,6,G,G06,G06K,G06K19/06037,inventional
9347943,1,A,A61,A61P,A61P37/04,inventional
6563413,0,H,H01,H01F,H01F27/323,inventional
10660206,0,H,H05,H05K,H05K1/181,inventional
10573656,2,H,H01,H01L,H01L27/11526,inventional
7013781,0,B,B23,B23Q,B23Q1/28,inventional
10120644,14,A,A61,A61B,A61B2090/506,additional
10109207,3,G,G01,G01S,G01S17/08,inventional
6040984,14,H,H01,H01L,H01L2924/01079,additional
8347809,1,B,B01,B01F,B01F23/291,inventional
7419383,0,H,H05,H05K,H05K7/1069,inventional
10356159,5,H,H04,H04L,H04L65/80,inventional
10664637,0,G,G06,G06F,G06F30/331,inventional
9152008,10,H,H01,H01S,H01S3/109,inventional
8471198,2,C,C23,C23C,C23C14/221,inventional
9368055,2,G,G09,G09G,G09G2320/0242,additional
4878475,6,Y,Y02,Y02T,Y02T10/30,additional
5268564,1,G,G06,G06K,G06K7/10851,inventional
10661037,9,A,A61,A61M,A61M16/0833,inventional
6555763,13,H,H01,H01L,H01L2924/01078,additional
4854616,0,E,E05,E05B,E05B17/10,inventional
4974136,3,F,F21,F21V,F21V7/0016,additional
8461699,10,H,H01,H01L,H01L23/5329,inventional
11390524,2,C,C01,C01B,C01B32/00,inventional
4441922,4,F,F23,F23G,F23G2202/102,additional
7309960,0,B,B60,B60Q,B60Q1/486,inventional
10605385,41,B,B32,B32B,B32B2262/103,additional
10128339,14,H,H01,H01L,H01L31/101,inventional
6056493,1,B,B42,B42D,B42D3/002,inventional
10598448,4,F,F04,F04D,F04D25/0606,inventional
7877252,1,G,G10,G10L,G10L19/02,additional
4830483,1,A,A61,A61F,A61F9/008,inventional
7910560,1,A,A23,A23K,A23K20/195,inventional
10628155,2,G,G06,G06F,G06F9/30145,inventional
6818840,25,G,G01,G01R,G01R1/06711,additional
10934222,4,C,C02,C02F,C02F1/444,inventional
5814497,0,C,C12,C12P,C12P11/00,inventional
8542659,0,H,H04,H04L,H04L27/2607,inventional
7323346,9,G,G01,G01N,G01N2333/61,additional
6468740,5,G,G03,G03F,G03F7/00,inventional
10257030,5,H,H04,H04L,H04L41/0659,inventional
10875911,9,A,A61,A61P,A61P11/06,inventional
6047493,0,A,A01,A01K,A01K95/00,inventional
8647643,1,A,A61,A61K,A61K39/00,inventional
8835907,19,H,H01,H01L,H01L2224/83851,additional
10150002,18,A,A63,A63B,A63B22/0605,additional
11119303,2,G,G06,G06K,G06K9/6201,inventional
9407164,4,H,H02,H02M,H02M1/007,additional
8673744,35,H,H05,H05K,H05K2201/09918,additional
11050497,0,G,G01,G01S,G01S13/76,inventional
8179763,0,G,G11,G11B,G11B7/2467,inventional
7951955,12,C,C07,C07D,C07D417/12,inventional
7755213,0,H,H02,H02M,H02M7/5387,inventional
5580553,1,A,A61,A61Q,A61Q5/00,inventional
8329527,0,H,H01,H01L,H01L29/66825,inventional
6660741,0,C,C07,C07D,C07D207/08,inventional
6595312,1,B,B60,B60K,B60K17/22,inventional
11104352,16,B,B60,B60W,B60W2420/42,additional
11357880,7,B,B01,B01J,B01J20/30,inventional
3999983,3,C,C22,C22B,C22B7/009,inventional
7547072,0,A,A47,A47C,A47C7/5068,inventional
11077653,5,B,B32,B32B,B32B2305/076,additional
4990714,4,B,B01,B01J,B01J8/1836,inventional
10773055,8,A,A61,A61N,A61N1/05,additional
8665374,6,H,H04,H04N,H04N21/435,inventional
6325788,1,A,A61,A61M,A61M1/72,inventional
7201060,1,G,G01,G01N,G01N3/48,inventional
10076286,5,A,A61,A61B,A61B5/6802,inventional
11167998,3,C,C08,C08K,C08K3/26,inventional
5654162,7,Y,Y10,Y10S,Y10S436/81,additional
9477319,7,G,G09,G09G,G09G2354/00,additional
9166397,0,H,H02,H02H,H02H5/047,inventional
10526148,5,B,B65,B65H,B65H3/5284,inventional
10885000,0,G,G06,G06F,G06F16/215,inventional
4452106,1,A,A61,A61B,A61B17/2812,inventional
8572193,0,G,G06,G06Q,G06Q10/063114,inventional
6046076,14,H,H01,H01L,H01L2224/32225,additional
9241575,4,B,B65,B65D,B65D85/70,inventional
6162558,6,C,C01,C01B,C01B2203/044,additional
5857167,1,G,G10,G10L,G10L2021/02082,additional
6846728,4,H,H01,H01L,H01L21/02672,inventional
8389326,3,H,H01,H01L,H01L21/383,inventional
11243187,2,G,G01,G01N,G01N27/447,inventional
10316278,1,A,A47,A47J,A47J31/4403,inventional
11213391,1,A,A61,A61F,A61F2/2409,inventional
9859605,4,H,H01,H01Q,H01Q1/44,inventional
9715529,6,G,G06,G06F,G06F16/24535,inventional
5178146,0,H,H05,H05G,H05G1/26,inventional
7395282,6,G,G06,G06F,G06F16/27,inventional
8667197,0,G,G06,G06F,G06F13/364,inventional
11168161,1,C,C07,C07F,C07F7/28,inventional
11043127,2,B,B60,B60W,B60W30/16,inventional
5726366,6,G,G01,G01B,G01B21/20,inventional
6177749,1,H,H02,H02K,H02K1/26,inventional
8147450,1,A,A61,A61M,A61M2005/323,additional
7549474,3,C,C09,C09K,C09K8/607,inventional
7114864,2,G,G02,G02F,G02F1/16757,additional
4320944,1,G,G03,G03B,G03B2217/005,additional
9984891,15,H,H01,H01L,H01L21/02318,inventional
5328664,1,G,G01,G01N,G01N33/4972,inventional
6568839,1,B,B60,B60R,B60R1/1207,inventional
4831095,0,C,C08,C08F,C08F8/44,inventional
8599969,1,H,H04,H04L,H04L25/0204,inventional
4448584,0,C,C10,C10L,C10L9/02,inventional
11011793,13,H,H01,H01M,H01M50/543,inventional
7676385,0,G,G06,G06Q,G06Q40/08,inventional
10971447,1,H,H01,H01L,H01L21/76882,inventional
7887814,12,C,C07,C07K,C07K2319/00,additional
9440127,34,A,A63,A63B,A63B2225/50,additional
8563159,9,H,H01,H01M,H01M50/51,inventional
7311201,1,B,B65,B65D,B65D77/0426,inventional
10047202,33,B,B32,B32B,B32B2307/7242,additional
4649900,3,F,F24,F24S,F24S50/20,inventional
11073133,9,F,F05,F05B,F05B2270/322,additional
9098935,2,A,A61,A61B,A61B6/502,inventional
8109875,2,A,A61,A61B,A61B5/0071,inventional
5128056,4,C,C10,C10M,C10M2205/00,additional
7821696,6,C,C09,C09K,C09K9/02,inventional
9980070,8,G,G01,G01R,G01R31/31701,additional
6772975,2,Y,Y10,Y10S,Y10S242/912,additional
6159734,7,A,A61,A61K,A61K38/00,additional
7482694,2,H,H01,H01L,H01L21/31144,inventional
10545589,1,G,G06,G06F,G06F3/041,inventional
9112809,6,H,H04,H04L,H04L47/20,additional
10988530,0,C,C07,C07K,C07K16/22,inventional
10985820,2,H,H04,H04B,H04B7/0695,inventional
11053040,0,B,B65,B65B,B65B55/08,inventional
9480745,2,A,A61,A61K,A61K31/195,inventional
4398019,0,C,C08,C08G,C08G63/6828,inventional
6941285,10,G,G06,G06Q,G06Q20/3825,inventional
10371346,1,A,A44,A44B,A44B1/04,inventional
11411539,5,H,H03,H03F,H03F3/45071,inventional
7291481,4,G,G01,G01N,G01N2800/26,additional
9275916,1,H,H01,H01L,H01L21/67069,inventional
9729482,4,H,H04,H04L,H04L67/1059,inventional
9684204,0,G,G02,G02F,G02F1/133555,inventional
9610500,4,A,A63,A63H,A63H2200/00,additional
7450806,4,G,G02,G02B,G02B1/048,inventional
6255447,8,C,C08,C08G,C08G61/10,inventional
11392178,1,G,G06,G06F,G06F1/1677,inventional
10287497,4,B,B82,B82Y,B82Y20/00,additional
10285284,3,B,B29,B29C,B29C45/14336,inventional
8237352,7,B,B32,B32B,B32B2307/306,additional
10763181,5,H,H01,H01L,H01L24/16,additional
10881271,21,A,A61,A61B,A61B17/3423,inventional
4084378,1,F,F02,F02B,F02B37/18,inventional
10707178,24,H,H01,H01L,H01L2224/16237,additional
10443521,21,F,F02,F02D,F02D2200/602,additional
9578738,4,H,H05,H05K,H05K3/4655,inventional
7641315,3,B,B41,B41J,B41J2/14427,inventional
9995290,0,F,F04,F04B,F04B15/08,inventional
4295995,4,C,C10,C10G,C10G49/02,inventional
7303822,19,B,B32,B32B,B32B2323/043,additional
10778125,0,H,H02,H02P,H02P9/08,inventional
11298205,9,A,A61,A61B,A61B2017/3411,additional
9199220,0,B,B01,B01J,B01J20/3078,inventional
10859071,2,E,E21,E21B,E21B34/06,inventional
9177106,0,G,G16,G16H,G16H10/60,inventional
5366885,3,Y,Y10,Y10S,Y10S436/813,additional
10441215,16,G,G06,G06T,G06T7/337,inventional
7283308,6,H,H04,H04N,H04N13/363,inventional
6688747,1,G,G03,G03B,G03B21/2013,inventional
5102567,0,C,C10,C10M,C10M169/044,inventional
10319664,4,C,C04,C04B,C04B37/00,inventional
10468026,2,G,G06,G06F,G06F21/6245,inventional
6139067,2,Y,Y10,Y10S,Y10S283/901,additional
7333105,0,G,G06,G06V,G06V10/755,inventional
11060037,17,F,F25,F25J,F25J2270/18,additional
10995532,1,E,E05,E05F,E05F1/1091,inventional
11141657,29,H,H04,H04L,H04L51/10,additional
10015514,2,H,H04,H04N,H04N19/159,inventional
10854063,4,A,A61,A61B,A61B5/1118,inventional
7457441,2,G,G16,G16H,G16H40/67,inventional
9327721,7,B,B60,B60W,B60W10/02,inventional
6477526,1,G,G01,G01C,G01C21/3676,inventional
11132130,2,G,G06,G06F,G06F3/061,inventional
4107695,0,H,H01,H01Q,H01Q1/084,inventional
9294629,2,H,H04,H04M,H04M1/578,inventional
6662570,1,H,H01,H01L,H01L35/16,inventional
10759329,3,B,B60,B60Q,B60Q1/46,inventional
11259189,9,H,H04,H04W,H04W24/02,inventional
9925109,8,A,A63,A63B,A63B21/4045,inventional
6051542,9,C,C11,C11D,C11D1/90,inventional
6902540,2,A,A61,A61B,A61B17/12109,inventional
8531027,8,H,H01,H01L,H01L2224/18,additional
9321441,9,G,G01,G01C,G01C21/3697,inventional
4308154,15,C,C10,C10M,C10M2207/124,additional
8944600,4,A,A61,A61B,A61B3/145,inventional
5833792,2,B,B32,B32B,B32B2325/00,additional
8690372,0,G,G02,G02B,G02B6/0011,inventional
8815570,0,A,A61,A61K,A61K36/02,inventional
11189595,85,H,H01,H01L,H01L2924/181,additional
10514696,3,G,G05,G05D,G05D1/0278,inventional
4753741,12,C,C10,C10M,C10M2207/08,additional
7501180,9,Y,Y10,Y10T,Y10T428/2991,additional
8574528,3,C,C30,C30B,C30B25/18,inventional
10559820,22,H,H01,H01M,H01M2220/20,additional
10785754,7,H,H04,H04L,H04L41/0803,inventional
7865956,2,H,H04,H04L,H04L63/1433,inventional
9745345,1,A,A61,A61P,A61P1/00,inventional
9455893,6,H,H04,H04W,H04W12/06,inventional
10258089,4,A,A24,A24F,A24F40/30,additional
6962283,4,Y,Y10,Y10T,Y10T428/31678,additional
9076424,7,G,G10,G10K,G10K2210/111,additional
7402151,8,A,A61,A61M,A61M25/0147,inventional
9747189,2,G,G06,G06F,G06F11/3624,inventional
9044834,6,B,B22,B22F,B22F8/00,inventional
11390585,22,C,C07,C07D,C07D211/96,inventional
6199364,1,F,F23,F23R,F23R3/286,inventional
9155210,12,H,H05,H05K,H05K7/1427,inventional
10970181,12,G,G06,G06F,G06F2212/154,additional
5525368,14,A,A23,A23L,A23L29/269,inventional
7475564,4,F,F25,F25D,F25D2303/0845,additional
10026237,8,G,G07,G07C,G07C5/0816,inventional
7737853,0,G,G06,G06K,G06K19/0739,inventional
10783600,4,H,H04,H04W,H04W4/44,inventional
9036788,1,G,G21,G21F,G21F5/10,inventional
4803119,2,Y,Y10,Y10T,Y10T428/24901,additional
11440709,3,B,B65,B65D,B65D2255/20,additional
6347491,1,F,F16,F16B,F16B5/0258,inventional
10290611,0,H,H01,H01L,H01L25/0657,inventional
7004665,0,F,F16,F16C,F16C11/0638,inventional
10110015,6,H,H02,H02J,H02J7/143,additional
8883473,12,A,A61,A61P,A61P17/02,inventional
8585542,2,F,F16,F16H,F16H61/702,inventional
5929272,3,C,C08,C08G,C08G59/184,inventional
9237058,2,H,H04,H04L,H04L45/741,inventional
4335231,1,C,C08,C08G,C08G18/675,inventional
5580760,2,C,C07,C07K,C07K2319/00,additional
10643948,10,H,H01,H01L,H01L24/13,additional
5589420,6,H,H01,H01L,H01L2224/05599,additional
10595250,4,H,H04,H04W,H04W36/22,inventional
4016005,8,Y,Y10,Y10S,Y10S297/04,additional
10766356,7,B,B29,B29K,B29K2077/00,additional
4967914,2,A,A61,A61B,A61B50/3001,additional
5999768,2,G,G01,G01J,G01J5/061,inventional
7144838,6,C,C01,C01P,C01P2006/63,additional
9420961,3,A,A61,A61B,A61B5/6814,inventional
7876530,0,G,G11,G11B,G11B5/65,inventional
6701199,2,Y,Y02,Y02P,Y02P90/02,additional
6407543,6,G,G01,G01D,G01D5/145,inventional
5333990,1,F,F04,F04D,F04D29/685,inventional
5805227,3,H,H04,H04N,H04N19/523,inventional
7862026,8,B,B65,B65H,B65H2511/20,additional
10077321,2,A,A61,A61K,A61K8/735,inventional
5531808,6,B,B01,B01D,B01D2253/30,additional
4592881,8,B,B29,B29C,B29C2948/92295,additional
9773755,11,H,H01,H01L,H01L24/17,inventional
9780018,15,H,H01,H01L,H01L2224/0603,additional
10154129,7,G,G06,G06F,G06F9/451,inventional
10461081,1,H,H01,H01L,H01L21/76801,inventional
5000817,6,B,B81,B81B,B81B2201/0235,additional
11011542,1,H,H01,H01L,H01L27/11565,inventional
7899418,3,H,H04,H04N,H04N1/327,inventional
10290609,20,H,H01,H01L,H01L24/48,additional
4087155,4,Y,Y10,Y10T,Y10T29/49895,additional
11398923,34,Y,Y02,Y02D,Y02D30/70,additional
7015192,6,A,A61,A61P,A61P25/08,inventional
10658679,8,H,H01,H01M,H01M6/166,inventional
9154694,26,G,G06,G06K,G06K9/6201,inventional
5035292,3,E,E21,E21B,E21B34/063,inventional
11284305,9,H,H04,H04W,H04W72/0453,inventional
6732284,0,G,G06,G06F,G06F1/324,inventional
6436285,6,B,B01,B01F,B01F23/2373,additional
7576776,25,G,G07,G07F,G07F17/32,inventional
7712383,2,G,G01,G01F,G01F7/00,inventional
5948187,3,Y,Y10,Y10T,Y10T156/108,additional
10325895,1,H,H01,H01L,H01L23/3735,inventional
6730348,1,A,A23,A23G,A23G9/045,inventional
8987261,6,A,A61,A61K,A61K31/55,inventional
9288200,3,H,H04,H04L,H04L63/10,inventional
5065782,2,F,F16,F16K,F16K17/36,inventional
8773092,0,H,H02,H02M,H02M3/1582,inventional
10122876,0,H,H04,H04N,H04N1/0057,inventional
4502103,3,F,F21,F21L,F21L14/00,inventional
7369032,0,G,G01,G01L,G01L19/0007,inventional
6732098,2,Y,Y10,Y10S,Y10S707/99935,additional
10781524,9,B,B33,B33Y,B33Y10/00,inventional
8447070,7,H,H04,H04N,H04N7/18,inventional
8309662,0,C,C08,C08L,C08L79/04,inventional
9797542,0,F,F16,F16M,F16M11/04,inventional
10422431,3,F,F01,F01D,F01D11/14,inventional
5961669,3,D,D06,D06P,D06P3/16,inventional
11182787,0,G,G06,G06Q,G06Q20/389,inventional
5845297,1,G,G06,G06F,G06F3/064,inventional
10934270,3,A,A61,A61P,A61P25/16,inventional
9013419,2,G,G09,G09G,G09G3/3648,inventional
10686728,5,H,H04,H04L,H04L67/10,inventional
6489443,0,C,C07,C07K,C07K14/745,inventional
11079788,1,G,G01,G01D,G01D5/142,inventional
11392710,5,H,H04,H04L,H04L51/18,inventional
9582212,11,G,G06,G06F,G06F2212/7205,additional
6951052,7,Y,Y10,Y10T,Y10T29/4978,additional
5447977,4,B,B29,B29B,B29B7/905,inventional
5667884,68,H,H01,H01L,H01L2924/15173,additional
8095450,6,G,G06,G06Q,G06Q30/0206,inventional
9773477,2,H,H04,H04N,H04N5/46,inventional
9486422,19,C,C07,C07C,C07C323/49,inventional
10405437,9,H,H05,H05K,H05K1/118,additional
8838275,1,B,B25,B25J,B25J9/1635,inventional
7849673,13,Y,Y02,Y02T,Y02T10/62,additional
9620760,2,H,H01,H01M,H01M50/414,inventional
7393457,2,H,H01,H01J,H01J11/12,inventional
10984370,3,G,G06,G06Q,G06Q10/0833,inventional
6204344,19,B,B01,B01J,B01J2219/00162,additional
10501231,3,B,B65,B65D,B65D19/0002,inventional
7119204,22,C,C08,C08L,C08L65/00,inventional
8701993,3,H,H04,H04Q,H04Q2209/40,additional
10987851,4,B,B29,B29C,B29C2049/4294,additional
7240093,1,A,A63,A63F,A63F13/87,inventional
8297528,0,E,E01,E01B,E01B9/483,inventional
9629741,0,A,A61,A61F,A61F5/0089,inventional
8879242,11,H,H02,H02J,H02J2300/10,additional
10217084,1,B,B65,B65D,B65D55/06,inventional
4125665,3,B,B32,B32B,B32B27/36,inventional
9819113,1,G,G01,G01R,G01R1/06788,inventional
8252814,16,A,A61,A61K,A61K45/06,inventional
9587034,0,C,C07,C07K,C07K16/4291,inventional
10521052,11,G,G06,G06T,G06T2207/10048,additional
6414396,50,H,H01,H01L,H01L2924/181,additional
11299951,5,E,E21,E21B,E21B43/013,additional
4827343,0,H,H04,H04N,H04N5/45,inventional
9203660,4,H,H04,H04B,H04B7/0639,additional
9220459,7,A,A61,A61B,A61B5/4818,inventional
11280920,1,G,G01,G01T,G01T1/208,inventional
10118317,2,B,B29,B29C,B29C43/36,inventional
9913618,11,A,A61,A61B,A61B5/14546,inventional
4678403,0,F,F04,F04B,F04B49/025,inventional
10960549,8,G,G05,G05B,G05B2219/39195,additional
5708608,1,G,G11,G11C,G11C7/1051,inventional
6663015,4,H,H01,H01L,H01L41/0477,inventional
5979337,1,A,A47,A47B,A47B23/06,inventional
11201102,29,H,H01,H01L,H01L2224/32245,additional
5697744,2,B,B29,B29C,B29C66/112,inventional
11167756,10,G,G05,G05D,G05D1/0246,inventional
7442678,1,C,C11,C11D,C11D3/3947,inventional
9920316,3,C,C12,C12N,C12N15/8218,inventional
8250705,0,E,E05,E05D,E05D7/0407,inventional
11424612,3,F,F02,F02N,F02N11/087,inventional
10501744,5,C,C12,C12N,C12N15/1075,inventional
11238614,0,G,G06,G06T,G06T7/80,inventional
5358329,2,B,B01,B01F,B01F2025/91,additional
10374260,3,H,H01,H01M,H01M10/283,inventional
5789213,0,C,C12,C12N,C12N15/87,inventional
7539745,4,H,H04,H04L,H04L47/781,inventional
6692824,13,Y,Y10,Y10T,Y10T428/269,additional
9850781,2,F,F01,F01D,F01D1/00,additional
9065372,0,H,H02,H02P,H02P5/74,inventional
4465332,1,G,G02,G02B,G02B5/32,inventional
7400480,0,H,H01,H01L,H01L27/0266,inventional
6122373,14,G,G11,G11B,G11B19/12,inventional
4608526,0,B,B25,B25J,B25J3/04,inventional
8410496,12,H,H01,H01L,H01L21/0262,inventional
8884819,0,H,H04,H04B,H04B7/0602,inventional
8198914,0,H,H03,H03K,H03K19/17784,inventional
6436801,4,H,H01,H01L,H01L21/28194,inventional
8676397,3,H,H05,H05K,H05K7/20836,inventional
5130036,10,C,C10,C10M,C10M2201/02,additional
9775046,3,H,H04,H04W,H04W88/10,additional
5740792,4,A,A61,A61M,A61M15/0073,inventional
7161199,3,H,H01,H01L,H01L21/823828,inventional
5452297,4,H,H04,H04J,H04J2203/0012,additional
9843018,0,H,H01,H01L,H01L51/5246,inventional
6846307,15,A,A61,A61B,A61B2017/00039,additional
9835093,2,B,B64,B64C,B64C11/46,additional
9945756,4,G,G01,G01M,G01M11/0207,inventional
7178090,1,H,H03,H03M,H03M13/3905,inventional
11138112,8,G,G06,G06F,G06F2212/608,additional
6963771,7,G,G16,G16H,G16H20/40,inventional
10259121,4,B,B25,B25J,B25J19/0095,inventional
10344410,9,C,C03,C03B,C03B2205/10,additional
9313062,1,H,H04,H04L,H04L1/1854,inventional
9285169,8,A,A61,A61C,A61C13/08,additional
8153372,1,C,C12,C12Q,C12Q1/6851,inventional
9734988,2,H,H01,H01J,H01J37/3177,inventional
4776954,0,E,E04,E04H,E04H4/1681,inventional
10978446,39,H,H01,H01L,H01L2224/4911,additional
9550044,10,A,A61,A61M,A61M2025/0266,additional
6456497,1,B,B29,B29C,B29C65/48,inventional
9143510,1,H,H04,H04L,H04L63/1466,inventional
6022180,1,G,G11,G11B,G11B17/225,inventional
5139828,2,B,B44,B44F,B44F1/04,inventional
11060759,1,F,F24,F24H,F24H1/205,inventional
11399454,0,A,A01,A01B,A01B69/008,inventional
10711254,3,A,A61,A61P,A61P31/14,inventional
5937640,4,F,F01,F01N,F01N13/011,inventional
9809370,9,B,B32,B32B,B32B2250/03,additional
8967144,16,A,A61,A61H,A61H2230/30,additional
6210442,11,A,A61,A61F,A61F2002/30153,additional
7800674,4,H,H04,H04N,H04N5/369,inventional
10606898,8,G,G06,G06N,G06N20/00,additional
9892686,3,G,G09,G09G,G09G2300/0452,additional
6350435,5,A,A61,A61K,A61K36/14,inventional
5036668,1,F,F02,F02B,F02B29/00,inventional
6690054,4,H,H01,H01L,H01L28/91,additional
10270017,9,B,B32,B32B,B32B27/286,inventional
6338783,1,G,G01,G01N,G01N27/4175,inventional
7930611,1,H,H03,H03M,H03M13/1191,inventional
5453009,1,A,A61,A61C,A61C19/00,inventional
10667169,2,H,H04,H04W,H04W52/0219,inventional
9332555,0,H,H04,H04W,H04W72/082,inventional
10960377,0,B,B01,B01J,B01J19/0046,inventional
8518069,4,A,A61,A61B,A61B17/32002,inventional
5712062,27,Y,Y02,Y02E,Y02E60/10,additional
