patent_id,sequence,disamb_inventor_id_20170808,disamb_inventor_id_20171003,disamb_inventor_id_20171226,disamb_inventor_id_20180528,disamb_inventor_id_20181127,disamb_inventor_id_20190312,disamb_inventor_id_20190820,disamb_inventor_id_20191008,disamb_inventor_id_20191231,disamb_inventor_id_20200331,disamb_inventor_id_20200630,disamb_inventor_id_20200929,disamb_inventor_id_20201229,disamb_inventor_id_20211230,disamb_inventor_id_20220630,disamb_inventor_id_20220929
8393199,0,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,4447328-1,fl:f_ln:kamiyama-1,fl:fu_ln:kamiyama-3,fl:fu_ln:kamiyama-1,fl:fu_ln:kamiyama-1
D839177,0,,,,,,D828805-1,D828805-1,D828805-1,D828805-1,D828805-1,D828805-1,D828805-1,fl:h_ln:zeng-60,fl:ho_ln:zeng-12,fl:ho_ln:zeng-17,fl:ho_ln:zeng-19
4548895,1,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,4500629-2,fl:t_ln:smith-330,fl:te_ln:smith-70,fl:te_ln:smith-27,fl:te_ln:smith-27
10367895,0,,,,,,,10367895-1,10367895-1,10367895-1,10367895-1,10367895-1,10367895-1,fl:p_ln:romine-3,fl:ph_ln:romine-1,fl:ph_ln:romine-1,fl:ph_ln:romine-1
7502041,0,4468092-2,4468092-2,4468092-2,4468092-2,10037073-5,4468092-2,4468092-2,4468092-2,4468092-2,4468092-2,4468092-2,4468092-2,fl:s_ln:suzuki-194,fl:sh_ln:suzuki-188,fl:sh_ln:suzuki-98,fl:sh_ln:suzuki-103
7127196,0,5871876-4,5871876-4,5871876-4,5871876-4,10114302-4,5871876-4,5871876-4,5871876-4,5871876-4,5871876-4,5871876-4,5871876-4,fl:h_ln:kami-4,fl:hi_ln:kami-5,fl:hi_ln:kami-5,fl:hi_ln:kami-5
6056820,1,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,5873937-2,fl:g_ln:augustine-3,fl:go_ln:augustine-1,fl:go_ln:augustine-1,fl:go_ln:augustine-1
10005693,1,,,,,10005693-2,5028967-1,5028967-1,5028967-1,5028967-1,5028967-1,5028967-1,5028967-1,fl:n_ln:yamada-15,fl:no_ln:yamada-9,fl:no_ln:yamada-6,fl:no_ln:yamada-6
4615776,2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,4014928-2,fl:k_ln:wada-41,fl:ko_ln:wada-13,fl:ko_ln:wada-7,fl:ko_ln:wada-7
8544645,3,8172082-4,8172082-4,8172082-4,8172082-4,10105489-6,8172082-4,8172082-4,8172082-4,8172082-4,8172082-4,8172082-4,8544645-4,fl:t_ln:williamson-29,fl:t._ln:williamson-1,fl:t._ln:williamson-1,fl:t._ln:williamson-1
11007299,0,,,,,,,,,,,,,,fl:yi_ln:wang-473,fl:yi_ln:wang-208,fl:yi_ln:wang-419
10794390,1,,,,,,,,,,,,,fl:a_ln:daussin-1,fl:ar_ln:daussin-1,fl:ar_ln:daussin-1,fl:ar_ln:daussin-1
8688495,9,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,8316344-4,fl:g_ln:moosmann-1,fl:ge_ln:moosmann-1,fl:ge_ln:moosmann-1,fl:ge_ln:moosmann-1
D824100,1,,,,,D778494-2,D778494-2,D778494-2,D778494-2,D778494-2,D778494-2,D778494-2,D778494-2,fl:t_ln:sudlow-1,fl:to_ln:sudlow-1,fl:to_ln:sudlow-1,fl:to_ln:sudlow-1
9360304,2,7170590-1,7170590-1,7170590-1,7170590-1,10028667-1,7170590-1,7170590-1,7170590-1,7170590-1,7170590-1,7170590-1,7170590-1,fl:k_ln:kishida-14,fl:ki_ln:kishida-1,fl:ki_ln:kishida-1,fl:ki_ln:kishida-1
6528198,0,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,5998054-1,fl:d_ln:jones-99,fl:da_ln:jones-55,fl:da_ln:jones-61,fl:da_ln:jones-61
D724409,0,9409299-1,9409299-1,9409299-1,9409299-1,9409299-1,D724409-1,D724409-1,D724409-1,D724409-1,D724409-1,D724409-1,D724409-1,fl:f_ln:segler-1,fl:fl_ln:segler-1,fl:fl_ln:segler-1,fl:fl_ln:segler-1
D478051,0,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,D474736-1,fl:s_ln:sagawa-9,fl:so_ln:sagawa-1,fl:so_ln:sagawa-1,fl:so_ln:sagawa-1
9608194,0,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,9608194-1,fl:t_ln:ogata-52,fl:ta_ln:ogata-19,fl:ta_ln:ogata-25,fl:ta_ln:ogata-25
7700604,2,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7655664-3,7700604-3,fl:m_ln:af rosenschold-1,fl:ma_ln:afrosenschold-1,fl:ma_ln:afrosenschold-1,fl:ma_ln:afrosenschold-1
7569391,2,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,6362188-8,fl:c_ln:strickland-3,fl:co_ln:strickland-2,fl:co_ln:strickland-2,fl:co_ln:strickland-2
D442987,0,5559776-1,5559776-1,5559776-1,5559776-1,5559776-1,D347215-1,D347215-1,D347215-1,D347215-1,D347215-1,D347215-1,D347215-1,fl:t_ln:ikenaga-8,fl:ta_ln:ikenaga-7,fl:ta_ln:ikenaga-6,fl:ta_ln:ikenaga-6
7951561,0,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,7951561-1,fl:y_ln:khambhaty-1,fl:ya_ln:khambhaty-1,fl:ya_ln:khambhaty-1,fl:ya_ln:khambhaty-1
5506962,0,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,4564102-3,fl:m_ln:orimo-1,fl:ma_ln:orimo-2,fl:ma_ln:orimo-2,fl:ma_ln:orimo-2
5088803,0,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,5037421-2,fl:d_ln:buzawa-1,fl:da_ln:buzawa-1,fl:da_ln:buzawa-1,fl:da_ln:buzawa-1
11379234,4,,,,,,,,,,,,,,,,fl:ch_ln:burke-10
8577139,3,4039851-2,4039851-2,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,8577139-4,fl:c_ln:lin-837,fl:ch_ln:lin-1294,fl:ch_ln:lin-842,fl:ch_ln:lin-991
7908010,4,7228181-2,7228181-2,7228181-2,7228181-2,10052200-2,7228181-2,7228181-2,7228181-2,7228181-2,7228181-2,7228181-2,7228181-2,fl:d_ln:chang-26,fl:da_ln:chang-13,fl:da_ln:chang-17,fl:da_ln:chang-17
5270919,1,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,5270919-2,fl:c_ln:gilboy-1,fl:ch_ln:gilboy-1,fl:ch_ln:gilboy-1,fl:ch_ln:gilboy-1
10826521,3,,,,,,,,,,,,,fl:c_ln:lee-391,fl:ch_ln:lee-864,fl:ch_ln:lee-263,fl:ch_ln:lee-287
8046231,0,5311154-1,5311154-1,5311154-1,5311154-1,5311154-1,5311154-1,D311515-2,5311154-1,5311154-1,5311154-1,D311515-2,5311154-1,fl:m_ln:hirota-42,fl:ma_ln:hirota-25,fl:ma_ln:hirota-25,fl:ma_ln:hirota-23
10438352,1,,,,,,,,5452416-2,5452416-2,5452416-2,5452416-2,5452416-2,fl:m_ln:reicher-2,fl:mu_ln:reicher-1,fl:mu_ln:reicher-1,fl:mu_ln:reicher-1
6903677,4,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,6903677-5,fl:d_ln:ueno-3,fl:da_ln:ueno-2,fl:da_ln:ueno-2,fl:da_ln:ueno-2
9725357,2,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,7272285-4,fl:s_ln:hart-1,fl:sh_ln:hart-2,fl:sh_ln:hart-1,fl:sh_ln:hart-1
8886151,2,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,8345810-1,fl:y_ln:ki-7,fl:yo_ln:ki-3,fl:yo_ln:ki-3,fl:yo_ln:ki-4
8857086,2,8857086-3,8857086-3,8857086-3,8857086-3,10062979-3,8857086-3,8857086-3,8857086-3,8857086-3,8857086-3,8857086-3,8857086-3,fl:j_ln:schwert-1,fl:je_ln:schwert-1,fl:je_ln:schwert-1,fl:je_ln:schwert-1
6179094,1,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,6179094-2,fl:a_ln:werner-12,fl:an_ln:werner-6,fl:an_ln:werner-6,fl:an_ln:werner-6
D819465,1,,,,,D819465-2,D819465-2,D819465-2,D819465-2,D819465-2,D819465-2,D819465-2,D819465-2,fl:m_ln:van horst-1,fl:mi_ln:vanhorst-1,fl:mi_ln:vanhorst-1,fl:mi_ln:vanhorst-1
11139090,3,,,,,,,,,,,,,,fl:ma_ln:bennett-21,fl:ma_ln:bennett-20,fl:ma_ln:bennett-20
10370480,1,,,,,,,6242555-2,6242555-2,6242555-2,6242555-2,6242555-2,6242555-2,fl:p_ln:coppens-1,fl:pi_ln:coppens-1,fl:pi_ln:coppens-1,fl:pi_ln:coppens-1
D549279,1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,6651955-1,fl:r_ln:anderson-29,fl:ro_ln:anderson-6,fl:ro_ln:anderson-2,fl:ro_ln:anderson-3
D531314,3,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,D531314-4,fl:j_ln:shepherd-22,fl:ja_ln:shepherd-2,fl:ja_ln:shepherd-6,fl:ja_ln:shepherd-6
10804313,2,,,,,,,,,,,,,fl:m_ln:fukasawa-19,fl:ma_ln:fukasawa-13,fl:ma_ln:fukasawa-12,fl:ma_ln:fukasawa-12
4945226,4,3967981-1,4239554-1,3967981-1,3967981-1,10001414-2,4239554-1,3967981-1,3967981-1,3967981-1,3967981-1,4239554-1,4239554-1,fl:s_ln:yamazaki-100,fl:sh_ln:yamazaki-81,fl:sh_ln:yamazaki-66,fl:sh_ln:yamazaki-66
8844128,2,8844128-3,8844128-3,8844128-3,8844128-3,10002910-1,8844128-3,8844128-3,8844128-3,8844128-3,8844128-3,8844128-3,8844128-3,fl:y_ln:oh-106,fl:yo_ln:oh-119,fl:yo_ln:oh-111,fl:yo_ln:oh-124
4141535,1,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,3981481-2,fl:e_ln:carlson-38,fl:ed_ln:carlson-1,fl:ed_ln:carlson-1,fl:ed_ln:carlson-1
8816283,0,5912464-2,5912464-2,5912464-2,5912464-2,10060797-4,5912464-2,5912464-2,5912464-2,5912464-2,5912464-2,5912464-2,5912464-2,fl:j_ln:yon-1,fl:je_ln:yon-1,fl:je_ln:yon-2,fl:je_ln:yon-2
10731397,1,,,,,,,,,,,,,,fl:ga_ln:tsui-2,fl:ga_ln:tsui-2,fl:ga_ln:tsui-2
5932558,1,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,4679144-2,fl:r_ln:levin-18,fl:ri_ln:levin-1,fl:ri_ln:levin-1,fl:ri_ln:levin-1
11083170,0,,,,,,,,,,,,,,fl:ge_ln:moyher-1,fl:ge_ln:moyher-1,fl:ge_ln:moyher-1
4242050,0,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,4242050-1,fl:r_ln:oakes-2,fl:ri_ln:oakes-2,fl:ri_ln:oakes-2,fl:ri_ln:oakes-2
4828998,2,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,4166004-1,fl:p_ln:prave-1,fl:pa_ln:prave-1,fl:pa_ln:prave-1,fl:pa_ln:prave-1
5653812,3,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,5653812-4,fl:v_ln:zeeman-1,fl:vi_ln:zeeman-1,fl:vi_ln:zeeman-1,fl:vi_ln:zeeman-1
D756952,4,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,D716248-1,fl:g_ln:hill-23,fl:ge_ln:hill-15,fl:ge_ln:hill-3,fl:ge_ln:hill-3
9830579,1,,,9830579-2,8963709-2,10050802-4,D695234-1,D695234-1,D695234-1,D695234-1,D695234-1,D695234-1,D695234-1,fl:t_ln:santiago-2,fl:to_ln:santiago-1,fl:to_ln:santiago-1,fl:to_ln:santiago-1
7485658,4,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,6376521-2,fl:a_ln:li-4,fl:an_ln:li-20,fl:an_ln:li-2,fl:an_ln:li-2
5215993,1,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,4839382-3,fl:g_ln:untawale-1,fl:go_ln:untawale-1,fl:go_ln:untawale-1,fl:go_ln:untawale-1
6093609,0,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,5814553-1,fl:a_ln:chuang-5,fl:an_ln:chuang-2,fl:an_ln:chuang-2,fl:an_ln:chuang-2
D281386,0,4531383-1,4531383-1,4531383-1,4531383-1,4531383-1,D276490-1,D276490-1,D276490-1,D276490-1,D276490-1,D276490-1,D276490-1,fl:a_ln:zimmermann-15,fl:an_ln:zimmermann-8,fl:an_ln:zimmermann-7,fl:an_ln:zimmermann-8
5599003,0,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,5599003-1,fl:h_ln:seemann-4,sd4g623pw9wtbdx4zjnkfxyf5,sd4g623pw9wtbdx4zjnkfxyf5,sd4g623pw9wtbdx4zjnkfxyf5
10889106,2,,,,,,,,,,,,,,fl:ge_ln:trendafilov-1,fl:ge_ln:trendafilov-1,fl:ge_ln:trendafilov-1
4305820,1,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,4292177-3,fl:b_ln:richter-5,fl:be_ln:richter-1,fl:be_ln:richter-8,fl:be_ln:richter-8
11242063,1,,,,,,,,,,,,,,fl:ja_ln:rohde-6,fl:ja_ln:rohde-4,fl:ja_ln:rohde-4
6733122,1,4740594-1,4740594-1,4740594-1,6733122-2,4740594-1,4740594-1,4740594-1,4740594-1,4740594-1,4740594-1,4740594-1,6733122-2,fl:m_ln:mauzac-1,fl:mo_ln:mauzac-1,fl:mo_ln:mauzac-1,fl:mo_ln:mauzac-1
6291551,1,5046515-1,5046515-1,5238661-2,3951304-1,5046515-1,3951304-1,3951304-1,3951304-1,5046515-1,3951304-1,3951304-1,3951304-1,fl:d_ln:heinz-11,fl:di_ln:heinz-1,fl:di_ln:heinz-1,fl:di_ln:heinz-1
6262197,3,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,5420320-1,fl:r_ln:zenk-2,fl:ro_ln:zenk-3,fl:ro_ln:zenk-3,fl:ro_ln:zenk-3
9263721,4,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,8808914-5,fl:j_ln:espinel-1,fl:jo_ln:espinel-1,fl:jo_ln:espinel-1,fl:jo_ln:espinel-1
10212755,1,,,,,,8031665-5,8031665-5,8031665-5,8031665-5,8031665-5,8031665-5,8031665-5,fl:k_ln:sitaram-1,fl:kr_ln:sitaram-1,fl:kr_ln:sitaram-1,fl:kr_ln:sitaram-1
D388477,2,5743779-1,5743779-1,5743779-1,5743779-1,5743779-1,D387100-3,D387100-3,D387100-3,D387100-3,D387100-3,D387100-3,D387100-3,fl:p_ln:nielsen-47,fl:pe_ln:nielsen-35,fl:pe_ln:nielsen-31,fl:pe_ln:nielsen-31
11058944,2,,,,,,,,,,,,,,fl:cu_ln:mcclive-1,fl:cu_ln:mcclive-1,fl:cu_ln:mcclive-1
9636524,2,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,4763344-1,fl:m_ln:piestrup-1,fl:me_ln:piestrup-1,fl:me_ln:piestrup-1,fl:me_ln:piestrup-1
9017906,0,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,4654284-1,fl:r_ln:yu-21,fl:ro_ln:yu-25,fl:ro_ln:yu-30,fl:ro_ln:yu-12
10405407,5,,,,,,,,9363861-6,9363861-6,9363861-6,9363861-6,9860964-6,fl:r_ln:kelly-73,fl:ry_ln:kelly-1,fl:ry_ln:kelly-1,fl:ry_ln:kelly-1
4397146,0,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,4347034-1,fl:z_ln:vigh-1,fl:zo_ln:vigh-1,fl:zo_ln:vigh-1,fl:zo_ln:vigh-1
6342517,0,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,5627198-1,fl:p_ln:esch-1,fl:pe_ln:esch-1,fl:pe_ln:esch-1,fl:pe_ln:esch-1
9842998,0,,,9206350-2,9206350-2,10050208-1,9206350-2,9206350-2,9206350-2,9206350-2,9206350-2,9206350-2,9206350-2,fl:j_ln:choi-15,fl:je_ln:choi-39,fl:je_ln:choi-14,fl:je_ln:choi-15
11120402,0,,,,,,,,,,,,,,fl:sa_ln:sarosh-1,fl:sa_ln:sarosh-1,fl:sa_ln:sarosh-1
9315426,1,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,9315426-2,fl:j_ln:hitchings-2,fl:ja_ln:hitchings-1,fl:ja_ln:hitchings-1,fl:ja_ln:hitchings-1
6459457,0,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,4114366-1,fl:k_ln:renner-9,fl:ka_ln:renner-3,fl:ka_ln:renner-3,fl:ka_ln:renner-3
6148360,9,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,4841482-1,fl:j_ln:kreifels-1,fl:je_ln:kreifels-1,fl:je_ln:kreifels-1,fl:je_ln:kreifels-1
4538236,0,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,4021852-2,fl:r_ln:dischert-1,fl:ro_ln:dischert-1,fl:ro_ln:dischert-1,fl:ro_ln:dischert-1
8306334,0,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,7236629-3,fl:s_ln:paschalakis-1,fl:st_ln:paschalakis-1,fl:st_ln:paschalakis-1,fl:st_ln:paschalakis-1
11364303,0,,,,,,,,,,,,,,,fl:ma_ln:katragadda-1,fl:ma_ln:katragadda-1
11258232,0,,,,,,,,,,,,,,fl:ta_ln:noda-36,fl:ta_ln:noda-26,fl:ta_ln:noda-26
6941679,2,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,6941679-3,fl:l_ln:borgmann-2,2mury9zrviiijh27kf4mayran,2mury9zrviiijh27kf4mayran,2mury9zrviiijh27kf4mayran
5886242,2,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,5332520-3,fl:k_ln:siemensmeyer-1,fl:ka_ln:siemensmeyer-1,fl:ka_ln:siemensmeyer-1,fl:ka_ln:siemensmeyer-1
11185806,2,,,,,,,,,,,,,,fl:kr_ln:amsden-1,fl:kr_ln:amsden-1,fl:kr_ln:amsden-1
9077050,2,7361289-1,7361289-1,6540941-5,6540941-5,10026961-5,6540941-5,6540941-5,6540941-5,6540941-5,6540941-5,6540941-5,6540941-5,fl:i_ln:choi-11,fl:ic_ln:choi-2,fl:ic_ln:choi-3,fl:ic_ln:choi-3
7841868,0,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,7841868-1,fl:k_ln:tang-77,fl:ku_ln:tang-25,fl:ku_ln:tang-21,fl:ku_ln:tang-21
10147817,2,,,,,,5798552-2,5798552-2,5798552-2,5798552-2,5798552-2,5798552-2,5798552-2,fl:t_ln:ghani-1,fl:ta_ln:ghani-2,fl:ta_ln:ghani-1,fl:ta_ln:ghani-1
10255289,1,,,,,,,9372628-3,9372628-3,9372628-3,9372628-3,9372628-3,9372628-3,fl:h_ln:mcgregor-3,fl:ha_ln:mcgregor-6,fl:ha_ln:mcgregor-3,fl:ha_ln:mcgregor-3
6159742,3,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,6159742-4,fl:e_ln:joselevich-1,fl:er_ln:joselevich-1,fl:er_ln:joselevich-1,fl:er_ln:joselevich-1
D533622,2,D533622-3,D533622-3,D489218-4,D533622-3,D533622-3,D533622-3,D533622-3,D533622-3,D533622-3,D533622-3,D533622-3,D533622-3,fl:s_ln:koury-3,fl:st_ln:koury-6,fl:st_ln:koury-3,fl:st_ln:koury-3
6972599,0,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,4992840-2,fl:l_ln:forbes-4,fl:le_ln:forbes-2,fl:le_ln:forbes-2,fl:le_ln:forbes-2
10973183,1,,,,,,,,,,,,,,fl:fl_ln:soor-1,fl:fl_ln:soor-1,fl:fl_ln:soor-1
6952497,0,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,6593908-2,fl:m_ln:hollstrom-1,fl:ma_ln:hollstrom-1,fl:ma_ln:hollstrom-1,fl:ma_ln:hollstrom-1
11028062,0,,,,,,,,,,,,,,fl:xi_ln:qian-18,fl:xi_ln:qian-29,fl:xi_ln:qian-30
11385069,0,,,,,,,,,,,,,,,,fl:wi_ln:song-1
9633818,3,4433338-7,4433338-7,4433338-7,4433338-7,10012885-5,4433338-7,4433338-7,4433338-7,4433338-7,4433338-7,4433338-7,4433338-7,fl:h_ln:takahashi-135,fl:hi_ln:takahashi-260,fl:hi_ln:takahashi-110,fl:hi_ln:takahashi-110
6391993,1,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,6043327-2,fl:g_ln:mazzella-1,fl:gi_ln:mazzella-1,fl:gi_ln:mazzella-1,fl:gi_ln:mazzella-1
9851734,0,,,9851734-1,8437809-3,8437809-3,8437809-3,8437809-3,8437809-3,8437809-3,8437809-3,8437809-3,8437809-3,fl:r_ln:fujisawa-1,fl:ry_ln:fujisawa-7,fl:ry_ln:fujisawa-6,fl:ry_ln:fujisawa-6
4940978,0,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,4309724-1,fl:v_ln:mycynek-1,fl:vi_ln:mycynek-1,fl:vi_ln:mycynek-1,fl:vi_ln:mycynek-1
4641946,0,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,4131357-1,fl:r_ln:forbes-21,fl:ri_ln:forbes-2,fl:ri_ln:forbes-2,fl:ri_ln:forbes-2
10594503,1,,,,,,,,,,9052951-1,9052951-1,9052951-1,fl:a_ln:rocquelay-1,fl:an_ln:rocquelay-1,fl:an_ln:rocquelay-1,fl:an_ln:rocquelay-1
5202383,3,4581111-3,4581111-3,4581111-3,4581111-3,10087505-2,4581111-3,4581111-3,4581111-3,4581111-3,4581111-3,4581111-3,4581111-3,fl:m_ln:scott-12,fl:ma_ln:scott-20,fl:ma_ln:scott-8,fl:ma_ln:scott-8
7876098,1,5605796-1,5605796-1,7609063-3,7609063-3,10033095-1,7609063-3,7609063-3,7609063-3,7609063-3,7609063-3,7609063-3,7609063-3,fl:y_ln:chen-1157,fl:ya_ln:chen-244,fl:ya_ln:chen-171,fl:ya_ln:chen-199
9003051,4,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,9003051-5,fl:t_ln:matsson-1,fl:th_ln:matsson-1,fl:th_ln:matsson-1,fl:th_ln:matsson-1
11015528,0,,,,,,,,,,,,,,fl:da_ln:edwards-10,fl:da_ln:edwards-11,fl:da_ln:edwards-10
5400753,1,4599189-3,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,5080082-1,fl:h_ln:mueller-25,fl:he_ln:mueller-14,fl:he_ln:mueller-28,fl:he_ln:mueller-28
D356790,0,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D339321-3,D356790-1,fl:j_ln:davison-10,fl:jo_ln:davison-6,fl:jo_ln:davison-8,fl:jo_ln:davison-8
11312086,0,,,,,,,,,,,,,,,fl:yh_ln:lin-1,fl:yh_ln:lin-1
7763426,2,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,7763426-3,fl:j_ln:liao-64,fl:jo_ln:liao-7,fl:jo_ln:liao-6,fl:jo_ln:liao-6
10758301,1,,,,,,,,,,,,,,fl:ho_ln:zaretsky-1,fl:ho_ln:zaretsky-1,fl:ho_ln:zaretsky-1
11004936,0,,,,,,,,,,,,,,fl:sy_ln:narita-2,fl:sy_ln:narita-1,fl:sy_ln:narita-1
9976161,5,,,,9976161-6,10009170-2,9042545-1,9042545-1,9042545-1,9042545-1,9042545-1,9042545-1,9042545-1,fl:b_ln:koo-83,fl:bo_ln:koo-98,fl:bo_ln:koo-65,fl:bo_ln:koo-92
