patent_id,term_extension
D963869,
8125331,775.0
9836557,682.0
D924739,
D888653,
7805845,224.0
D502552,
8930469,342.0
7635992,114.0
D652319,
8050397,1348.0
8977915,18.0
10627797,218.0
8621675,766.0
10902057,93.0
8491555,359.0
7269165,1065.0
D925807,
8931239,449.0
7911612,405.0
10960372,83.0
D584155,
9470115,737.0
D260646,
7215694,371.0
D503988,
10722450,
D250998,
10522180,
D728693,
10977444,106.0
10013322,354.0
11284611,48.0
8433972,626.0
8132135,125.0
8124532,222.0
10322907,307.0
8719792,1769.0
D716804,
9748418,129.0
D542191,
7812446,239.0
8252946,105.0
D359583,
9011786,899.0
11441586,1052.0
8312497,1260.0
7534553,282.0
D403008,
8975843,67.0
8578470,287.0
8263704,686.0
8440111,142.0
7515209,
8464890,265.0
D380676,
8925090,113.0
D271039,
D682102,
8315436,
10908947,543.0
9805218,49.0
7275344,
9360339,243.0
6718506,475.0
10090788,111.0
7046748,75.0
7647979,271.0
8151762,258.0
7283565,1077.0
7437084,723.0
10988345,500.0
9746908,134.0
10415112,290.0
10970671,352.0
10482518,
11155197,178.0
8957853,144.0
8047730,105.0
7806086,156.0
8043364,209.0
6655030,36.0
7730887,339.0
10105265,455.0
9320547,
8746233,1265.0
8085945,918.0
11219849,571.0
6658875,29.0
D476971,
7583785,153.0
8663092,1511.0
10186766,207.0
10660350,691.0
10126063,191.0
D488407,
D489138,
7180081,299.0
8508506,473.0
D635232,
8517942,205.0
7546200,106.0
D896564,
7764259,961.0
8278258,97.0
D959784,
9525168,87.0
8198049,
D642311,
7909486,259.0
D943530,
9779557,5.0
10318851,68.0
7157351,49.0
D860901,
8588357,204.0
10171999,344.0
D357896,
11219420,1344.0
10552296,118.0
7193819,111.0
D342425,
11026818,130.0
D626962,
6741564,247.0
8491111,227.0
7210080,521.0
D421668,
10661631,208.0
D422303,
9243815,652.0
9298210,341.0
9046072,84.0
7897344,60.0
7757342,26.0
8012320,303.0
10518470,70.0
D932086,
11380838,860.0
10930915,897.0
10941073,194.0
7929420,309.0
8001123,536.0
9225788,271.0
7344095,53.0
7517568,871.0
11382345,173.0
7563518,476.0
7896090,30.0
7905802,551.0
11041652,34.0
7901046,935.0
8439632,703.0
D909102,
9778532,170.0
8817924,210.0
10830637,294.0
7484746,399.0
D875384,
10103944,165.0
10538010,219.0
D367978,
8225279,933.0
10616915,
10579502,236.0
7997402,506.0
8149774,482.0
9181732,358.0
7861643,398.0
D257404,
D283745,
8003174,921.0
D893021,
11304137,
D449595,
10178161,420.0
D693005,
8559810,60.0
7625327,138.0
10089937,1237.0
7468511,255.0
8811941,2.0
9932896,569.0
D459801,
D580474,
10589841,330.0
7254275,687.0
10331278,77.0
10809336,228.0
8938482,400.0
4981602,
7815736,1087.0
9941661,382.0
9184686,60.0
9936728,567.0
6492655,51.0
D622280,
10457968,1234.0
7990793,309.0
D850049,
D535571,
8462571,76.0
D585381,
7966825,1543.0
8738622,261.0
7795205,221.0
7924445,1125.0
8840033,
9161573,36.0
11057391,
8086004,745.0
9138878,883.0
D594409,
9898830,164.0
11044303,
D530054,
9996013,17.0
D393064,
D407639,
8977374,282.0
7900127,
7133868,1048.0
6923759,200.0
8269668,749.0
10951041,64.0
10499922,225.0
8697398,193.0
7213473,300.0
7997700,598.0
8239046,775.0
11396285,174.0
10358985,369.0
7352614,
10574084,221.0
10083435,
D345531,
10542932,261.0
10181750,58.0
9560436,
10987632,212.0
9398437,
8969027,421.0
8580281,213.0
10226915,740.0
D889926,
7814405,876.0
D756212,
7754514,496.0
8534955,286.0
D497040,
8973535,28.0
10004704,
8416891,908.0
D622852,
8220125,1104.0
10466091,125.0
10161649,1105.0
8960463,476.0
11244515,
7480082,1023.0
9854035,908.0
7066889,136.0
6728601,184.0
D469617,
D916554,
7688306,875.0
7525162,46.0
D463998,
10392814,
10447801,32.0
11437665,134.0
D400974,
D663237,
7800463,245.0
8819946,407.0
6628884,158.0
9145167,962.0
8729306,96.0
D555506,
7865668,564.0
D370834,
6702636,315.0
8695827,44.0
8010636,267.0
9545622,57.0
D766766,
8866667,180.0
10570874,101.0
7630755,264.0
6724978,
6771373,100.0
8385532,1268.0
D350916,
9256635,
10261122,370.0
7749133,573.0
11087410,1263.0
9992168,131.0
D371935,
9726156,558.0
D291617,
11397545,15.0
8950696,372.0
11242308,
10289222,467.0
10555862,401.0
7979153,897.0
D946470,
9902615,148.0
8731361,458.0
8853582,332.0
7133864,357.0
10386792,290.0
D771423,
9904047,343.0
D833985,
9755695,
7513999,50.0
7578099,202.0
10504035,1013.0
10793927,127.0
8924071,12.0
7518187,125.0
10458423,220.0
9659843,48.0
7226352,184.0
11289636,
11353136,
D859635,
9302679,45.0
11391989,714.0
D642247,
10102532,705.0
9513509,117.0
9136397,32.0
8953052,602.0
8252985,144.0
8328697,218.0
9096685,142.0
11105523,199.0
11333583,337.0
11255418,11.0
9470573,613.0
9263993,23.0
7309914,4.0
7268899,877.0
D733854,
8898921,241.0
11354233,1.0
10924903,
9939193,
8806436,670.0
10859660,408.0
8094797,1417.0
7451080,491.0
8560908,448.0
5308301,
D478869,
9019912,406.0
10636611,441.0
8762308,449.0
7215541,720.0
8458987,351.0
9802489,288.0
11116221,1147.0
10063503,153.0
7209570,621.0
7920400,313.0
10835822,427.0
10970971,8.0
8139919,1379.0
10357532,41.0
9324896,252.0
7983561,614.0
9830042,836.0
10133437,
10984000,147.0
7581362,673.0
9969518,368.0
7177800,929.0
7737649,363.0
6816978,549.0
11110543,314.0
10582992,22.0
7480122,415.0
7821685,427.0
7726489,16.0
10773461,413.0
10338551,415.0
8910965,57.0
10416175,155.0
11088611,72.0
8975524,139.0
8616388,161.0
8992937,1655.0
D960407,
11212566,349.0
8517819,16.0
10786864,238.0
7602998,989.0
7848695,221.0
11085314,172.0
8080053,591.0
11138243,767.0
6668346,290.0
10300429,289.0
10857332,190.0
D788369,
D291564,
8482852,513.0
7830050,263.0
7968961,7.0
7022606,103.0
7584014,388.0
D920849,
D482761,
10737201,420.0
7079406,258.0
11357519,38.0
4740775,
8416399,691.0
10660984,475.0
10393222,254.0
D479001,
10228168,662.0
7427492,1826.0
9692391,983.0
D855746,
4956051,
7469639,312.0
8528977,735.0
8948072,1075.0
D948811,
8008060,314.0
D745208,
10572768,214.0
9654430,642.0
D899858,
9599766,104.0
8667064,
7342912,1084.0
6711945,13.0
D615557,
6828250,142.0
9265966,454.0
11366429,352.0
10309852,280.0
D365436,
6820165,481.0
7552654,
11367876,125.0
8775118,344.0
D880346,
8848591,194.0
9609610,108.0
7447680,529.0
8770040,224.0
7697036,1061.0
9255579,369.0
10996265,194.0
9055570,
7494100,450.0
7042795,41.0
D265589,
6520334,72.0
D812152,
D858177,
8837499,123.0
10708587,
D870489,
D390064,
D466215,
D418414,
9315293,111.0
8729543,35.0
11417593,756.0
7382794,884.0
10541056,235.0
8117914,266.0
9258859,
10324526,35.0
D710081,
8810230,733.0
9319921,232.0
11078600,292.0
9401879,
D904260,
9458539,66.0
6955103,232.0
9119767,621.0
11175298,
11273563,170.0
9629202,247.0
7553749,348.0
6567074,119.0
7760651,329.0
10973668,2.0
10615402,50.0
9270800,639.0
10151565,803.0
8677216,393.0
9638725,314.0
7994838,106.0
8349310,393.0
6893182,20.0
D915064,
8946205,344.0
8210073,253.0
8135007,1277.0
6675053,
7525352,
9662777,801.0
8247731,1030.0
10981690,253.0
8914082,369.0
10449134,56.0
8743634,796.0
9150711,61.0
8370784,219.0
D459075,
7908261,323.0
6540887,58.0
D635787,
8534042,872.0
7974074,505.0
7987372,1093.0
7531297,262.0
8016707,933.0
D616749,
8882991,1254.0
8487177,669.0
6741151,73.0
8091730,261.0
8928894,269.0
10482403,998.0
D720980,
8018819,743.0
7657979,208.0
10867200,97.0
8419949,544.0
8927696,64.0
D560024,
8469515,614.0
8961478,136.0
9087887,55.0
8488099,1156.0
9950020,440.0
D326179,
D483414,
10876732,343.0
10686881,324.0
D261087,
8154053,498.0
7825959,434.0
9421345,462.0
10299853,367.0
8240179,1574.0
11275902,262.0
10076934,308.0
6416858,
7779410,1437.0
9810917,21.0
9247624,410.0
9027119,1052.0
9942472,194.0
7949530,900.0
8641823,
7999488,512.0
10745081,170.0
D631465,
D417740,
9373871,394.0
D364997,
D274697,
11289757,572.0
D541687,
11444264,133.0
D927086,
11457015,
8526863,256.0
D834363,
10091052,49.0
D844994,
D824665,
10809549,8.0
9700869,546.0
9441114,249.0
10402701,65.0
10842406,315.0
7739744,1062.0
5016462,
D298263,
D932155,
4776162,
9700238,260.0
9032461,1289.0
D820460,
8967735,23.0
7858002,542.0
7165123,387.0
8090920,549.0
11340923,181.0
D703090,
D854312,
7934758,1068.0
D940567,
8076460,411.0
10611699,459.0
11117917,
D878447,
D733979,
RE43430,
8561863,194.0
8300240,1556.0
9345199,784.0
8860246,831.0
8704140,827.0
8782122,
9067187,497.0
6582635,297.0
6986945,13.0
11285212,511.0
D413838,
6950007,280.0
10957500,744.0
7617093,538.0
9190873,89.0
8796555,616.0
9614850,
11199515,458.0
D854738,
8131127,973.0
9964103,471.0
D605251,
10845441,5.0
7815570,186.0
7624352,295.0
D327643,
7354424,48.0
7531051,476.0
8321458,531.0
9452319,79.0
10551900,119.0
7546041,404.0
11224750,120.0
7297377,66.0
10324650,97.0
10289673,
8141893,287.0
D268053,
D593883,
9821736,493.0
D964901,
8015522,312.0
11395245,49.0
6461639,
D630496,
10573819,283.0
6623534,76.0
10860231,28.0
10079588,10.0
9375250,586.0
9182216,419.0
9606953,483.0
8692550,331.0
10617443,165.0
10678576,123.0
10638813,36.0
8934401,166.0
11302051,
D851962,
10505719,285.0
8710990,318.0
D905246,
6727872,159.0
10962477,320.0
11115459,247.0
10512377,295.0
D388581,
10016689,109.0
10562016,
D810981,
7199930,73.0
D597914,
7069452,1207.0
7263206,816.0
10240993,59.0
D923179,
9324317,
7022104,138.0
8139764,933.0
6939198,211.0
D777308,
9346761,132.0
8430252,182.0
8239091,373.0
9232025,455.0
7096307,768.0
7802011,995.0
6675146,48.0
10409755,495.0
9121588,278.0
8489372,393.0
8113053,699.0
8085862,677.0
8780335,92.0
9513668,35.0
7731173,170.0
7668926,
11278931,
8424657,218.0
9877185,161.0
8855653,103.0
7949910,
8619583,334.0
9319622,175.0
9347951,98.0
8590559,57.0
10786044,140.0
D735996,
D717157,
9572957,112.0
7271781,465.0
10461600,195.0
10431809,78.0
7985257,756.0
10819146,64.0
11083319,
8704677,75.0
6976466,210.0
7903937,
7683676,249.0
7800287,563.0
D560585,
D607007,
10171287,829.0
D354706,
7692638,748.0
10837367,501.0
9900399,234.0
7999020,869.0
8547927,284.0
6514915,75.0
6909925,216.0
11052595,264.0
8626292,405.0
8934427,391.0
8805566,685.0
8140360,
D523687,
8477187,530.0
7760919,944.0
9788442,437.0
D445991,
D927138,
7626563,679.0
6818936,178.0
9077564,913.0
7371896,43.0
10806746,110.0
11156522,240.0
D580879,
7049014,333.0
9034870,
9221254,
6908709,163.0
10455406,115.0
8499809,246.0
8598728,507.0
9310986,202.0
9440674,324.0
9167982,
9154047,355.0
8996911,176.0
8425180,625.0
7350004,197.0
9388824,689.0
9427174,337.0
6820901,58.0
5103012,
10709969,51.0
10081695,43.0
9821136,357.0
9835833,64.0
10936173,941.0
7033751,134.0
8536414,216.0
6677897,29.0
9919380,635.0
7054469,522.0
8256941,19.0
11357964,367.0
D829859,
8097199,1256.0
8639344,868.0
10811065,348.0
8988399,1766.0
8959630,
7675416,515.0
9224536,601.0
9570894,264.0
11014020,207.0
11316973,
6779608,251.0
9035879,1460.0
7798369,360.0
8851087,854.0
D737791,
10611555,98.0
6680677,450.0
8589879,1290.0
5469084,
7434187,208.0
10023299,259.0
9041163,40.0
10799298,799.0
7668012,271.0
D248187,
D532671,
D636237,
D381856,
8215203,1180.0
PP16473,35.0
8706252,777.0
11355105,149.0
D718636,
10411474,176.0
D790866,
7893365,291.0
9266067,670.0
8244652,734.0
9413382,
11441278,975.0
8623576,12.0
7460997,
7261858,727.0
10035041,150.0
6793215,500.0
7108310,112.0
11079364,125.0
8062396,434.0
9977581,514.0
9999925,296.0
9659356,92.0
10981726,241.0
7460430,35.0
6919279,150.0
D718474,
7636204,72.0
6894917,28.0
4960350,
11258087,316.0
D672904,
10190884,58.0
10654573,365.0
D864934,
8865401,790.0
8676155,281.0
8549834,319.0
11421209,112.0
8709721,118.0
9694460,483.0
9459332,477.0
9670888,24.0
9247239,270.0
D625103,
9996897,35.0
11454289,330.0
8344268,636.0
7854817,321.0
7921013,1147.0
7792440,808.0
9395351,258.0
5347075,
7964988,373.0
11367200,72.0
9249682,275.0
8942696,285.0
9546081,139.0
10244869,67.0
8321478,531.0
8265355,929.0
5346698,
D619471,
9800540,205.0
D339132,
4740634,
3931351,
D807076,
7224970,55.0
9031899,2063.0
8444698,723.0
10611043,609.0
8836714,944.0
D449699,
10012315,66.0
9061263,1493.0
7325511,261.0
11181065,16.0
9845921,435.0
8252516,889.0
8216033,896.0
8099728,1032.0
D356858,
6757721,766.0
8985495,664.0
D717698,
D447164,
9483727,294.0
6985352,97.0
9745397,
11177187,
8638710,443.0
D318291,
D601225,
11418162,87.0
7101655,
8422127,936.0
D598591,
10488488,131.0
8498289,1469.0
D526623,
11321392,150.0
9534427,114.0
8256620,131.0
10076580,35.0
10508804,54.0
7878711,590.0
D434726,
10095425,85.0
8502814,649.0
7147848,217.0
10900496,37.0
9608152,27.0
D950046,
D923797,
7058889,700.0
4973460,
10036474,149.0
10615520,393.0
10532080,
7064614,52.0
10143801,292.0
6874712,60.0
10340741,199.0
7611667,170.0
6462457,5.0
10533708,360.0
10934093,79.0
7570291,713.0
D822307,
8904445,192.0
8646237,327.0
10608247,69.0
D443617,
8743599,139.0
10822257,112.0
7328220,409.0
D734357,
11427306,750.0
10731264,
D765866,
9211707,291.0
D874837,
10133428,142.0
11419164,467.0
6760209,50.0
7097400,105.0
7825204,
9561813,28.0
9251432,345.0
7203459,501.0
D418154,
6877900,141.0
6366759,
9591602,10.0
7255805,350.0
10515458,59.0
10275096,
7508083,282.0
6507967,147.0
6550465,10.0
D619748,
7536914,245.0
10146005,287.0
9712496,51.0
D318620,
8664851,282.0
11303009,119.0
D452992,
D770497,
9196189,248.0
9151596,477.0
9753509,208.0
PP27421,191.0
7836815,390.0
8397031,569.0
D676447,
6437364,4.0
7371169,782.0
8858983,413.0
9867506,289.0
7672227,802.0
9171407,98.0
10465571,121.0
7222388,559.0
6957312,357.0
D368383,
D769156,
9675951,177.0
8663415,1015.0
D316337,
10051618,125.0
7675038,400.0
7263762,419.0
11182502,116.0
10795318,227.0
9733792,1141.0
11417359,
10710456,304.0
7788058,182.0
9568855,144.0
D546958,
9705136,437.0
7531232,518.0
D291970,
D398471,
10858570,320.0
D626974,
10764862,
7436308,263.0
7788029,366.0
9213353,365.0
8316100,521.0
11394701,116.0
8794104,360.0
10391851,173.0
8872507,771.0
7406982,253.0
8207452,264.0
8592000,3.0
9612935,132.0
11285902,91.0
7059608,396.0
D306880,
9527144,348.0
9345424,1454.0
6756327,69.0
6778941,170.0
9827270,177.0
10873206,789.0
7952869,22.0
9355098,19.0
7790812,536.0
6838937,
7878156,
11075511,751.0
8198635,49.0
D476179,
8834598,286.0
7430136,149.0
D667258,
8004618,1321.0
10855135,106.0
6876723,93.0
8528055,243.0
D794613,
7134093,376.0
6716651,152.0
9459359,396.0
10010985,167.0
8293222,310.0
7127433,907.0
10978432,9.0
6783809,
10104013,95.0
6794764,132.0
10955723,11.0
7768880,598.0
7673058,1747.0
D709028,
6762881,38.0
10456081,302.0
11279603,966.0
7161049,574.0
6817013,427.0
7448822,296.0
10101135,
9588216,72.0
D315588,
8548887,748.0
9454536,27.0
D301332,
7543723,188.0
7501198,1864.0
9422254,313.0
D495161,
10170923,
10020997,565.0
D835233,
9078850,654.0
8610336,136.0
D393022,
10786549,48.0
7195908,187.0
11368967,
11456607,67.0
5147656,
10876169,268.0
7984854,226.0
11339900,259.0
11260168,92.0
11425143,338.0
8355654,312.0
8243532,241.0
8677409,714.0
7508533,288.0
6942126,62.0
D535821,
7859635,754.0
9894717,1052.0
8422547,230.0
D418918,
6734184,
9392234,11.0
7672620,548.0
6539281,28.0
9708614,
11127469,32.0
9598961,450.0
D607367,
9430555,1208.0
8275205,532.0
D548303,
8981967,261.0
8629372,730.0
8363605,1086.0
9492218,
D722781,
9533848,12.0
8473829,376.0
9319582,368.0
7510794,574.0
D306637,
D701720,
8437994,44.0
9725388,
8648055,170.0
8610045,323.0
9392012,279.0
8193877,290.0
6436532,3.0
D842719,
9346692,374.0
10942291,36.0
D855362,
8207750,626.0
D467725,
11176662,181.0
D529884,
D871451,
9655327,43.0
10503347,253.0
9673355,22.0
D484201,
10792295,136.0
D487297,
10753065,66.0
7238835,365.0
10412362,113.0
7180385,154.0
6885235,425.0
11300865,419.0
D442352,
11135224,109.0
7557705,262.0
8709994,26.0
6432180,
8800147,1304.0
9470381,140.0
9248876,1062.0
8777569,673.0
D944050,
7878316,640.0
D362344,
D662966,
9454716,7.0
10119150,
7059543,106.0
7936354,992.0
10424156,413.0
5084430,
D409758,
7134397,20.0
8430299,1733.0
7580855,2501.0
10895151,55.0
10273078,107.0
8637486,426.0
7575571,1006.0
9025105,
9385366,344.0
10838598,93.0
D309983,
11232653,255.0
9544166,
9347269,522.0
D566601,
10914940,136.0
7277048,196.0
8119397,616.0
7363215,741.0
9859969,143.0
7631297,586.0
9054444,14.0
11091455,18.0
10631637,388.0
8313907,
4068460,
7474862,146.0
10859432,246.0
8736104,464.0
11308206,
10221424,201.0
8883976,417.0
7365650,178.0
6437517,1.0
10792559,196.0
8800270,667.0
11096468,210.0
11209497,141.0
8181612,831.0
10377822,74.0
7994276,44.0
11328072,268.0
8529310,291.0
8714079,1161.0
9158833,331.0
D790907,
10799213,1163.0
7847986,1083.0
9983555,520.0
9564260,100.0
9420468,
7898047,202.0
10460826,62.0
8169492,
7291117,699.0
11354101,
7888103,433.0
10016205,198.0
D714013,
9525399,828.0
9239048,290.0
D264469,
10369740,576.0
11351114,
9268124,442.0
10163943,
6481657,62.0
D511797,
8205237,594.0
8123793,676.0
D589167,
D913137,
9937632,30.0
8206411,1094.0
10022525,237.0
8066210,129.0
9421569,109.0
8643225,501.0
D372266,
11073126,252.0
9395024,683.0
6914246,202.0
7722844,468.0
D396225,
9336503,400.0
8627725,349.0
11393713,26.0
7488778,
D380001,
6950102,247.0
D745818,
7515820,290.0
D894079,
7040422,186.0
10753918,534.0
D852879,
D570090,
7034471,5.0
D392670,
8426751,119.0
10920924,1068.0
D639933,
8933895,246.0
11101884,11.0
10119599,538.0
10240017,548.0
7044507,117.0
7073724,
9737656,292.0
9248076,
10954625,300.0
10063813,837.0
8798664,338.0
D465087,
10523050,80.0
D744937,
9251024,131.0
6741892,493.0
8634976,574.0
7639145,1380.0
9284781,210.0
7896039,1070.0
8007956,824.0
8193524,438.0
7246818,73.0
11196519,1.0
8600940,805.0
7753576,14.0
D743967,
D538929,
D515052,
8766162,232.0
11440073,40.0
8584518,426.0
8408667,96.0
7285231,4.0
10840458,558.0
7835846,885.0
8564176,304.0
9893340,165.0
9296892,49.0
D274154,
9378906,139.0
7933206,248.0
7514702,87.0
8475639,651.0
7254586,412.0
9282554,
11414950,61.0
11247845,96.0
D443279,
6530601,73.0
8915134,466.0
9021530,409.0
7858623,1084.0
10054030,224.0
10738354,283.0
7052398,104.0
8188737,293.0
8055643,
9445158,1261.0
7535066,1169.0
D657523,
PP20281,50.0
7028532,100.0
6757106,46.0
9415356,
9904383,149.0
8315247,1371.0
7791269,404.0
8193256,125.0
8402886,615.0
10531830,409.0
9628191,108.0
7065541,498.0
9980527,91.0
D531350,
8222992,185.0
6978631,138.0
7510249,46.0
D509200,
7790112,230.0
D825751,
7570664,1570.0
11369350,580.0
7415788,53.0
10912244,250.0
7604895,988.0
7220716,249.0
9146849,196.0
10222521,
10823869,90.0
7583400,845.0
11233557,194.0
D244304,
9203247,485.0
5395928,
11080307,103.0
8014662,
6641635,115.0
D850856,
7128125,318.0
10559304,101.0
7472531,502.0
7840038,931.0
6947737,508.0
8958261,22.0
7905807,620.0
10215574,484.0
10783008,677.0
D858019,
10169921,66.0
8644558,55.0
7189781,86.0
D431689,
10242175,135.0
9237176,
D540791,
9026179,412.0
10166166,657.0
7584916,74.0
10795855,
7847175,154.0
7205035,307.0
D532480,
8282912,260.0
10309484,445.0
8342296,153.0
8605026,1048.0
9471123,176.0
D631890,
D931123,
D916585,
7768419,201.0
9355933,71.0
D850613,
10311854,20.0
6941817,26.0
6804082,103.0
6931773,1.0
6583435,115.0
9066756,72.0
9172582,124.0
D375503,
6866500,204.0
7182824,220.0
D793221,
6822868,42.0
8855726,682.0
8390712,176.0
7686481,112.0
D500641,
8968312,255.0
11321328,215.0
9579013,105.0
9839021,550.0
7928624,3.0
7902726,32.0
11091866,429.0
11356845,455.0
D930525,
9452867,284.0
8913534,338.0
9602451,148.0
D406833,
6978058,336.0
8371878,92.0
D622606,
10663219,273.0
9223689,683.0
9434974,179.0
6597042,
7711378,452.0
7999474,20.0
11338866,824.0
9622757,
D783257,
8822901,13.0
11216591,170.0
10331473,
6959177,675.0
D742788,
9124682,
10942103,41.0
9106858,123.0
8997024,334.0
D779762,
6389953,50.0
8873509,254.0
8640092,440.0
8582549,491.0
10653768,125.0
8534380,300.0
10295981,34.0
7199373,91.0
8311542,33.0
11263116,110.0
8819896,
7790659,586.0
9449041,210.0
7228234,5.0
7782059,63.0
8949072,962.0
D459371,
10717922,118.0
D964847,
7349883,906.0
9344401,890.0
D919789,
9119314,355.0
9035227,347.0
9643225,136.0
10227193,
8571312,911.0
D787992,
10576830,58.0
D781901,
10155653,163.0
D258280,
8018405,930.0
7603708,877.0
D917128,
D925437,
8540328,136.0
9665477,935.0
D741624,
7952753,1297.0
8478726,188.0
D293019,
8274955,521.0
9402026,286.0
10696962,882.0
9687220,753.0
9659218,86.0
7415541,
8023513,199.0
8397118,411.0
7694611,755.0
10025300,
D491632,
8737828,31.0
D811683,
7331796,3.0
7126640,772.0
7971367,371.0
9971142,149.0
D281909,
10316402,375.0
7913854,1377.0
D609632,
D534284,
D385159,
7178847,63.0
9129602,196.0
7758570,1107.0
7085319,720.0
9887949,319.0
8326368,140.0
9715747,4.0
10147549,
7503593,378.0
7330468,1039.0
9846476,38.0
9290772,150.0
10408241,
D442512,
8519053,207.0
8181149,351.0
7520541,263.0
D924221,
9642692,8.0
9259394,364.0
7818334,361.0
10033385,
11171559,42.0
11010954,36.0
8157941,39.0
D938815,
8450823,13.0
7772292,746.0
D772255,
8252411,1204.0
11152934,343.0
11227969,18.0
10645150,
D633803,
9703468,983.0
9957619,293.0
7999978,1173.0
7776707,438.0
D539434,
D785053,
9946432,535.0
6580196,14.0
D423452,
6888742,291.0
7606021,116.0
D639959,
7724651,477.0
9849128,
8511285,319.0
7481032,502.0
8266552,312.0
11071522,369.0
9367341,727.0
8279928,1551.0
8137921,170.0
10945270,264.0
10592908,1565.0
D512625,
D263453,
8690848,929.0
D523765,
D774374,
11395419,3.0
8002242,457.0
9650976,562.0
10669138,121.0
9274397,25.0
D908939,
D672489,
7828180,1522.0
10294258,9.0
7701872,1053.0
D737001,
9908438,84.0
4321181,
7642839,60.0
7790392,12.0
D447670,
7330495,285.0
9024419,
8407236,504.0
10683799,102.0
8249863,1280.0
7316047,47.0
6769556,113.0
D783034,
9981412,67.0
7388861,
7674702,127.0
10190852,264.0
6969157,49.0
PP25047,183.0
7172334,113.0
D649509,
8616761,471.0
9933816,287.0
9076007,1341.0
D314704,
9181611,306.0
10877178,90.0
D490586,
D372245,
8404443,10.0
6833089,42.0
8200955,146.0
10439910,195.0
8356490,391.0
7499727,646.0
10640062,167.0
7656138,341.0
11041434,11.0
8348824,1347.0
7526331,303.0
D487716,
9460177,314.0
7907189,476.0
10058903,176.0
10203957,130.0
D316321,
9858320,432.0
11145720,34.0
9655640,262.0
10286320,328.0
7238475,354.0
8443185,804.0
D888457,
6565456,
8630422,613.0
7725244,19.0
8329389,
4570780,
8306564,255.0
9153151,375.0
7431536,197.0
7894253,287.0
D671802,
7970361,808.0
10907981,173.0
9068912,337.0
7913220,265.0
11082629,170.0
8783468,382.0
7400401,92.0
8010607,1401.0
9007387,128.0
11172614,81.0
D649823,
9453234,495.0
D788859,
10986711,238.0
9483837,287.0
11411139,8.0
8411576,4325.0
9987884,322.0
10870743,630.0
10530744,409.0
10226674,
8864477,394.0
8422058,659.0
7651642,538.0
7264117,452.0
D431056,
8164211,405.0
9161566,54.0
8654226,310.0
8591471,247.0
D373511,
7314656,633.0
11276770,167.0
10041324,74.0
8470560,157.0
9191641,994.0
8905766,156.0
8290165,152.0
6758609,42.0
11253307,
D456392,
8535993,357.0
10574207,280.0
9033233,165.0
10808620,1138.0
7503559,178.0
D718597,
9003461,923.0
9195353,511.0
10894373,105.0
D807371,
10055846,89.0
6594763,106.0
8008053,822.0
9639666,252.0
8074088,481.0
7876564,57.0
7077524,
D833369,
8645365,71.0
7980705,196.0
8941201,76.0
D682432,
7924205,46.0
11324945,280.0
D603418,
9789124,
8260596,
9698313,832.0
10588368,371.0
D766325,
7320599,475.0
7340006,693.0
8262452,999.0
D388186,
D820360,
8570492,64.0
10806963,125.0
7798908,883.0
5286154,
8499280,
7611186,245.0
8669760,377.0
7742150,390.0
8343663,585.0
D620570,
7536765,709.0
7222639,219.0
8163805,129.0
10730695,
10303268,7.0
D850660,
9480255,1442.0
9068086,
8424442,906.0
9062139,161.0
8363716,468.0
7184650,
10553919,162.0
10049180,252.0
D757785,
7024388,597.0
10318998,1098.0
9157459,265.0
D686753,
9597728,41.0
10016148,3193.0
4435865,
8922822,251.0
8195943,1315.0
7172608,607.0
8098830,740.0
11188111,39.0
8678948,352.0
D502162,
D687860,
D732173,
10973504,618.0
8618052,224.0
D707008,
8501186,431.0
10499584,272.0
7332780,660.0
D960930,
7832827,530.0
9415239,1252.0
D423175,
7851202,573.0
D436659,
7075783,277.0
7729479,1487.0
8859670,231.0
11274220,
7575970,327.0
7881896,237.0
8667788,521.0
9415875,973.0
8276150,1986.0
6993101,739.0
D348703,
7746505,713.0
D498797,
9263396,42.0
9864205,195.0
10942844,334.0
D268771,
7484330,113.0
11067959,
6874040,360.0
7010079,267.0
7215935,409.0
7383973,645.0
9272125,191.0
7679701,5.0
10234285,156.0
7166470,265.0
7233422,399.0
10098235,117.0
7237096,403.0
7282983,35.0
8865340,175.0
D457160,
7927095,744.0
8720817,
8499543,239.0
11027460,236.0
11071851,418.0
D381562,
10651204,302.0
9027897,43.0
9555212,1517.0
10185734,638.0
10770674,16.0
11429099,384.0
PP12847,6.0
D872827,
9086115,3.0
D254800,
D500409,
7954121,2748.0
9428226,87.0
D558020,
8976689,122.0
8403808,289.0
10825110,208.0
8139245,1204.0
10440041,
8962377,243.0
10738988,444.0
8056830,117.0
D641673,
8007138,278.0
7467882,97.0
9681865,
6665549,408.0
9544132,93.0
6587516,
D679357,
8563166,935.0
D852125,
9064053,282.0
6555002,48.0
8390815,482.0
11306522,36.0
9824105,499.0
9414186,147.0
11172721,42.0
8993478,307.0
9314704,70.0
7436301,79.0
8228182,423.0
7652113,1118.0
D395317,
9158741,623.0
7511991,5.0
7197498,420.0
D895691,
7900022,1204.0
9943855,657.0
7365066,451.0
7980249,140.0
8081735,889.0
7679770,308.0
6703840,50.0
9010839,63.0
10884641,79.0
10762165,252.0
8616970,1084.0
10000523,
6760821,318.0
8121606,660.0
7570919,979.0
7534598,631.0
8946080,249.0
10842243,245.0
10343243,405.0
9106668,1496.0
D924142,
11118390,150.0
9106076,35.0
7276383,711.0
9463964,250.0
7565795,508.0
