application_id,patent_id,patent_application_type,filing_date,series_code,rule_47_flag
2006/11543672,7535263,11,2006-10-05,11,0.0
08/757929,6380919,8,1996-11-27,8,0.0
06/408358,4464372,6,1982-08-16,6,0.0
06/671401,4670159,6,1984-07-06,6,0.0
2011/13212030,8823247,13,2011-08-17,13,0.0
2018/15872503,10416824,15,2018-01-16,15,0.0
2019/16534936,10939225,16,2019-08-07,16,0.0
2015/14611338,9383592,14,2015-02-02,14,0.0
2007/11853585,8009023,11,2007-09-11,11,0.0
2012/14397333,9266326,14,2012-07-25,14,0.0
07/224511,4876450,7,1988-07-26,7,0.0
2005/11305221,7397644,11,2005-12-19,11,0.0
2017/15584105,10492748,15,2017-05-02,15,0.0
06/175236,4301031,6,1980-08-05,6,0.0
08/014499,5382189,8,1993-03-17,8,0.0
2020/16882299,11173778,16,2020-05-22,16,0.0
2011/13335114,8802963,13,2011-12-22,13,0.0
2003/10718198,7613137,10,2003-11-20,10,0.0
2007/11967094,7729605,11,2007-12-29,11,0.0
2008/12113868,8224759,12,2008-05-01,12,0.0
2007/11764330,7984092,11,2007-06-18,11,0.0
08/785545,6002084,8,1997-01-21,8,0.0
06/148614,4334293,6,1980-05-12,6,0.0
05/875572,4152260,5,1978-02-06,5,0.0
2008/12128974,7917805,12,2008-05-29,12,0.0
2003/10567789,7586436,10,2003-09-11,10,0.0
8                                   ,5726693,8,1996-07-22,8,0.0
05/740045,D249145,5,1976-11-08,5,0.0
2008/12205869,7784466,12,2008-09-06,12,0.0
05/935280,4216281,5,1978-08-21,5,0.0
09/810156,6695683,9,2001-03-16,9,0.0
2018/16011434,11161649,16,2018-06-18,16,0.0
05/923266,4189875,5,1978-07-10,5,0.0
2014/14248440,9142606,14,2014-04-09,14,0.0
2015/15117230,9776691,15,2015-01-14,15,0.0
2011/29392158,D685436,29,2011-05-18,29,0.0
2012/13405903,8928000,13,2012-02-27,13,0.0
2013/29454016,D745143,29,2013-05-06,29,0.0
2017/15856756,10670332,15,2017-12-28,15,0.0
2012/13685174,8860221,13,2012-11-26,13,0.0
2008/12315628,7918079,12,2008-12-04,12,0.0
29/093009,D421247,29,1998-09-01,29,0.0
2012/13718779,9235951,13,2012-12-18,13,0.0
2002/10208538,6928727,10,2002-07-30,10,0.0
2013/14103929,9794702,14,2013-12-12,14,0.0
05/904881,4232597,5,1978-05-11,5,0.0
2009/12651253,7893996,12,2009-12-31,12,0.0
2012/13566290,8901543,13,2012-08-03,13,0.0
06/626102,4540748,6,1984-06-29,6,0.0
2011/13028582,8213119,13,2011-02-16,13,0.0
2013/14033946,9398274,14,2013-09-23,14,0.0
2007/11655468,7875645,11,2007-01-19,11,0.0
07/739075,5132938,7,1991-07-31,7,0.0
05/757262,4086778,5,1977-01-06,5,0.0
2016/15042950,9997542,15,2016-02-12,15,0.0
2009/12434059,8198529,12,2009-05-01,12,0.0
05/616679,4041323,5,1975-09-25,5,0.0
29/007157,D348193,29,1993-04-19,29,0.0
2002/10262794,7569748,10,2002-10-02,10,0.0
2004/10829192,7152395,10,2004-04-22,10,0.0
2020/16894489,10914875,16,2020-06-05,16,0.0
29/160378,D471029,29,2002-05-09,29,0.0
2014/14166056,9829185,14,2014-01-28,14,0.0
2013/14080471,9799839,14,2013-11-14,14,0.0
06/172828,4369374,6,1980-07-28,6,0.0
2005/11047353,7243782,11,2005-01-31,11,0.0
09/105884,6267803,9,1998-06-26,9,0.0
2016/15280355,10045211,15,2016-09-29,15,0.0
09/413708,6223487,9,1999-10-06,9,0.0
2018/29673951,D923592,29,2018-12-18,D,0.0
06/460323,4524674,6,1983-01-24,6,0.0
2016/15258526,9916430,15,2016-09-07,15,0.0
2016/15373242,10180351,15,2016-12-08,15,0.0
2009/12372434,7898212,12,2009-02-17,12,0.0
2005/29241522,D533717,29,2005-10-26,29,0.0
09/742170,6555454,9,2000-12-19,9,0.0
06/699687,4622485,6,1985-02-11,6,0.0
06/293371,D273516,6,1981-08-17,6,0.0
05/518865,3930964,5,1974-10-29,5,0.0
07/092465,4894484,7,1987-09-03,7,0.0
2004/10802247,6975058,10,2004-03-17,10,0.0
09/021149,6067493,9,1998-02-10,9,0.0
2017/15842173,10434173,15,2017-12-14,15,0.0
09/791381,6390565,9,2001-02-23,9,0.0
05/636178,4012724,5,1975-11-28,5,0.0
2018/16029221,10965177,16,2018-07-06,16,0.0
2009/12390796,8079533,12,2009-02-23,12,0.0
09/208399,6186070,9,1998-11-27,9,0.0
2012/29431042,D672124,29,2012-08-31,29,0.0
2017/16086737,10549821,16,2017-03-08,16,0.0
2017/29593542,D825557,29,2017-02-09,D,0.0
2008/12274555,8152274,12,2008-11-20,12,0.0
06/207788,4369614,6,1980-11-17,6,0.0
2017/15702967,10340951,15,2017-09-13,15,0.0
2004/10926045,7182444,10,2004-08-26,10,0.0
2016/15172596,10219462,15,2016-06-03,15,0.0
2012/13645376,8458045,13,2012-10-04,13,0.0
2012/13716021,9889464,13,2012-12-14,13,0.0
2013/13894800,9262044,13,2013-05-15,13,0.0
2013/14375166,9629157,14,2013-02-11,14,0.0
2017/15482682,9941017,15,2017-04-07,15,0.0
07/086082,4930124,7,1987-09-21,7,0.0
2014/14554681,9787270,14,2014-11-26,14,0.0
10/009115,6688809,10,2001-11-08,10,0.0
8                                   ,5806854,08,1997-02-05,08,0.0
2009/29351817,D636304,29,2009-12-11,29,0.0
2007/11710526,7828411,11,2007-02-26,11,0.0
2003/10712258,7015333,10,2003-11-14,10,0.0
2016/15212487,9780030,15,2016-07-18,15,0.0
2009/12456260,9669556,12,2009-06-15,12,0.0
10/064072,6820756,10,2002-06-07,10,0.0
2007/11729539,7495922,11,2007-03-29,11,0.0
09/152687,6138849,9,1998-09-14,9,0.0
09/313176,6104632,9,1999-05-18,9,0.0
05/752472,4068892,5,1976-12-20,5,0.0
08/117040,5523914,8,1993-12-28,8,0.0
2013/13889991,10380629,13,2013-05-08,13,0.0
08/956644,5951412,8,1997-10-23,8,0.0
2020/16823535,11386469,16,2020-03-19,16,0.0
2021/17223822,11133351,17,2021-04-06,17,0.0
2004/29198209,D509475,29,2004-01-28,29,0.0
07/371029,4957145,7,1989-06-26,7,0.0
2003/10670132,7034070,10,2003-09-24,10,0.0
09/612935,6317989,9,2000-07-10,9,0.0
2013/14378823,9478028,14,2013-03-01,14,0.0
07/540388,5114207,7,1990-06-19,7,0.0
2019/16295239,10521281,16,2019-03-07,16,0.0
2017/15422279,10721093,15,2017-02-01,15,0.0
2008/12206309,7936773,12,2008-09-08,12,0.0
2018/16479120,11142814,16,2018-01-18,16,0.0
09/081989,6153873,9,1998-05-20,9,0.0
2017/15433993,10005503,15,2017-02-15,15,0.0
06/561128,4497359,6,1983-12-13,6,0.0
07/660079,5134591,7,1991-02-25,7,0.0
2009/12458873,8609185,12,2009-07-27,12,0.0
2003/10665926,6976311,10,2003-09-19,10,0.0
2014/14575327,9502389,14,2014-12-18,14,0.0
2016/15133281,10075131,15,2016-04-20,15,0.0
2017/15795823,10719772,15,2017-10-27,15,0.0
8                                   ,5767405,8,1996-01-11,8,0.0
10/334614,6781463,10,2002-12-31,10,0.0
2018/16057193,10559575,16,2018-08-07,16,0.0
2011/13117020,8754848,13,2011-05-26,13,0.0
2008/12138551,7842462,12,2008-06-13,12,0.0
2015/14792392,9749289,14,2015-07-06,14,0.0
10/020121,6638747,10,2001-12-18,10,0.0
2013/14407640,9903624,14,2013-06-11,14,0.0
2018/16201060,10875817,16,2018-11-27,16,0.0
2014/14571867,9937001,14,2014-12-16,14,0.0
2012/13475799,8941607,13,2012-05-18,13,0.0
2017/15448303,11108503,15,2017-03-02,15,0.0
2017/16320849,11266961,16,2017-07-25,16,0.0
2008/12338484,8196037,12,2008-12-18,12,0.0
07/094006,4845773,7,1987-09-08,7,0.0
2010/12769176,8111692,12,2010-04-28,12,0.0
05/730487,4053744,5,1976-10-07,5,0.0
2019/16980028,11312114,16,2019-03-08,16,0.0
2007/11864432,8392923,11,2007-09-28,11,0.0
2009/12503820,7889001,12,2009-07-15,12,0.0
2004/10781420,7471341,10,2004-02-18,10,0.0
2005/11659294,7771314,11,2005-12-02,11,0.0
8                                   ,5771271,8,1997-04-16,8,0.0
10/055365,6509357,10,2002-01-22,10,0.0
2016/15214926,10123482,15,2016-07-20,15,0.0
05/552821,D242952,5,1975-02-25,5,0.0
2016/15019456,9691249,15,2016-02-09,15,0.0
2005/29226003,D541931,29,2005-03-22,29,0.0
2008/12055141,7567076,12,2008-03-25,12,0.0
08/416036,5607349,8,1995-04-03,8,0.0
09/368431,6294651,9,1999-08-05,9,0.0
2012/13486654,9533731,13,2012-06-01,13,0.0
05/646278,4054222,5,1976-01-02,5,0.0
06/017584,4242081,6,1979-03-05,6,0.0
05/945286,4250974,5,1978-09-25,5,0.0
05/615170,D245631,5,1975-09-19,5,0.0
09/674614,6680895,9,2000-11-02,9,0.0
2012/13652593,9062368,13,2012-10-16,13,0.0
2014/14255140,9870401,14,2014-04-17,14,0.0
2019/16562411,11399897,16,2019-09-05,16,0.0
2002/10491698,7037077,10,2002-10-11,10,0.0
2017/15413523,10066745,15,2017-01-24,15,0.0
2013/29449286,D725138,29,2013-03-14,29,0.0
07/639691,D345384,7,1991-01-10,7,0.0
2014/14569307,10391574,14,2014-12-12,14,0.0
2003/10667385,7668086,10,2003-09-23,10,0.0
2006/11511502,7950539,11,2006-08-29,11,0.0
10/322736,6783121,10,2002-12-19,10,0.0
2019/16414306,11003896,16,2019-05-16,16,0.0
07/590134,5128772,7,1990-09-28,7,0.0
06/332378,4406071,6,1981-12-21,6,0.0
2012/13467589,8816900,13,2012-05-09,13,0.0
05/905678,4206710,5,1978-05-15,5,0.0
2016/15198161,9640261,15,2016-06-30,15,0.0
2013/14416113,9730770,14,2013-03-04,14,0.0
2008/12015142,7988103,12,2008-01-16,12,0.0
8                                   ,5831058,08,1997-03-19,08,0.0
2004/10985137,7038932,10,2004-11-10,10,0.0
2016/29580256,D815692,29,2016-10-06,29,0.0
05/523236,3948409,5,1974-11-12,5,0.0
07/815881,5441867,7,1992-01-07,7,0.0
2013/13837418,9335229,13,2013-03-15,13,0.0
10/016163,6519177,10,2001-12-10,10,0.0
09/114817,6048358,9,1998-07-13,9,0.0
2014/14556980,9140513,14,2014-12-01,14,0.0
2007/11648987,7353989,11,2007-01-03,11,0.0
2009/12604437,7961588,12,2009-10-23,12,0.0
2008/12336930,7932118,12,2008-12-17,12,0.0
2018/15866051,10478797,15,2018-01-09,15,0.0
08/834804,5914682,8,1997-04-03,8,0.0
2009/12487370,8259580,12,2009-06-18,12,0.0
08/411353,5561031,8,1995-03-23,8,0.0
2008/12678362,9624464,12,2008-10-02,12,0.0
06/393824,4459704,6,1982-07-06,6,0.0
2017/15665620,10234171,15,2017-08-01,15,0.0
2006/11530191,8184530,11,2006-09-08,11,0.0
2015/14807270,10210284,14,2015-07-23,14,0.0
2013/13844880,8909919,13,2013-03-16,13,0.0
08/455212,5633086,8,1995-05-31,8,0.0
2005/11149011,7518823,11,2005-06-09,11,0.0
09/858441,6515803,9,2001-05-16,9,0.0
07/568603,5092498,7,1990-08-16,7,0.0
2016/15092732,9448845,15,2016-04-07,15,0.0
09/100664,6057129,9,1998-06-19,9,0.0
2012/29418935,D672913,29,2012-04-24,29,0.0
2016/15233441,10016691,15,2016-08-10,15,0.0
06/806063,D296004,6,1985-11-21,6,0.0
06/161546,4353005,6,1980-06-20,6,0.0
09/665726,6728531,9,2000-09-20,9,0.0
07/571670,5156290,7,1990-08-24,7,0.0
2010/13501118,9333148,13,2010-10-19,13,0.0
05/536010,3971637,5,1974-12-23,5,0.0
07/214479,4875552,7,1988-07-01,7,0.0
08/012344,5299853,8,1993-02-02,8,0.0
05/835385,4182781,5,1977-09-21,5,0.0
2013/13750873,10430391,13,2013-01-25,13,0.0
05/662515,4031906,5,1976-03-01,5,0.0
2010/12706190,8266718,12,2010-02-16,12,0.0
07/547753,5123982,7,1990-06-29,7,0.0
2005/29222929,D534610,29,2005-02-04,29,0.0
08/881069,6129717,8,1997-06-24,8,0.0
2011/13237261,9018717,13,2011-09-20,13,0.0
2007/11879031,7412963,11,2007-07-13,11,0.0
07/914123,5221286,7,1992-07-17,7,0.0
2008/12299977,8233818,12,2008-03-12,12,0.0
05/667739,4009334,5,1976-03-17,5,0.0
2018/16124655,11283010,16,2018-09-07,16,0.0
2018/15870892,10180786,15,2018-01-13,15,0.0
05/619900,4079989,5,1975-10-06,5,0.0
07/286690,4928484,7,1988-12-20,7,0.0
2015/15125348,10184051,15,2015-03-13,15,0.0
2015/14797759,9831419,14,2015-07-13,14,0.0
2008/12193199,7522843,12,2008-08-18,12,0.0
2017/16471456,11187232,16,2017-11-14,16,0.0
2000/09613387,7000007,9,2000-07-11,9,0.0
08/826804,6100954,8,1997-03-25,8,0.0
2009/12495170,8264165,12,2009-06-30,12,0.0
09/563111,6776070,9,2000-05-02,9,0.0
05/825541,4161373,5,1977-08-16,5,0.0
08/199466,5457291,8,1994-02-22,8,0.0
05/543843,3959463,5,1975-01-24,5,0.0
07/209759,4956045,7,1988-06-22,7,0.0
2012/14001312,9419538,14,2012-02-24,14,0.0
2014/14784650,9568346,14,2014-03-26,14,0.0
07/866143,5226689,7,1992-04-09,7,0.0
2016/15273731,10514953,15,2016-09-23,15,0.0
2004/29212738,D549102,29,2004-09-08,29,0.0
2006/11525659,7640476,11,2006-09-22,11,0.0
2007/12377842,7897874,12,2007-08-10,12,0.0
09/814253,6708962,9,2001-03-21,9,0.0
08/398792,5518715,8,1995-03-06,8,0.0
2017/15834179,10538399,15,2017-12-07,15,0.0
08/191947,5412564,8,1994-02-03,8,0.0
2017/16333092,11260892,16,2017-09-14,16,0.0
2012/13403543,9177671,13,2012-02-23,13,0.0
29/152898,D458030,29,2002-01-04,29,0.0
07/495324,5046507,7,1990-03-19,7,0.0
2017/29595436,D867133,29,2017-02-28,D,0.0
2005/11320700,7757096,11,2005-12-30,11,0.0
2004/10933374,7241492,10,2004-09-03,10,0.0
2007/12003234,7867515,12,2007-12-20,12,0.0
2020/16999165,11379964,16,2020-08-21,16,0.0
09/799077,6714253,9,2001-03-06,9,0.0
09/145242,6060816,9,1998-09-02,9,0.0
2011/13988548,9117981,13,2011-11-22,13,0.0
2001/10362827,7192702,10,2001-08-29,10,0.0
10/302692,6710314,10,2002-11-22,10,0.0
09/356005,6130157,9,1999-07-16,9,0.0
2018/16045842,10367156,16,2018-07-26,16,0.0
08/321913,5626926,8,1994-10-12,8,0.0
2001/09974055,6964019,9,2001-10-11,9,0.0
06/905326,4741195,6,1986-09-09,6,0.0
09/167840,6271862,9,1998-10-07,9,0.0
2013/14091237,9690809,14,2013-11-26,14,0.0
09/774633,6392895,9,2001-02-01,9,0.0
2015/14751733,9612887,14,2015-06-26,14,0.0
2011/13091254,8351203,13,2011-04-21,13,0.0
07/098867,4811625,7,1987-09-21,7,0.0
2008/12151148,8002501,12,2008-05-01,12,0.0
2005/11233195,7739740,11,2005-09-22,11,0.0
09/868630,6715506,9,2001-10-09,9,0.0
2013/13769108,9732419,13,2013-02-15,13,0.0
2015/14836386,9499360,14,2015-08-26,14,0.0
2004/10888781,7599938,10,2004-07-09,10,0.0
05/490335,3947861,5,1974-07-22,5,0.0
06/532653,4628518,6,1983-09-15,6,0.0
2006/11489093,7446830,11,2006-07-19,11,0.0
8                                   ,5669611,8,1996-07-30,8,0.0
2008/12205098,8118481,12,2008-09-05,12,0.0
2007/12519469,8116509,12,2007-02-14,12,0.0
08/019486,5283613,8,1993-02-19,8,0.0
06/631197,4587479,6,1984-07-16,6,0.0
05/876530,4188703,5,1978-02-09,5,0.0
2003/10463021,7450545,10,2003-06-16,10,0.0
2008/29330181,D649894,29,2008-12-30,29,0.0
2018/16010754,10541221,16,2018-06-18,16,0.0
07/053958,4779401,7,1987-05-22,7,0.0
2007/11876241,7830022,11,2007-10-22,11,0.0
07/198240,4865398,7,1988-05-25,7,0.0
2004/10571673,7782458,10,2004-09-24,10,0.0
2016/15365669,10189466,15,2016-11-30,15,0.0
07/856495,5372360,7,1992-03-24,7,0.0
2013/14432186,9583128,14,2013-09-30,14,0.0
2009/12863405,8642495,12,2009-01-16,12,0.0
10/050438,6645702,10,2002-01-16,10,0.0
2018/16236351,10502406,16,2018-12-29,16,0.0
2017/15451824,9962768,15,2017-03-07,15,0.0
08/250625,5578156,8,1994-05-27,8,0.0
2015/14658104,9102908,14,2015-03-13,14,0.0
29/196753,D497882,29,2004-01-05,29,0.0
2011/13183684,8653539,13,2011-07-15,13,0.0
10/242789,6568039,10,2002-09-13,10,0.0
2008/12176967,7654947,12,2008-07-21,12,0.0
08/165054,5401083,8,1993-12-10,8,0.0
2016/29565452,D787887,29,2016-05-20,29,0.0
2018/16027874,10754693,16,2018-07-05,16,0.0
2005/11311573,7353963,11,2005-12-19,11,0.0
2007/29293461,D628037,29,2007-11-26,29,0.0
05/887956,4171018,5,1978-03-20,5,0.0
09/576180,6710025,9,2000-05-23,9,0.0
2008/12138459,7842825,12,2008-06-13,12,0.0
09/532286,6192320,9,2000-03-23,9,0.0
09/948446,6690280,9,2001-09-07,9,0.0
2018/16208244,10687349,16,2018-12-03,16,0.0
09/243446,6025298,9,1999-02-03,9,0.0
08/884636,5874596,8,1997-06-27,8,0.0
2016/15261606,10915519,15,2016-09-09,15,0.0
2014/29479623,D731975,29,2014-01-17,29,0.0
2013/14091231,9363615,14,2013-11-26,14,0.0
2010/12812708,8554906,12,2010-05-10,12,0.0
09/713399,6661531,9,2000-11-15,9,0.0
06/000842,4272828,6,1979-01-03,6,0.0
2020/16918824,11349310,16,2020-07-01,16,0.0
2008/12200082,8617319,12,2008-08-28,12,0.0
2009/29351957,D641158,29,2009-12-14,29,0.0
2012/14436941,9754157,14,2012-11-06,14,0.0
8                                   ,5817826,08,1997-08-05,08,0.0
2018/16650973,11282191,16,2018-07-18,16,0.0
2008/12215461,8021454,12,2008-06-27,12,0.0
2011/13205241,8318389,13,2011-08-08,13,0.0
05/557341,3989513,5,1975-03-11,5,0.0
2017/16319195,10774207,16,2017-07-12,16,0.0
09/849370,6431933,9,2001-05-07,9,0.0
2019/16543406,10858856,16,2019-08-16,16,0.0
06/699715,4675189,6,1985-02-08,6,0.0
2010/13257686,8763585,13,2010-03-08,13,0.0
2011/13177387,8312613,13,2011-07-06,13,0.0
8                                   ,5807826,08,1997-04-08,08,0.0
2014/15121611,9917642,15,2014-02-28,15,0.0
09/211675,6651095,9,1998-12-14,9,0.0
2019/16588770,11019503,16,2019-09-30,16,0.0
2002/10272981,7269793,10,2002-10-18,10,0.0
2008/12024051,8233932,12,2008-01-31,12,0.0
2013/13932811,9231291,13,2013-07-01,13,0.0
2005/11030467,7192244,11,2005-01-06,11,0.0
06/554098,4500467,6,1983-11-21,6,0.0
09/102025,6031138,9,1998-06-22,9,0.0
2015/15529169,10329210,15,2015-11-19,15,0.0
09/363677,6342344,9,1999-07-30,9,0.0
06/880878,4718706,6,1986-07-01,6,0.0
2020/17131535,11437727,17,2020-12-22,17,0.0
05/829857,4112351,5,1977-09-01,5,0.0
9                                   ,6169597,09,1998-12-08,09,0.0
2008/12283560,7849712,12,2008-09-11,12,0.0
1997/08799073,7330870,8,1997-02-11,8,0.0
10/227430,6829195,10,2002-08-26,10,0.0
07/829026,5356613,7,1992-05-08,7,0.0
8                                   ,5805509,08,1997-07-10,08,0.0
09/460189,6273489,9,1999-12-11,9,0.0
08/431626,5570689,8,1995-05-01,8,0.0
2008/12171297,8102554,12,2008-07-11,12,0.0
08/284660,5586890,8,1994-11-07,8,0.0
2009/12627859,7954201,12,2009-11-30,12,0.0
08/344998,5533676,8,1994-11-25,8,0.0
09/346633,6196237,9,1999-07-01,9,0.0
2015/14868992,10095346,14,2015-09-29,14,0.0
2021/17175098,11368716,17,2021-02-12,17,0.0
2020/29746050,D947475,29,2020-08-11,D,0.0
2010/12827821,8899939,12,2010-06-30,12,0.0
09/503935,6484811,9,2000-02-14,9,0.0
2017/15857166,10774309,15,2017-12-28,15,0.0
2005/10585117,7773343,10,2005-04-28,10,0.0
2015/14915890,10048412,14,2015-12-28,14,0.0
1999/09857821,7356037,9,1999-02-10,9,0.0
2015/29514082,D768773,29,2015-01-08,29,0.0
2008/12104809,8129146,12,2008-04-17,12,0.0
2018/15889789,11265340,15,2018-02-06,15,0.0
07/143445,4905842,7,1988-01-12,7,0.0
2016/15040160,10261559,15,2016-02-10,15,0.0
2016/15233093,10357389,15,2016-08-10,15,0.0
08/918011,5912026,8,1997-08-25,8,0.0
2010/12981758,9060535,12,2010-12-30,12,0.0
2015/14882671,10214830,14,2015-10-14,14,0.0
2007/11818736,7569743,11,2007-06-15,11,0.0
2003/10457361,7028908,10,2003-06-10,10,0.0
07/845222,5451747,7,1992-03-03,7,0.0
08/893010,5954636,8,1997-07-15,8,0.0
2009/29341578,D616473,29,2009-08-07,29,0.0
2009/12503378,8146840,12,2009-07-15,12,0.0
10/218160,6681550,10,2002-08-13,10,0.0
2020/16808838,11398608,16,2020-03-04,16,0.0
2011/13150347,8467740,13,2011-06-01,13,0.0
2016/15196856,10621445,15,2016-06-29,15,0.0
2006/11364617,9092523,11,2006-02-27,11,0.0
2009/12367514,8201879,12,2009-02-07,12,0.0
2014/14206115,9818065,14,2014-03-12,14,0.0
2018/16206242,10767722,16,2018-11-30,16,0.0
06/913806,4746926,6,1986-09-29,6,0.0
2007/12514545,8144713,12,2007-10-05,12,0.0
06/719293,4733392,6,1985-04-03,6,0.0
08/298554,5534992,8,1994-08-30,8,0.0
8                                   ,5693237,8,1996-01-16,8,0.0
06/073796,4305968,6,1979-09-10,6,0.0
2019/16539933,10857155,16,2019-08-13,16,0.0
05/508933,3958317,5,1974-09-25,5,0.0
2011/14343295,9305724,14,2011-09-20,14,0.0
07/599063,5140707,7,1990-10-17,7,0.0
2020/16804919,11435328,16,2020-02-28,16,0.0
2012/14352633,9306785,14,2012-10-16,14,0.0
08/754312,5935709,8,1996-11-21,8,0.0
2012/13413614,8515852,13,2012-03-06,13,0.0
08/533647,5587672,8,1995-09-25,8,0.0
2006/11499662,7840043,11,2006-08-07,11,0.0
2010/29353792,D614830,29,2010-01-14,29,0.0
07/813517,5133152,7,1991-12-26,7,0.0
2018/15915113,10635397,15,2018-03-08,15,0.0
2012/14119949,9193700,14,2012-05-25,14,0.0
2004/10936492,7428742,10,2004-09-09,10,0.0
05/739854,4085554,5,1976-11-09,5,0.0
07/960918,5307960,7,1992-10-14,7,0.0
2018/16102790,11020776,16,2018-08-14,16,0.0
2015/14690057,10103752,14,2015-04-17,14,0.0
2011/13883393,9393368,13,2011-11-11,13,0.0
09/495773,6227279,9,2000-02-01,9,0.0
06/793857,4644180,6,1985-11-01,6,0.0
2015/14614841,9703661,14,2015-02-05,14,0.0
2010/13387250,8911184,13,2010-04-23,13,0.0
08/992949,6255969,8,1997-12-18,8,0.0
2016/15075512,9973278,15,2016-03-21,15,0.0
2018/29663448,D871934,29,2018-09-14,D,0.0
29/134598,D447374,29,2000-12-22,29,0.0
2018/16603509,11358640,16,2018-03-28,16,0.0
2012/13564397,9113227,13,2012-08-01,13,0.0
07/723388,5177319,7,1991-06-28,7,0.0
08/099065,5396860,8,1993-07-29,8,0.0
2019/16595284,11292068,16,2019-10-07,16,0.0
2018/15919676,10723852,15,2018-03-13,15,0.0
07/243921,4923459,7,1988-09-13,7,0.0
2011/13115542,8542869,13,2011-05-25,13,0.0
2018/16367970,10845354,16,2018-05-21,16,0.0
2011/13175241,8538389,13,2011-07-01,13,0.0
2014/14770672,9631300,14,2014-02-17,14,0.0
2005/10906710,7330221,10,2005-03-03,10,0.0
2019/16295505,11056493,16,2019-03-07,16,0.0
2016/29582352,D794264,29,2016-10-27,29,0.0
10/153829,6539254,10,2002-05-21,10,0.0
2012/14131729,9459739,14,2012-07-26,14,0.0
06/777193,4629435,6,1985-09-18,6,0.0
07/064279,D296560,7,1987-06-19,7,0.0
2018/16135144,11150147,16,2018-09-19,16,0.0
2002/10121906,6887204,10,2002-04-12,10,0.0
2012/13661632,8849193,13,2012-10-26,13,0.0
05/571136,4046866,5,1975-04-24,5,0.0
2016/15760287,10868311,15,2016-09-23,15,0.0
2006/11643977,7609331,11,2006-12-22,11,0.0
2020/16878699,11198300,16,2020-05-20,16,0.0
07/414693,5007302,7,1989-09-29,7,0.0
09/401366,6306156,9,1999-09-21,9,0.0
08/358486,5592290,8,1994-11-14,8,0.0
2005/11265549,7490359,11,2005-11-01,11,0.0
2016/15269147,9948259,15,2016-09-19,15,0.0
2016/15091421,9564315,15,2016-04-05,15,0.0
2012/13482824,8908991,13,2012-05-29,13,0.0
2004/10709102,7055960,10,2004-04-14,10,0.0
2008/12055703,7821389,12,2008-03-26,12,0.0
2015/14700526,9842050,14,2015-04-30,14,0.0
2019/29700357,D917403,29,2019-08-01,D,0.0
2006/11336569,7226752,11,2006-01-19,11,0.0
07/056916,4777383,7,1987-06-01,7,0.0
10/083274,6637805,10,2001-10-19,10,0.0
2018/16213520,10385301,16,2018-12-07,16,0.0
09/995962,6803009,9,2001-11-28,9,0.0
08/898493,6002712,8,1997-07-22,8,0.0
2013/13958512,9335166,13,2013-08-02,13,0.0
8                                   ,5700563,8,1997-01-29,8,0.0
05/502236,3944713,5,1974-08-29,5,0.0
08/439846,5659768,8,1995-05-12,8,0.0
07/263772,4960120,7,1988-11-10,7,0.0
06/879782,4791616,6,1986-06-27,6,0.0
29/147273,D456519,29,2001-08-25,29,0.0
2008/12249303,8279994,12,2008-10-10,12,0.0
2019/16257568,10582447,16,2019-01-25,16,0.0
06/156403,4360340,6,1980-06-04,6,0.0
2017/15818038,10315308,15,2017-11-20,15,0.0
05/755836,4137992,5,1976-12-30,5,0.0
2014/14914954,10378484,14,2014-08-28,14,0.0
2005/11133194,7199645,11,2005-05-20,11,0.0
2010/12785415,8251303,12,2010-05-21,12,0.0
2019/16372231,10992463,16,2019-04-01,16,0.0
09/442825,6124072,9,1999-11-18,9,0.0
08/939688,6456715,8,1997-09-29,8,0.0
2017/15628247,10202912,15,2017-06-20,15,0.0
10/122037,6674336,10,2002-04-11,10,0.0
2017/29614927,D821702,29,2017-08-24,D,0.0
09/769230,6397406,9,2001-01-24,9,0.0
10/184545,6738963,10,2002-06-28,10,0.0
2016/16066604,11015115,16,2016-12-20,16,0.0
29/036796,D369524,29,1995-03-27,29,0.0
9                                   ,6168682,09,1998-02-10,09,0.0
09/492916,6236166,9,1999-12-16,9,0.0
05/962379,4226418,5,1978-11-20,5,0.0
09/285953,6372283,9,1999-04-02,9,0.0
2006/11541713,8249089,11,2006-09-29,11,0.0
2020/29738283,D911848,29,2020-06-16,D,0.0
06/559809,4513595,6,1983-12-09,6,0.0
09/115718,6259661,9,1998-07-15,9,0.0
2013/13896666,9433578,13,2013-05-17,13,0.0
05/406612,3943830,5,1973-10-15,5,0.0
2016/15182671,10230541,15,2016-06-15,15,0.0
06/087386,4270245,6,1979-10-22,6,0.0
08/550629,5866417,8,1995-10-31,8,0.0
2019/16595419,11191199,16,2019-10-07,16,0.0
2010/12793931,8657572,12,2010-06-04,12,0.0
2007/11835453,8023087,11,2007-08-08,11,0.0
2005/11245597,7466913,11,2005-10-07,11,0.0
2010/12891833,8838746,12,2010-09-28,12,0.0
8                                   ,5711799,8,1996-03-13,8,0.0
2007/11741448,7869948,11,2007-04-27,11,0.0
06/357537,4431363,6,1982-03-12,6,0.0
07/616246,5212097,7,1990-11-20,7,0.0
09/476225,6327815,9,1999-12-30,9,0.0
2008/12150590,8564574,12,2008-04-29,12,0.0
2017/15797426,10715356,15,2017-10-30,15,0.0
2011/13085187,8720561,13,2011-04-12,13,0.0
