application_id,patent_id,patent_application_type,filing_date,series_code,rule_47_flag
29/033389,D375838,29,1995-01-11,29,0.0
2012/13600093,9891248,13,2012-08-30,13,0.0
2005/11268322,8029349,11,2005-11-07,11,0.0
06/355976,4433161,6,1982-03-08,6,0.0
2013/14435341,9783449,14,2013-10-18,14,0.0
08/523020,5662399,8,1995-09-01,8,0.0
2013/14144843,9258215,14,2013-12-31,14,0.0
2007/11931490,7824804,11,2007-10-31,11,0.0
2020/17085183,11288008,17,2020-10-30,17,0.0
2014/14299628,9216424,14,2014-06-09,14,0.0
2007/11904459,7970493,11,2007-09-27,11,0.0
2008/12598488,8158945,12,2008-04-25,12,0.0
2010/12687211,8980773,12,2010-01-14,12,0.0
2020/17000403,11238016,17,2020-08-24,17,0.0
2005/11296468,7515175,11,2005-12-08,11,0.0
2017/16650136,11419144,16,2017-09-29,16,0.0
2010/12908226,8152025,12,2010-10-20,12,0.0
06/091763,4307329,6,1979-11-06,6,0.0
2013/14027798,9237995,14,2013-09-16,14,0.0
2016/15231026,10193030,15,2016-08-08,15,0.0
07/898585,5318178,7,1992-06-15,7,0.0
08/212741,5446504,8,1994-03-14,8,0.0
09/454730,6470331,9,1999-12-04,9,0.0
2001/09898743,7473767,9,2001-07-03,9,0.0
2016/16309670,10830527,16,2016-08-30,16,0.0
2012/13567143,8470474,13,2012-08-06,13,0.0
2004/10951566,7076402,10,2004-09-28,10,0.0
29/155969,D474483,29,2002-02-21,29,0.0
2006/12093380,8535123,12,2006-11-10,12,0.0
08/382567,5658096,8,1995-02-02,8,0.0
29/094033,D419757,29,1998-09-24,29,0.0
06/926392,4726147,6,1986-11-03,6,0.0
07/254222,4930350,7,1988-10-06,7,0.0
2020/16828881,11298712,16,2020-03-24,16,0.0
07/701378,5124722,7,1991-05-13,7,0.0
2002/10315478,6942649,10,2002-12-10,10,0.0
2020/16817297,11160883,16,2020-03-12,16,0.0
8                                   ,5691597,8,1996-01-26,8,0.0
2015/15308131,10379204,15,2015-03-09,15,0.0
07/674127,5075834,7,1991-03-25,7,0.0
05/789599,4072587,5,1977-04-21,5,0.0
2021/17301569,11394639,17,2021-04-08,17,0.0
2003/10743791,7511414,10,2003-12-24,10,0.0
2009/12604696,8273960,12,2009-10-23,12,0.0
10/245016,6776328,10,2002-09-17,10,0.0
2018/16106300,10746123,16,2018-08-21,16,0.0
29/094333,D438513,29,1998-09-30,29,0.0
06/749306,4714679,6,1985-06-27,6,0.0
2003/10736445,7450598,10,2003-12-15,10,0.0
2003/10677428,7472350,10,2003-10-02,10,0.0
10/440585,6810673,10,2003-05-19,10,0.0
2008/12181354,7985464,12,2008-07-29,12,0.0
07/711488,5205046,7,1991-06-05,7,0.0
2008/12221625,8142535,12,2008-08-05,12,0.0
08/334020,5532204,8,1994-11-02,8,0.0
2017/15823905,10921409,15,2017-11-28,15,0.0
05/761988,4085351,5,1977-01-24,5,0.0
2015/14837905,11064711,14,2015-08-27,14,0.0
2003/10503780,7188660,10,2003-02-07,10,0.0
07/669425,5221631,7,1991-03-15,7,0.0
2012/13624202,9306266,13,2012-09-21,13,0.0
09/811340,6659134,9,2001-03-16,9,0.0
2006/11643803,7384292,11,2006-12-22,11,0.0
2011/13335858,8711794,13,2011-12-22,13,0.0
06/630340,4623414,6,1984-07-12,6,0.0
2015/14849757,9726107,14,2015-09-10,14,0.0
07/886798,5290776,7,1992-05-21,7,0.0
07/225929,4878625,7,1988-07-29,7,0.0
09/062846,5951079,9,1998-04-20,9,0.0
2012/14375599,9486859,14,2012-02-24,14,0.0
07/016233,D312928,7,1987-02-19,7,0.0
2016/15012980,9652004,15,2016-02-02,15,0.0
07/767026,5316509,7,1991-09-27,7,0.0
06/178285,4408580,6,1980-08-15,6,0.0
09/682470,6628116,9,2001-09-06,9,0.0
10/402786,6807881,10,2003-03-28,10,0.0
2013/13902449,8779340,13,2013-05-24,13,0.0
2002/10312808,7085683,10,2002-04-30,10,0.0
09/151267,6135069,9,1998-09-11,9,0.0
2018/15870734,10944643,15,2018-01-12,15,0.0
07/394467,5027125,7,1989-08-16,7,0.0
2008/12201949,8977673,12,2008-08-29,12,0.0
06/000274,4249086,6,1979-01-02,6,0.0
05/523819,4007177,5,1974-11-14,5,0.0
2003/10509278,7725467,10,2003-03-27,10,0.0
8                                   ,5798459,08,1997-04-01,08,0.0
2020/16842389,RE48369,16,2020-04-07,16,0.0
06/690073,4587835,6,1985-01-09,6,0.0
08/326268,5506169,8,1994-10-20,8,0.0
07/374314,5008935,7,1989-06-30,7,0.0
2005/29237528,D530182,29,2005-09-02,29,0.0
06/055091,4258143,6,1979-07-05,6,0.0
07/286917,4954508,7,1988-12-20,7,0.0
2017/16092395,11339089,16,2017-03-13,16,0.0
09/706858,6339313,9,2000-11-07,9,0.0
06/853664,4679481,6,1986-04-18,6,0.0
07/636837,5140496,7,1991-01-02,7,0.0
2017/15845564,10272586,15,2017-12-18,15,0.0
2009/12321957,8711784,12,2009-01-26,12,0.0
05/488339,3961325,5,1974-07-15,5,0.0
1999/09309155,7242383,9,1999-05-10,9,0.0
2006/11352617,7219052,11,2006-02-13,11,0.0
06/431870,4454751,6,1982-09-30,6,0.0
05/680110,D245883,5,1976-04-26,5,0.0
06/013230,4268957,6,1979-02-21,6,0.0
2018/29668935,D883805,29,2018-11-02,D,0.0
06/119768,4268914,6,1980-02-08,6,0.0
06/668149,4603372,6,1984-11-05,6,0.0
2018/15915051,10180245,15,2018-03-07,15,0.0
10/105863,6608376,10,2002-03-25,10,0.0
08/143818,5488551,8,1993-10-27,8,0.0
07/630062,5082470,7,1990-12-19,7,0.0
2002/10187501,7130686,10,2002-07-01,10,0.0
2010/12787476,8449265,12,2010-05-26,12,0.0
2004/11018572,7595528,11,2004-12-21,11,0.0
06/852213,4743026,6,1986-04-15,6,0.0
2004/10977615,7160013,10,2004-10-27,10,0.0
2012/13412064,8951218,13,2012-03-05,13,0.0
06/920855,D303407,6,1986-10-17,6,0.0
2016/15350644,11173242,15,2016-11-14,15,0.0
06/547254,4600917,6,1983-10-31,6,0.0
07/097497,4773945,7,1987-09-14,7,0.0
8                                   ,5685618,8,1995-12-08,8,0.0
2016/15173580,9781142,15,2016-06-03,15,0.0
2013/14762283,9756637,14,2013-01-23,14,0.0
29/131052,D446329,29,2000-10-10,29,0.0
2002/10468659,6903165,10,2002-05-13,10,0.0
08/384404,5488123,8,1995-02-06,8,0.0
2004/10937603,7152891,10,2004-09-09,10,0.0
2019/16446023,11117539,16,2019-06-19,16,0.0
2002/10255513,7283562,10,2002-09-26,10,0.0
07/526432,5010948,7,1990-05-22,7,0.0
2020/16834172,11167726,16,2020-03-30,16,0.0
09/097639,5956989,9,1998-06-16,9,0.0
2015/15322202,9922925,15,2015-07-27,15,0.0
2012/13562145,8346575,13,2012-07-30,13,0.0
2017/15681872,10682270,15,2017-08-21,15,0.0
2011/13305934,8800740,13,2011-11-29,13,0.0
07/913255,5539808,7,1992-07-14,7,0.0
07/364163,5046724,7,1989-06-12,7,0.0
2002/10319885,7279470,10,2002-12-13,10,0.0
06/659027,4543488,6,1984-10-09,6,0.0
2011/14008555,9686762,14,2011-07-08,14,0.0
08/893261,6153937,8,1997-07-15,8,0.0
08/790804,5949109,8,1997-01-30,8,0.0
2001/10221433,7044515,10,2001-09-12,10,0.0
2003/10663236,7883415,10,2003-09-15,10,0.0
2011/13991784,9077431,13,2011-12-21,13,0.0
29/108480,D432850,29,1999-07-29,29,0.0
2017/15793778,10369785,15,2017-10-25,15,0.0
2015/14939854,10858704,14,2015-11-12,14,0.0
2009/12490118,8297115,12,2009-06-23,12,0.0
2018/29642726,D855401,29,2018-04-02,D,0.0
2017/15729074,10411457,15,2017-10-10,15,0.0
2019/16387721,11157703,16,2019-04-18,16,0.0
09/289762,6178373,9,1999-04-12,9,0.0
2014/14212146,9290358,14,2014-03-14,14,0.0
2004/11005280,7917140,11,2004-12-06,11,0.0
2005/11083234,7255405,11,2005-03-17,11,0.0
2005/11267990,8117505,11,2005-11-07,11,0.0
2003/10719794,7328329,10,2003-11-21,10,0.0
2020/17022725,10913632,17,2020-09-16,17,0.0
2009/12866906,8627789,12,2009-02-19,12,0.0
07/680695,PP8060,7,1991-04-04,7,0.0
2005/11135753,8005240,11,2005-05-23,11,0.0
2013/13762701,8827787,13,2013-02-08,13,0.0
2001/09993843,7054873,9,2001-11-05,9,0.0
2015/14949987,10463542,14,2015-11-24,14,0.0
2009/12413646,7871881,12,2009-03-30,12,0.0
08/424593,5608862,8,1995-04-17,8,0.0
09/223977,6222141,9,1998-12-31,9,0.0
07/076964,4864146,7,1987-07-23,7,0.0
08/036342,5377582,8,1993-03-24,8,0.0
09/648684,6462038,9,2000-08-25,9,0.0
2004/10835804,7112336,10,2004-04-30,10,0.0
2015/29526761,D767325,29,2015-05-13,29,0.0
06/814148,4708677,6,1985-12-27,6,0.0
09/886413,6830542,9,2001-06-21,9,0.0
2016/15574183,10786400,15,2016-02-29,15,0.0
2015/14927565,9870855,14,2015-10-30,14,0.0
07/032471,4787682,7,1987-03-30,7,0.0
09/160358,6522311,9,1998-09-25,9,0.0
2013/13969772,9236613,13,2013-08-19,13,0.0
09/979625,6708132,9,2001-11-23,9,0.0
2015/14747653,9559655,14,2015-06-23,14,0.0
2005/11303021,7207433,11,2005-12-16,11,0.0
2014/14265419,9493954,14,2014-04-30,14,0.0
2001/10020041,RE42641,10,2001-12-14,10,0.0
2012/13560094,9514787,13,2012-07-27,13,0.0
2013/13942673,9271743,13,2013-07-15,13,0.0
8                                   ,5806346,08,1997-02-15,08,0.0
10/072244,6686284,10,2002-02-06,10,0.0
08/869498,5921586,8,1997-06-05,8,0.0
08/444563,5643576,8,1995-05-19,8,0.0
09/372336,6117914,9,1999-08-11,9,0.0
2015/14856507,10313656,14,2015-09-16,14,0.0
2010/12805659,8178988,12,2010-08-12,12,0.0
05/455834,3944773,5,1974-03-28,5,0.0
2019/16401414,10967194,16,2019-05-02,16,0.0
2004/29216945,D539902,29,2004-11-11,29,0.0
2014/14512002,10185706,14,2014-10-10,14,0.0
2008/29323416,D591402,29,2008-08-26,29,0.0
06/282324,4376149,6,1981-07-10,6,0.0
2005/11225132,7706628,11,2005-09-14,11,0.0
2011/13215638,8821266,13,2011-08-23,13,0.0
2014/14447624,9581879,14,2014-07-31,14,0.0
2004/10860235,7487227,10,2004-06-03,10,0.0
2018/16957797,11390893,16,2018-05-23,16,0.0
2008/29322639,D593446,29,2008-08-08,29,0.0
2009/12419601,8808595,12,2009-04-07,12,0.0
2010/12766072,8038967,12,2010-04-23,12,0.0
8                                   ,5733673,8,1995-06-07,8,0.0
2013/14014223,9241833,14,2013-08-29,14,0.0
2004/10584470,7906493,10,2004-12-22,10,0.0
06/552689,4594715,6,1983-11-17,6,0.0
2007/12226471,8164904,12,2007-04-11,12,0.0
2014/14172932,9690125,14,2014-02-05,14,0.0
05/358736,3969185,5,1973-05-09,5,0.0
2006/11387241,7210740,11,2006-03-22,11,0.0
2013/29468850,D727923,29,2013-10-03,29,0.0
2013/14044258,8940912,14,2013-10-02,14,0.0
2018/16167199,10705301,16,2018-10-22,16,0.0
2013/13964343,9036591,13,2013-08-12,13,0.0
06/504923,D282981,6,1983-06-16,6,0.0
06/526660,4506575,6,1983-08-26,6,0.0
10/101515,6836327,10,2002-03-18,10,0.0
2020/16912591,11275217,16,2020-06-25,16,0.0
2014/14254421,9564067,14,2014-04-16,14,0.0
2006/12096033,7732216,12,2006-11-17,12,0.0
2011/13104198,8894221,13,2011-05-10,13,0.0
2014/14294047,9135493,14,2014-06-02,14,0.0
2019/16553015,10952400,16,2019-08-27,16,0.0
2019/29711450,D959094,29,2019-10-31,D,0.0
07/278520,4996526,7,1988-12-01,7,0.0
2012/13493219,9096453,13,2012-06-11,13,0.0
2019/17273685,11303099,17,2019-09-06,17,0.0
09/659666,6354693,9,2000-09-11,9,0.0
2016/15357051,10173814,15,2016-11-21,15,0.0
2014/14528178,9829909,14,2014-10-30,14,0.0
2015/14691856,9615870,14,2015-04-21,14,0.0
08/643398,5624270,8,1996-05-06,8,0.0
2013/29464280,D731515,29,2013-08-14,29,0.0
07/812253,5174764,7,1991-12-20,7,0.0
2015/14726279,9867098,14,2015-05-29,14,0.0
09/436906,6115792,9,1999-11-09,9,0.0
2009/29339126,D647392,29,2009-06-24,29,0.0
2016/15742104,10399594,15,2016-05-16,15,0.0
8                                   ,5705471,8,1996-02-23,8,0.0
05/338088,3971938,5,1973-03-05,5,0.0
2015/14756221,PP27523,14,2015-08-18,14,0.0
2015/14777596,9911671,14,2015-03-17,14,0.0
2001/09935514,7184398,9,2001-08-23,9,0.0
08/216817,5642129,8,1994-03-23,8,0.0
8                                   ,5682005,8,1995-05-31,8,0.0
08/185441,5357862,8,1994-01-24,8,0.0
2008/11971693,7888356,11,2008-01-09,11,0.0
10/057175,6709315,10,2002-01-24,10,0.0
2018/15954310,10897552,15,2018-04-16,15,0.0
2011/13273343,10023175,13,2011-10-14,13,0.0
09/529740,6631111,9,2000-06-12,9,0.0
2012/13540573,9147909,13,2012-07-02,13,0.0
08/544063,5590422,8,1995-10-17,8,0.0
09/223361,6154928,9,1998-12-30,9,0.0
05/646529,D246944,5,1976-01-05,5,0.0
2019/16515528,11111857,16,2019-07-18,16,0.0
09/286557,6166667,9,1999-04-05,9,0.0
08/670275,PP9936,8,1996-06-13,8,0.0
2005/11101216,7682797,11,2005-04-06,11,0.0
2016/29566150,D784914,29,2016-05-27,29,0.0
2012/29424401,D690696,29,2012-06-12,29,0.0
2003/10401797,7782876,10,2003-03-31,10,0.0
2004/10873706,6966792,10,2004-06-21,10,0.0
2004/10574434,7474174,10,2004-09-24,10,0.0
05/598057,3976270,5,1975-07-22,5,0.0
2003/10386711,6870130,10,2003-03-13,10,0.0
2013/13839989,8822911,13,2013-03-15,13,0.0
2018/16185546,10643876,16,2018-11-09,16,0.0
06/518172,4479877,6,1983-07-28,6,0.0
09/086781,6099559,9,1998-05-28,9,0.0
2014/14544065,PP27220,14,2014-11-20,14,0.0
08/837207,5892723,8,1997-04-14,8,0.0
2011/13118411,8080330,13,2011-05-28,13,0.0
2007/11833898,7919848,11,2007-08-03,11,0.0
06/435024,4534618,6,1982-10-18,6,0.0
2012/29424478,D689075,29,2012-06-13,29,0.0
2006/11887743,8297112,11,2006-03-15,11,0.0
05/637391,4003660,5,1975-12-03,5,0.0
09/976462,6798969,9,2001-10-12,9,0.0
09/495972,6443410,9,2000-02-02,9,0.0
2010/13497329,9211765,13,2010-09-21,13,0.0
06/352738,4431499,6,1982-02-26,6,0.0
2013/13740121,9182861,13,2013-01-11,13,0.0
2003/29179208,D502374,29,2003-04-07,29,0.0
2015/14630073,9149453,14,2015-02-24,14,0.0
2009/12432329,11182752,12,2009-04-29,12,0.0
2006/11611356,7830800,11,2006-12-15,11,0.0
05/885046,4193401,5,1978-03-09,5,0.0
D                                   ,D392141,D,1997-05-08,D,0.0
2004/10999218,7420308,10,2004-11-24,10,0.0
07/048311,5303535,7,1993-04-19,7,0.0
07/593665,5136737,7,1990-10-05,7,0.0
8                                   ,5726308,8,1996-03-22,8,0.0
2019/29707476,D902122,29,2019-09-27,D,0.0
2016/15144160,9739574,15,2016-05-02,15,0.0
5                                   ,4145374,5,1977-10-27,5,0.0
2006/29262707,D550828,29,2006-07-10,29,0.0
07/492137,5084369,7,1990-03-13,7,0.0
2019/16367582,10847015,16,2019-03-28,16,0.0
06/763145,4697959,6,1985-10-01,6,0.0
2007/11853574,8985585,11,2007-09-11,11,0.0
2015/14744112,9373490,14,2015-06-19,14,0.0
2016/15247598,10852309,15,2016-08-25,15,0.0
2013/14065576,9682721,14,2013-10-29,14,0.0
2007/11957490,7845811,11,2007-12-17,11,0.0
2010/29381317,D642758,29,2010-12-17,29,0.0
09/860928,6425459,9,2001-05-18,9,0.0
2015/15533940,10239989,15,2015-12-08,15,0.0
08/467915,6040194,8,1995-06-06,8,0.0
2009/12501835,8422101,12,2009-07-13,12,0.0
2003/10436650,7164753,10,2003-05-13,10,0.0
2011/13151331,8817010,13,2011-06-02,13,0.0
D                                   ,D385526,D,1996-09-24,D,0.0
06/418989,4466655,6,1982-09-16,6,0.0
2017/15668924,10587620,15,2017-08-04,15,0.0
2007/11895813,7837707,11,2007-08-28,11,0.0
09/286201,6154413,9,1999-04-05,9,0.0
8                                   ,5802915,08,1996-05-23,08,0.0
8                                   ,5686639,8,1995-04-20,8,0.0
2018/29632974,D850277,29,2018-01-11,D,0.0
8                                   ,5777369,08,1997-01-02,08,0.0
2017/15822984,10091498,15,2017-11-27,15,0.0
06/293694,4404083,6,1981-08-17,6,0.0
08/909980,5923226,8,1997-08-12,8,0.0
2005/11125965,7361093,11,2005-05-10,11,0.0
06/789592,4695110,6,1985-10-21,6,0.0
09/359477,6516651,9,1999-07-22,9,0.0
2020/29758738,D933815,29,2020-11-18,D,0.0
2014/14523365,9616373,14,2014-10-24,14,0.0
2018/16010190,10657656,16,2018-06-15,16,0.0
29/191189,D497346,29,2003-10-01,29,0.0
06/381865,4489875,6,1982-05-25,6,0.0
05/834217,4127736,5,1977-09-19,5,0.0
2009/12550797,8261521,12,2009-08-31,12,0.0
8                                   ,5789628,08,1996-09-20,08,0.0
2017/15656206,10318275,15,2017-07-21,15,0.0
2007/11654685,7612337,11,2007-01-18,11,0.0
08/316580,5669064,8,1994-09-30,8,0.0
2017/15597069,11358336,15,2017-05-16,15,0.0
2017/15754368,10924882,15,2017-12-21,15,0.0
2004/11571070,7902995,11,2004-06-30,11,0.0
2018/16767358,11370022,16,2018-11-27,16,0.0
2003/10641867,6891292,10,2003-08-15,10,0.0
07/166321,4825814,7,1988-03-10,7,0.0
2015/29532837,D798276,29,2015-07-10,29,0.0
2005/10586282,7889842,10,2005-01-13,10,0.0
2016/15766314,11065272,15,2016-10-06,15,0.0
2016/29551629,D804603,29,2016-01-15,29,0.0
09/798333,6540195,9,2001-03-02,9,0.0
2019/16602080,PP32535,16,2019-08-01,16,0.0
07/485014,5002350,7,1990-02-26,7,0.0
2007/11975329,8379895,11,2007-10-18,11,0.0
06/114339,4274496,6,1980-01-23,6,0.0
2008/12136108,8495288,12,2008-06-10,12,0.0
2015/14799435,9397172,14,2015-07-14,14,0.0
06/870470,4734603,6,1986-06-04,6,0.0
2021/17183594,11440707,17,2021-02-24,17,0.0
2010/12849781,8707243,12,2010-08-03,12,0.0
2005/11074713,7338042,11,2005-03-09,11,0.0
2009/12478363,8113838,12,2009-06-04,12,0.0
2019/16577625,11444886,16,2019-09-20,16,0.0
07/014148,4759445,7,1987-02-12,7,0.0
09/311183,6265367,9,1999-05-13,9,0.0
09/205354,5990290,9,1998-12-04,9,0.0
2009/12610388,7990719,12,2009-11-02,12,0.0
2003/10614832,7233470,10,2003-07-09,10,0.0
09/898178,6417384,9,2001-07-03,9,0.0
2013/29452434,D720321,29,2013-04-16,29,0.0
2003/10727357,7039586,10,2003-12-02,10,0.0
2008/12105958,8087703,12,2008-04-18,12,0.0
09/207718,6498789,9,1998-12-09,9,0.0
07/642930,5064414,7,1991-01-18,7,0.0
2010/12871264,8373125,12,2010-08-30,12,0.0
09/986587,6685901,9,2001-11-09,9,0.0
2019/16716823,11126865,16,2019-12-17,16,0.0
06/314889,4440462,6,1981-10-26,6,0.0
2018/16115058,11200128,16,2018-08-28,16,0.0
05/714080,4090119,5,1976-08-12,5,0.0
05/587453,4058805,5,1975-06-16,5,0.0
05/853461,4187551,5,1977-11-21,5,0.0
2014/14320788,9163336,14,2014-07-01,14,0.0
06/536367,4528156,6,1983-09-27,6,0.0
08/577803,5653342,8,1995-12-22,8,0.0
2007/11790687,8012317,11,2007-04-26,11,0.0
08/409273,5618232,8,1995-03-23,8,0.0
2017/16341535,10988362,16,2017-09-22,16,0.0
2011/13813190,9573887,13,2011-07-28,13,0.0
10/108247,6560979,10,2002-03-27,10,0.0
2020/17062693,11262059,17,2020-10-05,17,0.0
2017/15670758,10250337,15,2017-08-07,15,0.0
09/546049,6479638,9,2000-04-10,9,0.0
09/324584,6564840,9,1999-03-24,9,0.0
06/745375,4650596,6,1985-06-17,6,0.0
2011/13241408,9374575,13,2011-09-23,13,0.0
09/374794,6536687,9,1999-08-16,9,0.0
29/085318,D426020,29,1998-03-20,29,0.0
2019/16429121,10726970,16,2019-06-03,16,0.0
2016/29574262,D801671,29,2016-08-12,29,0.0
2017/15828124,10080626,15,2017-11-30,15,0.0
2012/13436523,8822249,13,2012-03-30,13,0.0
2010/12851692,8462470,12,2010-08-06,12,0.0
2002/10309850,7002142,10,2002-12-03,10,0.0
2016/15385667,10426358,15,2016-12-20,15,0.0
08/514873,6079941,8,1995-08-14,8,0.0
2011/13209268,8294994,13,2011-08-12,13,0.0
2014/14579977,9472162,14,2014-12-22,14,0.0
2011/13032392,8669181,13,2011-02-22,13,0.0
2019/29681282,D912461,29,2019-02-24,D,0.0
2016/15069054,9696936,15,2016-03-14,15,0.0
06/942065,4759805,6,1986-12-16,6,0.0
06/654798,D288847,6,1984-09-26,6,0.0
09/955776,6654209,9,2001-09-19,9,0.0
2001/09772095,6952428,9,2001-01-26,9,0.0
2008/12346918,8189605,12,2008-12-31,12,0.0
08/144623,5556793,8,1993-11-01,8,0.0
08/520576,5599319,8,1995-08-29,8,0.0
2017/15619765,10513334,15,2017-06-12,15,0.0
09/368074,6307222,9,1999-08-03,9,0.0
2016/15390549,11383015,15,2016-12-26,15,0.0
8                                   ,5807950,08,1997-05-08,08,0.0
2004/10849424,7732151,10,2004-05-19,10,0.0
2007/11755763,7860081,11,2007-05-31,11,0.0
07/319726,4913116,7,1989-03-07,7,0.0
07/726239,5134771,7,1991-07-05,7,0.0
2018/16011803,10326413,16,2018-06-19,16,0.0
2011/13104531,8579244,13,2011-05-10,13,0.0
2018/16606091,11426543,16,2018-04-18,16,0.0
07/965504,5491741,7,1992-10-23,7,0.0
2002/10211299,7047243,10,2002-08-05,10,0.0
2016/15067735,9761976,15,2016-03-11,15,0.0
2007/11708859,7384310,11,2007-02-20,11,0.0
2012/13613845,8823282,13,2012-09-13,13,0.0
07/679267,5174965,7,1991-04-02,7,0.0
2012/14360945,10290439,14,2012-11-28,14,0.0
29/154508,D469400,29,2002-01-28,29,0.0
2020/16778442,11411749,16,2020-01-31,16,0.0
2009/12989439,9105773,12,2009-04-23,12,0.0
2009/29330533,D601025,29,2009-01-08,29,0.0
2018/16158623,10783670,16,2018-10-12,16,0.0
2008/12203406,7597597,12,2008-09-03,12,0.0
2007/11824140,7782229,11,2007-06-28,11,0.0
09/589521,6372966,9,2000-06-07,9,0.0
07/369387,4961846,7,1989-06-21,7,0.0
08/102409,5368461,8,1993-08-05,8,0.0
2008/12169188,8314757,12,2008-07-08,12,0.0
2002/10310695,7491539,10,2002-12-05,10,0.0
2011/13073289,8651389,13,2011-03-28,13,0.0
06/084027,4237628,6,1979-10-11,6,0.0
2005/11258384,7467872,11,2005-10-26,11,0.0
2018/16025722,10355822,16,2018-07-02,16,0.0
05/795301,4280285,5,1977-05-09,5,0.0
08/772405,6167277,8,1996-12-23,8,0.0
09/728562,6795397,9,2000-11-30,9,0.0
2015/14699437,9393235,14,2015-04-29,14,0.0
07/881870,5376502,7,1992-05-12,7,0.0
2019/16283735,10729287,16,2019-02-22,16,0.0
2006/11411632,7602768,11,2006-04-26,11,0.0
07/897164,5343426,7,1992-06-11,7,0.0
08/654361,6002285,8,1996-05-28,8,0.0
09/045461,6158432,9,1998-03-20,9,1.0
2015/14854149,9904572,14,2015-09-15,14,0.0
2004/10997094,7201879,10,2004-11-19,10,0.0
07/652491,5111435,7,1991-02-08,7,0.0
2007/11952204,7930548,11,2007-12-07,11,0.0
07/245560,4899414,7,1988-09-19,7,0.0
2011/12987769,8528326,12,2011-01-10,12,0.0
06/839452,4625952,6,1986-03-11,6,0.0
05/875579,4161818,5,1978-02-06,5,0.0
2004/10782874,6927162,10,2004-02-23,10,0.0
2013/14039166,9218549,14,2013-09-27,14,0.0
2019/16262024,10971343,16,2019-01-30,16,0.0
2008/12054479,7731849,12,2008-03-25,12,0.0
06/558454,4522346,6,1983-12-06,6,0.0
2021/17149501,11148931,17,2021-01-14,17,0.0
2003/10664930,7091716,10,2003-09-22,10,0.0
2019/16362079,10756498,16,2019-03-22,16,0.0
2015/14941126,9904593,14,2015-11-13,14,0.0
09/154181,6424342,9,1998-09-16,9,0.0
09/290097,6267778,9,1999-04-12,9,0.0
2002/10154773,6886559,10,2002-05-24,10,0.0
2016/29568040,D791039,29,2016-06-15,29,0.0
2014/14575677,9087733,14,2014-12-18,14,0.0
2004/10543841,7902328,10,2004-02-02,10,0.0
2006/11479812,7416989,11,2006-06-30,11,0.0
08/481243,5985854,8,1995-08-21,8,0.0
2004/10921642,7202554,10,2004-08-19,10,0.0
07/594883,5130331,7,1990-10-09,7,0.0
08/064885,5548708,8,1993-05-24,8,0.0
29/119181,D438691,29,2000-02-25,29,0.0
2016/15297187,9683531,15,2016-10-19,15,0.0
10/194641,6557927,10,2002-07-12,10,0.0
08/483946,6113919,8,1995-06-07,8,0.0
2020/16787842,11203827,16,2020-02-11,16,0.0
2014/14219749,9263329,14,2014-03-19,14,0.0
2018/16623018,11176871,16,2018-12-14,16,0.0
06/452641,4513259,6,1982-12-23,6,0.0
2013/13829907,9054742,13,2013-03-14,13,0.0
06/020472,4271555,6,1979-03-14,6,0.0
2011/13102779,8571047,13,2011-05-06,13,0.0
09/076425,6301309,9,1998-05-12,9,0.0
08/680674,5902490,8,1996-07-16,8,0.0
07/120015,5034199,7,1987-11-13,7,0.0
2010/12891175,8286677,12,2010-09-27,12,0.0
2016/15138058,10263976,15,2016-04-25,15,0.0
2012/13710158,9337659,13,2012-12-10,13,0.0
06/517292,4536455,6,1983-07-26,6,0.0
2017/15694744,10747729,15,2017-09-01,15,0.0
2020/29746979,D961652,29,2020-08-19,D,0.0
2019/16242424,11373665,16,2019-01-08,16,0.0
2005/11248439,7140138,11,2005-10-11,11,0.0
2012/13645213,8794521,13,2012-10-04,13,0.0
2008/29300759,D607467,29,2008-05-07,29,0.0
2017/15445946,10469542,15,2017-02-28,15,0.0
2013/13742823,8597169,13,2013-01-16,13,0.0
2020/16861224,11342496,16,2020-04-29,16,0.0
2007/11879188,8004727,11,2007-07-16,11,0.0
2016/15194047,10674326,15,2016-06-27,15,0.0
07/991805,5326512,7,1992-12-16,7,0.0
07/459343,5156312,7,1989-12-29,7,0.0
2015/14979060,9971184,14,2015-12-22,14,0.0
2015/15520257,10209292,15,2015-12-08,15,0.0
2015/14630459,9363156,14,2015-02-24,14,0.0
07/730751,5208248,7,1991-07-16,7,0.0
2011/13031522,8232260,13,2011-02-21,13,0.0
2021/17488512,11401600,17,2021-09-29,17,0.0
07/764035,5196409,7,1991-09-23,7,0.0
07/717700,5214631,7,1991-06-19,7,0.0
2007/12519456,8806830,12,2007-12-17,12,0.0
2010/13805853,8957937,13,2010-12-24,13,0.0
2013/14019283,9928219,14,2013-09-05,14,0.0
2015/29537833,D785235,29,2015-08-28,29,0.0
2016/15016252,10264839,15,2016-02-04,15,0.0
08/474300,5615095,8,1995-06-07,8,0.0
2011/13817914,9651267,13,2011-03-08,13,0.0
2010/13519917,9124116,13,2010-12-28,13,0.0
09/196204,6101118,9,1998-11-20,9,0.0
8                                   ,5734876,8,1995-06-07,8,0.0
2011/12987112,8451050,12,2011-01-08,12,0.0
2011/13184193,8341055,13,2011-07-15,13,0.0
2007/11651632,8184686,11,2007-01-10,11,0.0
08/197894,5452866,8,1994-02-17,8,0.0
2004/10988411,7548595,10,2004-11-12,10,0.0
07/837555,5341488,7,1992-02-14,7,0.0
09/619666,6609845,9,2000-07-19,9,0.0
