patent_id,published_or_filed_date,filed_country,application_kind,pct_doc_number,pct_doc_type
6085669,1997-10-10,WO,00,PCT/EP97/05601,pct_application
11243009,2014-10-09,WO,A,WO2014/161839,wo_grant
10171849,2016-07-07,WO,00,PCT/KR2016/007366,pct_application
10132759,2015-04-16,WO,A,WO2015/052164,wo_grant
6769460,2002-02-28,WO,A,WO02/16253,wo_grant
7703634,2004-08-05,WO,A,WO2004/065247,wo_grant
9664085,2015-04-16,WO,A,WO2015/053324,wo_grant
9694418,2015-07-16,WO,A,WO2015/104576,wo_grant
7628499,2004-10-28,WO,A,WO2004/091974,wo_grant
7946636,2008-04-17,WO,A,WO2008/044543,wo_grant
10385975,2016-07-28,WO,A,WO2016/117189,wo_grant
5199803,1989-09-22,WO,00,PCT/JP89/00965,pct_application
10389771,2016-02-08,WO,00,PCT/EP2016/025007,pct_application
5466678,1993-09-03,WO,00,PCT/JP93/01250,pct_application
7961844,2007-08-29,WO,00,PCT/JP2007/066791,pct_application
10772049,2017-08-03,WO,00,PCT/KR2017/008416,pct_application
10471523,2016-02-15,WO,00,PCT/JP2016/054295,pct_application
11125209,2017-05-02,WO,00,PCT/DK2017/050134,pct_application
10323498,2014-10-01,WO,00,PCT/US2014/058615,pct_application
11197592,2018-07-19,WO,00,PCT/CN2018/096301,pct_application
10196460,2016-05-26,WO,A,WO2016/078523,wo_grant
11279918,2020-01-30,WO,A,WO2020/020188,wo_grant
10389734,2016-06-09,WO,A,WO2016/088676,wo_grant
7663354,2005-08-04,WO,A,WO2005/071838,wo_grant
11243398,2018-03-09,WO,00,PCT/EP2018/055949,pct_application
11067416,2019-06-06,WO,A,WO2019/104393,wo_grant
11158474,2018-03-12,WO,00,PCT/JP2018/009416,pct_application
10734584,2017-06-08,WO,00,PCT/EP2017/063893,pct_application
11021707,2016-10-19,WO,00,PCT/US2016/057608,pct_application
9173119,2011-06-10,WO,00,PCT/JP2011/003293,pct_application
8105448,2006-01-12,WO,A,WO2006/004499,wo_grant
10028007,2014-05-08,WO,A,WO2014/070843,wo_grant
9883745,2017-01-26,WO,A,WO2017/011884,wo_grant
9046199,2012-03-12,WO,00,PCT/EP2012/001092,pct_application
9148933,2010-12-16,WO,00,PCT/CN2010/079857,pct_application
8528177,2005-11-02,WO,00,PCT/US2005/039706,pct_application
6872058,2001-09-17,WO,00,PCTAU01/01168,pct_application
5952835,1995-05-23,WO,00,PCT/CA95/00300,pct_application
7913329,2003-02-06,WO,A,WO03/009733,wo_grant
8104693,2007-09-26,WO,00,PCT/JP2007/068719,pct_application
8628422,2010-04-22,WO,A,WO2010/045333,wo_grant
8714456,2011-04-07,WO,A,WO2011/040032,wo_grant
7907387,2006-11-30,WO,A,WO2006/125901,wo_grant
9645034,2012-05-31,WO,A,WO2012/069631,wo_grant
9967593,2011-02-24,WO,A,WO2011/021530,wo_grant
7427689,2001-07-30,WO,00,PCT/US01/23869,pct_application
9984543,2016-02-16,WO,00,PCT/IB2016/050810,pct_application
9346915,2013-08-22,WO,A,WO2013/121893,wo_grant
4639722,1982-11-19,WO,00,PCT/JP82/00442,pct_application
9851378,2009-09-29,WO,00,PCT/US2009/058787,pct_application
10431255,2017-10-12,WO,A,WO2017/175264,wo_grant
8293489,2008-01-31,WO,00,PCT/US2008/052712,pct_application
8575298,2009-05-07,WO,A,WO2009/057255,wo_grant
8995617,2011-05-05,WO,A,WO2011/050887,wo_grant
5865467,1997-10-09,WO,A,WO97/36769,wo_grant
10107600,2014-10-16,WO,00,PCT/IB2014/065368,pct_application
10149639,2012-10-11,WO,A,WO2012/137855,wo_grant
6505821,2000-04-13,WO,A,WO00/20750,wo_grant
10177348,2014-07-02,WO,00,PCT/IB2014/001640,pct_application
9956998,2015-06-10,WO,00,PCT/US2015/035127,pct_application
8980509,2012-06-07,WO,A,WO2012/074082,wo_grant
11038339,2019-05-23,WO,A,WO2019/097668,wo_grant
7526373,2004-04-01,WO,A,WO2004/026612,wo_grant
7590252,2006-02-09,WO,A,WO2006/013940,wo_grant
8368794,2008-03-13,WO,A,WO2008/029570,wo_grant
9483684,2013-03-27,WO,00,PCT/JP2013/058917,pct_application
10552555,2015-10-19,WO,00,PCT/EP2015/074146,pct_application
8691280,2008-07-18,WO,00,PCT/NL2008/050496,pct_application
11305575,2017-03-30,WO,00,PCT/JP2017/013295,pct_application
10645572,2014-10-09,WO,00,PCT/SE2014/051189,pct_application
8439899,2010-03-18,WO,A,WO2010/029741,wo_grant
4672899,1985-09-16,WO,00,PCT/AT85/00030,pct_application
10536312,2017-06-08,WO,A,WO2017/096131,wo_grant
9071118,2010-06-17,WO,00,PCT/JP2010/004031,pct_application
10897353,2016-04-19,WO,00,PCT/ES2016/070275,pct_application
5772320,,WO,00,PCT/GB95/00071      ,pct_application
10640782,2015-10-09,WO,00,PCT/JP2015/078754,pct_application
9966580,2009-09-18,WO,00,PCT/EP2009/006763,pct_application
11174710,2016-10-07,WO,00,PCT/US2016/055867,pct_application
5705756,,WO,A,WO95/14914          ,wo_grant
9702193,2011-03-30,WO,00,PCT/US2011/030508,pct_application
8197832,2004-06-17,WO,A,WO2004/049805,wo_grant
10711590,2016-07-07,WO,A,WO2016/108915,wo_grant
10502309,2017-05-04,WO,A,WO2017/072211,wo_grant
9605157,2013-05-07,WO,00,PCT/IB2013/000855,pct_application
10813744,2015-09-03,WO,00,PCT/US2015/048334,pct_application
8141485,2007-02-22,WO,A,WO2007/020285,wo_grant
11089659,2015-12-02,WO,00,PCT/KR2015/013048,pct_application
10228163,2015-10-01,WO,A,WO2015/146723,wo_grant
9699156,2012-03-22,WO,A,WO2012/035340,wo_grant
7981358,2007-07-30,WO,00,PCT/JP2007/065307,pct_application
5144733,1989-12-28,WO,A,WO89/12919,wo_grant
11009470,2016-10-24,WO,00,PCT/JP2016/081483,pct_application
10070355,2012-10-11,WO,A,WO2012/136263,wo_grant
10341721,2011-03-31,WO,A,WO2011/035443,wo_grant
10854572,2018-04-26,WO,00,PCT/KR2018/004822,pct_application
10731511,2014-04-10,WO,A,WO2014/055105,wo_grant
10200829,2016-03-03,WO,A,WO2016/029407,wo_grant
9134601,2011-10-13,WO,A,WO2011/125986,wo_grant
10014475,2014-10-23,WO,A,WO2014/171931,wo_grant
6044195,1997-07-29,WO,00,PCT/JP97/02616,pct_application
11028001,2017-11-07,WO,00,PCT/US2017/060474,pct_application
8629164,2010-03-25,WO,00,PCT/US2010/028610,pct_application
9526095,2013-09-26,WO,A,WO2013/138983,wo_grant
9662130,2013-10-24,WO,A,WO2013/156071,wo_grant
9881535,2006-09-20,WO,00,PCT/JP2006/318575,pct_application
9024000,2011-04-26,WO,00,PCT/KR2011/003015,pct_application
8535631,2011-11-10,WO,A,WO2011/138425,wo_grant
8191589,2006-09-14,WO,00,PCT/JP2006/318660,pct_application
8583698,2009-04-09,WO,A,WO2009/044589,wo_grant
7714292,2007-01-17,WO,00,PCT/US2007/060621,pct_application
9095191,2010-04-01,WO,A,WO2010/037034,wo_grant
11144875,2018-03-16,WO,00,PCT/US2018/022866,pct_application
10947703,2016-06-24,WO,00,PCT/US2016/039176,pct_application
5553490,1993-04-29,WO,A,WO93/08401,wo_grant
8402843,2009-01-23,WO,00,PCT/US2009/000450,pct_application
4976168,1987-12-21,WO,00,PCT/AU87/00436,pct_application
11027695,2017-10-12,WO,A,WO2017/174641,wo_grant
6914996,2001-11-16,WO,00,PCT/JP01/10011,pct_application
8451096,2008-12-11,WO,A,WO2008/148226,wo_grant
10728832,2017-12-28,WO,A,WO2017/220970,wo_grant
10300070,2015-10-01,WO,A,WO2015/149001,wo_grant
10100246,2015-06-18,WO,A,WO2015/088509,wo_grant
8323326,2006-12-21,WO,A,WO2006/133959,wo_grant
6197574,1997-11-09,WO,00,PCT/JP97/04066,pct_application
7831790,2004-03-17,WO,00,PCT/IB2004/050269,pct_application
6190198,1997-03-21,WO,00,PCT/GB97/00794,pct_application
9353217,2011-12-09,WO,00,PCT/JP2011/078510,pct_application
8113047,2005-12-09,WO,00,PCT/EP2005/013256,pct_application
7002153,2001-03-01,WO,A,WO01/14838,wo_grant
9041786,2010-10-14,WO,A,WO2010/116969,wo_grant
11307133,2019-06-27,WO,A,WO2019/121836,wo_grant
10173219,2012-02-03,WO,00,PCT/DK2012/050043,pct_application
11252575,2018-05-11,WO,A,WO2018/083374,wo_grant
7427851,2005-03-31,WO,A,WO2005/029674,wo_grant
8678487,2007-12-06,WO,00,PCT/EP2007/063483,pct_application
6559162,2001-07-05,WO,A,WO01/47893,wo_grant
7642795,2006-06-29,WO,A,WO2006/067838,wo_grant
10605479,2016-08-31,WO,00,PCT/JP2016/075568,pct_application
7823889,2005-03-30,WO,00,PCT/JP2005/006178,pct_application
10960356,2017-02-24,WO,00,PCT/JP2017/007052,pct_application
6235940,1998-12-17,WO,00,PCT/EP98/08302,pct_application
9933559,2014-12-31,WO,00,PCT/CN2014/095740,pct_application
6259776,1998-03-18,WO,00,PCT/GB98/00809,pct_application
10916580,2018-07-05,WO,A,WO2018/122354,wo_grant
10906636,2015-10-21,WO,00,PCT/US2015/056566,pct_application
9676830,2012-05-24,WO,A,WO2012/068509,wo_grant
5264527,1990-05-07,WO,00,PCT/FR90/00514,pct_application
9901097,2013-04-04,WO,A,WO2013/047441,wo_grant
5719023,,WO,A,WO93/05177          ,wo_grant
9972870,2016-03-03,WO,A,WO2016/031635,wo_grant
9500931,2013-07-11,WO,A,WO2013/102307,wo_grant
6327895,1999-01-21,WO,A,WO99/02206,wo_grant
10880136,2018-10-04,WO,A,WO2018/182750,wo_grant
9551797,2011-09-22,WO,00,PCT/EP2011/004757,pct_application
9567152,2014-03-15,WO,00,PCT/US2014/030064,pct_application
6148986,1998-02-19,WO,A,WO98/06649,wo_grant
8820413,2008-12-16,WO,00,PCT/NO2008/000454,pct_application
10808065,2017-04-21,WO,00,PCT/JP2017/016008,pct_application
10155824,2014-10-07,WO,00,PCT/JP2014/076846,pct_application
8105562,2004-12-07,WO,00,PCT/DE2004/002685,pct_application
9933505,2014-04-01,WO,00,PCT/US2014/032508,pct_application
8758971,2009-12-16,WO,00,PCT/JP2009/071356,pct_application
5376145,1989-02-23,WO,A,WO89/01541,wo_grant
8820278,2010-09-09,WO,00,PCT/JP2010/065501,pct_application
9393517,2013-11-28,WO,A,WO2013/176816,wo_grant
11206832,2019-03-14,WO,A,WO2019/051029,wo_grant
6049873,1997-04-24,WO,A,WO97/15132,wo_grant
7607412,2006-11-23,WO,00,PCT/FR2006/051216,pct_application
9415539,2012-05-23,WO,00,PCT/US2012/039102,pct_application
10937616,2017-07-13,WO,A,WO2017/118558,wo_grant
8541531,2009-09-24,WO,A,WO2009/117729,wo_grant
8018074,2007-10-18,WO,A,WO2007/116990,wo_grant
8527077,2009-02-20,WO,00,PCT/EP2009/052085,pct_application
6344426,1999-11-25,WO,A,WO99/59936,wo_grant
5493932,1993-12-09,WO,A,WO93/24771,wo_grant
9482588,2013-12-10,WO,00,PCT/EP2013/076008,pct_application
7314878,2003-11-06,WO,A,WO03/091249,wo_grant
7532984,2005-11-10,WO,A,WO2005/106190,wo_grant
