patent_id,ipc_sequence,classification_level,section,ipc_class,subclass,main_group,subgroup,symbol_position,classification_value,classification_status,classification_data_source,action_date,ipc_version_indicator
9825626,1,A,H,3,K,17,687,L,I,B,H,2017-11-21,2006-01-01
4448443,1,,B,32,B,31,00,,,,,,
7595148,1,A,C,12,Q,1,68,L,I,B,H,2009-09-29,2006-01-01
8753316,1,A,G,6,F,19,00,L,I,B,H,2014-06-17,2011-01-01
4352693,0,,C,4,B,7,32,,,,,,
9927736,0,A,G,3,G,15,08,F,I,B,H,2018-03-27,2006-01-01
10466430,1,A,G,2,B,6,42,L,I,B,H,2019-11-05,2006-01-01
8244832,0,A,G,6,F,15,16,F,I,B,H,2012-08-14,2006-01-01
11222055,1,A,G,6,F,16,338,L,I,B,H,2022-01-11,2019-01-01
10614175,2,A,H,1,M,10,42,L,I,B,H,2020-04-07,2006-01-01
9523157,1,A,C,30,B,25,18,L,I,B,H,2016-12-20,2006-01-01
8489351,0,A,G,1,R,23,00,F,I,B,H,2013-07-16,2006-01-01
11210228,6,A,G,6,F,12,804,L,I,B,H,2021-12-28,2016-01-01
11120945,3,A,H,1,G,4,12,L,N,B,H,2021-09-14,2006-01-01
10706741,2,A,G,9,B,5,6,L,I,B,H,2020-07-07,2006-01-01
7156271,0,A,A,41,D,27,22,F,I,B,H,2007-01-02,2006-01-01
5119666,0,,B,26,F,1,04,,,,,,
9648159,3,A,H,4,M,1,253,L,I,B,H,2017-05-09,2006-01-01
10453582,4,A,H,1,B,5,2,L,I,B,H,2019-10-22,2006-01-01
8715049,0,A,A,63,F,9,00,F,I,B,H,2014-05-06,2006-01-01
5242932,1,,A,1,N,43,42,,,,,,
7876303,0,A,G,9,G,3,36,F,I,B,H,2011-01-25,2006-01-01
11239460,0,A,H,1,M,4,36,F,I,B,H,2022-02-01,2006-01-01
6070360,0,,A,1,G,25,00,,,,,,
10054344,0,A,F,25,B,41,6,F,I,B,H,2018-08-21,2006-01-01
9395758,2,A,H,5,K,5,02,L,I,B,H,2016-07-19,2006-01-01
4019342,0,,F,25,B,43,02,,,,,,
5847417,0,,H,1,L,29,74,,,,,,
10247521,6,A,C,4,B,35,645,L,I,B,H,2019-04-02,2006-01-01
9701952,3,A,C,11,B,1,10,L,I,B,H,2017-07-11,2006-01-01
10790026,4,A,G,6,F,13,0,L,I,B,H,2020-09-29,2006-01-01
9568377,0,A,G,1,K,11,00,F,I,B,H,2017-02-14,2006-01-01
10382475,1,A,H,4,W,12,6,L,I,B,H,2019-08-13,2009-01-01
4981853,1,,C,7,D,241,04,,,,,,
10564127,0,A,G,1,N,27,82,F,I,B,H,2020-02-18,2006-01-01
9603547,8,A,A,61,F,2,958,L,N,B,H,2017-03-28,2013-01-01
8531848,0,A,H,5,K,1,18,F,I,B,H,2013-09-10,2006-01-01
9591680,1,A,H,4,M,1,725,L,I,B,H,2017-03-07,2006-01-01
9193335,0,A,B,60,S,1,40,F,I,B,H,2015-11-24,2006-01-01
8218169,2,A,H,4,L,12,66,L,N,B,H,2012-07-10,2006-01-01
11198259,25,A,B,29,K,105,0,L,N,B,H,2021-12-14,2006-01-01
7951038,0,A,B,60,K,23,08,F,I,B,H,2011-05-31,2006-01-01
11386072,1,A,G,6,F,16,27,L,I,B,H,2022-07-12,2019-01-01
9758395,11,A,C,8,L,33,26,L,N,B,H,2017-09-12,2006-01-01
7932847,0,A,H,3,M,1,12,F,I,B,H,2011-04-26,2006-01-01
7756587,0,A,A,61,N,1,18,F,I,B,H,2010-07-13,2006-01-01
8676735,0,A,G,6,F,17,00,F,I,B,H,2014-03-18,2006-01-01
10546715,2,A,H,1,J,37,26,L,I,B,H,2020-01-28,2006-01-01
10624451,3,A,A,47,B,21,4,L,I,B,H,2020-04-21,2006-01-01
7485285,2,A,A,61,M,15,00,L,I,B,H,2009-02-03,2006-01-01
8575242,2,A,C,8,K,5,34,L,I,B,H,2013-11-05,2006-01-01
5899320,0,,B,65,G,13,06,,,,,,
11398680,0,A,H,1,Q,9,4,F,I,B,H,2022-07-26,2006-01-01
8705424,1,A,H,4,W,4,00,L,I,B,H,2014-04-22,2009-01-01
9789097,0,A,A,61,K,31,44,F,I,B,H,2017-10-17,2006-01-01
10780772,8,A,B,60,K,6,28,L,I,B,H,2020-09-22,2007-10-01
6984271,0,A,H,1,F,1,053,F,I,B,H,2006-01-10,2006-01-01
8523288,0,A,E,21,D,9,087,F,I,B,H,2013-09-03,2006-01-01
10233411,5,A,C,11,D,17,0,L,I,B,H,2019-03-19,2006-01-01
11289065,6,A,G,6,F,13,10,L,I,B,H,2022-03-29,2006-01-01
10061886,1,A,G,6,F,9,455,L,I,B,H,2018-08-28,2018-01-01
11207484,4,A,A,61,B,5,97,L,I,B,H,2021-12-28,2006-01-01
11203695,3,A,C,9,D,7,63,L,I,B,H,2021-12-21,2018-01-01
9846255,0,A,G,1,V,3,16,F,I,B,H,2017-12-19,2006-01-01
9979700,1,A,H,4,L,29,06,L,I,B,H,2018-05-22,2006-01-01
11051208,3,A,H,4,W,28,6,L,I,B,H,2021-06-29,2009-01-01
6409717,0,,A,61,M,27,00,,,,,,
9378672,0,A,G,9,G,5,00,F,I,B,H,2016-06-28,2006-01-01
6516560,0,,A,1,G,1,04,,,,,,
10747002,3,A,G,2,B,13,0,L,I,B,H,2020-08-18,2006-01-01
9883912,2,A,A,61,B,90,30,L,I,B,H,2018-02-06,2016-01-01
10722156,2,A,A,61,B,5,0,L,I,B,H,2020-07-28,2006-01-01
9624353,4,A,C,8,G,65,26,L,I,B,H,2017-04-18,2006-01-01
8879421,0,A,H,4,W,40,00,F,I,B,H,2014-11-04,2009-01-01
9765591,2,A,E,21,B,33,13,L,I,B,H,2017-09-19,2006-01-01
9766521,0,A,H,1,L,29,786,F,I,B,H,2017-09-19,2006-01-01
7687972,0,A,H,2,N,2,06,F,I,B,H,2010-03-30,2006-01-01
11430487,4,A,G,6,F,3,488,L,N,B,H,2022-08-30,2022-01-01
8700666,0,A,G,6,F,17,30,F,I,B,H,2014-04-15,2006-01-01
9091724,4,A,H,3,L,7,23,L,I,B,H,2015-07-28,2006-01-01
10218770,4,A,G,10,L,15,22,L,N,B,H,2019-02-26,2006-01-01
8891154,0,A,G,2,F,1,15,F,I,B,H,2014-11-18,2006-01-01
10040814,4,A,C,7,H,19,11,L,I,B,H,2018-08-07,2006-01-01
9099152,13,A,H,4,N,21,4784,L,I,B,H,2015-08-04,2011-01-01
4410262,1,,G,3,G,15,22,,,,,,
D477236,0,,D,1,002,,,,,,,,
10806926,0,A,A,61,N,1,36,F,I,B,H,2020-10-20,2006-01-01
5919216,0,,A,61,N,1,18,,,,,,
8343855,4,A,C,40,B,50,18,L,I,B,H,2013-01-01,2006-01-01
10280258,1,A,C,8,G,65,30,L,I,B,H,2019-05-07,2006-01-01
9067584,2,A,B,60,W,10,06,L,I,B,H,2015-06-30,2006-01-01
9789599,4,A,F,1,C,21,18,L,I,B,H,2017-10-17,2006-01-01
11244244,1,A,G,6,N,5,4,L,I,B,H,2022-02-08,2006-01-01
8873233,3,A,H,4,M,1,04,L,I,B,H,2014-10-28,2006-01-01
7635357,1,A,A,61,M,5,00,L,I,B,H,2009-12-22,2006-01-01
4637263,0,,G,1,L,5,16,,,,,,
10138801,15,A,F,2,D,41,14,L,N,B,H,2018-11-27,2006-01-01
9553894,1,A,H,4,L,29,06,L,I,B,H,2017-01-24,2006-01-01
4697508,1,,F,25,D,13,06,,,,,,
8985537,0,A,E,4,G,3,00,F,I,B,H,2015-03-24,2006-01-01
5295829,2,,A,61,C,1,02,,,,,,
10564866,3,A,G,6,F,11,10,L,I,B,H,2020-02-18,2006-01-01
8970760,2,A,G,3,G,15,36,L,I,B,H,2015-03-03,2006-01-01
10141862,1,A,H,5,K,7,20,L,I,B,H,2018-11-27,2006-01-01
9801913,12,A,A,61,F,13,02,L,I,B,H,2017-10-31,2006-01-01
5359280,2,,H,2,M,3,155,,,,,,
11159797,2,A,H,4,N,19,513,L,I,B,H,2021-10-26,2014-01-01
10266058,6,A,H,1,R,13,447,L,I,B,H,2019-04-23,2006-01-01
6191768,0,,G,9,G,3,36,,,,,,
11321456,1,A,G,6,N,3,8,L,I,B,H,2022-05-03,2006-01-01
6494653,0,,F,16,B,21,00,,,,,,
9320895,1,A,A,61,N,1,20,L,I,B,H,2016-04-26,2006-01-01
9273986,1,A,G,1,F,1,44,L,N,B,H,2016-03-01,2006-01-01
10102371,0,A,G,6,F,21,55,F,I,B,H,2018-10-16,2013-01-01
8945018,1,A,A,61,B,5,026,L,I,B,H,2015-02-03,2006-01-01
10410796,4,A,H,1,G,9,10,L,I,B,H,2019-09-10,2006-01-01
11236574,1,A,E,21,B,33,35,L,I,B,H,2022-02-01,2006-01-01
8890822,2,A,G,6,F,3,044,L,I,B,H,2014-11-18,2006-01-01
9366795,20,A,A,61,C,13,15,L,I,B,H,2016-06-14,2006-01-01
4092556,0,,H,2,K,9,08,,,,,,
11158073,1,A,G,6,T,7,50,L,I,B,H,2021-10-26,2017-01-01
10649805,0,A,G,6,F,9,455,F,I,B,H,2020-05-12,2018-01-01
11398360,0,A,H,1,H,31,26,F,I,B,H,2022-07-26,2006-01-01
7737244,1,A,C,8,G,63,02,L,N,B,H,2010-06-15,2006-01-01
8218779,1,A,H,4,R,1,10,L,I,B,H,2012-07-10,2006-01-01
7582904,0,A,H,1,L,33,00,F,I,B,H,2009-09-01,2006-01-01
5993525,0,,C,9,D,11,02,,,,,,
10591339,2,A,A,47,J,36,32,L,I,B,H,2020-03-17,2006-01-01
5654535,2,,G,1,M,11,02,,,,,,
5601537,0,,A,61,M,5,00,,,,,,
5892360,2,,G,1,V,3,15,,,,,,
10406750,6,A,B,29,C,64,336,L,I,B,H,2019-09-10,2017-01-01
9308775,1,A,B,60,B,27,00,L,I,B,H,2016-04-12,2006-01-01
8697051,0,A,A,1,N,63,00,F,I,B,H,2014-04-15,2006-01-01
9063004,4,A,H,1,S,5,42,L,N,B,H,2015-06-23,2006-01-01
9190299,3,A,C,23,C,16,458,L,I,B,H,2015-11-17,2006-01-01
11070187,6,A,H,1,F,17,0,L,I,B,H,2021-07-20,2006-01-01
10062192,3,A,G,6,T,11,20,L,I,B,H,2018-08-28,2006-01-01
9231075,0,A,H,1,L,29,66,F,I,B,H,2016-01-05,2006-01-01
8697395,3,A,C,12,N,15,55,L,I,B,H,2014-04-15,2006-01-01
7279777,0,A,H,1,L,23,58,F,I,B,H,2007-10-09,2006-01-01
11250230,1,A,G,6,K,19,6,L,I,B,H,2022-02-15,2006-01-01
10984496,7,A,G,6,F,9,54,L,I,B,H,2021-04-20,2006-01-01
9682999,1,A,A,61,K,31,343,L,I,B,H,2017-06-20,2006-01-01
6323128,2,,H,1,L,23,48,,,,,,
8997003,2,A,G,6,F,3,0481,L,I,B,H,2015-03-31,2013-01-01
10299169,8,A,H,4,W,76,20,L,N,B,H,2019-05-21,2018-01-01
7163789,1,A,C,12,P,19,34,L,I,B,H,2007-01-16,2006-01-01
9667921,0,A,B,60,Q,1,08,F,I,B,H,2017-05-30,2006-01-01
10792313,11,A,A,23,K,20,158,L,I,B,H,2020-10-06,2016-01-01
10092186,0,A,A,61,B,5,0,F,I,B,H,2018-10-09,2006-01-01
8547891,0,A,H,4,H,20,71,F,I,B,H,2013-10-01,2008-01-01
7676285,0,A,G,5,B,13,02,F,I,B,H,2010-03-09,2006-01-01
11320084,0,A,F,16,L,55,165,F,I,B,H,2022-05-03,2006-01-01
8635004,2,A,G,6,G,7,70,L,I,B,H,2014-01-21,2006-01-01
10610294,7,A,A,61,B,18,2,L,N,B,H,2020-04-07,2006-01-01
10508155,3,A,C,8,H,8,0,L,I,B,H,2019-12-17,2010-01-01
9512078,2,A,C,7,D,401,04,L,I,B,H,2016-12-06,2006-01-01
8730585,1,A,G,2,B,15,173,L,I,B,H,2014-05-20,2006-01-01
11206340,8,A,G,2,B,23,24,L,I,B,H,2021-12-21,2006-01-01
10363338,4,A,D,4,H,1,4282,L,I,B,H,2019-07-30,2012-01-01
7209622,0,A,G,2,B,6,10,F,I,B,H,2007-04-24,2006-01-01
10814960,1,A,F,16,H,1,28,L,I,B,H,2020-10-27,2006-01-01
4813828,0,,B,23,C,0,00,,,,,,
9602485,2,A,H,4,L,9,32,L,I,B,H,2017-03-21,2006-01-01
9061176,0,A,A,63,B,21,062,F,I,B,H,2015-06-23,2006-01-01
11244454,6,A,G,16,H,10,60,L,I,B,H,2022-02-08,2018-01-01
8313703,1,A,B,1,J,19,26,L,I,B,H,2012-11-20,2006-01-01
10682308,2,A,A,61,K,47,2,L,I,B,H,2020-06-16,2006-01-01
9771299,1,A,C,3,C,3,066,L,I,B,H,2017-09-26,2006-01-01
10249763,1,A,H,1,L,29,66,L,I,B,H,2019-04-02,2006-01-01
8049081,1,A,A,1,H,5,10,L,I,B,H,2011-11-01,2006-01-01
5746982,1,,B,1,J,14,00,,,,,,
9995906,4,A,G,2,B,7,2,L,I,B,H,2018-06-12,2006-01-01
10757411,2,A,H,4,N,19,172,L,I,B,H,2020-08-25,2014-01-01
8277803,3,A,C,12,P,21,08,L,I,B,H,2012-10-02,2006-01-01
10982153,1,A,C,10,B,57,4,L,I,B,H,2021-04-20,2006-01-01
8911695,4,A,C,8,L,5,08,L,I,B,H,2014-12-16,2006-01-01
7115955,1,A,H,1,L,29,94,L,I,B,H,2006-10-03,2006-01-01
10495869,3,A,G,2,B,7,0,L,I,B,H,2019-12-03,2006-01-01
10697897,1,A,G,1,N,21,88,L,I,B,H,2020-06-30,2006-01-01
10940278,5,A,A,61,M,16,20,L,N,B,H,2021-03-09,2006-01-01
7888550,3,A,A,1,H,1,02,L,I,B,H,2011-02-15,2006-01-01
10085235,1,A,H,4,W,72,4,L,I,B,H,2018-09-25,2009-01-01
10534066,1,A,G,1,S,19,22,L,I,B,H,2020-01-14,2010-01-01
10438238,1,A,G,6,Q,30,2,L,I,B,H,2019-10-08,2012-01-01
11337127,3,A,H,4,W,36,0,L,I,B,H,2022-05-17,2009-01-01
10666446,0,A,H,4,L,29,8,F,I,B,H,2020-05-26,2006-01-01
9042810,5,A,H,4,N,21,6547,L,I,B,H,2015-05-26,2011-01-01
8053283,1,A,H,1,L,21,48,L,I,B,H,2011-11-08,2006-01-01
11404085,2,A,G,11,B,5,12,L,I,B,H,2022-08-02,2006-01-01
7041264,0,A,C,1,B,17,20,F,I,B,H,2006-05-09,2006-01-01
9378434,0,A,G,6,K,9,62,F,I,B,H,2016-06-28,2006-01-01
11229930,3,A,B,8,B,3,0,L,I,B,H,2022-01-25,2006-01-01
9995331,3,A,F,16,B,5,6,L,I,B,H,2018-06-12,2006-01-01
10069401,4,A,H,2,M,7,5387,L,I,B,H,2018-09-04,2007-01-01
10923343,4,A,C,23,C,16,56,L,I,B,H,2021-02-16,2006-01-01
9082991,0,A,H,1,L,23,544,F,I,B,H,2015-07-14,2006-01-01
8950595,3,A,B,65,D,25,24,L,N,B,H,2015-02-10,2006-01-01
9262114,0,A,G,6,F,15,00,F,I,B,H,2016-02-16,2006-01-01
5442784,0,,G,6,F,17,30,,,,,,
8022030,2,A,A,61,Q,13,00,L,I,B,H,2011-09-20,2006-01-01
5159837,1,,G,8,G,1,00,,,,,,
9467285,9,A,H,4,L,29,08,L,I,B,H,2016-10-11,2006-01-01
5088854,3,,E,1,C,19,24,,,,,,
8392632,0,A,G,6,F,3,00,F,I,B,H,2013-03-05,2006-01-01
9030151,4,A,H,2,J,7,34,L,I,B,H,2015-05-12,2006-01-01
10023095,0,A,B,60,P,3,12,L,I,B,H,2018-07-17,2006-01-01
10268848,3,A,B,60,N,2,2,L,I,B,H,2019-04-23,2006-01-01
10520112,0,A,F,16,L,1,12,F,I,B,H,2019-12-31,2006-01-01
4498892,0,,F,16,G,1,22,,,,,,
10929150,4,A,H,4,B,10,25,L,I,B,H,2021-02-23,2013-01-01
10343757,0,A,B,63,H,21,21,F,I,B,H,2019-07-09,2006-01-01
10987348,1,A,A,61,K,31,47,L,I,B,H,2021-04-27,2006-01-01
10220172,2,A,G,6,K,9,0,L,I,B,H,2019-03-05,2006-01-01
10027814,1,A,H,4,M,3,533,L,I,B,H,2018-07-17,2006-01-01
10398772,0,A,A,61,K,48,0,F,I,B,H,2019-09-03,2006-01-01
8483774,0,A,H,4,M,1,00,F,I,B,H,2013-07-09,2006-01-01
11108375,3,A,H,3,H,9,72,L,I,B,H,2021-08-31,2006-01-01
9174932,5,A,C,7,F,9,40,L,I,B,H,2015-11-03,2006-01-01
9139390,1,A,B,65,H,5,34,L,I,B,H,2015-09-22,2006-01-01
11072417,0,A,G,5,D,1,10,F,I,B,H,2021-07-27,2006-01-01
9309148,1,A,C,3,C,17,00,L,I,B,H,2016-04-12,2006-01-01
8791143,6,A,C,7,D,403,06,L,I,B,H,2014-07-29,2006-01-01
6051248,0,,C,9,D,4,00,,,,,,
9833957,5,A,B,29,K,21,00,L,N,B,H,2017-12-05,2006-01-01
8206600,3,A,H,1,G,9,00,L,I,B,H,2012-06-26,2006-01-01
9088185,6,A,H,2,K,7,108,L,N,B,H,2015-07-21,2006-01-01
7470817,0,A,C,7,C,233,00,F,I,B,H,2008-12-30,2006-01-01
8824176,2,A,H,2,M,1,00,L,N,B,H,2014-09-02,2006-01-01
8611734,3,A,H,4,N,5,228,L,I,B,H,2013-12-17,2006-01-01
10003210,1,A,H,2,J,7,0,L,I,B,H,2018-06-19,2006-01-01
9809933,2,A,E,1,B,25,26,L,I,B,H,2017-11-07,2006-01-01
9826908,2,A,A,61,B,5,00,L,I,B,H,2017-11-28,2006-01-01
8151881,1,A,E,21,B,43,30,L,I,B,H,2012-04-10,2006-01-01
7721303,1,A,G,6,F,15,16,L,I,B,H,2010-05-18,2006-01-01
9387704,0,A,B,41,J,2,165,F,I,B,H,2016-07-12,2006-01-01
9700186,0,A,A,47,L,7,00,L,I,B,H,2017-07-11,2006-01-01
9030836,1,A,G,6,F,1,16,L,I,B,H,2015-05-12,2006-01-01
10468728,2,A,H,3,K,17,687,L,I,B,H,2019-11-05,2006-01-01
10213576,5,A,A,61,M,16,6,L,N,B,H,2019-02-26,2006-01-01
9839375,5,A,A,61,B,5,00,L,N,B,H,2017-12-12,2006-01-01
9902074,4,A,G,1,B,11,24,L,N,B,H,2018-02-27,2006-01-01
4086058,0,,G,1,N,31,00,,,,,,
7410764,1,A,C,12,P,19,34,L,I,B,H,2008-08-12,2006-01-01
11168197,0,A,C,8,K,3,4,F,I,B,H,2021-11-09,2006-01-01
4325557,0,,F,16,J,15,18,,,,,,
4542744,0,,A,61,B,10,00,,,,,,
10464536,2,A,B,60,L,7,26,L,I,B,H,2019-11-05,2006-01-01
10512465,3,A,A,61,B,18,0,L,N,B,H,2019-12-24,2006-01-01
8757743,0,A,A,47,B,96,04,F,I,B,H,2014-06-24,2006-01-01
9682536,2,A,B,32,B,17,10,L,I,B,H,2017-06-20,2006-01-01
7529560,2,A,H,4,Q,7,20,L,I,B,H,2009-05-05,2006-01-01
4740067,0,,G,2,B,9,34,,,,,,
10964988,0,A,H,1,M,50,502,F,I,B,H,2021-03-30,2021-01-01
9539023,1,A,A,61,B,17,064,L,I,B,H,2017-01-10,2006-01-01
4199034,0,,E,21,B,7,14,,,,,,
9668486,2,A,A,21,C,1,14,L,I,B,H,2017-06-06,2006-01-01
6927421,0,,H,1,L,032,/12,,,,,,
7023065,0,A,H,1,L,27,14,F,I,B,H,2006-04-04,2006-01-01
9133289,0,A,C,8,F,20,10,F,I,B,H,2015-09-15,2006-01-01
8909330,8,A,A,61,B,5,024,L,N,B,H,2014-12-09,2006-01-01
11351660,1,A,B,25,B,23,0,L,I,B,H,2022-06-07,2006-01-01
8789828,1,A,B,65,H,9,04,L,I,B,H,2014-07-29,2006-01-01
9670470,1,A,C,12,P,7,64,L,I,B,H,2017-06-06,2006-01-01
6855368,53,,H,1,L,029,/88,,,,,,
7592337,3,A,A,61,K,31,47,L,I,B,H,2009-09-22,2006-01-01
10334798,1,A,A,1,H,4,0,L,I,B,H,2019-07-02,2006-01-01
8510912,0,A,E,5,F,1,08,F,I,B,H,2013-08-20,2006-01-01
5487979,3,,C,12,N,15,63,,,,,,
10463741,0,A,A,61,K,47,42,F,I,B,H,2019-11-05,2017-01-01
9715287,2,A,H,4,N,21,422,L,I,B,H,2017-07-25,2011-01-01
9102735,0,A,A,61,K,39,00,F,I,B,H,2015-08-11,2006-01-01
10731078,9,A,G,2,F,1,1335,L,I,B,H,2020-08-04,2006-01-01
10330128,0,A,E,2,F,9,22,F,I,B,H,2019-06-25,2006-01-01
10528076,0,A,G,6,F,1,8,F,I,B,H,2020-01-07,2006-01-01
8988786,0,A,G,2,B,15,14,F,I,B,H,2015-03-24,2006-01-01
5398823,0,,A,47,F,7,00,,,,,,
4950800,0,,C,7,C,45,78,,,,,,
5027329,0,,G,11,C,13,00,,,,,,
9597723,4,A,F,22,B,1,02,L,I,B,H,2017-03-21,2006-01-01
9492666,0,A,A,61,N,1,00,F,I,B,H,2016-11-15,2006-01-01
4919312,0,,B,65,D,83,14,,,,,,
10197189,0,A,B,1,L,3,0,F,I,B,H,2019-02-05,2006-01-01
9086173,1,A,F,16,K,3,316,L,I,B,H,2015-07-21,2006-01-01
9756371,1,A,H,4,N,21,4627,L,I,B,H,2017-09-05,2011-01-01
10298496,2,A,G,6,F,12,802,L,I,B,H,2019-05-21,2016-01-01
11008050,11,A,B,29,K,101,12,L,N,B,H,2021-05-18,2006-01-01
4092708,0,,H,2,M,1,18,,,,,,
11355762,3,A,H,1,M,8,12,L,N,B,H,2022-06-07,2016-01-01
9403322,2,A,G,3,F,7,20,L,I,B,H,2016-08-02,2006-01-01
10629234,0,A,G,11,B,5,9,F,I,B,H,2020-04-21,2006-01-01
5728337,0,,B,29,C,47,76,,,,,,
9807343,2,A,H,4,N,7,14,L,I,B,H,2017-10-31,2006-01-01
10029379,1,A,G,5,B,19,402,L,I,B,H,2018-07-24,2006-01-01
7485275,0,A,B,1,D,53,40,F,I,B,H,2009-02-03,2006-01-01
7771932,0,A,C,12,Q,1,68,F,I,B,H,2010-08-10,2006-01-01
7557483,0,A,H,2,K,3,12,F,I,B,H,2009-07-07,2006-01-01
8778286,0,A,B,1,J,10,00,F,I,B,H,2014-07-15,2006-01-01
11004120,0,A,G,6,T,9,0,F,I,B,H,2021-05-11,2006-01-01
10227468,19,A,C,9,D,175,14,L,I,B,H,2019-03-12,2006-01-01
9960700,5,A,H,5,K,7,02,L,I,B,H,2018-05-01,2006-01-01
10384438,4,A,E,4,G,21,4,L,I,B,H,2019-08-20,2006-01-01
6950635,3,,H,4,B,001,/38,,,,,,
8103083,2,A,G,6,K,9,66,L,I,B,H,2012-01-24,2006-01-01
5436323,0,,C,9,B,29,048,,,,,,
10558843,14,A,G,6,T,7,521,L,I,B,H,2020-02-11,2017-01-01
11159785,1,A,H,4,N,7,15,L,I,B,H,2021-10-26,2006-01-01
10920054,12,A,D,6,F,37,2,L,I,B,H,2021-02-16,2006-01-01
5853558,0,,C,25,D,5,02,,,,,,
11261549,27,A,B,29,K,667,0,L,N,B,H,2022-03-01,2006-01-01
11220589,4,A,C,8,L,75,4,L,I,B,H,2022-01-11,2006-01-01
8897896,3,A,G,5,D,5,00,L,I,B,H,2014-11-25,2006-01-01
4899637,1,,B,25,J,17,02,,,,,,
10980557,3,A,A,61,B,17,128,L,N,B,H,2021-04-20,2006-01-01
5158743,0,,C,22,C,38,50,,,,,,
9676897,3,A,C,8,G,65,26,L,I,B,H,2017-06-13,2006-01-01
5168696,0,,D,1,H,9,04,,,,,,
9418455,0,A,G,6,T,11,20,F,I,B,H,2016-08-16,2006-01-01
10986744,5,A,H,1,L,27,32,L,I,B,H,2021-04-20,2006-01-01
7248360,5,A,F,21,V,9,16,L,I,B,H,2007-07-24,2006-01-01
11259034,3,A,H,4,N,19,463,L,I,B,H,2022-02-22,2014-01-01
10494956,0,A,F,1,D,25,26,F,I,B,H,2019-12-03,2006-01-01
4029263,0,,B,2,C,13,282,,,,,,
9579570,1,A,A,63,F,13,327,L,I,B,H,2017-02-28,2014-01-01
6288800,0,,H,4,N,1,32,,,,,,
10730237,5,A,B,33,Y,10,0,L,I,B,H,2020-08-04,2015-01-01
4598125,0,,C,8,F,8,30,,,,,,
10302688,6,A,G,1,R,31,8,L,I,B,H,2019-05-28,2006-01-01
7809460,1,A,B,28,B,19,00,L,I,B,H,2010-10-05,2006-01-01
10450540,3,A,C,12,Q,3,0,L,I,B,H,2019-10-22,2006-01-01
10482793,8,A,B,32,B,3,26,L,I,B,H,2019-11-19,2006-01-01
8118974,2,A,D,21,H,11,00,L,I,B,H,2012-02-21,2006-01-01
10620230,2,A,G,1,F,1,0,L,I,B,H,2020-04-14,2006-01-01
8791588,3,A,F,3,D,1,04,L,I,B,H,2014-07-29,2006-01-01
4246330,0,,G,3,C,1,40,,,,,,
10774206,3,A,C,8,K,3,30,L,I,B,H,2020-09-15,2006-01-01
6205586,0,,A,41,D,25/,12,,,,,,
7388178,0,A,H,5,B,6,10,F,I,B,H,2008-06-17,2006-01-01
4760404,1,,H,1,P,1,213,,,,,,
5543744,0,,H,3,L,5,00,,,,,,
11326440,9,A,E,21,B,41,0,L,I,B,H,2022-05-10,2006-01-01
7815484,0,A,A,63,H,33,00,F,I,B,H,2010-10-19,2006-01-01
10960567,0,A,B,27,B,17,2,F,I,B,H,2021-03-30,2006-01-01
10207354,3,A,B,23,K,11,25,L,I,B,H,2019-02-19,2006-01-01
9853420,2,A,H,1,S,5,20,L,I,B,H,2017-12-26,2006-01-01
6558205,0,,H,1,R,24,00,,,,,,
8935048,12,A,B,60,W,30,04,L,I,B,H,2015-01-13,2006-01-01
9699235,5,A,H,4,W,16,26,L,I,B,H,2017-07-04,2009-01-01
9335342,0,A,H,1,J,37,26,F,I,B,H,2016-05-10,2006-01-01
11007780,4,A,H,1,L,41,8,L,N,B,H,2021-05-18,2006-01-01
10419117,0,A,H,4,B,10,2507,F,I,B,H,2019-09-17,2013-01-01
11297010,0,A,H,4,L,12,939,F,I,B,H,2022-04-05,2013-01-01
9447101,1,A,C,7,D,419,14,L,I,B,H,2016-09-20,2006-01-01
4366235,0,,G,3,C,1,76,,,,,,
10974969,3,A,B,1,J,23,2,L,I,B,H,2021-04-13,2006-01-01
7907098,1,A,H,1,Q,1,38,L,I,B,H,2011-03-15,2006-01-01
11194298,5,A,G,4,B,37,10,L,N,B,H,2021-12-07,2006-01-01
9615872,15,A,A,61,F,2,36,L,N,B,H,2017-04-11,2006-01-01
10946127,10,A,A,61,B,90,0,L,N,B,H,2021-03-16,2016-01-01
10821946,7,A,G,1,S,13,931,L,I,B,H,2020-11-03,2020-01-01
5697185,1,,A,47,G,7,00,,,,,,
9348858,3,A,H,4,L,12,58,L,I,B,H,2016-05-24,2006-01-01
9446361,5,A,B,1,F,3,18,L,I,B,H,2016-09-20,2006-01-01
3945683,0,,B,65,G,53,66,,,,,,
9649341,7,A,A,61,L,27,54,L,I,B,H,2017-05-16,2006-01-01
9462603,2,A,H,4,B,1,00,L,I,B,H,2016-10-04,2006-01-01
11440986,2,A,C,8,G,69,26,L,I,B,H,2022-09-13,2006-01-01
7134387,0,A,B,30,B,3,00,F,I,B,H,2006-11-14,2006-01-01
10410250,33,A,G,1,S,13,93,L,N,B,H,2019-09-10,2006-01-01
5978429,0,,G,21,D,3,08,,,,,,
8616963,0,A,A,63,F,13,00,F,I,B,H,2013-12-31,2006-01-01
8773373,1,A,H,1,L,41,00,L,I,B,H,2014-07-08,2013-01-01
10169587,9,A,H,4,W,88,2,L,N,B,H,2019-01-01,2009-01-01
7571714,1,A,F,2,M,37,04,L,I,B,H,2009-08-11,2006-01-01
