patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
9017947,18,WO 2007/017256,2007-02-01,cited by applicant,WO
9774560,28,2328835,1999-03-01,cited by applicant,GB
7025703,2,29 36 969,1981-04-01,cited by other,DE
8598094,3,2 685 832,2008-11-01,cited by applicant,CA
9289509,11,2009/080831,2009-07-01,cited by applicant,WO
8079632,4,2001-138742,2001-05-01,cited by other,JP
7767677,117,WO 02/055014,2002-07-01,cited by other,WO
11285399,0,445 033,1927-05-01,cited by applicant,DE
10398689,6,2014165723,2014-10-01,cited by applicant,WO
11096689,248,2000112002,2000-04-01,cited by applicant,JP
10309714,7,2006090958,2006-08-01,cited by applicant,WO
7701421,1,8-330600,1996-12-01,cited by other,JP
9698483,3,102842751,2012-12-01,cited by applicant,CN
5607729,3,0555052,1993-08-01,,EP
10534180,11,2013043288,2013-03-01,cited by applicant,WO
10239230,76,WO 2014/066211,2014-05-01,cited by applicant,WO
11066757,15,2016/024564,2016-02-01,cited by applicant,WO
8147618,6,2005/028701,2005-03-01,cited by other,WO
11020512,71,WO 2008/077172,2008-07-01,cited by applicant,WO
10124042,10,2007024708,2007-03-01,cited by applicant,WO
8061928,1,2232182,1990-12-01,cited by other,GB
11208717,40,201109459,2011-03-01,cited by applicant,TW
7629163,20,WO 2004/074461,2004-09-01,cited by other,WO
8262088,0,8-101618,1996-04-01,cited by other,JP
10056165,24,H11199954,1999-07-01,cited by examiner,JP
7771719,15,WO 99/14240,1999-03-01,cited by other,WO
6505452,21,0 844 963,2000-06-01,cited by other,EP
6083227,5,WO 92/09817,1992-06-01,,WO
7110322,20,SHO 58-184626,1983-10-01,cited by other,JP
8587423,1,2002-264684,2002-09-01,cited by applicant,JP
6366731,1,0 703 713,1996-03-01,cited by other,EP
9190278,0,1822334,2006-08-01,cited by applicant,CN
8823495,7,20090028180,2009-03-01,cited by applicant,KR
8592194,0,215594,1987-03-01,cited by applicant,EP
6604619,1,37 04 954,1988-05-01,cited by other,DE
8435968,37,WO 2007/026962,2007-03-01,cited by applicant,WO
10526381,33,WO 2004/092215,2004-10-01,cited by applicant,WO
8216582,91,WO2010014141,2010-02-01,cited by other,WO
8919052,1,44 44 439,1995-04-01,cited by applicant,DE
8872262,14,10-2006-0042499,2006-05-01,cited by applicant,KR
8746661,3,36 13 677,2005-10-01,cited by applicant,DE
8264761,7,10086899,1998-07-01,cited by other,JP
7364192,6,332325,1989-09-01,cited by other,EP
8623083,3,WO2006047698,2006-05-01,cited by applicant,WO
8978763,0,2178856,1997-12-01,cited by applicant,CA
8235980,22,1902684,2008-03-01,cited by other,EP
10411604,22,2009-261042,2009-11-01,cited by applicant,JP
9504989,3,WO 2012/013596,2012-02-01,cited by applicant,WO
10734154,8,102016010901,2017-03-01,cited by applicant,DE
10017643,16,2013-155272,2013-08-01,cited by applicant,JP
10813536,9,2008296027,2008-12-01,cited by applicant,JP
7934912,115,7308379,1998-04-01,cited by other,JP
8333966,78,2009/036082,2009-03-01,cited by other,WO
9035439,48,03-171780,1991-07-01,cited by applicant,JP
9025929,25,A 2006-157152,2006-06-01,cited by applicant,JP
8537462,0,19 38 771,1972-01-01,cited by applicant,DE
RE49071,0,2425262,2006-10-01,cited by examiner,GB
5831183,0,2 315 072,1974-10-01,,DEX
10952503,46,1 236 412,2002-09-01,cited by applicant,EP
8046841,30,WO 99/62044,1999-12-01,cited by other,WO
9234671,10,2012-197970,2012-10-01,cited by applicant,JP
8480172,1,442627,1991-08-01,cited by applicant,EP
RE48381,6,11-168460,1999-06-01,cited by applicant,JP
7202301,1,04-017986,1992-03-01,cited by other,JP
10351807,147,2015001870,2015-01-01,cited by applicant,WO
6048473,5,25 12 363A1,1976-01-01,,DE
8181753,1,1533317,1978-11-01,cited by other,GB
9334657,150,2 221 740,1990-02-01,cited by applicant,GB
10862046,2,1725079,2006-11-01,cited by applicant,EP
9060034,12,2002-196778,2002-07-01,cited by applicant,JP
7320355,8,10059481,2002-06-01,cited by other,DE
6458990,0,0249556,1987-12-01,cited by other,EP
8662684,6,1303771,2003-04-01,cited by applicant,EP
11234089,2,103929707,2014-07-01,cited by applicant,CN
9731316,7,2009-148447,2009-07-01,cited by applicant,JP
8330341,3,3702850,2005-07-01,cited by other,JP
8286863,9,2-278495,1990-11-01,cited by other,JP
11281267,20,2009105169,2009-08-01,cited by applicant,WO
5222207,0,0151316,1985-08-01,,EP
10795321,240,2007-020051,2007-01-01,cited by applicant,JP
10598261,10,102014217052,2016-03-01,cited by applicant,DE
7891532,24,503662,1992-09-01,cited by other,EP
8234824,10,WO-0175377,2001-10-01,cited by other,WO
10738965,7,WO2011/077742,2011-06-01,cited by applicant,WO
11003738,2,103234753,2013-08-01,cited by applicant,CN
4698470,0,3306180,1984-08-01,,DE
10202646,79,WO 14/201273,2014-12-01,cited by applicant,WO
8823010,1,10 2006-0063299,2006-06-01,cited by applicant,KR
7931676,7,1388323,2004-02-01,cited by other,EP
7951523,38,200535566,2005-11-01,cited by other,TW
4819372,6,136332,1980-10-01,,JP
11266289,5,2380481,2011-10-01,cited by applicant,EP
7085576,1,302431,1992-04-01,cited by other,EP
8454099,2,58-032001,1983-03-01,cited by applicant,JP
10863927,3,2007/102708,2007-09-01,cited by applicant,WO
6283961,8,2327350,1999-01-01,,GB
8747820,6,8231430,1996-09-01,cited by applicant,JP
8913818,1,19853965,2000-05-01,cited by applicant,DE
10925472,52,WO 2014/060412,2014-04-01,cited by applicant,WO
7011819,3,502 761,1939-03-01,cited by other,GB
8648080,7,2008/035195,2008-03-01,cited by applicant,WO
9524595,4,2 631 578,2008-11-01,cited by applicant,CA
10301534,23,WO 2009/006326,2009-01-01,cited by examiner,WO
5659095,1,52-133931,1977-11-01,,JP
11312700,11,1996/010407,1996-04-01,cited by applicant,WO
10852894,10,102804114,2012-11-01,cited by applicant,CN
7742198,6,11-298725,1999-10-01,cited by other,JP
10326721,25,2006-166284,2006-06-01,cited by applicant,JP
11197333,33,WO-2018145797,2018-08-01,cited by applicant,WO
7517880,42,550-77375,1975-06-01,cited by other,JP
9549603,4,10-512483,1998-12-01,cited by applicant,JP
10274834,7,10-2008-0113352,2008-12-01,cited by applicant,KR
10612124,52,2008-255449,2008-10-01,cited by applicant,JP
10550357,7,3301161,2018-04-01,cited by applicant,EP
11264813,7,2008508841,2008-03-01,cited by applicant,JP
11072486,1,1503962,2004-06-01,cited by applicant,CN
7753013,6,2003-322036,2003-11-01,cited by other,JP
9007360,0,A-2005-352411,2005-12-01,cited by applicant,JP
6207332,5,1006117,1965-09-01,,GB
10759171,7,2017-209873,2017-11-01,cited by applicant,JP
8088972,7,WO 00/29596,2000-05-01,cited by other,WO
8101626,337,WO 2010/029089,2010-03-01,cited by other,WO
10350093,10,102004043231,2006-03-01,cited by applicant,DE
5382097,2,0324188,1988-12-01,,EP
7068424,8,WO 01/67642,2001-09-01,cited by other,WO
9888671,11,2003245024,2003-09-01,cited by examiner,JP
7663734,7,2002-083756,2002-03-01,cited by other,JP
8937303,2,63-276054,1988-11-01,cited by applicant,JP
D534391,0,3019730,2004-12-01,cited by examiner,GB
11246616,217,2689749,1994-07-01,cited by applicant,FR
8740906,50,05-269140,1993-10-01,cited by applicant,JP
11369519,1,1393699,2004-03-01,cited by applicant,EP
8308430,11,159296,2001-08-01,cited by other,WO
10455146,28,103186345,2013-07-01,cited by applicant,CN
10784470,102,20120132360,2012-12-01,cited by applicant,KR
9703221,0,H01-219846,1989-09-01,cited by applicant,JP
9326767,724,WO 98/47436,1998-10-01,cited by applicant,WO
10799278,161,2007/015202,2007-02-01,cited by applicant,WO
6982431,41,WO 99/04228,1999-01-01,cited by other,WO
8480689,86,WO 98/01080,1998-01-01,cited by applicant,WO
9107906,58,1791860,2007-06-01,cited by applicant,EP
7486975,0,8265235,1996-11-01,cited by examiner,JP
11439765,30,2077367,1981-12-01,cited by applicant,GB
9067268,11,10-2004-043718,2006-03-01,cited by applicant,DE
D857107,9,D1565800,2016-12-01,cited by examiner,JP
10626848,3,10 2009 0112469,2009-10-01,cited by applicant,KR
D836164,11,200949775,2009-12-01,cited by applicant,TW
7858536,9,2001-24188,2001-01-01,cited by other,JP
7568756,5,102005010161,2006-05-01,cited by other,DE
11209069,5,WO-2010117069,2010-10-01,cited by examiner,WO
10354843,69,10-2012-0022251,2012-03-01,cited by applicant,KR
8298758,7,2005-034121,2005-02-01,cited by other,JP
8573652,3,06-207696,1994-07-01,cited by applicant,JP
10291334,83,104162995,2016-06-01,cited by applicant,CN
8764312,1,2008-191187,2008-08-01,cited by applicant,JP
10099022,242,2006042297,2006-04-01,cited by applicant,WO
10244190,219,WO 2005/088846,2005-09-01,cited by applicant,WO
9403804,85,WO 2006/135636,2006-12-01,cited by applicant,WO
D706231,16,WO 2012/071138,2012-05-01,cited by applicant,WO
8462429,4,2008-064875,2008-03-01,cited by applicant,JP
D529476,1,DM/05723,2001-07-01,cited by examiner,WO
8079608,2,101 09 636,2002-09-01,cited by other,DE
8958375,164,2008086313,2008-07-01,cited by applicant,WO
10382597,5,2228719,2010-09-01,cited by applicant,EP
9238653,0,5148267,1993-06-01,cited by applicant,JP
10587814,16,2004-128835,2004-04-01,cited by applicant,JP
10617412,398,1813203,2007-08-01,cited by applicant,EP
8591890,5,WO 99/49881,1999-10-01,cited by applicant,WO
9576292,14,20080097751,2008-11-01,cited by applicant,KR
11452644,32,WO2013185419,2013-12-01,cited by applicant,WO
10764255,1,1937559,2007-03-01,cited by applicant,CN
10004497,199,829235,2003-06-01,cited by applicant,EP
4964872,3,59-116476,1984-07-01,,JP
8162802,4,WO-97/22389,1997-06-01,cited by other,WO
10430502,10,3090357,2016-11-01,cited by applicant,EP
9113865,296,61-98249,1986-05-01,cited by applicant,JP
6794482,5,WO 03/080703,2003-10-01,cited by other,WO
10345740,1,2012-190046,2012-10-01,cited by applicant,JP
9885711,11,WO-92/15679,1992-09-01,cited by applicant,WO
10982520,341,WO 2017/171731,2017-10-01,cited by applicant,WO
5938986,0,63-218903,1988-09-01,,JP
8889914,2,9169687,1997-06-01,cited by examiner,JP
6260880,0,3-159838,1991-07-01,,JP
11207312,2,103191091,2013-07-01,cited by applicant,CN
9705561,257,2001217634,2001-08-01,cited by applicant,JP
6157481,1,104431,1992-01-01,,JP
11186822,11,WO 2014/165707,2014-10-01,cited by applicant,WO
7303285,9,2001-339671,2001-12-01,cited by other,JP
6386720,5,59-123670,1984-07-01,cited by other,JP
6702413,5,10-138463,1998-05-01,cited by other,JP
11365407,15,2015017866,2015-02-01,cited by applicant,WO
7368515,6,0 123 927,1984-11-01,cited by other,EP
11396279,3,102017102954,2017-08-01,cited by applicant,DE
9700343,208,WO 96/39086,1996-12-01,cited by applicant,WO
11309835,0,102332915,2012-01-01,cited by applicant,CN
9216188,32,2006/050033,2006-05-01,cited by applicant,WO
6747043,2,0 070 134,1985-11-01,cited by other,EP
8145674,0,113571,2001-02-01,cited by other,WO
7765345,0,1603022,2005-12-01,cited by other,EP
8871813,9,2-124819,1990-05-01,cited by applicant,JP
6725919,56,162192,2000-06-01,cited by other,JP
10316357,12,2013181170,2013-12-01,cited by applicant,WO
10755051,166,10-2010-0048571,2010-05-01,cited by applicant,KR
10617519,23,103546,1984-03-01,cited by applicant,EP
8617324,0,63143286,1988-06-01,cited by examiner,JP
8939437,3,2004-301196,2004-10-01,cited by applicant,JP
10480406,6,2013-171001,2013-09-01,cited by applicant,JP
9864138,24,2005523438,2005-08-01,cited by applicant,JP
7087290,29,06-195700,1994-07-01,cited by examiner,JP
10027397,554,2017011227,2017-01-01,cited by applicant,WO
6291365,7,11-340224,1999-12-01,,JP
7380626,10,08-013543,1996-01-01,cited by other,JP
6585688,3,0 768 097,1997-04-01,cited by other,EP
8244684,4,2007-293521,2007-11-01,cited by other,JP
8496575,4,2001-167272,2001-06-01,cited by applicant,JP
11344304,80,WO 00/56223,2000-09-01,cited by applicant,WO
11079846,4,102246125,2011-11-01,cited by applicant,CN
7794902,18,WO 99/37481,1999-07-01,cited by other,WO
7910771,0,1147807,2000-04-01,cited by other,EP
7131926,26,0 719 961,1996-07-01,cited by other,EP
7898642,57,WO 2004/057590,2004-07-01,cited by other,WO
10606133,20,10-2005-0070709,2005-07-01,cited by applicant,KR
7708997,48,9626268,1996-08-01,cited by other,WO
4350384,2,305715,1929-02-01,,GB
9902627,165,WO-2007066302,2007-06-01,cited by applicant,WO
8338026,3,10-2006-0091486,2006-08-01,cited by other,KR
8999020,24,2 478 615,1981-09-01,cited by applicant,FR
5291247,1,0461406,1975-02-01,,SU
5204256,0,PCT/AU85/00191,1986-02-01,,WO
9487535,0,WO 93/23083,1993-11-01,cited by applicant,WO
11134863,20,9100591,1992-11-01,cited by applicant,NL
5612066,1,6-143309,1994-05-01,,JP
10519770,0,WO-2015/112177,2015-07-01,cited by applicant,WO
7497048,3,2174281,1986-11-01,cited by examiner,GB
8796369,11,2007-263937,2007-06-01,cited by applicant,JP
9123047,4,2003-76911,2009-03-01,cited by applicant,JP
9091664,1,WO 2009036989,2009-03-01,cited by applicant,WO
8869597,3,1376076,2004-01-01,cited by applicant,EP
8334858,14,A 07-153576,1995-06-01,cited by other,JP
6590502,14,2 240 650,1991-08-01,cited by other,GB
5591377,11,1278421,1972-06-01,,GB
9802278,0,1491283,2004-12-01,cited by applicant,EP
9624247,52,2012/175520,2012-12-01,cited by applicant,WO
8434193,20,2368516,2002-05-01,cited by applicant,GB
7563483,19,WO 96/40174,1996-12-01,cited by other,WO
9217418,2,677911,1995-10-01,cited by applicant,EP
7037918,12,0 710 659,1995-11-01,cited by other,EP
4846535,9,62-187638,1987-08-01,,JP
8090246,98,2004152046,2004-05-01,cited by other,JP
10036031,0,1586645,2005-10-01,cited by applicant,EP
7822949,2,63-314644,1988-12-01,cited by other,JP
7128370,1,WO 98/41424,1997-03-01,cited by other,WO
7088585,1,59147989,1984-08-01,cited by examiner,JP
7501122,52,WO 98/02541,1998-01-01,cited by other,WO
11231531,11,2016-224238,2016-12-01,cited by applicant,JP
5366419,1,0365794,1990-05-01,,EP
9921434,0,1020040050623,2004-06-01,cited by applicant,KR
9336675,0,2013013176,2013-01-01,cited by applicant,WO
8045222,10,2004-104777,2004-04-01,cited by other,JP
9497984,11,WO-2012/080469,2012-06-01,cited by applicant,WO
11154297,371,297156,1971-05-01,cited by applicant,SU
9925166,8,WO-2010/065881,2010-06-01,cited by applicant,WO
8654430,0,8-330622,1996-12-01,cited by applicant,JP
10340983,239,2474037,2011-04-01,cited by applicant,GB
11077291,134,2005/089833,2005-09-01,cited by applicant,WO
9213440,1,20030046093,2003-06-01,cited by applicant,KR
11040512,34,2013036466,2013-02-01,cited by applicant,JP
10186666,0,10-2010-0130197,2010-12-01,cited by applicant,KR
10537822,1,S53 129498,1978-10-01,cited by applicant,JP
5484552,10,4-007518,1992-01-01,,JP
5711185,2,80 29 667,1981-02-01,,DEX
5516680,7,WO88/03785,1988-06-01,,WO
8054177,6,1 156 336,2001-11-01,cited by other,EP
9057835,8,2420995,2006-06-01,cited by applicant,GB
8390174,2,02/054827,2002-07-01,cited by applicant,WO
10754276,13,2769389,1998-06-01,cited by applicant,JP
4091577,0,"851,617",1952-10-01,,DT
7562991,10,441319,1936-01-01,cited by other,GB
5324122,1,280944,1986-12-01,,JP
8151041,51,4-278297,1992-10-01,cited by other,JP
7402582,2,WO2004/009784,2004-01-01,cited by other,WO
10893864,297,829235,2003-06-01,cited by applicant,EP
10205655,281,2002029247,2002-01-01,cited by applicant,JP
4503830,1,146023,1981-11-01,,JP
10735926,3,2009051386,2009-04-01,cited by applicant,WO
5195465,0,1107267,1981-08-01,,CA
9487442,1,1763427,1992-09-01,cited by examiner,SU
9737434,119,WO-0067685,2000-11-01,cited by applicant,WO
4913908,1,A007895,1979-07-01,,EP
10013915,64,WO 98/11554,1998-03-01,cited by applicant,WO
8228005,0,2005-11895,2005-01-01,cited by other,JP
9378452,496,2010-081571,2010-04-01,cited by applicant,JP
8562980,18,WO 2008/102264,2008-08-01,cited by applicant,WO
10072004,42,WO2008071397,2008-06-01,cited by applicant,WO
10120153,209,2008027201,2008-03-01,cited by applicant,WO
9201188,4,2003-121653,2003-04-01,cited by applicant,JP
8793735,9,2006127211,2006-11-01,cited by applicant,WO
7137991,42,WO 97/42879,1997-11-01,cited by other,WO
11126057,49,920210,2009-06-01,cited by applicant,EP
9685815,1,102130477,2011-07-01,cited by applicant,CN
8048186,128,2130521,1999-05-01,cited by other,RU
10508190,40,10-060241,1998-03-01,cited by applicant,JP
10906906,28,WO 2006/081251,2006-08-01,cited by applicant,WO
6654725,0,9-134371,1997-05-01,cited by other,JP
6809083,16,WO95/06061,1995-03-01,cited by other,WO
10285856,60,WO 00/13627,2000-03-01,cited by applicant,WO
7376454,3,03-068336,1991-03-01,cited by other,JP
10779822,871,2009006137,2009-01-01,cited by applicant,JP
9332895,3,2 030 559,2009-03-01,cited by applicant,EP
11217438,69,2015503109,2015-01-01,cited by applicant,JP
8206522,11,WO9612770,1996-05-01,cited by other,WO
9839381,62,2005-253478,2005-09-01,cited by applicant,JP
10721430,5,10-2015-0121915,2015-10-01,cited by applicant,KR
10062661,19,1118364,1989-05-01,cited by applicant,JP
7598242,155,WO00/44749,2000-08-01,cited by other,WO
8376039,40,WO 01/44620,2001-06-01,cited by applicant,WO
7581758,3,0 318 222,1989-05-01,cited by other,EP
11241042,57,103974640,2014-08-01,cited by applicant,CN
RE32764,0,2528576,1976-01-01,,DE
9437464,3,10-2005-0122025,2005-12-01,cited by applicant,KR
9070484,2,2005-331245,2005-12-01,cited by applicant,JP
8312200,30,0 686 915,1995-12-01,cited by other,EP
10644213,98,2006237264,2006-09-01,cited by applicant,JP
8399006,75,WO2008060359,2008-05-01,cited by applicant,WO
7543970,2,2004-253308,2004-09-01,cited by other,JP
10441128,58,10-2014-0120437,2014-10-01,cited by applicant,KR
6481699,2,57035146,1982-02-01,cited by other,JP
9923164,5,2008-28028,2008-02-01,cited by applicant,JP
7195064,327,WO92/08875,1992-05-01,cited by other,WO
4285200,0,488396,1938-07-01,,GB
11213295,77,1330201,2008-06-01,cited by applicant,EP
9204890,0,2013-213422,2013-10-01,cited by applicant,JP
8623040,0,2003241752,2003-09-01,cited by applicant,AU
7901842,0,62-32782,1982-09-01,cited by other,JP
5616776,3,543343,1993-05-01,,EP
8171971,3,2003-89158,2003-03-01,cited by other,JP
9937003,65,2 502 935,1982-10-01,cited by applicant,FR
7729809,5,2005/010783,2005-02-01,cited by other,WO
7337745,9,2000-005884,2000-01-01,cited by other,JP
10249765,8,63-239117,1988-10-01,cited by applicant,JP
10590238,3,WO 2013/014236,2013-01-01,cited by applicant,WO
10488000,42,2 453 169,2012-05-01,cited by applicant,EP
11259853,24,3042622,2016-07-01,cited by applicant,EP
9631548,5,1520962,2005-04-01,cited by applicant,EP
10498909,5,2007-019894,2007-01-01,cited by applicant,JP
8888500,27,2000/30806,2000-01-01,cited by applicant,JP
10306096,1,2006146781,2006-06-01,cited by examiner,JP
7939071,3,WO-93/00425,1993-01-01,cited by other,WO
5641835,4,0 559 515 A1,1993-09-01,,EP
5402705,1,2813684,1979-10-01,,DE
D559387,0,536549,1993-04-01,cited by other,EP
6530365,3,889246,1962-02-01,cited by other,GB
10632025,6,2007029479,2007-02-01,cited by applicant,JP
9579709,3,WO 9825715,1998-06-01,cited by examiner,WO
5821584,2,4-254335A,1992-09-01,,JPX
8127331,17,PCT/CA2005/001932,2006-09-01,cited by other,WO
8088784,47,WO 02/50065,2002-06-01,cited by other,WO
8259848,3,5029737,2005-03-01,cited by other,WO
7481583,16,11-194009,1999-07-01,cited by other,JP
5275773,0,0289338,1988-11-01,,EP
9882540,7,11150441,1999-06-01,cited by applicant,JP
6561005,3,2000-79679,2000-03-01,cited by examiner,JP
8099248,5,2003-194331,2003-07-01,cited by other,JP
5087223,0,2419852,1975-11-01,,DE
9739135,0,2008230012,2009-05-01,cited by applicant,AU
9607239,43,102006035292,2008-01-01,cited by applicant,DE
7587339,2,11-232326,1999-08-01,cited by other,JP
