patent_id,raw_examiner_name_first,raw_examiner_name_last,examiner_role,art_group
7157015,Nadine,Norton,primary,1765.0
11387220,Victor A,Mandala,primary,2899.0
7550895,Karl I,Tamai,primary,2834.0
5407987,Melvyn I.,Marquis,primary,
8232999,Michelle,Chin,assistant,2628.0
4348827,Wenceslao J.,Contreras,assistant,
6419498,Derris H.,Banks,primary,3712.0
7522674,Shuwang,Liu,primary,2611.0
9450703,Luat,Phung,primary,2468.0
7003170,Andrew W.,Johns,primary,2621.0
7192005,Justine,Yu,primary,3751.0
6502788,Alexander S.,Thomas,primary,1772.0
6401373,Joseph D.,Pape,primary,3612.0
9464491,Manuel C,Portocarrero,assistant,3672.0
6757048,Henry Hung,Nguyen,primary,2851.0
6896696,Vy Q.,Bui,primary,3731.0
9046766,John,Chu,primary,1722.0
7893894,Chanh,Nguyen,primary,2629.0
7052800,Tracy,Dove,primary,1745.0
4101646,D. W.,Robinson,assistant,
9563809,Alex C,Dunn,assistant,3663.0
5957956,George,Manuel,primary,
7241069,Nahid,Amiri,assistant,3679.0
D793041,Rashida C,Walshon,assistant,2915.0
7537671,Nathan K,Ford,assistant,1792.0
7494445,Jerome,Donnelly,primary,3764.0
5287089,Kara,Farnandez,assistant,
5614820,Vinh P.,Nguyen,primary,
9477595,Aracelis,Ruiz,primary,2139.0
8929094,Anthony Q,Edwards,primary,2846.0
7268865,Tri,Ton,assistant,2877.0
8023700,Tom,Lu,primary,2624.0
6463051,Ricky,Ngo,primary,2664.0
6003216,Corrine,McDermott,primary,
9869198,Peter T,Hrubiec,assistant,3745.0
7020396,Danny Wai Lun,Leung,assistant,2633.0
10159579,Si Ming,Ku,primary,3775.0
4611562,Willis R.,"Wolfe, Jr.",primary,
9479911,Temica M,Beamer,primary,2646.0
3967468,Mervin,Stein,primary,
D252742,Nelson C.,Holtje,primary,
4133658,David L.,Lacey,assistant,
8111815,Curtis,Kuntz,primary,2614.0
9879390,Matthew D.,Troutman,primary,3671.0
4864314,Rolf,Hille,primary,
8547722,Anthan,Tran,primary,2827.0
7749998,Kahsay T,Habte,primary,1624.0
9711305,Edwin A.,Leon,primary,2833.0
D474490,Adir,Aronovich,primary,2912.0
7567394,Mohammed,Hasan,primary,2873.0
D809707,Susan Bennett,Hattan,primary,2922.0
10478252,Baisakhi,Roy,primary,3793.0
9412318,Long D,Pham,primary,2691.0
10425639,Vikkram,Bali,primary,2663.0
9993521,Brian,Gangle,primary,1646.0
9334904,Josh,Skroupa,primary,3679.0
5298855,Ernest F.,Karlsen,primary,
8081776,Disler,Paul,assistant,2614.0
D535158,Ricky,Pham,assistant,2913.0
11065385,Laura A,Bouchelle,primary,3783.0
9055527,Scott M,Sciacca,assistant,2478.0
8329954,Clinton,Brooks,assistant,1621.0
7259664,Brent A.,Swarthout,primary,2612.0
5432777,Alpus,Hsu,primary,
9743138,Christine,Kurien,assistant,2427.0
4628644,Robert A.,Rose,assistant,
10729329,Jeffrey G,Hoekstra,primary,3793.0
4939129,Stanley J.,Friedman,primary,
6681653,Timothy,McAnulty,assistant,3682.0
7797331,Son T,Hoang,assistant,2165.0
11285246,Nina,Bhat,primary,1771.0
6462407,Alonzo,Chambliss,assistant,2814.0
8639125,Abbas H,Alagheband,assistant,2636.0
4956735,A. J.,Heinz,primary,
D797954,Mojtaba,Tehrani,assistant,2922.0
10546072,Mamadou L,Diallo,primary,3648.0
10446767,Sean M,DeGuire,assistant,1786.0
8606933,Ario,Etienne,primary,2457.0
10979960,Abdelnabi O,Musa,primary,2472.0
10866140,Omar H,Nixon,assistant,2886.0
7871402,Nicholas D,Lucchesi,primary,3763.0
8790500,Jennifer,Dieterle,primary,1759.0
7012255,David,Porta,primary,2878.0
5704377,Gene                          ,Mancene,primary,
10388501,Hanway,Chang,assistant,2881.0
9967673,Huyen D,Le,primary,2655.0
11090781,Tyrone V,"Hall, Jr.",primary,3723.0
D915456,Andrew T,Nemeth,primary,2923.0
5993313,Arpad Fabian,Kovacs,assistant,
5169135,Richard A.,Schacher,primary,
6179327,Eric,Culbreth,primary,
5362140,Douglas C.,Butler,primary,
D254635,James M.,Gandy,primary,
10782163,Jewel V,Dowtin,primary,2855.0
5796370,Tho                           ,Phan,assistant,
D470527,Adir,Aronovich,primary,2914.0
10850583,Ruth,Ilan,primary,3616.0
7090129,Steven S.,Paik,primary,2876.0
4829985,Mark S.,Graham,assistant,
4038037,Arnold,Turk,assistant,
4033708,Leonard,Smith,assistant,
4726464,Lyle K.,Kimms,assistant,
5475814,Frank J.,Asta,assistant,
4737073,John T.,Kwon,assistant,
7868579,Walter,Benson,primary,2837.0
8416742,Kenny,Lin,primary,2478.0
4890862,Paul M.,"Heyrana, Sr.",assistant,
6251453,Milton,Cano,primary,
11251615,John W,Poos,primary,2842.0
9819159,Robert,Brown,assistant,2835.0
D274209,Winifred E.,Herrmann,primary,
8074925,Timothy D,Collins,primary,3644.0
6112829,Scott A.,Smith,primary,
8921275,Stanley,Silverman,primary,1736.0
3971327,Darrell,Marquette,assistant,
5931703,Paula,Bradley,primary,
10033003,Charanjit,Aulakh,primary,1625.0
4159908,L. Dewayne,Rutledge,primary,
7349127,Houhang,Safaipour,primary,2625.0
D797024,Stacia,Cadmus,primary,2913.0
5839749,Kenneth R.                    ,Rice,primary,
5500344,Stephanie W.,Zitomer,primary,
7748733,Faye M.,Fleming,primary,3616.0
9503773,Hunter B,Lonsberry,primary,2427.0
5269952,Michael,Tierney,assistant,
8716803,Dung A.,Le,primary,2818.0
5129407,William O.,Trousdell,assistant,
9343298,Austin,Murata,primary,1712.0
7827170,Etienne P,LeRoux,primary,2161.0
10310025,Alexander,Satanovsky,primary,2862.0
7524388,Jeff H,Aftergut,primary,1791.0
7111962,Anabel,Ton,assistant,2875.0
7204077,L. J.,Casaregola,primary,3746.0
D766964,Megan M,Majcher Hartnett,assistant,2923.0
9249566,Elizabeth A,Plummer,primary,3635.0
7279957,Jeffrey,Zweizig,primary,2816.0
7933506,Thor S,Campbell,primary,3742.0
7508482,Mike,Qi,primary,2871.0
D480091,Prabhakar,Deshmukh,primary,2912.0
8262472,Pierre E,Elisca,primary,3718.0
4961462,John,Ford,primary,
5713475,Alvin C.                      ,Chin-Shue,primary,
4635508,Stephen B.,Andrews,assistant,
8149644,Lance,Reidlinger,assistant,2824.0
5817727,Joseph L.                     ,Schofer,primary,
11394836,Henok,Shiferaw,primary,2672.0
8539641,Roberta,Delisle,primary,3677.0
10886948,Albert,Decady,primary,2112.0
5231913,Thomas E.,Denion,primary,
5404336,Terrell W.,Fears,primary,
5096615,Robert L.,Stoll,primary,
10030873,Omar F,Hijaz,assistant,3633.0
8288882,Pedro J,Cuevas,primary,2833.0
10303005,Sophie,Hon,primary,1782.0
9893978,Kai,Chang,assistant,2468.0
D458152,Nelson C.,Holtje,primary,2913.0
11109769,Jason M,Sims,primary,3791.0
7538111,James O.,Wilson,primary,1624.0
7881200,Aung S,Moe,primary,2473.0
10003547,Kenneth,Tang,primary,2199.0
6136128,Curtis,Mayes,primary,
6972182,Lisa V.,Cook,assistant,1641.0
11389316,Keri J,Nelson,primary,3786.0
5233246,Emanuel T.,Voeltz,primary,
10732045,Michael A,Lyons,primary,2877.0
10462809,Diane D,Mizrahi,primary,2645.0
5749928,Margaret                      ,Medley,primary,
4748936,Carl D.,Friedman,primary,
4984593,Patrick P.,Garvin,primary,
11177600,Nelson R.,Burgos-Guntin,assistant,2831.0
D554745,Brian N,Vinson,primary,2911.0
11275987,Idriss N,Alrobaye,primary,2181.0
9932930,James,Kim,assistant,3747.0
8876095,Anna,Momper,primary,3657.0
9030823,Robert J,Hoffberg,primary,2835.0
6919085,Stacy B.,Chen,assistant,1648.0
9011478,Shaun L,David,assistant,3773.0
D683952,Kelley,Donnelly,primary,2913.0
5695124,Andres                        ,Kashnikow,primary,
4561531,Rodney H.,Bonck,primary,
5042308,Donald O.,Woodiel,primary,
5896513,Raymond N,Phan,assistant,
7739426,Ilwoo,Park,primary,2182.0
4884207,Parshotam S.,Lall,primary,
9850264,Jeffrey S,Lundgren,primary,1629.0
6363270,Eric F.,Winakur,primary,3736.0
5935474,Daniel,Robinson,assistant,
5051506,Richard,Treanor,assistant,
9613999,Nikolay,Yushin,primary,2893.0
5254388,Abraham,Bahta,assistant,
4698113,Donald E.,Czaja,primary,
4697345,E. R.,Kazenske,primary,
10413493,Carlos A,Azpuru,primary,1617.0
8995422,Jackie Zuniga,Abad,primary,2469.0
4100156,Daniel E.,Wyman,primary,
9898850,Terrell,Robinson,assistant,2618.0
9912197,David,Shiao,assistant,2836.0
4447457,Steven L.,Weinstein,primary,
8182116,Stephen F,Husar,primary,2875.0
10696828,Wenwen,Cai,primary,1763.0
6533163,M. Alexandra,Elve,primary,1725.0
5743107,William                       ,Doerrler,primary,
9538759,John,Pak,primary,1616.0
5249219,Joseph A.,Rhoa,assistant,
11399657,Reginald,Alexander,primary,3761.0
5795985,Jose G.                       ,Dees,primary,
8398695,Ryan,Severson,primary,3731.0
D547915,Kathleen,Sims,assistant,2914.0
7947466,Stacey,MacFarlane,assistant,1649.0
5139559,W. Gary,Jones,primary,
11158054,Atiba O,Fitzpatrick,primary,2662.0
8777376,Justin,Seo,primary,2853.0
D925856,Cynthia,Ramirez,primary,2911.0
4155735,Frank W.,Miga,assistant,
10514444,Hoa Q,Pham,primary,2886.0
6386222,Gerald A.,Michalsky,primary,3753.0
6038989,Christopher J.,Novosad,primary,
5028515,Patrick A.,Doody,assistant,
6520400,Kiley,Stoner,assistant,1725.0
D531127,Daniel,Bui,assistant,2912.0
10727383,Mark,Hatzilambrou,assistant,2891.0
9729355,Pao,Sinkantarakorn,primary,2464.0
11122336,Brian T,Pendleton,primary,2425.0
9523253,Robert E,Fuller,primary,3676.0
4098596,Robert L.,"Lindsay, Jr.",primary,
10188697,Jeffrey E.,Russel,primary,1675.0
D915104,Jennifer L,Rempfer,primary,2919.0
5429229,Jimmy G.,Foster,primary,
D948232,Kevin K,Rudzinski,primary,2924.0
4965360,Glennon H.,Hollrah,primary,
4651569,Donald O.,Woodiel,primary,
4027131,Morris,Ginsburg,assistant,
9612206,Jennifer,Bennett,assistant,2878.0
8592661,Keith,Robinson,assistant,1661.0
5135958,Rebecca,Cook,assistant,
10844469,Shamim,Ahmed,primary,1713.0
D535995,Freda S.,Nunn,primary,2911.0
4724594,Robert C.,Watson,primary,
8302026,Weilun,Lo,primary,2179.0
5969465,Nestor,Ramirez,primary,
6120217,Henry W. H.,Tsai,primary,
6653179,David,Nelms,primary,2818.0
D269916,James R.,Largen,primary,
5085864,Donald R.,McPhail,assistant,
5633436,David T.,Fox,primary,
9843922,Nathan,Taylor,primary,2643.0
7450128,Jacinta,Crawford,assistant,2628.0
7979611,Michael,Sun,assistant,2184.0
D781541,T. Chase,Nelson,primary,2914.0
6167120,Zarni,Maung,primary,
8432885,Gerald,Smarth,assistant,2478.0
D776947,Derrick,Holland,primary,2912.0
D942839,Cynthia R,Underwood,primary,2918.0
8699275,Hoai V,Ho,primary,2827.0
7721492,Mark R,Wendell,assistant,3635.0
8641825,Tiffany,Nuckols,assistant,1716.0
9745941,Viet,Nguyen,primary,2831.0
D793813,Kelley,Donnelly,primary,2913.0
5967245,William,Neuder,primary,
5447095,Edward K.,Look,primary,
6433190,Kamal,Saeed,assistant,1626.0
7130138,Dan I,Davidson,assistant,2627.0
9827836,Dennis H,Pedder,primary,3612.0
10358414,Alexander R,Pagano,primary,1624.0
4252776,Herbert T.,Carter,primary,
4555794,Richard L.,Schilling,primary,
7541877,Joseph,Chang,primary,2817.0
11086690,Jaweed A,Abbaszadeh,primary,2187.0
6677441,Dameron L,Jones,primary,1616.0
5944375,D. Glenn,Dayoan,primary,
4143840,Barry L.,Kelmachter,primary,
7709955,Kevin M,Picardat,primary,2822.0
6260685,Greg,Binda,assistant,
10537160,Jack W,Lavinder,primary,3677.0
7509930,Noah,Kamen,primary,3741.0
6666410,Robert P.,Swiatek,primary,3644.0
9402734,Stuart S,Bray,assistant,3733.0
9549603,Mark A,Laurenzi,primary,3754.0
5668654,Rafael,Bacares,assistant,
10197255,Alan B,Cariaso,primary,2875.0
10959960,Adam,Marcetich,primary,3781.0
6030359,Corrine,McDermott,primary,
5407680,Gollamudi S.,Kishore,primary,
4616070,Melvyn I.,Marquis,primary,
8091376,Helena,Kosanovic,assistant,3749.0
5259378,Kimberly L.,Asher,assistant,
6459681,Tim,Spafford,assistant,2662.0
9500827,Abdullahi,Nur,primary,2886.0
4470892,B. J.,"Boggs, Jr.",assistant,
8216779,Jeffrey,Stucker,primary,1649.0
10005411,Sunsurraye,Westbrook,assistant,3612.0
4236250,Benedict V.,Safourek,primary,
7910681,Randy,Gulakowski,primary,1766.0
8772989,Tran,Nguyen,primary,2834.0
6129193,Charles A.,Marmor,primary,
5586757,William E.,Terrell,primary,
5711726,Jessica                       ,Harrison,primary,
8347875,Alfred,Basichas,primary,3743.0
9534717,Robert J,Sandy,primary,3677.0
10641506,Helena,Kosanovic,primary,3762.0
7743935,Anthony,Stashick,primary,3781.0
8265474,Warren,Fenwick,assistant,2852.0
10695881,Kidest,Bahta,primary,2119.0
6793868,Mathieu D.,Vargot,primary,1732.0
D354921,Alan P.,Douglas,primary,
10116271,Metasebia,Retebo,assistant,2842.0
5896637,Daniel B.,Moon,primary,
RE33370,Benjamin R.,Fuller,primary,
7628172,Kevin L,Lee,primary,3753.0
D584536,Cathron C,Brooks,primary,2913.0
4320437,Elliot A.,Goldberg,primary,
10343012,Stephen R,Crow,primary,3784.0
5426407,Stephen T.,Ryan,assistant,
8979817,Leslie,Deak,primary,3761.0
5899074,Timothy S.,Thorpe,primary,
6428134,Charles W.,"Stewart, Jr.",assistant,2853.0
8462618,Yemane,Mesfin,primary,2462.0
5152193,Roscoe V.,Parker,primary,
10078715,Leigh,Garbowski,primary,2851.0
4662711,Frank,Gonzalez,assistant,
8973441,J M Saint,Surin,primary,2856.0
6097431,Alicia,Harrington,assistant,
RE48980,William C,Doerrler,primary,3993.0
9910270,Frank,Font,primary,2872.0
6819622,Van Thu,Nguyen,primary,2824.0
11311068,Khaled,Annis,primary,3732.0
9601406,Dale E,Page,primary,2823.0
6740060,Brian L.,Casler,primary,3763.0
10434542,Maria V,Ewald,primary,1783.0
D749325,Melanie H,Tung,primary,2911.0
5944317,John M.,"Hotaliag, II",assistant,
6991708,N.,Bhat,primary,1764.0
5374757,Paul F.,Shaver,primary,
4326105,Bernard,Konick,primary,
11336723,Ryan J,Jakovac,primary,2445.0
7070477,Dung Van,Nguyen,primary,3723.0
8206747,Isaac,Shomer,assistant,1612.0
8399715,Patricia L,Hailey,primary,1732.0
5393478,Terressa,Mosley,assistant,
5153661,William J.,Royer,assistant,
7061794,Tuan T.,Nguyen,primary,2824.0
6037689,Karl E.,Tamai,assistant,
4667496,Robert L.,Spruill,primary,
7118562,A.,Farah,primary,3735.0
5340718,M. P.,Woodward,assistant,
4637980,Thomas G.,Wiseman,primary,
4844605,Jay P.,Ryan,assistant,
9378797,Tha-O H,Bui,primary,2825.0
10821364,Werner G,Garner,primary,3715.0
6435008,Hezron,Williams,primary,2856.0
9483747,Melissa,Alfred,assistant,2199.0
9368167,Khamdan,Alrobaie,assistant,2824.0
4024366,Herman,Hohauser,primary,
9183518,Michael,Phillips,assistant,2464.0
5835217,Samuel A.                     ,Turner,primary,
5689844,Michael F.                    ,Trettel,primary,
11146875,Kile O,Blair,primary,2651.0
11047172,Johnnie A.,Shablack,primary,3634.0
6931503,Kim,Vu,primary,2136.0
D542485,Louis S.,Zarfas,primary,2914.0
5621469,Glenton B.,Burgess,primary,
5580494,Necholus,Ogden,assistant,
6754069,Darren,Schuberg,primary,2835.0
6397033,Fred L,Braun,primary,2852.0
6103680,William,Krynski,primary,
7083401,Theresa,Trieu,primary,3748.0
10885388,Utpal D,Shah,primary,2665.0
6557509,Henry C.,Yuen,primary,3747.0
8615335,John Q,Nguyen,primary,3665.0
9162007,Stanley,Silverman,primary,1736.0
7423429,Brij,Shrivastav,primary,2831.0
6535742,Thanh Cong,Le,primary,2684.0
4633384,Joseph,Ruggiero,primary,
11116238,Viren A,Thakur,primary,1792.0
8235324,Tien,Dinh,primary,3644.0
7969395,David N,Spector,primary,2873.0
4385605,Tony M.,Argenbright,primary,
D583093,Freda S.,Nunn,primary,2911.0
4703168,Edward P.,Westin,primary,
4235052,Gary L.,Smith,primary,
7067879,Edward,Wojciechowicz,primary,2815.0
4528447,J. Jon,Brophy,assistant,
5246831,Donna C.,Wortman,assistant,
9499350,Keith R,Campbell,assistant,3651.0
D953871,Vanessa M.,Pursley,assistant,2918.0
10375829,Kyung S,Lee,primary,2833.0
4481333,Carman J.,Seccuro,primary,
10241329,Mohammed A,Hasan,primary,2872.0
5338629,Steve,Rosasco,primary,
5582431,Michael,Mar,assistant,
6918118,Meng-Al T.,An,primary,2126.0
11440065,Tuan N,Nguyen,primary,3754.0
5394827,R. Bruce,Breneman,primary,
8728469,Fozia,Hamud,assistant,1647.0
7133635,Ryan D.,Walsh,assistant,2852.0
4427702,Jeanette M.,Hunter,primary,
4574827,Stephen M.,Hepperle,assistant,
10184685,Vivek K,Shirsat,primary,3762.0
11279659,Shuangyi Abu,Ali,primary,1731.0
4277954,Ronald C.,Capossela,primary,
4747998,Harvey E.,Behrend,primary,
11188917,Sanjeev,Malhotra,assistant,3691.0
D375014,Linda,Brooks,assistant,
5764693,Tesfaldet                     ,Bocure,primary,
4729159,Gil,Weidenfeld,primary,
4967451,James R.,Brittain,primary,
7571371,M. Mujtaba K,Chaudry,primary,2112.0
9403293,Bryan D.,Ripa,primary,1754.0
9290843,Rudy,Zervigon,primary,1716.0
8070183,Faye M,Fleming,primary,3616.0
8409354,Christina,Johnson,primary,1741.0
7294282,Roberts,Culbert,primary,1763.0
9748118,Cristi,Tate-Sims,assistant,1711.0
4601691,Robert,Showalter,assistant,
9960119,Peniel M,Gumedzoe,primary,2899.0
4819941,Robert,Blackmon,assistant,
9709052,Benjamin,Fiorello,primary,3678.0
7458007,Cynthia,Britt,primary,2117.0
11160439,Thong Q,Nguyen,primary,2872.0
8168568,Christopher M,Gross,primary,1636.0
5033020,Jim,Trammell,assistant,
5392316,Young,Tse,assistant,
10125850,Bernard,Rojas,primary,2834.0
9101368,Sarang,Afzali,primary,3726.0
4659281,Robert J.,Spar,primary,
10318449,Khoa D,Doan,assistant,2133.0
D779072,Janice,Hallmark,assistant,2918.0
9580201,Nathan J,Newhouse,primary,3782.0
9807701,Nay A,Maung,primary,2647.0
5999134,Hoang,Nguyen,assistant,
6627260,Michael,Barr,primary,1762.0
6158619,J. Casimer,Jacyna,primary,
6503829,Wael,Fahmy,primary,2823.0
10919241,Marc S,Zimmer,primary,1765.0
6987773,Brian,Zimmerman,primary,2635.0
9927506,Susan,Lee,primary,2852.0
4342374,Reinaldo P.,Machado,primary,
7717164,Leonard R,Leo,primary,3744.0
7041052,Beverly M.,Flanagan,primary,3739.0
10927697,Shafiq,Mian,primary,3746.0
D419713,Susan J,Lucas,primary,
D613149,Philip S,Hyder,primary,2917.0
D885150,Philip S,Hyder,primary,2917.0
6712427,Milton,"Nelson, Jr.",primary,3636.0
11438843,Afshawn M,Towfighi,primary,2469.0
D732790,Elizabeth J,Oswecki,primary,2912.0
9532656,Thomas J,Williams,primary,3657.0
5892925,Mark H.,Rinehart,primary,
10224943,Arnold,Kinkead,primary,2842.0
5861801,Edward,Lefkowitz,primary,
8190923,Nasser,Moazzami,primary,2436.0
6274979,Matthew J.,Geribe,assistant,
D947601,Mary Ann,Calabrese,primary,2921.0
5947434,Willie,"Berry, Jr.",assistant,
7773691,David C,Payne,primary,2611.0
5074649,Bruce Y.,Arnold,primary,
9436899,Mirza,Alam,primary,2689.0
8608703,Nathan R,Price,primary,3763.0
6946438,Christopher James,Nichols,assistant,1647.0
D792282,George D,Kirschbaum,primary,2913.0
10835184,Adam Z,Minchella,assistant,3794.0
7893951,Amare,Mengistu,primary,2629.0
6876568,Son,Mai,primary,2818.0
10915716,Paultep,Savusdiphol,primary,2876.0
4015498,Horace M.,Culver,assistant,
5218064,Christopher,Henderson,primary,
8116828,Qun,Shen,assistant,2617.0
D862378,Brandon M,Rosati,primary,2912.0
7236034,Hai L.,Nguyen,assistant,2816.0
8988745,Kimberly A,Williams,primary,2673.0
7657722,Stephen C,Elmore,primary,2185.0
D701330,Marcus,Jackson,primary,2916.0
10597607,Deborah D,Carr,primary,1622.0
7045136,Mary E.,Mosher,primary,1648.0
5077920,Arlen L.,Olsen,assistant,
6602028,Steven C.,Bishop,primary,3722.0
9166624,Cynthia,Britt,primary,2117.0
11357295,Jack W,Lavinder,primary,3677.0
7727740,Paul C.,Martin,assistant,1657.0
5891484,Robert,Davis,primary,
5242956,LaVonda,DeWitt,assistant,
8008881,Karen,Masih,primary,2837.0
7416649,Kaj K,Olsen,primary,1795.0
11388480,Christine A,Kurien,assistant,2421.0
7113811,Kamran,Afshar,assistant,2617.0
7030267,Elvis O.,Price,primary,1621.0
6588443,Gerald A.,Michalsky,primary,3753.0
D793427,Robin V,Webster,primary,2923.0
8991302,Hemant,Mathew,assistant,3742.0
10480292,Blake E,Michener,primary,3676.0
8658592,Christine J,Saoud,primary,1646.0
5192277,Randall L.,Green,primary,
6377033,Jessica,Han,primary,2838.0
4060405,Lewis,Gotts,primary,
8915119,Lisa,Caputo,primary,2856.0
7612712,Thomas H,Tarcza,primary,3662.0
10398882,Lauren P,Farrar,primary,3783.0
6183084,Jordan M.,Schwartz,assistant,
4449483,Steven E.,Warner,assistant,
10896047,Aurel,Prifti,primary,2186.0
10811856,Livius R.,Cazan,primary,3729.0
7173734,Benjamin,Dulaney,assistant,2625.0
D749984,Eric,Goodman,primary,2919.0
11111925,Devon C,Kramer,primary,3746.0
11393625,Dion R.,Ferguson,primary,2848.0
10493039,Brian,Gulledge,primary,1612.0
10816804,Balram T,Parbadia,primary,2872.0
7736008,Meghan K,Dunwiddie,assistant,2875.0
3938706,Robert B.,Reeves,primary,
4737831,J.,Carroll,primary,
5009153,Stephen F.,Gerrity,assistant,
5318357,Charles,Cooley,assistant,
8637063,Casey,Hagopian,assistant,1617.0
8768701,Paras D,Shah,primary,2659.0
D668764,Charles,Hanson,assistant,2916.0
4534677,Dennis L.,Taylor,primary,
D644556,Mark,Cavanna,assistant,2914.0
4701394,Roland E.,Martin,primary,
10686048,Long,Pham,primary,2814.0
8844573,Seth W,Mackay-Smith,assistant,3753.0
7583179,Brian A,Zimmerman,primary,2612.0
6250153,Willie Morris,Worth,assistant,
6296706,Richard,Crispino,primary,
6102827,Saul,Rodriguez,assistant,
11435776,David R,Hare,primary,3673.0
8863364,Alvin,Grant,assistant,3723.0
10894403,Jannelle M,Lebron,primary,2853.0
8070056,Ahshik,Kim,primary,2876.0
D772755,Ania,Aman,assistant,2914.0
8894086,Kevin,Hurley,primary,3611.0
5208704,Bruce Y.,Arnold,primary,
5043126,Jan H.,Silbaugh,primary,
8753075,Christopher J,Hargitt,assistant,3745.0
7716156,James,Trujillo,primary,2159.0
9554895,Wade P,Schutte,assistant,3738.0
7143759,Dung Van,Nguyen,primary,3723.0
10011612,Sun Jae,Yoo,primary,1626.0
9461098,Abdulfattah,Mustapha,assistant,2812.0
4551666,Anita M.,Ault,assistant,
6840075,Ed,Tolan,primary,3725.0
7209974,Thanh T,Nguyen,assistant,2144.0
4001094,T. M.,Tufariello,primary,
5236520,Deborah,Yee,primary,
5202592,Richard,Roseen,assistant,
7161134,Que T.,Le,primary,2878.0
7340976,Vinh T.,Luong,primary,3682.0
10029233,Archene A,Turner,primary,1784.0
6741532,Muhammad,Edun,primary,2655.0
4294229,Larry,Jones,primary,
5668785,Ali,Neyzari,primary,
11321820,Michael J,"Vanchy, Jr.",primary,2666.0
4000699,Randolph A.,Reese,assistant,
4474313,Michael S.,Huppert,assistant,
8880591,Phuoc,Nguyen,primary,2443.0
10211352,Quoc,Hoang,primary,2892.0
9517726,Pinel,Romain,primary,3612.0
3959008,Winston A.,Douglas,primary,
10267998,Eric,Wong,primary,2883.0
8265135,Taghi,Arani,primary,2438.0
8608660,Unsu,Jung,primary,3737.0
7694890,Suezu,Ellis,assistant,2876.0
4816268,Steven,Weinstein,primary,
7416812,Patrick,Ryan,primary,1795.0
D254743,Charles A.,Rademaker,assistant,
4742688,William E.,Tapolcai,primary,
8729325,Nina,Bhat,primary,1771.0
6744246,N.,Le,primary,2858.0
5660329,William E.,Tapolcai,primary,
D826864,Thomas,Johannes,primary,2921.0
7611935,Thanh V,Pham,primary,2894.0
D391379,Doris                         ,Clark,primary,
7022668,Jeffrey Edwin,Russel,primary,1654.0
9611579,Mohamed,Barakat,primary,2689.0
6928293,William,Trost,primary,2683.0
8718008,Robert,Lopata,assistant,2471.0
11095903,Boubacar Abdou,Tchoussou,primary,2482.0
5397407,J.,Sells,assistant,
6672284,Hai,Huynh,assistant,3747.0
5963317,Amanda,Merlino,assistant,
9930661,Wei,Zhao,primary,2473.0
D503702,Nanda,Bondade,primary,2912.0
10574701,Mohammed,Waliullah,primary,2498.0
5511896,Pamela A.,O'Connor,assistant,
8294103,Casey,Bryant,assistant,2884.0
7004732,Vikansha,Dwivedi,assistant,3746.0
6346234,Brian K.,Seidleck,primary,1615.0
4404809,Ronald C.,Capossela,primary,
6156872,Duc,Truong,primary,
D309894,Freda S.,Nunn,assistant,
8151917,Brodie,Follman,assistant,3618.0
9029863,Galina,Yushina,primary,2811.0
7726333,Stephen,Hepperle,primary,3753.0
D271769,Lynn,Wilder,assistant,
6131027,Alan T.,Gantt,assistant,
10401026,Alfred,Basichas,primary,3762.0
6314030,Thong,Le,assistant,
6605079,Henry M,"Johnson, III",assistant,3739.0
10725727,Andre Pierre,Louis,primary,2127.0
7037223,John A.,Ricci,primary,3714.0
6915644,William E,Tapolcai,primary,3744.0
9018540,Tremesha S,Willis,primary,2847.0
5240085,Paul,Dickson,assistant,
5761288,Scott                         ,Wolinsky,assistant,
9088149,Christopher,Clark,assistant,2836.0
9834967,Jeffrey,O Brien,primary,3677.0
10356829,Alexander,Boyd,assistant,2424.0
4386560,Philip R.,Coe,primary,
7843322,Jennifer,Mehmood,primary,2612.0
8695563,Syed O,Hasan,assistant,3783.0
5664306,John J.,Calvert,primary,
D423503,Nanda,Bondade,primary,
4416426,Stuart S.,Levy,primary,
4912667,Long T.,Nguyen,assistant,
10288168,Tisha D,Lewis,primary,3655.0
4899303,Charles E.,Atkinson,primary,
D897897,Karen E,Kearney,primary,2923.0
D669238,Ruth,McInroy,primary,2917.0
5741646,James                         ,Ketter,primary,
10336614,Natasha E,Young,primary,1774.0
5229712,Steven L.,Stephan,primary,
10796339,Vincent M,Cao,primary,3688.0
4174310,Wilbert J.,"Briggs, Sr.",primary,
8995512,Erin,File,primary,2632.0
8326794,S.,Sough,primary,2194.0
4990645,Joseph Paul,Brust,primary,
8205390,Katherine W,Mitchell,primary,3634.0
D930164,Darcey E,Gottschalk,primary,2919.0
10675589,Chester T,Barry,primary,1779.0
9855046,Rachel S,Highland,assistant,3731.0
6957359,Emerson,Puente,assistant,2113.0
5099779,Jesus D.,Sotelo,primary,
5352943,Richard,Roseen,assistant,
4891823,Stephen,Chin,assistant,
4221194,P. S.,Lall,primary,
7982130,Miriam,Berdichevsky,assistant,1723.0
6262271,Jane C.,Oswecki,primary,
9067039,Andrew,Gilbert,primary,3763.0
10314787,Trevor,Love,primary,1611.0
9962378,Kamal,Saeed,primary,1626.0
7580833,Susan,McFadden,primary,2626.0
10259051,Paul M,Janski,assistant,3722.0
9072545,Jerry,Cumberledge,primary,3733.0
10682652,Faye,Francis,primary,3725.0
7388995,Wenpeng,Chen,primary,2624.0
