patent_id,raw_examiner_name_first,raw_examiner_name_last,examiner_role,art_group
8875394,Ryan J,Walters,primary,3726.0
7238052,Neil,Abrams,primary,2833.0
5673235,J. Woodrow                    ,Eldred,primary,
7760496,Robert J,Hoffberg,assistant,2835.0
11344045,Joseph L.,Perrin,primary,1711.0
11435358,Maureen,Wallenhorst,primary,1797.0
10625796,Keith J,Frisby,primary,3616.0
4788540,Jeffery A.,Brier,assistant,
10213323,David H,Willse,primary,3738.0
6215890,M. B.,Choobin,assistant,
11157863,Lisa,Ma,assistant,3628.0
6341790,Jeff,Restifo,assistant,3619.0
5669925,Justine                       ,Yu,assistant,
7362836,Tesfaldet,Bocure,primary,2611.0
4955490,Sarah A.,Lechok,assistant,
6037071,Maria,Nuzzolillo,primary,
9054391,Wojciech,Haske,assistant,1724.0
8753338,Amanda,Scott,assistant,3739.0
D736444,Brian N,Vinson,primary,2913.0
10242513,Leon,Flores,primary,2637.0
D864284,Michelle E.,Wilson,primary,2919.0
7497073,Michael,Cuff,primary,3741.0
5933943,Steven L.,Stephan,primary,
8895861,Hoa C,Nguyen,primary,2847.0
10408574,Chikaodili E,Anyikire,primary,2487.0
7839418,Phi,Hoang,assistant,2628.0
6495426,Long,Pham,primary,2823.0
10680607,Kevin H,Sprenger,assistant,2838.0
9472306,Binh,Tat,primary,2851.0
4912102,Robert T.,Bond,primary,
5835000,Anh                           ,Mai,assistant,
6446141,Matthew,Kim,primary,2186.0
9557204,Jewel V,Thompson,primary,2855.0
4248111,Frank T.,Yost,primary,
8102333,Ryan A,Lubit,assistant,2629.0
10157276,Brandon S,Hoffman,primary,2433.0
6810823,Christopher J.,Novosad,primary,3671.0
6255122,William M.,Brewster,assistant,
9584759,Joseph J,Nguyen,primary,2656.0
6128049,Walter,Malinowski,primary,
6167352,Thomas R.,Peeso,primary,
8922916,David N,Spector,primary,2872.0
4393465,Harvey E.,Springborn,primary,
7436840,Jeffrey M,Rutkowski,assistant,2619.0
D417436,Adir,Aronovich,primary,
D463821,Martie K.,Holtje,primary,2913.0
11304580,Joseph J,Hail,primary,3723.0
10741446,Christopher A,Culbert,assistant,2815.0
D721394,Patricia,Palasik,primary,2918.0
8671835,Jill,Culler,primary,2854.0
7013811,Gabriel,Sukman,assistant,3641.0
6582097,Mark,Tsidulko,assistant,2875.0
9609724,Don,Le,primary,2844.0
7827471,M. Mujtaba K,Chaudry,primary,2112.0
10382995,Asghar H,Bilgrami,primary,2645.0
D325320,Ruth,McInroy,assistant,
10427488,Drew J,Brown,primary,3616.0
9894302,James,Hannett,primary,2662.0
D400431,Martie K.                     ,Holtje,primary,
11171714,Nghi H,Ly,primary,2642.0
5280234,B.,Davidson,assistant,
7365938,Matthew G.,Kayrish,assistant,2627.0
9939513,Cassi J,Galt,primary,3646.0
9512495,Karen Cochrane,Carlson,primary,1653.0
8715478,Alex,Noguerola,primary,1759.0
D910810,Keith J,Wilson,assistant,2925.0
6132994,Francisco,Prats,primary,
4600793,Bernard,Helfin,primary,
8740736,Henry,Liu,assistant,3654.0
11049713,Kiet T,Nguyen,primary,2881.0
5656431,George C.,Elliot,primary,
7028522,Dmitry,Suhol,primary,3725.0
7346414,Leo,Picard,primary,2125.0
8043199,Allana,Lewin,primary,3764.0
4752107,Gil,Weidenfeld,primary,
4579528,John J.,Wilson,primary,
D793842,Prabhakar G,Deshmukh,primary,2912.0
11414612,Cephia D,Toomer,primary,1771.0
4576871,Edith,Buffalow,primary,
6513603,Victor,Batson,primary,3671.0
6730727,Peter D.,Mulcahy,primary,1713.0
5448783,Robert M.,Fetsuga,primary,
5251778,Allan M.,Shoap,primary,
6387810,Felisa,Hiteshew,primary,1765.0
10892613,Nicolas,Bellido,assistant,2836.0
11053146,Walter D.,Griffin,primary,1774.0
5484222,Christopher J.,Novosad,assistant,
6014362,Tod,Kupstus,assistant,
4607563,Stephen C.,Bentley,primary,
8317358,William,Carter,primary,2875.0
8036036,Hoai,Ho,primary,2827.0
D800168,Cathron,Brooks,primary,2923.0
6386460,Teresa,Walberg,primary,3742.0
10276662,Natalia A,Gondarenko,primary,2891.0
8349825,Paul,Zarek,primary,1628.0
4269662,Roger F.,Phillips,assistant,
D366715,Susan J.,Lucas,primary,
7920299,Negussie,Worku,primary,2625.0
5242940,Jane T.,Fan,primary,
7823937,Kristina R,Fulton,assistant,3673.0
5611297,Robert P.,Swiatek,primary,
8957635,Edward,Tso,primary,2859.0
10223582,Jingge,Wu,primary,2667.0
10506535,Zewdu A,Beyen,primary,2461.0
5559889,Salvatore,Cangialosi,primary,
6205059,Thong,Le,assistant,
8420711,Satya,Sastri,primary,1762.0
10149657,Lam,Nguyen,primary,2853.0
8515465,Timothy,Pham,primary,2644.0
9720412,Jelani,Smith,primary,3662.0
4576176,Edward M.,Coven,primary,
10214130,Brian D,Nash,primary,3782.0
8501064,Timothy,Kennedy,primary,1743.0
7868940,Jason,Whipkey,primary,2622.0
6508652,Kurt,Fernstrom,assistant,3712.0
6742236,Gregory,Vidovich,primary,3726.0
5620277,John M.,Sollecito,primary,
7393418,Viji N,Bernard,assistant,1792.0
10550073,John M,Mauro,primary,1625.0
9298175,Lionel,Preval,assistant,2475.0
D671007,Carol P,Rademaker,primary,2912.0
6452811,Jayprakash N.,Gandhi,primary,2841.0
8015730,Ted,Kavanaugh,primary,3765.0
5433917,John N.,Greaves,assistant,
6430593,St. John,"Courtenay, III",primary,2151.0
11344586,Sarvamangala,Devi,primary,1645.0
9586760,William R,Harp,primary,3651.0
10580297,Alan D,Hutchinson,primary,3669.0
D319379,Bruce W.,Dunkins,primary,
9707810,David B,Thomas,primary,3723.0
6179047,Christopher,Atkinson,primary,
D848628,Kendra Leslie,Hamilton,assistant,2915.0
7970359,Sonny,Trinh,primary,2618.0
6221047,Wynn Wood,Coggins,primary,
5116191,David A.,Bucci,primary,
5905205,Elizabeth L.,Dougherty,primary,
8312777,Max,Noori,primary,2856.0
9219612,Edwin,"Holloway, III",primary,2683.0
11323649,Kristy A,Haupt,primary,2876.0
6616297,Laura K.,Tso,primary,2875.0
6133791,Robert,Pascal,primary,
8759642,Keith,Robinson,assistant,1661.0
7480960,Robert,Scruggs,assistant,3723.0
6245991,Dean A.,Reichard,primary,
4140378,Russell E.,Adams,primary,
8575483,Angel R,Estrada,primary,2835.0
D373336,Kay H.,Chin,primary,
D561226,Wan,Laymon,assistant,2916.0
10595708,William B,Chou,assistant,3795.0
7921828,Mahmoud,Gimie,primary,3747.0
4972595,Christopher W.,Fulton,assistant,
4164917,Charles J.,Myhre,primary,
4171387,Thurman K.,Page,assistant,
9446981,Lauren R,Colgan,primary,1784.0
10811234,Laureen,Chan,assistant,1716.0
7534318,Justin,Fischer,primary,1791.0
9430162,Hong,Kim,primary,2138.0
4004466,Leonard H.,Gerin,primary,
8815444,Patrick,Ryan,primary,1726.0
8443056,Andrew,Woo,assistant,2441.0
6538986,Kwang Bin,Yao,primary,2666.0
9196012,Van,Trieu,primary,2685.0
9898548,Matthew,Salvucci,primary,2613.0
9978136,Oneal R,Mistry,primary,2665.0
5195462,John G.,Weiss,primary,
10514057,Robert,Sandy,primary,3677.0
6724331,Joseph,Lauture,assistant,2819.0
6738995,Tuan N.,Nguyen,primary,3751.0
9139557,Yong,Chu,primary,1672.0
3980270,Arnold,Rosenthal,primary,
11348696,Aditya S,Bhat,primary,2864.0
7848394,Hirdepal,Singh,assistant,2611.0
5771940,Patrick F.                    ,Brinson,primary,
8396461,Kamran,Afshar,primary,2646.0
D616907,Sandra,Snapp,primary,2915.0
8252235,Sally,Sakelaris,primary,1773.0
6861226,Charles L.,"Patterson, Jr.",primary,1652.0
8446203,Kenneth B.,Wells,primary,2816.0
9354580,David,Gray,primary,2852.0
5311111,William M.,"Shoop, Jr.",primary,
4036396,Stephen,Marcus,primary,
D698382,Wan,Laymon,primary,2916.0
4104822,Robert F.,Cutting,assistant,
8808095,Josh,Skroupa,assistant,3679.0
10139510,Jonathan,Han,primary,2818.0
4757731,Frank T.,Yost,primary,
11382113,Asghar H,Bilgrami,primary,2647.0
7922331,John R,Lee,primary,2878.0
5958095,Minh-Chau T.,Pham,assistant,
D375844,Robert M.,Spear,assistant,
7942654,Christopher,Bobish,assistant,3746.0
5988095,Stephen,Avila,primary,
4304115,Leon,Gilden,primary,
10081677,Brian J,Gangle,primary,1646.0
7218574,Ian J.,Lobo,primary,3662.0
6730716,Callie,Shosho,primary,1714.0
6089680,Robert A.,Siconolfi,assistant,
8599532,Nguyen T,Ha,primary,2835.0
5650608,Stephone,Allen,primary,
7591284,James F,Hook,primary,3754.0
6421485,Leo,Boutsikaris,assistant,2872.0
9028392,Christopher D,Koharski,primary,3762.0
4841448,Eugene R.,LaRoche,primary,
10541555,Thomas C,Lee,primary,2115.0
6163071,Olik,Chaudhuri,primary,
9449983,Andy,Huynh,primary,2818.0
7821236,Bao Q,Vu,primary,2838.0
9741911,Benjamin Tzu-Hung,Liu,assistant,2893.0
11007189,Bong-Sook,Baek,primary,1611.0
10471641,Leo B,Tentoni,primary,1742.0
9163419,Robert,Canfield,primary,3635.0
6328196,Jonathan,Johnson,assistant,
8377942,Joseph K.,McKane,primary,1626.0
D603631,Abraham,Bahta,assistant,2913.0
7817473,Connie C,Yoha,primary,2827.0
4397639,Dalton L.,Truluck,primary,
D506994,Paula A.,Greene,primary,2912.0
D853002,Carissa C,Fitts,assistant,2916.0
5284067,Vinh T.,Luong,primary,
10189897,Daniel E,Kolker,primary,1644.0
10529721,Mohammad M,Choudhry,primary,2816.0
4460458,Helane E.,Maull,assistant,
8099313,Brandi P,Parker,assistant,3624.0
5460294,Dean A.,Reichard,assistant,
7360157,MaiKhanh,Nguyen,assistant,2176.0
5791481,Jacob K.                      ,Ackun,primary,
9800409,Trang,Doan,primary,2431.0
9546991,William H,Beisner,primary,1799.0
6052972,John,Sipos,primary,
5911727,Tina T. D.,Pham,assistant,
5123479,Albert W.,"Davis, Jr.",primary,
9807890,Robert,Brown,assistant,2835.0
4162259,Elbert L.,Roberts,primary,
D628316,Marcus A,Jackson,primary,2916.0
8605562,Peter Vincent,Agustin,primary,2686.0
10096353,Sean D,Rossiter,primary,2133.0
6449259,Huy D.,Vu,primary,2665.0
4422202,Peter,Feldman,primary,
8433163,Uyen-Chau N,Le,primary,2874.0
5242183,Margaret A.,Focarino,primary,
11357777,Raymond J,"Henley, III",primary,1629.0
8569394,Robert C,Boyle,primary,1764.0
7827275,Wing F,Chan,primary,2441.0
9958142,Anne,Hines,primary,2879.0
4199645,J. C.,Cannon,primary,
7649966,Lawrence B,Williams,assistant,2611.0
7930890,William H,Rodriguez,primary,3741.0
8747901,Marcos,Sznaidman,primary,1628.0
9111045,Michael G,Lee,primary,2876.0
9508074,Matthew,Mikels,primary,2876.0
6847259,Steven J.,Mottola,primary,2817.0
6757858,Albert,Decady,primary,2133.0
11422009,Temilade S,Rhodes-Vivour,assistant,2867.0
5582223,Steven O.,Douglas,assistant,
6304109,Tuan T.,Lam,primary,
8122356,Omar,Abdul-Ali,primary,2172.0
7839431,Tuan,Ho,primary,2622.0
9033457,Matthew,Luu,primary,2853.0
RE37411,Sean,McGarry,primary,
8998348,Anna,Momper,primary,3657.0
10985027,Roberts P,Culbert,primary,1716.0
7028800,Anne Marie,Boehler,primary,3611.0
7385265,Jerome,Jackson,primary,2815.0
5568231,Thu Anh,Dang,primary,
8905311,Rafferty,Kelly,primary,2876.0
11070886,Mishawn N.,Hunter,primary,2484.0
4130079,Sherman D.,Basinger,assistant,
3989480,Morris O.,Wolk,primary,
6383544,George C.,Yeung,primary,1761.0
10491386,Oleg,Korsak,primary,2492.0
4154978,Thomas A.,Robinson,primary,
8619312,Fred,Guillermety,primary,2672.0
5697326,Yvonne R.                     ,Abbott,assistant,
4037373,Leslie A.,Braun,primary,
5722601,Andres                        ,Kashnikow,primary,
4042861,David,"Smith, Jr.",primary,
11115324,Raj,Jain,primary,2411.0
9077367,Albert,Cutler,primary,2661.0
RE38151,John,Kreck,assistant,3673.0
4781787,Michael,Wityshyn,primary,
5098591,Paul,Lieberman,primary,
5321052,Morton,Foelak,primary,
6724613,Anatoly,Vortman,primary,2835.0
10706416,Ghazal B,Shehni,primary,2436.0
10524391,Zachary,Pape,primary,2835.0
5401242,John G.,Weiss,primary,
9313957,Shadi,Baniani,primary,3643.0
9089987,Ghassem,Alie,primary,3724.0
10011527,Shuangyi Abu,Ali,primary,1731.0
4661415,Christopher W.,Brody,primary,
4326454,Philip R.,Coe,primary,
10746580,Jewel V,Dowtin,primary,2855.0
9548023,Jason,Olson,primary,2627.0
9099889,Adi,Amrany,primary,2836.0
10391243,Collin X,Beatty,primary,2872.0
8322070,Frank T,Palo,primary,3644.0
6797258,Mina,Haghighatian,assistant,1616.0
8338483,Paul A,Zucker,primary,1621.0
4984537,Robert P.,Swiatek,primary,
5244406,Joseph H.,McGlynn,primary,
8243822,Hong,Cho,primary,2467.0
7483146,Jonathan M,Hansen,assistant,2886.0
7981708,Wilner Jean,Baptiste,assistant,2823.0
11173342,Allen,Chan,primary,3715.0
9117970,Ismail,Muse,assistant,2829.0
9536398,Benjamin,Layno,primary,3711.0
D771556,John,Voytek,assistant,2922.0
RE28983,William A.,Powell,primary,
5946365,Daniel D.,Wasil,primary,
8655651,Thuykhanh,Le,assistant,2658.0
11441287,Stacy N,Lawson,assistant,3678.0
6964664,Pedro,Philogene,primary,3732.0
4530386,Edward,Kimlin,primary,
7883767,Rena L,Dye,primary,1794.0
10672247,An T,Nguyen,primary,2683.0
4219828,E.,Wojciechowicz,primary,
5460314,Scott A.,Smith,primary,
5651663,Xuan M.,Thai,assistant,
11097633,M Baye,Diao,primary,2859.0
7084237,Susan,Berman,primary,1711.0
D251540,Bernard,Ansher,primary,
4434962,Willard E.,Hoag,primary,
8140973,Ruay,Ho,primary,2175.0
D328869,Nelson C.,Holtje,primary,
10372320,Chanh D,Nguyen,primary,2691.0
9541693,Derek S,Chapel,primary,2872.0
6406026,John L.,Beres,assistant,3626.0
10927355,Hope A,Robinson,primary,1652.0
7168741,Paul N.,Dickson,primary,3616.0
10549442,Linda L,Gray,primary,1745.0
4162840,John,Gonzales,primary,
7057202,Tan,Tran,assistant,2826.0
5601672,M. Curtis,Mayes,assistant,
4795778,Christopher,Henderson,primary,
8953719,Jean B,Corrielus,primary,2633.0
7710152,Vibol,Tan,primary,2819.0
10162857,Joshua,Bullock,primary,2153.0
7650248,Eliseo Ramos,Feliciano,primary,2857.0
5353671,Eddie C.,Lee,assistant,
11057289,Atta,Khan,primary,2449.0
9032723,Thomas E,Lazo,primary,3745.0
5851801,David                         ,Guzo,primary,
5622549,Helene,Klemanski,primary,
10480495,Ljiljana V.,Ciric,primary,3763.0
D459575,Gregory,Andoll,assistant,2914.0
10118479,James A,"Shriver, II",primary,3618.0
10959373,Arpad,Fabian-Kovacs,primary,3671.0
7890395,Abdul,Basit,assistant,3694.0
10482422,Dung K,Chau,primary,2153.0
4808286,John F.,Niebling,primary,
7920840,Pablo N,Tran,primary,2618.0
10533744,Vy T,Nguyen,assistant,3761.0
D390733,Linda                         ,Brooks,assistant,
5044220,David W.,Laub,assistant,
5761321,Minsun Oh                     ,Harvey,primary,
7687713,Angel R,Estrada,primary,2831.0
9806662,Antony M,Paul,primary,2837.0
4719934,D. Neal,Muir,assistant,
9613465,Michael P,Stafira,primary,2886.0
8597101,Seng H,Lim,primary,3717.0
9305273,Michael,Le,assistant,2163.0
9274353,Uyen Chau N,Le,primary,2874.0
5104407,Stephanie L.,Iantorno,assistant,
4312201,Robert L.,Wolfe,primary,
5688522,Helen                         ,Lee,primary,
5363191,Samuel A.,Turner,primary,
11254329,Thomas G,Black,primary,3661.0
4630372,E. R.,Kazenske,primary,
8012092,Lawrence,Laryea,assistant,3768.0
7507058,Daniel W,Howell,primary,3726.0
7550373,Jack,Chen,primary,2893.0
6258407,Shrive,Beck,primary,
10840700,Christopher J,Clark,assistant,2836.0
7222291,James H,Blackwell,assistant,2176.0
11122300,Leron,Beck,primary,2487.0
9046896,William,Gilbert,primary,3649.0
4510693,Richard R.,Stearns,primary,
4916450,Thomas H.,Tarcza,primary,
4303835,J. V.,Truhe,primary,
9078807,Thukhanh T,Nguyen,assistant,1743.0
D283682,Louis S.,Zarfas,primary,
5151216,N.,Bhat,assistant,
4915637,P. Austin,Bradley,primary,
10989117,Scott J,Walthour,primary,3741.0
11449242,Nicholas J,Simonetti,primary,2137.0
10996791,Kwang-Su,Yang,primary,2691.0
D492089,Louis S.,Zarfas,primary,2914.0
7291246,Mark,Halpern,primary,1731.0
6221837,Christine J.,Saoud,primary,
6745219,Tan V.,Mai,primary,2124.0
6751630,Monplaisir,Hamilton,assistant,2172.0
5188267,Henry J.,Recla,primary,
3982960,C. F.,LeFevour,assistant,
4383499,Sheldon J.,Richter,primary,
5077221,Robert J.,"Hill, Jr.",primary,
10174360,Jennifer Pitrak,McDonald,primary,1653.0
11246666,Kankindi,Rwego,assistant,3771.0
4652297,Catherine L.,Mills,primary,
10035300,Christian,Roldan,assistant,1746.0
D372901,Freda,Nunn,primary,
10902243,Iman K,Kholdebarin,primary,2669.0
9283674,Ian,Jen,primary,3664.0
8741128,Juan,Valencia,assistant,1771.0
D500580,Mimosa,De,primary,2913.0
9125418,John,Pak,primary,1616.0
5277187,A.,Zuttarelli,assistant,
6739913,Truc,Nguyen,primary,2833.0
5723916,Peter                         ,Ganjian,assistant,
5521925,Benedict V.,Safourek,primary,
9893508,Thienvu,Tran,primary,2836.0
11123089,Kathleen S,Holwerda,primary,3771.0
6015436,Alvin,Stewart,assistant,
10383019,Rasheed,Gidado,primary,2464.0
6283206,David,Bagnell,primary,
10396930,Atique,Ahmed,assistant,2413.0
D247400,Wallace R.,Burke,primary,
4407069,Jimmy C.,Peters,primary,
8940691,Gyan,Chandra,primary,1646.0
4659114,Eric K.,Nicholson,assistant,
6811536,Navin,Natnithithadha,assistant,3736.0
7945490,Kevin,Poe,assistant,3693.0
5030809,Tuan Vinh,To,assistant,
PP19402,Annette H,Para,primary,1661.0
6031572,Howard,Britton,primary,
D783221,Cynthia,Ramirez,primary,2911.0
7531347,Anand U,Desai,primary,1656.0
8880152,Sameh,Boles,primary,3775.0
8408371,Justin,Holmes,primary,3655.0
D570407,Cathy Anne,MacCormac,primary,2914.0
8901814,Anh,Mai,primary,2889.0
11264512,Cheung,Lee,primary,2826.0
D476435,Marcus A.,Jackson,primary,2911.0
4570038,Danita R.,Byrd,assistant,
7043067,Barry,Choobin,primary,2623.0
11354198,Huawen A,Peng,primary,2157.0
6446221,Bryce P.,Bonzo,assistant,2184.0
5658123,David A.,Bucci,primary,
5747955,Jonathan                      ,Wysocki,primary,
7530086,Christopher,Kelley,primary,2424.0
9605582,Steven,Marsh,primary,3632.0
6329912,Brent A.,Swarthout,primary,
4997759,J. E.,Evans,primary,
D440386,Gregory,Andoll,assistant,
8774497,Vu,Le,primary,2668.0
D511423,Vy,Nguyen,assistant,2913.0
7179000,D.,Rutledge,primary,2851.0
10767037,William K,Cheung,primary,1762.0
7661073,Ting,Lee,primary,2175.0
7757010,Steven G,Snyder,assistant,2184.0
9247493,Mahendra,Patel,primary,2645.0
7434298,William L.,Miller,primary,3677.0
5307287,Ellis B.,Ramirez,assistant,
6074138,Henry W. H.,Tsai,assistant,
6748179,Jason,Chan,primary,2633.0
4402140,Richard R.,Stearns,primary,
D847651,Cathron C,Brooks,primary,2923.0
4122595,C.W.,Lanham,primary,
10011474,Patrick M,Buechner,primary,3754.0
5939823,Jay,Patidar,primary,
4381911,Jay H.,Woo,primary,
5087441,T. J.,Criares,assistant,
10308882,Renee,Robinson,primary,1772.0
5289776,J. Woodrow,Eldred,primary,
4973909,Gerard R.,Strecker,primary,
10639776,Andrew M,Tecco,primary,3731.0
D330432,Doris,Clark,assistant,
10207222,Patrick,Maines,primary,3748.0
5611175,Carl D.,Friedman,primary,
8309326,Louise,Humphrey,primary,1648.0
9724659,Tony G,Soohoo,primary,1774.0
10084958,Shan E,Elahi,primary,2486.0
6240950,Gerald A.,Michalsky,primary,
4378318,Dolph H.,Torrence,primary,
8160515,Christian,Hannon,primary,2618.0
10047378,Tiffany Maureen,Gough,assistant,1651.0
7106563,Dharti H.,Patel,assistant,2836.0
4849492,Maurice J.,Welsh,primary,
4730286,Bernard,Roskoski,primary,
10258298,Soorena,Kefayati,assistant,2884.0
5849340,Joseph                        ,Leyson,assistant,
5919581,Michael,LaVilla,assistant,
4893350,Curtis,Kuntz,assistant,
4543086,Christa K.,Scott,assistant,
6578264,Carl J.,Arbes,primary,3729.0
6633812,William A.,"Cuchlinski, Jr.",primary,3661.0
5358515,Brian L.,Casler,assistant,
8836718,James A,Thompson,primary,2616.0
11367643,Mohammed,Shamsuzzaman,primary,2897.0
5441240,Richard A.,Bertsch,primary,
8681716,Shripal,Khajuria,primary,2478.0
D571540,Stella M.,Reid,primary,2912.0
8246712,Wayne,Langel,primary,1736.0
5528014,J.,Pelham,assistant,
8494694,Thomas,Black,primary,3661.0
7472740,Kevin P,Kerns,primary,1793.0
D280342,A. Hugo,Word,primary,
6040892,Hung Henry,Nguyen,assistant,
7709400,Seahvosh J,Nikmanesh,assistant,2812.0
9554786,Melanie,Tyson,primary,3731.0
RE40756,Jack W.,Lavinder,primary,3677.0
8238698,Jerry,Blevins,assistant,2883.0
7762174,Michael,Carone,primary,3641.0
5739976,Robert S.                     ,Tupper,primary,
9766705,Nelson,Rosario,primary,2624.0
11363819,Alton N,Pryor,primary,1616.0
8491481,Tse,Chen,primary,3777.0
7476158,Nini,Legesse,primary,3711.0
3937631,Roland E.,"Martin, Jr.",primary,
8034328,Vera,Afremova,primary,1653.0
D355187,Alan P.,Douglas,primary,
RE36922,Helane,Myers,primary,
10632391,Vishu K,Mendiratta,primary,3711.0
9169076,Gene,Crawford,primary,3651.0
10358099,Gregory A,Blankenship,primary,3612.0
6227811,Michael K.,Gray,assistant,
9690795,Fred I,Ehichioya,primary,2168.0
9908523,Alex C,Dunn,primary,3663.0
7437454,Larry D,Donaghue,primary,2154.0
9744156,Raymond,"Henley, III",primary,1629.0
5151938,David,Cain,assistant,
4977886,William H.,Grieb,primary,
8167035,Catherine,Loikith,assistant,3676.0
7247187,Ngoclan T.,Mai,assistant,1742.0
5315568,Robert J.,Pascal,primary,
6667709,Daniel T.,Pihulic,primary,3662.0
8624528,Douglas W,Owens,primary,2844.0
10552885,Abby J,Flynn,primary,3684.0
8673232,Lessanework,Seifu,primary,1774.0
10370084,Tyler J,Lee,primary,3663.0
6351494,Tung,Vo,assistant,2613.0
7357540,Sandra,O'Shea,primary,2875.0
10278837,Kim M,Lewis,primary,3786.0
7519545,Christopher,Buchanan,assistant,3627.0
4166330,E. H.,Eickholt,primary,
10025649,Joseph D,Torres,primary,2112.0
5774894,Diana                         ,Biefeld,primary,
D265133,Susan J.,Lucas,primary,
8874511,Wilson,Lee,primary,2155.0
11309873,Quan,Tra,primary,2842.0
7485971,S. V,Clark,primary,2823.0
D524591,Caron D.,Veynar,primary,2913.0
10086891,Emma K,Frick,primary,3618.0
6495142,Christopher R.,Tate,primary,1651.0
4949824,Leslie A.,Braun,primary,
4964781,Janice,Krizek,assistant,
9284845,Jason,Fountain,assistant,3745.0
5023568,Tan Xuan,Dinh,assistant,
4946003,Reinaldo P.,Machado,primary,
6498853,Minsun Oh,Harvey,primary,2644.0
6809390,Amir,Zarabian,primary,2822.0
4529527,John F.,Niebling,primary,
10432134,Eric R,Smith,primary,1726.0
10232305,Frank M,"Lawrence, Jr.",primary,1776.0
7790333,Mark F,Huff,primary,1795.0
6917822,Philip J.,Sobutka,assistant,2684.0
4120114,Clifford D.,Crowder,primary,
D589054,Karen E,Kearney,assistant,2911.0
10805144,Daniel C.,Murray,primary,2443.0
10390467,Tuan T,Dinh,primary,2848.0
7047433,Paul,Yanchus,assistant,2116.0
9173223,Saad A,Waqas,assistant,2468.0
4355405,Benedict V.,Safourek,primary,
10196919,Danielle M.,Christensen,assistant,3745.0
7346230,Matthew C.,Bella,primary,2624.0
7229048,J. Woodrow,Eldred,primary,3641.0
8202633,Gregory,Clark,assistant,1786.0
5119873,Kuang Y.,Lin,primary,
9167007,June,Sison,primary,2443.0
6310607,Regina,Liang,primary,
4591122,David M.,Purol,assistant,
5415971,John S.,Chu,assistant,
6808294,Alan,Gariaso,primary,2875.0
7856255,Keith T,Ferguson,primary,2618.0
8947744,Barbara,Reinier,primary,2672.0
8886685,Shahid,Alam,primary,2162.0
5303451,Chuck Y.,Mah,assistant,
6687823,Gregory,Morse,primary,2134.0
5928528,Bruce,Breneman,primary,
D479939,M. N.,Pandozzi,primary,2913.0
D918236,Jack,Reickel,primary,2914.0
D562266,Selina,Sikder,primary,2912.0
10965195,John K,Kim,primary,2834.0
10290359,Guy J,Lamarre,primary,2112.0
D631464,Jeffrey D,Asch,primary,2916.0
8137570,David,Kaufman,assistant,1713.0
5720683,Roger J.                      ,Schoeppel,primary,
8229645,James,Trammell,primary,3667.0
7387905,Marcos D.,Pizarro,primary,2814.0
4797213,Frank,Spear,primary,
10358756,Jason Y,Ko,primary,1711.0
4056891,Larry I.,Schwartz,assistant,
10419543,William G,"Trost, IV",primary,2442.0
4036078,Leonard,Smith,assistant,
4275287,Elliot A.,Goldberg,primary,
D691881,Derrick,Holland,primary,2912.0
10471624,Nhat Chieu Q,Do,assistant,3724.0
10409834,Ken,Hoang,assistant,2168.0
8782680,Fred,Peng,assistant,2426.0
11328645,Adam R.,Giesy,primary,2694.0
D705100,Antoine D,Davis,primary,2917.0
9586998,Benjamin P,Blumel,primary,1648.0
8840042,Justin,Jonaitis,primary,3752.0
9465903,Helen,Rossoshek,primary,2851.0
10460342,Christopher,Stroud,assistant,3688.0
5049479,Marion E.,McCamish,primary,
8876704,Alireza,Nia,primary,3779.0
9899574,Brook,Kebede,primary,2894.0
9643966,Susanna,Moore,primary,1624.0
4731587,Richard,Roseen,assistant,
10643671,Douglas,King,primary,2824.0
4216421,David,"Smith, Jr.",primary,
9500635,Tarifur,Chowdhury,primary,2886.0
9727312,Toan,Vu,primary,2141.0
5917622,Jon,Henry,primary,
7221247,Evelyn A.,Lester,primary,2873.0
9536472,Fred,Tzeng,primary,2695.0
7896692,Vladimir,Imas,assistant,2839.0
10095686,Sheryl,Holland,assistant,2161.0
PP10827,Howard J.,Locker,primary,
7963280,Gene,Kim,primary,3711.0
9503245,Yemane,Mesfin,primary,2462.0
9712347,Syed,Haider,primary,2633.0
6724335,Jean,Jeanglaude,primary,2819.0
5943078,Valerie,Lund,primary,
D705776,Barbara,Fox,primary,2911.0
8184751,David C.,Payne,primary,2611.0
4415640,Roland E.,"Martin, Jr.",primary,
6120451,Ali M.,Imam,assistant,
8636901,Terry,Cecil,primary,1778.0
6481082,David P.,Bryant,primary,3726.0
8209308,Aleksandr,Kerzhner,primary,2162.0
D596867,Mimosa,De,primary,2913.0
4761787,Leon,"Scott, Jr.",primary,
6138922,Dinh Q.,Nguyen,assistant,
D791868,Manpreet,Matharu,primary,2922.0
8723450,David H,Vu,primary,2844.0
7138224,Geraldine,Letscher,primary,1752.0
10608565,Thomas K,Quigley,assistant,2831.0
D637946,Melody N,Brown,primary,2917.0
9282572,Charles,Appiah,primary,2641.0
10977531,Douglas Q,Tran,primary,2672.0
D932711,Michael A.,Pratt,primary,2914.0
3936893,Casmir A.,Nunberg,primary,
10916222,Andrew,Sasinowski,primary,2625.0
8471523,Drew A,Dunn,primary,2859.0
11360661,Seung Woon,Jung,assistant,2144.0
10141293,William,Coleman,primary,2823.0
9413603,Ranodhi,Serrao,primary,2444.0
10498569,Emmanuel,Bayard,primary,2633.0
5136746,Paul T.,Sewell,primary,
