paper,author,affiliation1
2071209849,2550026030,55302922
1024430320,2063319851,1287163989
2912180257,2896677487,108468826
2907722113,2094372790,103163165
2414549722,2414217440,173915773
2080059586,2120822619,1285739803
2028741093,2505778934,76130692
1992842939,2672257969,180857899
1781288752,2691101317,95457486
2784660679,2582504160,2800872281
1964957373,2641405847,74801974
2055815361,2690783376,116953780
2804151651,2119789673,2799765794
1809485569,2043017700,1290206253
2609567109,2168582018,168893459
2891831206,1546252213,118019719
2096701191,2242110871,201448701
1925631940,2019753807,928478419
1994823204,2472897647,135598925
1988178410,2112171907,922474255
2522578146,2460371519,241749
2037961182,2233206836,95674353
2030766393,2549684257,4654613
1134257577,2000901091,161318765
2095426243,2098383780,79817857
2106295733,2528255890,137902535
107136855,2477533984,34155123
2768015281,2239871894,243754102
2399276582,2562676948,173632517
2887139379,2284209960,110200422
2806817366,2417810742,32971472
2391079634,2352624470,50632499
2043889054,2141866623,76214153
2471681522,2229276554,889804353
2006752780,2095151482,173911158
1547660379,1573700237,32597200
2002748238,2718562668,45571689
2511846522,2635320825,17974374
1997845043,2167855335,36909309
2038319089,2518207876,123387679
2517069648,2192913619,44504214
2899258724,2898898671,95793202
2074798594,2124597762,92446798
2044978630,2468456945,99542240
2094285725,270253163,184942183
2140706137,2188564296,196375840
2325527091,1670373714,150744194
2231755997,1580142411,20581793
2380406108,2320779394,204983213
2135770920,603720600,130701444
2802137988,2672928351,132053463
1963954892,2635079403,149704539
2902581728,2142857741,126158947
2108041882,2222016486,193775966
2766881809,2111874846,139264467
2775795482,2771542998,135310074
2281940541,2273517276,889804353
2030825168,2421360643,143804889
2053649130,2577052690,102502594
2350579418,2366209385,110640572
1754859442,2080222401,31512782
980522017,2225373189,16269868
2779794574,2550226287,173911158
2560801665,2631789754,82880672
2388463867,2349814423,55712492
2114104395,2215532325,75951250
1990802957,2107892848,7597260
2224086843,2047728649,1292875679
2018714735,2049689153,157536573
2041656974,1890683137,22299242
2090948920,2645083847,1288882113
1848921684,1985429806,210824098
2104259469,1824595170,2800315037
2129540416,2282909402,1341412227
2117346447,2096139305,52590639
2463178196,2245481391,1293612202
1525253519,2052491840,205783295
2001042274,2151999252,185261750
1526294998,2223761794,31419693
2302485320,2027743393,33858575
2262182739,1994163341,1306287861
2509241002,2034809006,60053951
2469785062,2603491760,132735039
2322322647,2143481655,59130452
2802604983,2691946122,25846049
1980887204,2469457285,904495901
1517375735,2614347922,126307644
2054270648,2188053195,146399215
2808587155,2140379218,68106152
2124116409,2701949389,1288882113
1994436539,1666979450,686019
2886642223,2567102565,43406934
2087052814,2659956962,881766915
2319497062,2155627637,111277659
1893287952,2171270504,73613424
2084950219,2706129048,197323543
1500309333,2633332128,8204097
1985955306,2303502870,1289243028
2072262405,1990482214,153515283
1956277107,2097945917,1333370159
2043384084,2022264171,1314466530
1994304299,2415135186,1322918889
2001752646,2026087866,97429440
2135971452,2159615797,1314251682
1761718855,2399708188,16076960
1996452397,2791771759,8692664
2921047542,2115071848,1281400175
2037912544,2693550846,1306686416
2043108119,2328394637,91357014
2141974683,2135888025,133836048
1976465127,2479537900,43777268
2014754058,2123004012,173304897
2885275658,2885827595,84339108
2338022319,1994216704,2802445252
2747747761,2443983100,200719446
2618266866,2893582462,36373038
2531860348,2865405156,210824098
1976501861,2415593627,154425047
2272735108,2135784826,31746571
1984099000,2662497480,143413998
2496973273,2248444237,18167132
2719629256,169575991,27837315
1975968291,2669134858,79619799
2239113097,2255045801,125077922
2356460454,2371194640,25757504
2542272597,2305182267,51235708
1986238452,2309547877,204823248
2396293512,2822344436,2250650973
1983328660,2308162925,101479585
2280313284,2527782080,1290206253
2073639258,2106215461,170897317
2110374314,2309945935,74973139
2889929442,2570093303,65081225
2331595503,197355457,200777214
1043263621,566256364,151809719
2738357181,2738566348,119454577
2401634510,2144513577,33976269
1999426693,2173306426,32625721
2749797720,1588728493,2898391981
2758057669,2307662784,219193219
2114443641,1988781431,121934306
1966096459,2294007377,1299303238
1502765528,2226956667,1306339040
1909397398,2225825470,28490864
2244022754,2246954655,121171242
1960296249,2035506039,2250650973
2017239109,2122836411,111979921
2019608331,2111936831,74801974
2419428768,678846952,149899117
1510357279,2678836039,180670191
2236434600,1266239125,17647740
2020946779,2144350404,135598925
2013539903,2233170935,141596103
1564074881,2149196046,33976269
2789144209,2782465663,51923648
1536647348,2702616973,46247651
126349555,2144645222,99041443
2321891295,2565005585,2800041687
2144894830,2170147998,165690674
2054362980,2166038744,201324441
20063291,1493750861,97018004
2757391295,2760500771,181547552
2076547070,1948333777,197065826
2073885034,2881634875,1294671590
2131449148,1242644160,114027177
87607863,2293766112,126596746
1591329615,2261764957,177065122
2080414220,2498473925,1285764155
2560779797,2551775825,19820366
2168594680,2263958107,101479585
2146442394,2128977524,241749
142354901,2921287477,8087733
1858062028,2565522054,52119777
2219868882,2582384481,66217453
2131087132,2018031140,121797337
2021389111,1971086337,100066346
2111482431,2427537895,72375662
2217244297,2092360306,72951846
2061443367,2630179828,121748325
2029658857,2238075354,96673099
2515701269,2043033540,35440088
1592056812,2345302844,130217899
2167137262,2678636431,90610280
2034414938,2584838731,1330342723
2014753504,2121694712,126131087
2029599626,1474881276,122991210
2040925542,1775552486,184558857
2031466321,2689407947,161346416
2172467341,2484426635,206895457
2398075131,206138546,99484792
2616544231,1980148471,16391192
2252645083,1290260953,131736796
2035689694,2302609556,204465549
2142240641,2128806234,204823248
2030341714,2131017499,177483745
2164893786,1978937463,102064193
1983346387,2300581475,170897317
2626530942,2264633533,94951947
1760940510,1974596905,1306686416
2189275320,2223454930,111979921
2094762281,2726230379,137902535
263630823,2167972884,149530613
2800222225,2799273004,28022161
1980893711,2166384644,130238516
2167801019,2123229192,165522056
2738973808,2166971904,80543232
2748376953,2308713758,177877127
2018924163,2090340490,1319063186
1965430659,2583120657,136199984
1967309132,2140248505,74801974
2585531895,2170975607,1283155146
1990300529,2652987649,153473198
2137411134,2421335376,87445476
2136494663,1089043242,138211613
2904804803,2041073908,200719446
2082107497,1543553237,180923762
2081826651,2142075584,139264467
1987836081,2520027992,95457486
34954573,2463879206,68890622
1594378912,2054900306,111979921
2767395331,2233840261,5124864
2372594943,2356354355,91935597
2508036702,2019346361,927257375
2489581931,2121070510,898379201
1488389756,2301172908,1292974536
2101270344,2128593779,27837315
2605899928,280223487,185163786
2140188306,2651455789,24185976
2900108051,2556273900,97699614
2053954543,2156979551,223822909
2159300702,2527697429,181414168
2518719241,2135700388,97018004
780992320,2142693302,4654613
2889026023,1909143461,16391192
2096181170,2012622422,2803209242
2018402338,2171449029,93860229
2013696435,2776238309,170201317
2726902450,2724382068,191240316
2216472220,2088342831,1340210623
2516098345,2666643503,177877127
2145203657,2138619506,46247651
2776984992,2779603068,106938459
2153871298,2799623223,33213144
2062266045,2653333020,32699454
1480764659,2161248244,94234084
1980197271,2128367578,55769427
2152327737,2147716923,66946132
2897973715,2896304464,168337820
2620212589,2020173379,1286704778
1569353491,2171893660,1341412227
2257087692,2241086705,2818286
1969054435,2121263267,134820265
2184236300,2183503106,1286959531
2104427809,161637196,70983195
2158016443,2422385145,165143802
2766029826,2699142218,82497590
2895318208,2757291774,119939603
2834248954,2866979282,111979921
2146894638,2138242203,188538660
2340532746,2680188241,154903789
2515533255,1632888954,20089843
2907192372,2226044479,180923762
2064128847,2622698672,1308126019
137904327,2115918939,110378019
1972837782,2698548090,1280339224
1606673580,2343923087,59376991
1900054469,2311821629,86713406
2142246572,2709988349,2799357603
2094930318,2702120514,1310053265
2091190413,2235133112,114112103
2140119907,2153069270,177639307
1974979201,2165985810,130828816
2801027933,2592566232,1516879
2319476491,2140822958,127036137
2076264897,2486477304,172081054
2279170457,2093278785,70745867
2013032136,2723544354,19820366
2545483757,2671986959,125934054
2529300507,2799253099,8961855
2143789275,1936816997,170201317
2121333134,1286490280,188891513
1982899401,2550181091,70546738
2070645131,2098273531,47251452
2077815395,2579412820,1283280774
2073102371,2124195557,11662577
2510707187,2510718045,2803095903
2021335158,2484540360,162868743
2362285112,2351338695,10535382
647216030,2727163586,8961855
2560331165,2003613464,151201029
2052287844,2634280487,86501945
2072128554,2144536171,188538660
2222166993,2227364555,11855966
1972864889,2320320646,165779595
2017806178,2050512556,162577319
2793326099,2793267519,129902397
2138314632,2147260326,157773358
1604917493,2573445927,34846522
2044528499,1664365052,177909021
2015637752,635226399,142263535
1989546078,1501557388,165143802
2520374008,2235751935,67348948
2565582449,1818810546,119439378
2047662913,2325442493,1311060795
1584306818,1989118763,22299242
2728123712,2145079375,185261750
2064621361,1398582413,204337017
2031713694,2558853467,1315708478
2562726392,2018476824,1174212
2565552365,2571099139,103775301
2734400794,337552699,162577319
2028596975,2308953921,1299303238
2621145113,2461037450,86501945
2895181808,2894867392,32389192
2060782543,2421855433,1327163397
2240720565,2566198628,2252096349
2616123198,2641022751,92403157
2080571142,2120700963,12789410
2080175506,2315856075,1334819555
2053649506,266641113,30771326
2028484427,87019460,1330165540
2513951589,2439987928,95457486
2399398737,2408618272,139179871
2014351071,2784329771,159385669
2074053297,2524248412,127036137
2736982900,2737042064,170201317
2890569433,2434542288,83519826
2000618560,2025275636,86519309
2510781654,1392921959,161318765
1601231784,2699934547,2613432
1975741564,2293724901,19820366
1601586118,2103992575,199691007
2611485720,2162326052,1311688040
2265083592,2116794883,1312222531
2059721447,2126410970,67581229
2897499870,2808865922,191420491
2002614913,2628102528,24768866
1968834321,2173926120,70983195
2381716027,2362313669,38706770
2908078487,2159195804,149899117
2096392035,2569559408,15057530
2134736873,2527425714,2801875870
2245889534,2264693805,1320697193
2745266119,2225731645,148366613
1965272398,2132886692,15723765
1993820220,2687540838,172081054
265109316,2642270814,149899117
2010379205,2114331755,131835042
1964124100,1988652335,9360294
2172108581,2190286668,1314251682
1979919608,2261788337,204823248
2145166645,1970404358,1290603121
1986677236,1500483316,134820265
2122040531,2722272106,1289490764
2024864508,2631978652,904495901
2418839083,2120619502,21165434
2045449764,2238561979,59553526
2036552436,2118273480,4104125
1991654862,2245356677,73613424
1996067930,2323881846,184834183
1605194609,2114050891,20581793
2011703308,1939986605,75951250
2107551895,324798937,177200774
2719560204,660366597,118564535
2181198026,2521239542,111088046
1984112535,2616662264,1288880153
1806101150,667372884,65143321
2032265348,2690298014,2801047068
2600509043,2600878582,63135867
2891658200,2229411322,111979921
1994461641,2141173825,40120149
2165663729,2129793802,2250650973
2023289486,2662576350,118564535
2194695809,2076848453,71395657
2022118060,2697830687,91712215
299327758,2222256538,1332737386
1955547495,2213173406,184895075
1987729499,2134259996,219193219
2155237417,2571779147,126744593
2791049193,2791263761,79510175
2168193498,2481032206,135598925
2054474792,3082292,27837315
2141990638,1984665675,173304897
2414884755,2249262637,142093473
2011077394,2000410959,867280407
2162625777,2664659889,138689650
2883946247,2884602256,40120149
2142574604,2419002402,103163165
2744171119,2529803828,96779614
2157097002,1888412484,165560825
2266642576,2156950880,48965889
2772391661,2904603852,134820265
2897497254,2897013564,25254941
2378148404,2372058016,37461747
2064982354,2105995458,155781252
1964706813,2297994894,110378019
1602595650,2097388833,163698344
2507592681,2670158300,2801129757
2913561184,2799765166,197869895
2788025660,1927308093,132735039
2156430547,2033025644,1306287861
2259402629,2863158928,1305429183
1997035556,2008472224,70931966
2140661906,241923299,35961687
2684676686,2027808439,145286018
2093259658,2342706927,197604219
2086155832,2443056100,17974374
1976697454,1988877142,80693520
2082404312,2497528306,159385669
2606866468,2729385307,234019344
2610791545,2159358699,177725633
2110379082,2572843133,89440247
2089907350,2177106156,8204097
2040825967,2538855170,76130692
1920446623,2133243694,1325784139
2073788827,2142266787,112524849
2582379768,2633141290,868834043
2053672530,1943087613,1516879
2191083345,2888542793,118517470
2091458087,2052746290,7923278
2023097390,2105464209,114027177
2783353140,2436213802,1341412227
2116223528,2109720149,28006308
2011081738,1967524813,71052956
2279104661,2277746919,146399215
2130208969,85840019,127110123
2528989925,2550037137,1516879
2028926869,2708805760,114090438
2140532436,2097450695,181391015
1984164072,2060127488,151583259
2040911024,2113612474,5023651
2805860998,2472132601,59781447
2049025915,2500547750,151727225
2247481891,2211102779,1324840837
1958665737,1613052697,4432739
2442256680,2498932453,131249849
1593390454,2094143440,51556381
2079134303,1988504618,130828816
1963653384,2682815572,4655291
2036094264,2868491137,123431417
2059534095,2285413333,114090438
2016770764,1531628126,189158943
2390556198,2384900028,151727225
2024411440,2109453366,57085157
2891299300,2578842546,88060688
2509789102,2535165376,200719446
2915746566,2238568262,205349734
2916182250,2140495619,157674565
2003336776,2148565888,376102
2057368589,240837540,51826884
2545206246,2157472678,74801974
2118060850,2224796454,185443292
2043341955,2413130094,1334329717
2379536271,2362917750,80947539
1989512786,2111223427,52325
2296698911,2158578835,149213910
2031754505,2233864195,73613424
2118547922,2166173996,205490536
2048103698,1974365670,25399158
2180587613,2133496998,100621029
2037876178,2006696304,138801177
2921564221,2790325411,88694374
1920666901,2012973115,70931966
2734815373,2464601583,12079687
2343065190,2130884545,134820265
2116152062,2151813768,27837315
2587844140,300722896,142617266
2231247968,2027020381,1283473643
2231659194,2253526120,1325886976
2061178494,2484062721,39422238
1975576594,2096312318,165441096
2791612898,2077396010,25217355
2885082621,2587537159,52357470
1972991489,2497850289,1281704429
2570393990,2661472971,153976015
2883666513,2884004481,158842170
2789567234,1964662355,2802905097
2089985957,2170746027,204778367
2595082881,2152897910,163753206
2026019831,2132344537,154864474
594808133,2296347149,106994412
1608292937,2687882550,170215575
2420617128,2433259410,139858224
2073536459,2060706854,4101805
2740561397,2140739809,1287163989
2008410362,2645397947,192454743
1975656026,123162959,152518017
1966881575,2594043391,190082696
2073550476,2621321658,24768866
2883123181,2328637606,6289922
1983907187,1825246976,140744787
2059974928,2025880202,124128386
2514570068,2643603068,2799391451
2748448865,2142913207,52099693
2605203575,2158298771,6332465
2131582885,2249396329,190249584
2073324450,2383693606,75955062
2348710543,2681139232,119045251
2037412081,2691863595,24354313
2739406793,2738850233,125749732
2043504103,2664771346,153297377
2768082064,2554883990,15766117
1948974033,2821875378,25222733
2102236199,2712211107,95793202
2160457691,1913244284,71395657
2611179674,2838556060,1332737386
1984237057,2103242183,1295876152
2224962912,2153249850,912968477
1543866348,2156854983,82002896
2586755530,2635825530,185492890
2027172936,2492548789,74775410
2031458236,2665154364,193662353
2891091919,2260122628,146655781
2092920537,2666808886,1516879
2066062539,2499363951,10052268
2017569033,2091557162,113306721
2001477424,2567832911,889458895
2220798228,2222484589,127336678
2243899975,2200490605,67348948
2261356283,2157282204,16391192
2811406750,2632187841,76130692
2089824374,2478274401,25112270
1990453715,2103517714,1293723497
2094195777,2777283781,4654613
2631943783,335407758,16568816
2419252175,2397655640,1283382300
2906094657,2906069338,28407311
2056734164,2676901235,12449238
2753110003,1038993445,74680897
2048031476,2324449811,16733864
2077588719,1995545965,5023651
2020560168,2630621916,8087733
2060019189,2097836781,142606810
2905665250,2906140949,41458283
2083707526,2089211975,36258959
2059998775,2139603343,16733864
2154987831,2600013333,140172145
2089822728,2228388216,76835614
2467558968,2718634974,4665924
1973778278,427345139,874386039
2096130107,2015965097,28407311
2038726747,2028536051,133731052
2037359287,2582521212,204337017
2088146068,2583619372,130769515
2121108047,2111540795,185443292
2910907879,2659864679,1282879092
2007534155,2048330381,111979921
1752458984,2707599854,129774422
1982664977,2587442196,163770644
2519387800,2305797335,119916105
1987289787,2515646334,149704539
803866330,2711549347,119454577
2164408291,2147326331,172675005
2050995996,2165291284,913971997
1553564853,2859025439,142262071
1502617835,2139211479,63190737
2068188969,2427828627,193159307
1588606978,1974122748,33501960
2895559316,2127439622,1299528221
214870258,803593301,150569930
2169505088,2109873376,110200422
2301373251,2311639060,165143802
2736236129,2483332196,179904914
2003517450,2162043295,22299242
2061833269,2642196680,910166787
2082178498,2516888937,103163165
2605432820,1994369063,174458059
2073458297,2317812127,163770644
2787935281,2789173144,83519826
2066466863,2702665721,185261750
2085527331,2688718593,197869895
2045035727,1165170424,25399158
2373969943,2380390139,96908189
2107963491,2159604379,11983389
2361484610,2695866380,36399199
2388255595,2370006554,92178344
2360864366,2658524290,176808543
2607009024,2425143533,84248293
769594650,2303801755,90149893
2170471612,1276227440,16391192
2006396146,2118125707,130217899
2199640751,2324673630,99065089
2057625370,2071276718,37461747
2337178485,2487470262,32597200
2383483104,2363496227,176808543
1992833308,2698539096,65081225
2896565805,2895926629,139759216
2560463266,2527181188,183067930
2247371952,2478514841,183067930
2114517973,2010348760,205349734
2149776844,2180735181,7882870
2803689375,2337255851,2802534033
1998013773,2156045116,203339264
2606003518,2672622821,76130692
1954452101,2917357392,1648549
2007095144,2162154167,881427289
2605580778,2047534722,298625061
1998264816,2640396363,1330342723
2585167642,2146891207,68947357
251237462,2564954272,1329325741
2145380525,328363854,145311948
1537891187,67108472,73142707
2034796065,2633781710,37461747
1998472294,2632501602,893812157
1988474095,2682634291,143302722
2005702856,2175411397,133836048
2163826730,2652058905,18452120
2098901409,2168279622,74680897
1972467392,2144632134,192455969
2071029001,1216946715,12449238
2788305569,2594029862,70764802
2285239038,2284065168,1315689304
2060701993,2024597091,193662353
2152586907,2007942930,17974374
2171213735,2224029743,141945490
2147702922,2298934070,26415053
2248315479,2263826011,1340800938
2544732979,2310639543,117197279
2470043852,2783254804,91807558
2784018934,2326163189,1280527723
29963975,2598364230,39804081
2322075920,2617094060,205349734
2109013048,2084113412,79510175
2916975600,2917046661,2801172547
2121058640,47607600,149899117
2202875861,2283762013,686019
2595785742,2593637821,75421653
2044524518,2049176148,184942183
2619051600,2666522239,16609230
2577601431,2119947637,75027704
2913314591,2654444545,92961808
1969502281,2242392815,180437899
2352018975,2714197338,52180223
1990741209,2242906777,178232147
2896156775,2897678988,45129253
2347515003,2379988183,134687103
2791498085,2204564618,21449261
2153869619,120405888,6585545
2573448373,2592456944,39854257
2094981920,2415793465,219193219
2249752531,2240906019,1306287861
2028774517,2833148085,1294671590
2792737195,1710228449,2802913842
2598839252,2600742590,2799532815
2005830053,1976703133,133529467
2421560045,2674562488,87111246
2117547808,2273117927,189513530
2008578579,2487327384,12449238
2104834838,2162162732,59722631
2083455346,2676883624,106165777
2536335210,2662167596,2801290373
1995195145,46089789,9360294
2152832685,2488787806,130238516
1889758410,2088607832,197907453
2090665329,2514538543,165951966
2118062306,2247070226,79576946
2376910487,2680412861,37987034
2808803994,2345378816,24402780
2766904746,2672704753,61057504
2124879784,2557862521,65837984
2133651803,1970489096,1343052199
1990039194,2156033284,135237710
1987529154,2106799638,159176309
1501545327,2234359630,130194489
2004141560,2106994476,2802070489
2898914179,2898716076,133879957
2508376086,2709197856,149851306
1999733769,1159562565,179059509
1131672095,2120243259,193775966
93860897,1956145032,27837315
2735357561,2387778979,92446798
2086520383,355374657,1313323035
2007057961,1994918398,79576946
2071707634,1985581886,188884621
2194197188,2806179111,19820366
2556147914,2202421218,102134673
1981021218,2037740833,102064193
2400996289,2190166865,254181534
2883028979,2023557322,154130895
2126486918,2297822014,1299303238
2088456249,2174818973,1283582996
2050953372,2501302685,139264467
2558806395,2437529495,147280213
2098203176,2218233570,125749732
2883415027,2318454521,189158943
2354193211,2684144572,150807315
1532004841,2160735695,153718931
2527578409,2154708600,119336515
2355216068,2686332139,12912129
1751552145,59294501,117197279
1967608235,13670583,184942183
1977870815,2629738069,192389796
2279942000,2434261031,180140025
2891448606,1981161964,116083870
2089794556,2121972762,170203145
2576001104,2033218439,119004910
2914743478,2678107762,26999989
2115331416,2262307987,110200422
1967067846,2154069417,148283060
2029748677,2495936963,59028903
2072026135,2193152714,188068037
2516160083,2513510583,25846049
2736793868,2738008880,152736303
1581821520,2172399546,2800235667
1876216503,2662882547,2801283468
2359649054,2347511601,12912129
1841221252,2225385491,9217761
2338484609,334584765,131729948
2073945693,2097387788,68956291
2047316261,2639444934,194019607
2132172019,2148470684,19820366
1564548452,2708108712,151281966
2045362212,131050974,1286704778
2053902290,1950262407,84884186
2323104346,2154762047,111236770
1604886738,2530059203,46433404
1984409484,2245494789,94722563
2601273635,2601182385,2799807786
1976987687,2306580903,25790992
2013250032,159414459,98677209
1981620023,2185427671,41725924
2899371987,2900902615,277688954
2252313004,1172459658,13955877
2057551978,1981669575,926574661
2781769031,2202101036,69552723
2073317729,2277759726,161103922
2751959305,2588459312,25217355
2133152869,2223162018,2800363604
2062704391,2001915517,24603500
2527315827,2521581939,1294671590
2124557632,2106825702,4921948
2286208205,2120442942,16835326
2078826614,110264710,161318765
1965360552,1973219475,79765343
2769989042,2770907044,142108993
2258708825,2297182897,138285227
2099838183,2087290527,205274468
40610191,1496491609,24571045
2002810992,2702179695,172787465
1459640806,2047691089,98285908
1181994231,2175966084,203951103
1712865685,2060322039,187531555
2514894313,2515277170,154526488
2092556469,2518984872,17974374
2010821547,2230413254,100930933
1517130622,2288117983,1332737386
2557921982,2567161744,1335486098
2123892936,2128330328,82767444
2022606500,2250801912,35928602
2772706414,2623125315,145894827
2255619389,2676880221,162868743
2169222326,2686017154,190397597
2062042052,2311355184,7597260
2091927241,2488075575,183067930
2070181579,2177715791,95457486
2107224792,2134686646,1293612202
1534419228,2112811235,242743682
1964758785,2014220208,1320320070
2167998440,2031517214,1292894508
2096377782,2700575988,166337079
2024638116,2576379065,1335113835
2056006710,351911817,138801177
2406823515,2231175332,40347166
1753826462,2141775585,97565354
2019170590,2419745658,129862065
1989283984,2058489524,27837315
2139833940,115506520,142444530
2727782428,2114456324,91656880
2033771099,2306852122,150264550
2382576548,2437160664,108904480
2059768440,2246483733,61641377
1881720761,2614387043,76214153
2144849437,2517852342,190082696
2093850163,2167045511,27804330
2602692636,2304359796,157773358
2141476133,2053423764,75917431
2238873698,1908609144,21370196
2047520675,1941528519,74973139
55417686,2160051280,1283473643
2600398157,2860326049,58956616
1982636140,1938157516,177328695
2141026359,2021201573,1288214837
1484859300,2570741495,127108963
2889194838,1968010572,39343248
2075382507,2312042220,927504317
1986254813,2101413968,19820366
2027606355,2074123015,2252096349
2017971915,2120406415,95457486
2088452698,2915259514,189442560
196444131,2463556228,1319063186
2920813567,2922447508,133836048
174706760,1899814890,33213144
2090452292,2572789149,878065381
2063759966,2003000672,1292966370
2740318102,2511067913,183918463
2082560311,2103544937,28407311
2295154243,2103747407,157485424
2894646110,2894670846,58200834
2409464757,2483268203,183935753
2217209862,2516287357,225946613
2596492049,2672257983,63634437
1979327168,2683355099,161548249
2000777137,2797834507,111979921
2433520325,2304557397,205349734
2341845003,2692683206,145459687
2159390467,2151860405,52119777
2262893741,2637451928,91656880
2424453843,2619185225,138006243
2093512365,1691464531,192619145
2081863955,228497247,78650965
2164657402,2680037866,154526488
2053550569,2567339036,61565387
2140736107,2161358337,84653119
2126599452,2120827356,6059380
2406610462,191436314,1325886976
1868159669,2903010899,96673099
1985258866,2567230498,91045830
2263471604,2598342692,1322144052
2783374681,2782915542,36234482
2766281296,2566593191,55732556
2067975042,2122411619,159601577
2105950691,2034419647,86609021
2336255152,2624978288,63966007
1987377327,2149791519,40120149
2138331440,2760822179,108109523
2038688009,2296970359,170897317
1995613279,2800777507,96323854
2004317908,2485270686,168824072
2182190097,2188530527,45230691
2891581079,2128601169,189158943
2168012657,2121225402,4124607
2326683441,2021179710,74801974
2790798573,2052210829,28166907
1860413901,2481579676,44260953
2094068734,2336513691,152144257
2795551043,2796064189,157773358
2896444910,2157989674,104338594
2008331391,2143257312,154099455
2624212829,929493955,170897317
90954374,2598891807,889804353
2042607885,2155318740,47996466
2075636013,2160801988,27837315
2810127785,2811210239,139759216
2794168543,2176651031,167494164
2048777571,1481118809,129774422
2577522007,2576597148,88060688
1839750055,2435968365,118019719
2055864059,2421072984,1174212
2909506669,2777933103,40120149
2034338282,2256196791,79576946
2057081140,2364100188,1292966370
2341915082,2337586716,8991828
585732174,2497355059,2738502077
1967451590,2131408791,162608824
2100668740,1446241188,2800235667
1567268169,2578775339,40347166
1524389538,2780007334,102149020
361475949,2157887349,323187542
2231713045,2576666672,1291425158
1996051096,2309837146,83019370
2177395138,2303622594,2802934949
2041692631,2666472138,110440473
1979214629,2637991052,204743663
1982459376,2786541443,104914703
2750137378,2608879698,82002896
2009492530,2616784716,145311948
2116554130,1963550713,115752224
1985446227,2507484691,56934997
2394820017,2163955768,90267481
1587321086,2808964963,110630785
2437824740,2159374500,145311948
2033779255,2425969284,1174212
2582886805,2141103230,205640436
1975971791,2700097429,47508984
1996216888,2166622172,145311948
2262796756,2697428576,9916479
2080718997,2572652201,62916508
2149803094,481432239,887968799
2311196812,2136317680,63162264
2398186587,2106874317,168719708
2035502595,2307657031,180726961
2132636601,2228949564,10654025
2131717118,2681677964,2801759359
2252438770,2398052804,126231945
2295538959,2342833230,65181880
2034979817,2516586988,35928602
332097773,2434943590,162838928
2061047141,2477688107,192454743
2070518775,2155655164,45438204
2316926438,2103930564,180857899
2178236910,2481308515,91045830
2008656961,2171576126,98285908
1506141753,2152761906,8692664
2387861852,2679576712,88830068
2223038065,2099648256,118136607
2801300828,2399987990,33213144
2810330209,2534129256,154851008
2301408850,2721774697,177725633
1489788391,2142363298,1648549
2810088636,2811089817,31459862
2755255902,20389548,227586296
2560069536,1964105491,169521973
2811155914,2522386767,45084792
2164345271,2900055360,92156820
2138610141,2238795682,157773358
2163467182,2143391267,142108993
2013814287,2121000528,37461747
1994393091,273273107,204465549
2792774540,2505683167,19820366
48428566,2645092791,2803209242
2016669613,2097085283,24185976
2068127742,2676018148,2801607793
2131938568,2400684903,184999862
2006040907,7472852,185103710
1121772533,2600543753,126744593
2055103228,2270213958,135140700
2794150731,2695838170,114017466
1990630055,235292682,1321296531
2053567347,2568179052,43439940
2141137976,1465095394,1289437631
2321977787,2620405617,133557312
2087236722,2106996955,197323543
2515471854,2347040642,1300825427
2473781006,2693570322,143593769
2143102150,2222365924,139660479
987258302,2144239419,2252096349
2884586559,2280741138,8961855
2547323119,2120593228,1334819555
82057288,2663409611,195460627
1975151760,2146157041,99464096
1983609820,389682987,157725225
1651567942,2283650355,83019370
2013234090,2476936142,2800150677
2104754909,1717278371,52357470
1576389916,2125142947,165779595
2166943674,2075548059,99861883
2405734503,2137321213,900890020
1978475575,2140926512,49332381
2139932625,2717528167,910449316
2067476206,2509994566,865419266
2792161262,2161247067,184942183
2185064731,229204949,926574661
2317261855,2110805552,15766117
2044801456,2476098361,1331384533
2746078265,2747133523,220619192
2809929076,2053277790,97018004
2011338702,434940674,63098007
58369440,1892504168,79576946
2253355125,1982412093,39661318
2029020972,1898552185,170201317
2092785474,2763472696,84218800
2765429918,2765541396,129975664
1964803911,2109420038,203951103
2784481960,2104504441,60134161
2041153452,2674552714,110079840
2115010045,2100520029,74801974
2261991546,2253486665,1336307698
1999968823,2678862501,1285764155
2394070850,2705257199,182386381
2568589356,2097168292,205783295
1971777443,334831249,112862951
2802417058,2158281368,150744194
2123404279,706250626,84218800
2129185713,370084899,162827531
2806194931,740349683,200777214
1547313776,2224076689,2802194831
2143419708,2105335104,47720641
2090719907,2686981612,135310074
2523498491,2521993543,2799932517
2051094860,2596967058,5023651
2751184299,1172853566,165143802
2052420092,2601977573,889610223
2519692175,2136152613,19820366
2059413061,2163491858,1295121038
2054151270,2781385043,99464096
2127542086,2231465083,204983213
1521251312,1939180155,2898391981
2568943801,2541502582,141945490
2917916952,2142304111,913958620
1968898492,2578333465,1313323035
2008998993,2517849023,205783295
2073393242,2101186541,1316535847
2070666453,2473183457,42405503
2124127721,2697730390,28166907
2082596735,2430014377,76259142
2463824249,2066145991,2801463291
317730348,2139155194,157485424
1995369987,2139679909,106165777
2294562574,2208010360,52158045
2414614359,1944502287,118347220
1924495183,2172172361,24027795
2337485820,2115198724,180923762
2151757750,387198763,183935753
2272735991,2601513964,255141171
2007123750,2105138168,168635309
