paper,author,affiliation1
1550286844,2084862563,181369854
2034379658,2100882500,1330536542
2159978247,2594732300,1330342723
2793198374,2789887377,899646
2253295774,2140459850,1332737386
2163485272,2154582154,28407311
10467447,1993423471,216852786
1985210069,1992630709,133731052
2339523903,2151989399,200719446
2809079346,2771521474,887064364
2889326000,2513200611,107639228
2037582232,1912286679,913958620
2770647286,1544350178,7882870
2072489181,156919618,74656192
1970655739,2577210967,103320735
2083376850,1989479506,162714631
2604312066,2598509164,31512782
2408708658,130208659,76806599
2558811573,1985941622,137381566
1770643064,2468049060,92446798
2799777847,2800214841,168719708
1823501516,2565163227,1290206253
2588106711,2400008632,65837984
2010580813,2598924051,2802194831
2374560063,2139171072,206961696
2135859066,2014595853,170897317
2068315016,2168454462,35046152
2008958007,2136249818,139924743
1859427385,123990697,129801699
2511396515,2123552613,21370196
2288061674,2497273513,167576493
2277922605,2278020424,185507118
1963601849,2670698267,159948400
2200886345,270368977,27897274
2029091383,1912562030,123791789
2382166330,2440663539,180726961
2318190615,2172974023,180670191
2021901922,2779859388,1299303238
2180047772,2153218279,168537998
2032048120,2115977688,169521973
1876896292,2163624790,200362191
2227302936,1907728004,136199984
2008012922,2270972707,4576418
1971470301,2164715145,891521709
2017128317,1821188789,18860807
2124351576,2553713627,126345244
2143576515,2174598469,161318765
2806120595,2424205024,194450716
2084402252,2701750244,7597260
1995284883,2128443729,82497590
2575114452,2575625950,94658018
2035607675,2651579900,76835614
2021440293,2508489250,1288882113
2131221314,2431668125,170201317
2267593386,726651337,29607241
1952455747,2144748527,33501960
2022309277,2130992562,129604602
1966380486,2155933805,1282311441
2511640951,277874468,47508984
2118083014,2040150803,47508984
2067401743,2097239364,20382870
2048566225,2796983451,1294671590
2333138066,2680929097,23075662
2734991739,2736248365,154099455
2050177924,2298064222,92403157
2072855533,2103743224,56019348
2537865271,2222074518,74796645
1974654048,2110251263,155660961
1172144174,2154413445,43879129
1988043150,2691546227,204983213
1489528597,2696164189,172980758
2813939085,65399083,118564535
1886979042,2636799271,76903346
2066093575,703316690,181391015
1968771981,2239765172,55732556
2066199804,2116005595,39660569
2805956893,2570460429,141945490
1544119990,330238109,186246823
1982317345,2178093297,193662353
2591559841,2687070209,139660479
48180058,2103438344,1322669654
2288443673,2162148795,191208505
2119867124,2576992787,109147379
2178028661,2007239894,54459138
2122646823,2116537471,1338030516
2554257584,2549146708,131141727
2020185982,2169604158,136199984
2770485164,2770346432,72090969
2603641662,2597605227,885383172
2518615293,2059154105,201537933
2066423102,2568682973,130238516
2186936731,2714535661,20231570
2100268116,2089412672,204730241
2284930606,2645353304,5388228
2154965781,1217249554,121934306
1998795604,1002243223,66946132
2059234403,1729166550,110525433
2011398902,2538002471,2801887358
1987078268,2747852811,16097986
2160269841,1999823600,130291710
2404775250,2406358266,165102784
2507473603,2664469448,150229711
2211337144,2201283698,82514191
1668000870,2229632312,130189395
1553691623,2158242387,192513696
2244421619,2304739852,99484792
2161681662,2121833758,921990950
2133770158,2033476864,223822909
2332152006,2042600724,165932596
2564794478,2576482507,145311948
1558203800,2655732359,79817857
1980659927,2516933979,133978751
1450089162,2222753523,152429107
2412633975,2720759121,58200834
2138876362,48407866,62916508
2917487657,1710042811,90267481
2104417465,2910157243,106118109
2053513458,2132875447,887064364
2130473450,2015900706,33976269
2095847941,1975522595,28399731
2761937329,2774124448,127670440
939798699,2155278254,183918463
2127266712,2302692295,11701301
2036413016,2463929566,40963666
2282140572,2495935428,19880235
2053838576,2170761865,76134821
2806471228,2558590917,104817121
2784083293,2461548763,1321296531
2062316820,2641223039,97018004
2011821481,2430513702,61628605
2049198298,1933447671,15057530
2078725348,2582484333,4576418
2081399695,2548001246,116431938
1985581550,2159025281,96036126
2006689146,2701511719,119182057
1989934829,2503782343,1282161747
647471758,2508767977,12449238
2100258241,2421719500,881766915
2070896818,2140166698,39063666
2322023049,2497734532,113428412
2244079788,2045518556,1341412227
2610518500,2611024458,95023434
2102992587,2556855108,913958620
2013923314,1938387047,66862912
2036223875,1946898896,52357470
1819736129,1914901541,2801220772
2002727334,2798579398,177483745
2011460157,2716821210,183067930
2318180958,2464781637,63966007
1999109774,2630147499,134738993
2093236465,2170683292,63135867
2889928456,2824013718,177725633
1526926436,2148884282,142740786
2072944875,2708851182,19820366
2683398334,2787952035,1294671590
1971013374,2074351132,21376657
1988547703,1997002989,130343225
2889201605,2888800211,91712215
1969685334,1945807794,72951846
2020471911,144049845,48430043
2411554054,2135757981,20388574
1992397776,2041318595,36258959
2596091825,2595491346,58048189
2128199210,2064800348,165143802
2004091189,2103526059,2799853436
2025588157,2345315453,12315562
1499312625,2630994777,1320473756
2082354392,1980587256,153167508
1527032361,2280912576,164389053
2062595243,2692101460,148099405
2047751748,2655031314,75929689
2287194147,2477214876,69737025
2166015457,2573856925,28166907
2609705821,2609661525,142740786
2033683009,2003475659,46324649
2171808076,2640966299,19820366
2498118938,2228982785,185261750
2048260185,1252534693,181343428
2511706068,2122756289,75027704
2329200377,2132070090,1321649718
2772541440,2774988419,94256465
1998763040,1991942992,112862951
2139221739,2509922105,173093425
2018827921,1009627946,56067802
2006600898,1944258552,165779595
2594144256,1983721072,2802668162
2922031368,146491902,1280536761
1562343613,2154201691,114531698
2888393711,2888603291,201799495
2462457991,2226331411,168864056
2067573677,2666894878,11935315
2087825198,2018715438,15807432
2122409226,2088847067,154526488
2294615921,2140071372,75636454
1852845178,2166826879,1295346377
1673479839,2802340114,2800698854
2329907139,1928996157,130828816
1987161900,2231058471,312958679
1848437356,2413452057,139264467
1482941014,2073057148,27837315
1980953138,2510634884,6289922
1976315492,2017435582,45294948
2095771390,2304825760,168719708
2092211761,1968306099,200777214
2059116763,2254764464,33213144
2171575424,1993417644,530967
2172340717,2333965880,129604602
2913079543,2482753096,180726961
2083536959,2118117541,161046081
2365290189,2388888272,110109458
2033069760,2642875821,156144747
1922823986,1981338169,4104125
94999947,2501146150,67311998
2067433327,2256301923,131762061
2284579326,2135557781,157066012
2095180989,2010861236,87216513
2255009437,2885611617,187279525
2501852197,2499655613,181631907
2611961839,2611118013,63966007
2146884943,2050824061,129774422
1645309265,2798504679,114499477
2314644144,2324038551,165735259
2614351449,2029443102,7597260
2391541241,1969515464,24201400
1901583545,2145033738,16038530
2022088427,2619429568,1285739803
1968808346,2639223455,142974352
2917969488,1536910458,51314090
2103718154,2127257274,98285908
2077992795,2258110590,114027177
1981201171,1662846916,99542240
2203232629,2209672685,161460629
2789372740,2790914392,861853513
2472824388,2309170120,165932596
2092381707,2115075015,90237989
2895930317,2572999256,20089843
2603967688,2128763639,136199984
160326336,2302958198,110378019
2070351138,2800104599,2801556517
2132483253,2501223658,16733864
2026444186,250370381,190249584
2739082208,2613992777,17974374
2093437524,2125064727,173915773
2407199963,2225753570,891521709
2013643598,2274746268,63966007
2178364924,2139407088,181369854
2804158146,2792449289,255234318
2007954241,2894473011,4092182
2114128351,2596080457,174306211
2377577283,2370489041,145581781
1818911778,1975718655,24792426
2555127816,2467947586,131835042
2042085131,2064525598,200684654
2121346049,2705671060,110525433
2902411854,2094885562,315704651
2019220364,2154301793,63525965
1980829572,2313486361,71792333
2421336374,2154948115,95056601
2029014122,2912338032,91807558
2777333448,1993386279,103390050
2029469407,433377510,166459259
2163189574,2690240860,126744593
2080682425,355151097,1313323035
1968836160,2578281103,70931966
2325798669,2479258046,129862065
2194388361,2560248431,2800392559
1973091051,2098391531,149899117
2136607120,2004587777,197251160
1985618543,2054142524,34809795
2019278054,54767639,11923345
1999517574,2524484175,130194489
2017825563,2489492950,149594827
2090900390,1977498045,79619799
2911304159,2914515917,95023434
1885297524,2012041597,166825849
2043384265,2133592350,134820265
2754810882,2121621245,108290504
2027829355,2489022614,159176309
2905030385,1757095140,2803024705
2400617936,2281422826,1332474105
1561441023,40528314,98285908
2440322810,2131887970,56858762
2602497988,1967023941,121797337
2033502713,2152500063,879563668
1972990473,320399405,1299303238
2015145997,2043767074,200870766
2908464070,2095851534,139322472
1990258045,2467781275,92446798
2908674619,2027023602,122411786
180221346,2357034591,1333370159
2396117708,2331755677,10091056
1567147488,2515285418,137596753
2334879529,2603524199,137251492
1529972142,2661331506,118136607
2267064542,2621705455,164160370
2180997796,2805149880,1289568071
1488824164,2232212660,119045251
2025429889,2001572154,11701301
2141176272,2580560371,15766117
1969735776,397586817,194019607
1995711909,2754410170,125749732
2134946025,2164290562,1281539108
2257073763,2296203178,33976269
1553511522,2717306711,69737025
2341498802,2131709232,205783295
2159364703,2059853026,23946033
2802761766,2151715270,17974374
2413953109,2197737212,315794153
1986328934,2144307340,200719446
2313238619,2125468493,170201317
1980253600,1982101144,88273585
2190213500,2348117122,910567637
