entity_id,hasParent
2909413228,555293320
2781469919,181199279
200393948,53926316
55508575,11413529
2909674253,18903297
2909394634,2776789170
124302570,203776342
2910569451,169760540
2910074453,2776834422
2908938062,59822182
2910857576,188947578
2910963503,555293320
2910641651,58328972
2911027794,2780510475
2993063297,50126897
2909898174,2778313320
2908948423,2778531004
2909794679,2778257484
2911103292,142575336
3018371588,26635844
2910465286,108469399
2910962537,2778541695
2908839767,151913843
2908630083,2777518529
10801956,91524940
2778517698,2992754303
2776165345,169760540
2781213957,2776537878
2910325868,55493867
2911213408,153911025
2911077798,105702510
2908716683,54355233
2781107918,52119013
2910596928,2777003273
2777634241,2781018748
2780166548,116515362
2910697052,2777400135
2776462988,118518473
2908874273,13965031
2778049999,94284585
2909265793,2780035454
173740370,163479331
2909957105,24890656
2910863652,59822182
2910178620,141071460
88005923,154945302
2908830676,19317047
27155235,152182844
2910945316,2777724520
95570890,124952713
2908953179,59822182
25897203,141231307
192177671,34048319
12559387,121955636
2780920918,181680120
2910543328,144027150
2908748448,155647269
2909382833,2777674790
2777079560,2777975735
3018864496,203014093
2779164082,18903297
2910967903,23265538
2908520308,119062480
2910187792,2909197026
2908860690,2779189101
3018322021,9893847
3019108310,2778421084
2991992277,19499675
2778225766,59822182
2910194329,2780007028
2910826416,2777047311
2908953575,2994266630
2991893706,24890656
2910548261,18903297
2910464024,142724271
2910859058,2776256026
2779779913,29595303
2910893849,2908607901
2776080521,2777351106
2910261143,195475562
2911181848,2778653478
2910150068,159654299
2777650960,2779752676
2910662287,84766238
2994129708,2778605236
2911090056,151913843
2778077584,125565743
2781071285,555293320
2910421579,501593827
197510359,114834414
2780282618,77805123
2779379359,185544564
2776908692,153957851
2779754386,2775838275
3020221089,141071460
2778820071,105702510
2909212957,192527728
2779681207,76155785
2987855414,135628077
3018004003,141071460
2910840549,149737253
2988776431,19417346
2909955516,2777385719
2776408585,2780550940
2909879657,144027150
2992710511,2781426361
2909154437,2780035454
2779753432,166957645
2909257395,509974204
2779211743,148934300
2989469039,151763599
3840230,31972630
2910332646,519248777
3019881503,204232928
2910704739,501734568
2778427223,2777323849
2908803743,105702510
2909938623,147583825
2908922618,2778174347
2779349466,555293320
2910058910,2777975735
2910888958,81182388
2776762550,105702510
2777948272,59822182
2908565283,2777742739
2778961321,199539241
146494362,4988496
2908840833,157207234
3018776182,2777088508
2909109192,2776704787
93906722,199539241
2909123121,137374422
2909556378,153911025
2911146021,2775988993
2910521919,2910635913
3018700056,513090587
2910178280,2779134260
151876577,70518039
2986711855,160735492
25785418,79403827
2909808752,2779970781
2776204364,144027150
2777547206,3673659
2910350512,2778650512
2910632598,125705527
163001010,2777714996
2776591541,59822182
2909910684,2780596822
2909423180,2776834422
2909235705,2776923573
2779146371,199360897
2983380410,172385210
2992219963,41999313
2911122546,82706917
2777512479,169760540
3019895961,555293320
2908929684,2777953023
2910334900,136449434
3019058148,2426938
2780576951,2777394947
2986027821,2778391309
2909132302,22070199
3018768491,2778764654
2780012157,188947578
2777886896,15487406
2776293298,2779281246
2911203929,2781099131
2910886792,2780354107
168834538,120665830
2985081167,156996364
2909475542,2911069016
145597803,530467964
2909972431,2777323849
2910676398,62231903
2910278998,2780817911
2993307972,43246008
2983376851,149635348
2778541283,202973686
2776700917,36289849
2911202668,2992981700
2910212778,178853913
2780960668,505870484
2780546585,2776885963
2909216078,90856448
91021667,2778025104
2780376596,76155785
2909900990,2777953023
2991709345,78201319
2909030147,2778019345
2986529824,146206909
12893301,195244886
2909884090,2777391703
2776297789,2777235683
2910772560,2781448156
2985712227,178790620
2909865541,2781072225
2908795456,2781472538
2910215117,2777431362
2983145423,185578843
2778042240,178790620
58431802,161790260
2779098060,44538786
2994382402,41895202
170077801,156306882
