entity_id,isRelatedTo
2909564509,34343649
115551704,24081361
2909117687,159047783
2908778369,2776330896
2908986394,90856448
2781227757,2781400351
20790398,191947364
2909352300,71924100
2910494959,10146269
2779151498,2779865098
2908636453,18903297
2910927575,178790620
2910484119,105702510
2910476383,2778711042
2910268566,59822182
2909386552,71924100
2909367807,2911168056
2910012435,185933670
2780350528,2781040204
2910423402,86803240
2778919427,2779635662
2909681356,50929876
2779825010,2777671015
2779321925,2778625061
2909820145,2908706646
2908618689,185933670
2780164069,2781458332
2777945365,2779535233
2910274299,172353545
2910582437,71924100
2910887816,2779399885
2909851591,2781203326
2908942794,41451933
2910841533,2779542283
2909214925,2780117969
2908603981,126838900
2908579991,70410870
2908735076,555293320
2911002628,166957645
2908776123,43617362
2777325121,2780243291
2910477717,2776580952
2778703764,2779616016
2780402983,2781298860
2908692214,555293320
148818006,2778631522
2780561795,162324750
2911086063,143409427
2909219598,59822182
2779250957,2777278459
2779971910,169554166
2911114715,1039755
2910656979,144027150
2908849819,75119304
2778106446,37692320
2909684658,71924100
2910853331,172321821
2908888423,71924100
2911083288,71240020
2910754715,71924100
2908736199,555293320
2778615892,2780007543
2909437206,2908732128
2910756915,89423630
2911156986,2776645719
48482513,2781201500
2911094601,192562407
2777912838,2780215913
2780547800,2778042616
2910821494,2779769944
2909549948,43617362
2909621132,2779012872
123656818,26020477
2909131596,39920418
74532950,2778269189
2910491856,71924100
2908931818,54355233
2778127861,1924315
2910577136,127413603
2780164934,2775878101
2909833611,61434518
2908645768,2780901298
80055088,2778449969
2910622018,49105822
2777416436,147021018
2778828732,2777008959
2910538912,2777721518
2781237626,2775833226
2909745255,55493867
2910992695,89423630
2777595009,2780917750
2779390900,6939412
2780470031,2781063767
2911073003,2778765836
2910194731,3763915
2778846148,94231801
2910047568,2522767166
2910794394,111330293
2911212388,127413603
