paper_id,FoS_list,research_area
600222483,"112950240,131850400,2992092164,191897082,37292000,28539199,134121241,30407753,192562407",Materials science:0.74_Engineering:0.22_Physics:0.04
600260221,"142362112,15708023",Art:0.75_Philosophy:0.25
600274074,"22641795,52322663,86803240,140793950,2776344049,2776659692",Biology:0.58_Medicine:0.25_Physics:0.08_Geography:0.08
600311185,"534701709,138885662,2777351106,74916050,124952713",Art:0.4_Philosophy:0.25_Political science:0.2_History:0.15
600377714,"17744445,2778012557,2780364048,136264566,138921699,2776050585",Economics:0.29_Political science:0.25_Philosophy:0.12_Biology:0.08_Sociology:0.08_History:0.04_Art:0.04_Engineering:0.04_Computer science:0.04
600379654,"142362112,2779913364,41895202",Philosophy:0.5_Art:0.42_Sociology:0.08
600420204,"97137747,2780148931,108597893,121332964,91881484",Physics:0.35_Geography:0.25_Chemistry:0.15_Biology:0.1_Philosophy:0.05_Art:0.05_Materials science:0.05
600474064,"2777976496,183469790,2777773042,2779184092,2780210587,2776825979,2778719706,205649164,22212356",Engineering:0.5_Political science:0.16_Computer science:0.11_Geography:0.11_Environmental science:0.06_Economics:0.06
600513844,"2777292040,71924100,2778668663,2776279924,2991860470,42972112,27081682,86257020,2779246250,2909080297",Medicine:0.59_Biology:0.41
600572153,"191897082,127313418,36656581",Materials science:0.33_Geology:0.33_Engineering:0.22_Political science:0.11
600637431,"121332964,134306372,192939610",Mathematics:0.67_Physics:0.33
600667423,"130635790,2994600849,199289684,544778455,185592680,17409809",Chemistry:0.34_Geology:0.29_Physics:0.15_Materials science:0.15_Biology:0.04_Engineering:0.03
600729613,"106259374,520049643,45184978,143838007,3116431,2780612046,48226144,17744445,2781008272,60454596,39549134",Political science:1.0
600772625,142362112,Art:1.0
600865485,"2993273314,2908647359,51067260,2778289562,509550671,145472048,145420912,71924100,72563966",Medicine:0.53_Psychology:0.16_Sociology:0.14_Mathematics:0.1_Biology:0.07
600898983,"185592680,153911025",Chemistry:0.5_Biology:0.5
600906692,"540984547,172712801,145420912,15744967",Psychology:0.72_Mathematics:0.12_Medicine:0.08_Sociology:0.03_Philosophy:0.03_Biology:0.01
600961093,"121955636,145893473,144133560,2776597285,10138342",Business:0.58_Economics:0.42
601052385,"127413603,539828613,22212356",Engineering:0.83_Economics:0.08_Political science:0.08
601119604,"15744967,118552586",Psychology:0.75_Medicine:0.25
601125633,17744445,Political science:1.0
601148301,"161542896,13965031,121332964",Chemistry:0.33_Physics:0.33_History:0.08_Geography:0.08_Biology:0.08_Engineering:0.08
601209575,"4554734,2776674806,3019946834,509550671,3017878524,134895398,71924100,118552586,2992316623",Medicine:0.41_Psychology:0.34_Computer science:0.11_Sociology:0.09_Mathematics:0.05
601240775,"162324750,43632280,91375879",Economics:0.33_Environmental science:0.17_Geography:0.17_Biology:0.11_Computer science:0.11_Geology:0.11
601258611,"2777601683,83559648,15744967,41895202",Philosophy:0.5_Psychology:0.31_Mathematics:0.06_Computer science:0.06_Art:0.06
601324882,"43617362,185592680",Chemistry:1.0
601353694,"33577790,199639397,127413603",Engineering:0.67_Mathematics:0.33
601394802,"101276457,192975520,162853370,144133560,53878828,57660159,77197577,54649085,130721881,31367271",Business:0.52_Economics:0.24_Engineering:0.17_Political science:0.07
601514001,"205649164,15783243,50522688",Economics:0.42_Geography:0.33_Biology:0.17_Medicine:0.08
601544965,138885662,Philosophy:1.0
601553605,"535567245,522453465,36289849,144468488,86256295,95389739,111472728,206836424,144024400,41852734,130064352",Sociology:0.42_Psychology:0.27_Philosophy:0.12_Political science:0.09_Economics:0.06_Computer science:0.03
601558055,"142362112,52119013",Art:0.75_History:0.25
601806741,"81605049,86803240,70721500,124942203",Biology:0.85_Chemistry:0.1_Medicine:0.04
601855363,"162118730,199539241,168042013,71924100",Political science:0.3_Medicine:0.25_Business:0.23_Economics:0.23
602024772,"112698675,162853370,2993703573,144133560",Business:0.94_Economics:0.06
602204602,"518914266,2779105800,2779227343,107269508,142362112,2778692574,12582419,124952713",Art:0.36_Philosophy:0.23_Political science:0.21_Engineering:0.08_Physics:0.06_Psychology:0.03_History:0.02
602207452,"110354214,147176958,127413603",Engineering:1.0
602239091,"138885662,2776443958,15708023",Philosophy:0.57_Art:0.23_Sociology:0.13_History:0.07
602288021,"47152248,95457728,158886217,6303427",Economics:0.62_History:0.38
602323723,"144237770,162324750,133425853,186633575,48875124",Economics:0.65_Mathematics:0.25_Philosophy:0.05_Art:0.05
602350743,"138885662,24667770",Philosophy:1.0
602384734,"174475383,2993230040,2992684800,30481170,2779974597,70721500,86803240,54355233,3018290483",Biology:0.8_Chemistry:0.13_Medicine:0.07
602386525,"62555980,38652104,2986578115,41008148",Computer science:0.54_Economics:0.12_Political science:0.12_Engineering:0.12_Psychology:0.08
602668261,"105942381,11804247,185592680,97355855",Chemistry:0.44_Biology:0.31_Physics:0.25
602797585,"142362112,2992978287,15708023",Art:0.5_Philosophy:0.17_Materials science:0.13_Engineering:0.08_Geology:0.04_History:0.04_Geography:0.04
602799301,"51038369,2777340834,31903555,144027150,185592680",Chemistry:0.52_Biology:0.35_Physics:0.13
602832981,"142362112,45012715,15708023",Art:0.7_Philosophy:0.23_History:0.07
602854174,"537575062,2780126709,5616717,29595303,103621254,15744967,53553401,538525177",Philosophy:0.25_Sociology:0.19_Psychology:0.18_History:0.17_Political science:0.08_Geography:0.04_Art:0.04_Mathematics:0.03_Medicine:0.03
602905813,"19165224,29595303,95457728,94625758,137403100",Sociology:0.5_Political science:0.3_History:0.2
602912873,"49040817,94105702,192562407",Materials science:0.5_Physics:0.28_Engineering:0.22
603001264,"2779598878,2909630366,71924100,199343813,29694066",Medicine:1.0
603118525,"11171543,2780030894,138885662",Psychology:0.58_Philosophy:0.33_Medicine:0.08
603160305,"44394981,36289849,195244886,205649164",Political science:0.25_Sociology:0.25_History:0.25_Geography:0.25
603278795,"76196390,2992546427,127413603,548081761,164749845,65580899,523993062,87717796",Engineering:0.38_Materials science:0.12_Biology:0.12_Environmental science:0.12_Chemistry:0.1_Geography:0.07_History:0.05_Geology:0.03_Economics:0.02
603278861,24667770,Philosophy:1.0
603317721,"142362112,2780415144,15708023",Art:0.63_Philosophy:0.3_History:0.07
603325283,"95457728,94625758,107993555,2780673001,2777688943",Sociology:0.42_Political science:0.33_History:0.25
603394783,"76155785,86803240",Biology:0.5_Computer science:0.25_Engineering:0.25
603469105,"76155785,196187386,127413603,3020512008,49774154,81959379",Computer science:0.45_Engineering:0.35_Philosophy:0.05_Art:0.05_Sociology:0.05_Psychology:0.05
603497355,"81631423,2780620123,2779602485,554144382,142362112,2780430339,52119013",Art:0.35_History:0.16_Economics:0.14_Political science:0.14_Philosophy:0.12_Geography:0.05_Sociology:0.04
603569025,"127413603,2993725321,22212356",Engineering:0.67_Chemistry:0.33
603608385,"19417346,144024400",Sociology:0.75_Psychology:0.25
603625354,17744445,Political science:1.0
603775463,"115704247,32891209,3018640491,192562407,97355855,2992786965",Chemistry:0.47_Materials science:0.33_Physics:0.2
603799574,"138885662,124952713,52119013",Art:0.5_Philosophy:0.33_History:0.17
603861832,"53469067,147247565,2984157986,33923547,121770821,12362212,144461396,134306372,37914503,97491812,140031139",Mathematics:0.47_Physics:0.28_Engineering:0.09_History:0.05_Geography:0.05_Materials science:0.05_Computer science:0.02
603914813,"74909509,554144382,205649164,2778037673,52119013",Geography:0.33_Medicine:0.25_Art:0.21_History:0.13_Philosophy:0.08
603946002,"142362112,2780580889,153349607",Art:0.75_Philosophy:0.17_Economics:0.08
603952871,"11171543,15744967",Psychology:1.0
604017475,"95457728,74916050",History:0.75_Art:0.25
604024312,"17744445,110875604,15708023",Political science:0.33_Computer science:0.33_Philosophy:0.17_Art:0.17
604040095,"3019479894,70410870,2994580068,15744967",Psychology:0.38_Medicine:0.31_Biology:0.25_Sociology:0.06
604218975,"199539241,71924100,3981223",Political science:0.44_Medicine:0.33_Engineering:0.22
604222194,"147859227,112299071,2986740045,138816342,547646559,42972112,71924100,50522688,129047720",Medicine:0.54_Economics:0.21_Political science:0.13_Biology:0.13
604280132,"68579090,15744967,77805123",Psychology:0.78_Biology:0.11_Political science:0.11
604325392,"144133560,199521495,13164825,195094911",Business:0.54_Economics:0.34_Engineering:0.12
604463401,"527868296,111919701,41008148",Computer science:1.0
604647175,"127413603,66938386",Engineering:1.0
604925955,"2778548054,3018978486,29598333,3305159,2779561538,118563197,36629368,52119013,142362112,2776614217,124952713",Art:0.48_Political science:0.15_Philosophy:0.13_History:0.11_Sociology:0.08_Psychology:0.04
604942193,"83873408,29595303,187736073,127413603",Economics:0.5_Sociology:0.25_Engineering:0.25
605096222,"95457728,554144382,177897776,52119013",History:0.48_Art:0.36_Philosophy:0.08_Geography:0.08
605184755,"178802073,127413603,171146098,2775953972",Engineering:0.75_Physics:0.08_History:0.08_Geography:0.08
605290193,"126322002,61434518,2776909242,90924648,2910974084,71924100",Medicine:0.88_Biology:0.12
605291421,"509550671,71472368,2522767166,71924100",Medicine:0.58_Computer science:0.33_Biology:0.08
605434682,"162324750,2986587452,2993556214,2992132739,178550888,50522688,179564198",Economics:0.4_Business:0.2_Biology:0.13_Engineering:0.08_Physics:0.04_Computer science:0.04_Mathematics:0.04_History:0.03_Geography:0.03
605465515,"2777222677,500888818,142362112,74916050,2987028688",Art:0.3_Philosophy:0.27_Sociology:0.17_History:0.1_Psychology:0.1_Political science:0.07
605503104,"166957645,2776459890,115880899,205649164,2992909100",Geography:0.37_Biology:0.2_History:0.1_Geology:0.1_Environmental science:0.07_Economics:0.07_Philosophy:0.03_Art:0.03_Medicine:0.03
605508395,"127413603,2986229885,78519656,2988805333,521751864,2910001868,77595967",Engineering:0.67_Political science:0.14_Philosophy:0.07_Economics:0.07_Physics:0.05
605561833,"3019871722,86781634,201903717,39432304,3019705805,3019099842,2985695025,3018284874,99454951,559116025",Medicine:0.31_Biology:0.19_Environmental science:0.16_Engineering:0.15_Physics:0.12_Computer science:0.04_Chemistry:0.03
605602443,"52121051,2780364048,22212356,127413603",Engineering:0.81_Economics:0.06_Philosophy:0.06_Computer science:0.06
605637504,15708023,Philosophy:0.5_Art:0.5
605691665,"46415393,17319257,17744445,199539241,2778272461,170706310,110346835,87501996,103106408",Political science:0.61_Sociology:0.19_Economics:0.19
605731031,"2983266536,119599485",Engineering:1.0
605738863,"142362112,52119013",Art:0.75_History:0.25
605879642,17744445,Political science:1.0
605927023,"28826006,158622935,41008148",Mathematics:0.44_Computer science:0.33_Physics:0.11_Engineering:0.11
605988485,"2776295790,29595303,2778444522,46312422,127413603",Sociology:0.3_Engineering:0.24_Biology:0.1_Psychology:0.1_History:0.09_Geography:0.09_Computer science:0.04_Political science:0.04
606026241,"142362112,2775954810,52119013",Art:0.61_History:0.17_Philosophy:0.11_Geography:0.11
606049384,"109986646,74363100,144133560",Economics:0.44_Business:0.33_Political science:0.22
606107474,"127413603,187320778,204217086,149263481,24939127,2781469121,31555180,523993062,108628306,196715460",Engineering:0.47_Geology:0.25_Materials science:0.17_Biology:0.03_History:0.03_Geography:0.03_Physics:0.03
606278851,"165205528,2781121862,127313418",Geology:0.67_Philosophy:0.33
606320964,"2777055276,57742111,126838900,71924100",Medicine:0.62_Biology:0.12_Engineering:0.1_Computer science:0.05_Physics:0.05_Geography:0.05
606335384,17744445,Political science:1.0
606362454,"48580701,142362112,15708023",Art:0.58_Philosophy:0.33_Sociology:0.08
606388581,"166957645,195244886,205649164,204852536",History:0.53_Geography:0.42_Sociology:0.05
606450691,"127413603,3020040323,63428231,39118121,171534860,47796450,22212356,164622146",Engineering:0.51_Philosophy:0.29_Computer science:0.07_Biology:0.05_Materials science:0.05_Economics:0.04
606503674,"153294291,58037377,3018526245,3020723696,205649164",Engineering:0.52_Geography:0.3_Physics:0.1_Economics:0.04_Computer science:0.04
606664805,"110875604,503872463,145420912,144024400",Computer science:0.3_Sociology:0.3_Psychology:0.23_Mathematics:0.17
606670681,3017884845,Geography:1.0
606710843,"148383697,205649164,50522688",Geography:0.5_Economics:0.33_Sociology:0.17
606755382,"138885662,2780990831,15708023",Philosophy:0.5_Mathematics:0.33_Art:0.17
606767415,"2778495208,531593650,142362112,52119013",Art:0.49_History:0.24_Philosophy:0.11_Political science:0.11_Sociology:0.05
606808272,"27206212,154130900,142362112",Philosophy:0.5_Art:0.42_History:0.08
606848873,"2779231336,142362112,52119013",Art:0.5_Mathematics:0.33_History:0.17
606922725,"3020301309,86803240,169760540,148762608",Biology:0.62_Medicine:0.21_Psychology:0.17
606925861,"145420912,547764534,19417346,179454799,41008148",Sociology:0.34_Psychology:0.28_Computer science:0.2_Mathematics:0.14_Economics:0.04
607072652,27206212,Philosophy:1.0
607124372,"535567245,106818632,185052227,73484699,110928126,9701087,19159745,52407799,206836424,144024400",Sociology:0.37_Psychology:0.31_Economics:0.2_Political science:0.06_Biology:0.03_Environmental science:0.03_Medicine:0.01
607132115,"16332341,518881349,42360764,36759035,192562407",Engineering:0.33_Chemistry:0.27_Materials science:0.27_Physics:0.13
607185372,"144133560,2776499153,10138342",Business:0.5_Economics:0.33_History:0.08_Political science:0.08
607354925,"142362112,52119013",Art:0.75_History:0.25
607465741,95457728,History:1.0
607496454,"17744445,15708023",Political science:0.5_Philosophy:0.25_Art:0.25
607526031,"142362112,52119013",Art:0.75_History:0.25
607735821,"44154836,196558001,39432304,121704057,2778444522,57879066",Computer science:0.28_Psychology:0.17_Environmental science:0.17_Physics:0.17_Engineering:0.12_History:0.03_Geography:0.03_Political science:0.03
608001922,"123657996,142362112,67805463,153349607,205783811",Art:0.72_History:0.17_Geography:0.07_Philosophy:0.04
608015484,"199539241,15708023,127413603",Political science:0.33_Engineering:0.33_Philosophy:0.17_Art:0.17
608030362,"171146098,127413603,198394728",Engineering:0.89_Physics:0.11
608203842,"95457728,195244886",History:1.0
608270122,185592680,Chemistry:1.0
608320942,"19873502,202189072,193015443,192562407,68170385,117124878,42360764,43535742",Chemistry:0.5_Engineering:0.37_Materials science:0.12
608355495,"91586092,64107356,39432304",Biology:0.33_Environmental science:0.33_Physics:0.17_Geology:0.17
608374452,"13965031,185592680,3018700804",Chemistry:0.67_Medicine:0.17_Biology:0.17
608443782,149635348,Computer science:0.5_Engineering:0.5
608554791,"142362112,52069626,124952713,3020202945,205783811,501303744,538439097",Art:0.61_History:0.16_Philosophy:0.09_Medicine:0.07_Engineering:0.04_Psychology:0.04
608720502,"24667770,71924100",Philosophy:0.5_Medicine:0.5
608784171,"195244886,17744445",History:0.5_Political science:0.5
608794443,"49774154,41008148,17632256",Computer science:0.89_Sociology:0.11
608832405,"199539241,71140485,17744445",Political science:0.67_History:0.13_Art:0.13_Physics:0.07
609080925,"166957645,84291770,163276114,205649164",Geography:0.38_Physics:0.25_History:0.12_Medicine:0.12_Biology:0.12
609195411,"3116431,127413603,554144382",Political science:0.33_Engineering:0.33_Philosophy:0.11_Art:0.11_Geography:0.11
609203345,"15708023,138885662",Philosophy:0.75_Art:0.25
609234304,17744445,Political science:1.0
609424275,"166957645,2776746162,95457728",History:0.57_Geography:0.23_Mathematics:0.07_Engineering:0.07_Political science:0.07
609517664,"2781325065,556039675,2781144210,59822182,107585567,2779513101,2994380890,2777829905,185592680",Chemistry:0.41_Biology:0.37_Medicine:0.22
609533642,"2780400262,94625758,2779872411,2780422510,204342414,73484699,17744445,50335755",Political science:0.57_Philosophy:0.15_Psychology:0.09_Sociology:0.09_Physics:0.06_Economics:0.03
609570851,"166957645,205649164,195244886",History:0.5_Geography:0.5
609602451,"170154142,147176958,205649164,65469",Engineering:0.67_Geography:0.25_Political science:0.08
609618144,"4445939,206440729,107993555,205649164",Geography:0.33_Sociology:0.25_Philosophy:0.19_History:0.08_Political science:0.08_Art:0.06
609692643,"192562407,518851703,87343466,548081761,94466241",Materials science:0.47_Engineering:0.38_History:0.05_Geography:0.05_Chemistry:0.05
609701942,"142613039,111335760,5176359,171250308,55493867,107477482,185592680,145802702,80933277,148869448,118687296",Chemistry:0.38_Biology:0.32_Materials science:0.12_Physics:0.07_Mathematics:0.05_Computer science:0.05_Medicine:0.01
609772943,"178790620,185592680",Chemistry:1.0
609986793,"1862650,99830354,154945302,127413603",Medicine:0.38_Computer science:0.25_Engineering:0.25_Biology:0.12
609991293,"15708023,142362112,52119013",Art:0.67_Philosophy:0.17_History:0.17
610042873,"192562407,13965031,525849907",Materials science:0.56_Chemistry:0.44
610177743,"29964148,192562407,191897082,199499590",Materials science:0.5_Physics:0.29_Engineering:0.21
610212911,"84265765,118643609,180198813,47487241,77088390,195487862,128487930,110875604,127142870,127413603",Computer science:0.55_Economics:0.16_Engineering:0.15_Business:0.06_Mathematics:0.05_Political science:0.03
610250844,"184386139,542948173,2778937729,36289849,95124753,200113983,57996006,76247681,144024400,19314808,133437341",Political science:0.35_Philosophy:0.27_Sociology:0.21_Psychology:0.12_History:0.02_Geography:0.02
610297545,"124952713,52119013,142362112,519580073,2780458788",Art:0.69_History:0.14_Philosophy:0.11_Geography:0.07
610316661,"149209484,199539241,17744445,192143787,167633797",Political science:0.7_Sociology:0.15_Economics:0.15
610376521,"105702510,86803240,2780968443",Biology:0.75_Medicine:0.17_Geology:0.08
610426325,"94625758,82834280,2775987171,111472728,144024400,63830546,14224292",Political science:0.32_Philosophy:0.3_Sociology:0.19_Physics:0.07_Computer science:0.05_Art:0.04_Economics:0.04
610561515,"114793014,127313418,82586738",Geology:0.83_Geography:0.08_Biology:0.08
610584995,"52121051,22212356,127413603,21547014",Engineering:0.88_Economics:0.12
610695963,"538133343,36289849,175662133,50522688,17744445",Sociology:0.34_Economics:0.2_Political science:0.2_Psychology:0.13_Medicine:0.09_Mathematics:0.04
610744004,"505870484,3019481651,111368507,205649164",Biology:0.5_Geology:0.25_Geography:0.25
610747133,"91748784,121332964,27838914,206736587,74650414,3017866295,3019036184",Physics:0.6_Engineering:0.33_Political science:0.07
610806261,"27206212,142362112,2776134716",Philosophy:0.44_Art:0.33_History:0.11_Geography:0.11
610807253,"39432304,153294291,180559567,62649853,92237259,81076408",Geography:0.3_Physics:0.22_Geology:0.19_Environmental science:0.17_Engineering:0.11
610818835,"41008148,161191863",Computer science:1.0
610842415,"66938386,2776161997,113027937,127413603",Engineering:0.83_Political science:0.08_Materials science:0.08
610974243,17744445,Political science:1.0
610981205,"142362112,2779947927,97137747",Art:0.44_Geography:0.44_Philosophy:0.11
611011191,"29456083,138885662",Medicine:0.5_Philosophy:0.5
611094852,138885662,Philosophy:1.0
611097811,"158739034,104562893,142362112,2992573201,192562157,124952713,2778698498",Art:0.43_History:0.16_Political science:0.14_Philosophy:0.09_Geography:0.08_Medicine:0.05_Sociology:0.05
611234103,"41895202,3716254,64417998,138885662,32062796",Philosophy:0.62_Art:0.17_Computer science:0.07_Psychology:0.05_Sociology:0.05_Mathematics:0.05
611296852,"136264566,2909009561,3020650785,17744445",Political science:0.33_Economics:0.25_Sociology:0.17_Art:0.15_History:0.1
611417393,"19417346,15744967",Psychology:0.75_Sociology:0.25
611670771,"2779728303,138496976,120452360,169437150,71376074,2778792376,112299071,15744967,185618831,2779829227",Psychology:0.36_Medicine:0.21_Biology:0.18_Philosophy:0.08_Political science:0.08_Sociology:0.05_Economics:0.05
611705111,"29456083,17744445",Medicine:0.5_Political science:0.5
611718214,"2777904410,84119951,76449508,44154836,2779565104,202176563,127413603,527821871,79403827,2985326627,2985695025",Computer science:0.61_Engineering:0.3_Biology:0.09
611745125,"204217086,192562407,66938386,152588345,2780933643,187320778,196715460,29951281,46585869,135628077,202973686",Engineering:0.52_Materials science:0.26_Geology:0.14_Physics:0.07_Computer science:0.02
611796521,"207886595,71924100,2994163677,203014093",Medicine:0.62_Biology:0.38
611823185,"94625758,15708023,142362112,52119013",Art:0.5_Political science:0.25_Philosophy:0.12_History:0.12
611867534,"2778914735,127413603,187736073",Economics:0.43_Engineering:0.38_Business:0.14_Political science:0.05
611868373,"95457728,53553401",History:1.0
611909223,"2780656516,509550671,15744967,70410870",Psychology:0.5_Medicine:0.38_Sociology:0.06_Political science:0.06
611964094,"95457728,153349607",History:0.5_Art:0.5
612113244,"142362112,195244886",Art:0.5_History:0.5
612116852,"2993432244,57879066,111603439,121332964,145244895,196558001,16201104,72117827,74650414,84403224",Psychology:0.47_Physics:0.35_Engineering:0.13_Materials science:0.03_Chemistry:0.01
612184945,"3020281472,3020134792,153911025,86803240,2988439723,2780072125,62746215,55493867,2909971316",Biology:0.63_Medicine:0.19_Chemistry:0.18
612228041,"56739046,147859227,2778445939,128487930,202372285,144133560,79504196",Computer science:0.29_Economics:0.25_Engineering:0.15_Political science:0.14_Business:0.14_Mathematics:0.03
612242863,"15708023,127413603,53553401",Engineering:0.33_History:0.33_Philosophy:0.17_Art:0.17
612266655,"145420912,15744967",Psychology:0.75_Mathematics:0.25
612324314,"34447519,2777098093,17744445",Economics:0.58_Political science:0.33_Business:0.08
612349544,186632785,Philosophy:0.25_Art:0.25_Biology:0.25_Geology:0.25
612401425,"36914074,148834064,74916050,95457728,4438859,3018567284,53553401",History:0.47_Political science:0.22_Computer science:0.11_Art:0.08_Mathematics:0.06_Geography:0.06
612439863,"15708023,58640448,205649164",Geography:0.67_Philosophy:0.17_Art:0.17
612464154,"512399662,159110408,2994186709,71924100",Medicine:0.88_Biology:0.12
612504082,"95444343,2779055241,122193557,3018955332,185592680",Biology:0.45_Chemistry:0.35_Engineering:0.13_Computer science:0.07
612540085,"24667770,27206212,138885662",Philosophy:1.0
612601525,"7991579,11171543,124952713,15744967",Psychology:0.5_Art:0.38_Philosophy:0.06_Political science:0.06
612643653,17744445,Political science:1.0
612693443,"2779814899,142362112,33285361,2781105514,52119013,554144382",Art:0.31_Philosophy:0.14_Political science:0.14_Sociology:0.11_Psychology:0.1_History:0.08_Medicine:0.07_Geography:0.06
612711595,"148834064,521449643,6303427,36289849,501299471,29598333,199776023,181536285,2780623531,144024400",Political science:0.37_Sociology:0.25_Philosophy:0.14_History:0.11_Art:0.06_Economics:0.05_Geography:0.02
612731402,"142362112,15708023",Art:0.75_Philosophy:0.25
612895365,"2910202067,55493867,185592680,2909197731,19924922",Chemistry:0.51_Biology:0.47_Medicine:0.01
612907045,"2777363581,2776409293,164913051,117774814,124952713,2988626085,15744967,555826173,2776323365",Political science:0.26_Art:0.21_Psychology:0.2_Sociology:0.09_Philosophy:0.08_Computer science:0.07_Business:0.04_Economics:0.03_History:0.02
612942741,"199539241,3116431,62100270,17744445",Political science:0.88_Sociology:0.06_Economics:0.06
613007263,"2993455304,99508421,15744967,2908874825",Medicine:0.56_Psychology:0.38_Biology:0.06
613054691,"100187453,39432304,159750122,108352090,159390177,37037264,188295176,97507961",Geology:0.22_Environmental science:0.2_Physics:0.19_Geography:0.19_Biology:0.12_Psychology:0.04_Engineering:0.04
613106264,"2911030270,71924100,555293320,126322002,164705383",Medicine:0.8_Biology:0.2
613187165,"142362112,2777495202,15708023",Art:0.5_Materials science:0.22_Philosophy:0.17_Chemistry:0.11
613307741,"205649164,97137747,18903297",Geography:0.67_Biology:0.33
613333062,"148834064,2778495208,136264566,34355311,17744445",Political science:0.65_Economics:0.2_Philosophy:0.05_Art:0.05_History:0.05
613488751,"56739046,110354214,128487930,127413603",Engineering:0.5_Computer science:0.42_Economics:0.08
613525314,"505870484,29376679,205649164",Biology:0.47_Geography:0.4_Environmental science:0.13
613577743,"2780310893,2781095916,122980154,2780822299,11171543,9180747,51364203,517673595,2777113389,52119013,15744967",Psychology:0.34_Art:0.27_Philosophy:0.22_History:0.1_Sociology:0.03_Political science:0.03
613642031,"187320778,25282124,91188154,127313418,169596890",Geology:0.37_Engineering:0.27_Psychology:0.2_Physics:0.13_Computer science:0.02_Biology:0.02
613656082,"2780908744,205649164,97137747",Geography:0.67_Biology:0.33
613698765,"148834064,199539241,2776515129,2779010840,55958113,2992135444,17744445",Political science:0.57_Sociology:0.18_Biology:0.14_Art:0.07_Economics:0.04
613769991,"52121051,22212356,127413603",Engineering:1.0
613771113,"39432304,199104240",Environmental science:0.5_Engineering:0.5
613917853,"171146098,3019557281,66204764,2987236452,2989341866,127413603,74448152,134560507",Engineering:0.56_Economics:0.21_Biology:0.17_Environmental science:0.04_Chemistry:0.02
614013374,"24667770,70036468,551968917,95457728,162462552,2778692574",Philosophy:0.44_History:0.24_Art:0.14_Political science:0.1_Economics:0.04_Geography:0.04
614249464,"142362112,48580701,15708023,75649859",Art:0.44_Philosophy:0.25_Biology:0.25_Sociology:0.06
614356113,"171146098,204222849,138827492,74448152,127413603,2778788726",Engineering:0.71_Computer science:0.25_Economics:0.04
614383972,"2777769502,2777340749,2991942024,196187386,199539241,158886217,2776540713,2780586970,17744445,2994171679",Political science:0.35_Economics:0.18_Business:0.12_Art:0.09_Psychology:0.08_Philosophy:0.07_Computer science:0.07_Mathematics:0.03_Sociology:0.03
614517292,205649164,Geography:1.0
614535184,"22212356,2779821363,127413603,2780364048",Engineering:0.69_Economics:0.19_Philosophy:0.06_Computer science:0.06
614573685,"110069716,171146098,2776422217,113655042,2989341866,127413603,56238396,118124095,177229130",Engineering:0.8_Political science:0.18_Chemistry:0.02
614580315,"19417346,120912362,100207952,2986081426,509550671,17744445",Psychology:0.28_Medicine:0.2_Political science:0.2_Sociology:0.18_Mathematics:0.1_Computer science:0.03
614643503,"136264566,17744445",Economics:0.5_Political science:0.5
614673052,"2780399816,86803240,90856448",Biology:0.88_Medicine:0.08_Geology:0.04
614755283,"39432304,180429540,2993552916,6557445",Biology:0.42_Environmental science:0.26_Engineering:0.08_History:0.07_Geography:0.07_Chemistry:0.05_Geology:0.02_Materials science:0.01_Physics:0.01
614757505,"13077596,142362112,52119013,15708023",Art:0.55_Philosophy:0.23_History:0.12_Psychology:0.05_Sociology:0.05
614774061,17744445,Political science:1.0
614848051,"16685009,121332964,29456083",Medicine:0.67_Physics:0.33
615035241,"56529433,192562407,24890656",Physics:0.56_Materials science:0.33_Engineering:0.11
615055882,"40627559,82279013,10138342,38815200,144133560,123676719",Economics:0.42_Business:0.42_Political science:0.17
615068185,"3019391314,29694066,71924100",Medicine:1.0
615080142,"48243021,22212356,3018063768,2982999418,127413603,2984276528,71139939,532444271,135798126,42475967",Engineering:0.56_Economics:0.11_Mathematics:0.08_Materials science:0.08_Business:0.06_Chemistry:0.04_Political science:0.04_Computer science:0.02
615131225,"15708023,58640448,205649164",Geography:0.67_Philosophy:0.17_Art:0.17
615328445,"75058329,2991834956,17744445,50522688,110269972",Political science:0.38_Economics:0.24_Computer science:0.2_Biology:0.14_Business:0.04
615457564,"89128539,4249254,45355965,73945780,107645774,2908647359,2777388388,171525042,2776640315,147077947,17744445",Economics:0.41_Political science:0.19_Mathematics:0.17_Psychology:0.09_Sociology:0.06_Medicine:0.06_Engineering:0.03
615486541,"149923435,95457728,15708023",Sociology:0.33_History:0.33_Philosophy:0.17_Art:0.17
615514253,"2777904410,145420912,49774154,41008148",Computer science:0.75_Psychology:0.12_Mathematics:0.12
615541402,"97500466,34630208,10138342,4216890,178550888,156812175,189076506,65257409,144133560",Business:0.49_Economics:0.27_Computer science:0.21_Engineering:0.03
615565101,"142362112,166957645",Art:0.5_History:0.25_Geography:0.25
615606251,"94625758,2777688943,36289849,29595303,2776347870,17744445",Sociology:0.45_Political science:0.39_Philosophy:0.08_Art:0.08
615612075,"85148207,69823785,127313418,83082669,37037264,132594454",Geology:0.51_Physics:0.17_Biology:0.14_Engineering:0.07_Geography:0.04_Chemistry:0.04_Environmental science:0.03
615712023,"2779732960,192562407,2993338559,150194340,68928338,199343813,2778171257",Chemistry:0.24_Materials science:0.24_Medicine:0.21_Biology:0.18_Engineering:0.13
615969572,"95457728,193235544,52119013",History:0.5_Physics:0.17_Philosophy:0.17_Art:0.17
