paper_id,FoS_list,research_area
1581931735,"114799590,74916050,95457728,6303427,34399555,44736063",History:0.37_Art:0.25_Philosophy:0.17_Sociology:0.13_Economics:0.08
1581949081,"7271767,129312508,153911025,159047783,2909406653,2779166590,24107716,2777391075,2991742947,86803240,3020715981",Biology:0.76_Chemistry:0.12_Medicine:0.08_Philosophy:0.02_Art:0.02
1581968992,"74916050,185592680",Chemistry:0.5_History:0.25_Art:0.25
1582031235,"16005928,169260993,71924100,2992656484",Medicine:0.5_Physics:0.12_Art:0.12_Biology:0.12_Chemistry:0.1_Materials science:0.03
1582044321,"144133560,56739046,180198813,2776854237",Computer science:0.5_Business:0.25_Political science:0.17_Engineering:0.08
1582062914,"190430219,143369678,58202505,162324750,81751973,165556158,24649204,119693030,95383336",Economics:0.83_Business:0.17
1582098664,"56739046,2780126544,183003079,159456220,144430266,118147538,93518851,41008148,92393732,96427005",Computer science:0.61_Psychology:0.21_Sociology:0.06_Mathematics:0.06_Business:0.03_Medicine:0.03
1582100794,"127413603,146978453,178802073",Engineering:1.0
1582175751,"2780084366,23123220,161191863,41008148",Computer science:0.75_Medicine:0.25
1582178122,"134317101,2776145735,5894958,111919701,2778447006,93996380,136764020,41008148",Computer science:0.97_Engineering:0.03
1582184714,"162853370,90842384,2776111252,5119721,140781008,100363876,2780620123,116537,127413603,112698675,191511416",Business:0.28_Engineering:0.17_Computer science:0.16_Philosophy:0.1_Mathematics:0.09_Art:0.08_Economics:0.05_History:0.02_Geography:0.02_Political science:0.02
1582187431,"2780559512,207865475,2780269544,2780394083,75786153,2778690821,189165786,71924100,142724271,2776914184",Medicine:0.59_Biology:0.39_Chemistry:0.02
1582228763,"27508121,11413529,173125200,137488015,162670838,203659156,125565743,114092440,11191006,41008148,4777664",Computer science:0.48_Mathematics:0.32_Philosophy:0.11_Materials science:0.06_Chemistry:0.03
1582261374,"510346563,2779777834,2776665811,2777388388,7991579,162324750,178550888,2776732289,2777351106,145236788,80984254",Economics:0.47_Political science:0.31_Business:0.09_Art:0.05_Sociology:0.03_Biology:0.02_Philosophy:0.02
1582324683,"94625758,122251271,71140485,2775925287,190253527,520049643,197487636,17744445,27286358,177605951",Political science:0.43_Economics:0.14_History:0.07_Art:0.07_Sociology:0.07_Geography:0.05_Business:0.04_Philosophy:0.03_Physics:0.02_Engineering:0.02_Chemistry:0.02_Psychology:0.02_Computer science:0.02
1582355712,"31972630,18516315,92423082,137127113,207221997,123832482,154945302,49209780,33923547,6408098,92757383",Mathematics:0.68_Computer science:0.18_Physics:0.11_Materials science:0.02
1582377035,"122306262,31258907,2777613761,5119721,195563490,196697905,198306430,41008148,167677733,158379750",Computer science:0.77_Engineering:0.23
1582400883,"11505638,166124518,33695381,165973109,117312493,134306372,90952326,126794175,33923547,63331456,16672771",Mathematics:0.49_Physics:0.31_Medicine:0.09_Biology:0.09_Engineering:0.01
1582423891,"2778187257,2983927354,169760540,2781423529,2993687947,197951375,2781161787,2779144063,15744967,2779714222",Biology:0.39_Medicine:0.32_Psychology:0.29
1582445063,"49204034,2779847632,205649164,63428231,111368507,518008717,3018378255",Geology:0.52_Geography:0.18_Philosophy:0.14_Physics:0.07_Biology:0.05_Engineering:0.04
1582453972,"159047783,153911025,86803240",Biology:0.83_Medicine:0.17
1582509585,"11608111,177322064,501529594,2776921476,54516573,185544564,2775849312,12294094,192562407,108119643,171878239",Chemistry:0.32_Physics:0.29_Engineering:0.18_Materials science:0.18_Political science:0.03
1582522635,"2775967933,141071460,187212893,544519230,2993760304,2910930946,71924100,555293320",Medicine:0.75_Biology:0.25
1582529281,"2780035454,3017751412,2993709057,98274493,29730261,71924100",Medicine:0.6_Biology:0.35_Psychology:0.05
1582577293,"184779094,121332964,201991461,41999313,30080830,2779073274,548442186,26873012,86025842,16291881,147120987,162711632",Physics:0.65_Chemistry:0.17_Materials science:0.11_Engineering:0.07
1582586373,"2778961482,2991834956,90856448,86803240",Biology:0.69_Computer science:0.25_Chemistry:0.06
1582594843,"127413603,52119013",Engineering:0.5_History:0.25_Art:0.25
1582609764,"2910928493,2778698245,126322002,2778515351,2780559512,134018914,2777538232,2909187466,71924100,45904493,555293320",Medicine:0.64_Biology:0.27_Physics:0.05_Art:0.05
1582646084,"126322002,134018914,500440147,71924100,555293320,2775883008,2992892807",Medicine:0.57_Biology:0.29_Engineering:0.07_Materials science:0.07
1582659612,"58640448,15708023,142362112",Art:0.5_Geography:0.33_Philosophy:0.17
1582733191,17744445,Political science:1.0
1582776253,"144133560,201305675,39389867,121955636,179681481,163442688",Economics:0.37_Business:0.28_Political science:0.27_Environmental science:0.07
1582790483,"138885662,52119013,2777367489,15708023",Philosophy:0.42_Art:0.4_History:0.17
1582911303,"167735695,545659032,49040817,134652429,120665830,121332964,72959635,17163034,148651041,127934551,57863236",Physics:0.57_Materials science:0.18_Engineering:0.16_Chemistry:0.07_Computer science:0.02
1582960734,"18903297,2778696018,2908540307,86803240",Biology:1.0
1583070441,"2994033155,167414201,126322002,134018914,2777488582,139966638,4863142,105702510,2909501200,86803240,2781172350,2778693846",Biology:0.49_Medicine:0.43_Chemistry:0.08
1583089151,"1862650,71924100",Medicine:1.0
1583132052,"142362112,76155785,15708023,161921814",Art:0.46_Philosophy:0.21_Computer science:0.13_Engineering:0.13_Geography:0.08
1583166713,"39549134,71343576,2985782916,17744445",Political science:0.75_Economics:0.17_Computer science:0.08
1583185485,"28406088,2909131691,8010536,92630104,2992330187,185592680,3019625705,134088382,164602753,12554922,171250308",Biology:0.33_Chemistry:0.26_Medicine:0.12_Physics:0.12_Materials science:0.12_Computer science:0.03_Mathematics:0.03
1583203505,"2778236049,141071460,2910613998,2993926212,71924100,143753070,3019357379,2781092963",Medicine:0.81_Biology:0.19
1583240244,"19417346,15744967",Psychology:0.75_Sociology:0.25
1583283792,"546638069,536819264,119752804,548081761,94466241,192562407,130751788",Materials science:0.33_Engineering:0.3_Chemistry:0.29_Biology:0.05_Environmental science:0.04
1583298995,"70721500,86803240,203014093",Biology:0.83_Medicine:0.17
1583309364,"556758197,106159729,109888216,162324750",Economics:0.94_Business:0.06
1583312254,"2778488369,206836424,162324750,2776554220,25287524,201342494,2779015535,50522688,552854447,2778139618",Economics:0.56_Political science:0.22_Sociology:0.08_Psychology:0.03_Business:0.03_Biology:0.03_Environmental science:0.03_Medicine:0.03
1583326482,"77805123,17744445",Psychology:0.5_Political science:0.5
1583386801,"126322002,134018914,117437137,2777391703,2778899633,511355011,2777180221,71924100,544821477,555293320,103038586",Medicine:0.59_Biology:0.41
1583444434,"99272414,153056533,127298686,50897621,78519656,2776459430,34807220,127413603,132798551,2781055084",Engineering:0.65_Political science:0.2_Psychology:0.1_Mathematics:0.03_Computer science:0.03
1583448972,"96627749,74916050,95457728",History:0.5_Philosophy:0.25_Art:0.25
1583505565,"127313418,114793014",Geology:1.0
1583511322,"2777924906,90856448,86803240",Biology:0.83_Geography:0.17
1583562884,"126322002,164705383,3018028166,2982889124,2778198053,71924100,2776283816,188816634,555293320,78085059,2994510025",Medicine:0.64_Biology:0.36
1583616173,"31258907,94523657,127413603",Computer science:0.5_Engineering:0.5
1583641415,"107457646,41008148",Computer science:1.0
1583698971,"41895202,138885662,148934300",Philosophy:0.75_Psychology:0.08_Sociology:0.08_Computer science:0.08
1583747661,"560292,129400051,33842695,65992609,162324750,34447519,136264566",Economics:0.81_Philosophy:0.14_Business:0.05
1583748474,"162324750,3116431",Economics:0.5_Political science:0.5
1583805963,"39920418,73905626,118732077,107180903,2910318660,130713241,2524010,76482347,134306372,74650414,177148314,33923547",Mathematics:0.54_Physics:0.3_Engineering:0.07_Computer science:0.06_Materials science:0.02
1583869935,"166957645,127313418,114793014",Geology:0.67_History:0.17_Geography:0.17
1583913204,"124952713,120599106,554144382,142362112,530479602,201280247",Art:0.54_Philosophy:0.21_Geography:0.06_Sociology:0.06_Business:0.06_Political science:0.06_History:0.03
1584113765,"55587333,15744967",Engineering:0.5_Psychology:0.5
1584116974,"20326153,2778668247,76449508,90842384,143170015,163175372,5806529,134306372,12362212,33923547",Mathematics:0.73_Computer science:0.18_Philosophy:0.03_Engineering:0.03_Economics:0.03
1584138371,"144024400,161191863,15708023",Sociology:0.33_Computer science:0.33_Philosophy:0.17_Art:0.17
1584154675,"2780197888,55493867,93391505,36880943,41183919,512185932,74998103,185592680,71240020,2777339483,2776543447",Chemistry:0.55_Biology:0.41_Medicine:0.02_Materials science:0.02_Physics:0.01_Engineering:0.01
1584250501,"2776906716,517835270,178790620,2781048764,2780407432,188027245,199002037,192562407,2776007700,167520053,2780828025",Chemistry:0.47_Materials science:0.28_Engineering:0.19_Political science:0.03_Physics:0.02_Art:0.02
1584288263,"119599485,56685638,2987658370,127413603,2780320074,2992769019",Engineering:0.78_Physics:0.08_Materials science:0.06_Chemistry:0.06_Political science:0.03
1584438024,"177291462,151319957,31258907,79403827,24590314,513196756,118993495,41008148,2780691134,158379750",Computer science:0.67_Engineering:0.18_Psychology:0.06_Sociology:0.04_Physics:0.03_Materials science:0.03
1584447801,"153911025,187206112,56149667,2777271071,104451858,55493867,192396546,143425029,86803240,81275248,150777479",Biology:0.66_Medicine:0.21_Chemistry:0.13
1584452031,"2778376644,152110520,2778258057,71924100,46973012,143753070,2779104007,172680121,131872663,2779234561,29456083",Medicine:0.66_Biology:0.33_Chemistry:0.01
1584506403,"2779301550,200093464,204530211,78519656,30487094,171146098,97355855,69907114,61441594,56238396,127413603,13119800",Engineering:0.5_Physics:0.26_Political science:0.11_Geography:0.06_Materials science:0.04_Chemistry:0.02
1584527443,"77017923,198826908,102124568,3019716846,86803240,95444343,142724271",Biology:0.51_Medicine:0.24_Materials science:0.1_Chemistry:0.1_Physics:0.05
1584567113,"2779484449,205778803,2780057945,16568411,118552586,2780211496,71924100,2778781522,2779056891,2776332859",Medicine:0.53_Biology:0.3_Psychology:0.17
1584576883,"194105502,2776134716,138885662,2775858633,24667770",Philosophy:0.65_Art:0.17_History:0.12_Geography:0.07
1584602815,"84655787,5192115,3019992476,121332964,10899652,30342001,74650414",Physics:0.68_Psychology:0.29_Geography:0.04
1584640893,"144024400,107993555,73484699",Sociology:0.83_Psychology:0.17
1584645283,"2988106665,37914503,114420478,121332964,121864883,36429004,115958267,200052193",Physics:0.44_Chemistry:0.29_Mathematics:0.19_Engineering:0.08
1584681124,"59329165,556758197,84888623,175025494,162118730,162324750,129361004,2777910564,2779755355,160623529",Economics:0.69_Business:0.23_Engineering:0.03_Medicine:0.03_Political science:0.03
1584693723,"3017492598,106159729,33252445,131562839,58341921,162118730,162324750,10138342,2780821815,181622380,2778083465,3018180083",Economics:0.61_Business:0.24_Mathematics:0.1_Geology:0.04_Biology:0.02
1584726963,"556758197,24189920,106159729,162324750,13290067,130005797,2777284652",Economics:0.77_Business:0.11_Mathematics:0.11
1584736731,"60641444,555008776,2985697011,171146098,207267971,2984319951,93983250,127413603,76713136,2987658370",Engineering:0.58_Computer science:0.12_Materials science:0.09_Economics:0.06_Mathematics:0.04_Medicine:0.04_Political science:0.04_Chemistry:0.04
1584745783,"51067260,148834064,124101348,178315738,47177190,105345328,2779011557,41008148,2780378607,2778139618",Computer science:0.33_Medicine:0.14_Sociology:0.13_Political science:0.13_Psychology:0.12_Mathematics:0.06_Biology:0.05_Economics:0.03
1584753814,"2909807104,19417346,145420912,16443162,11620657,188231857,41008148,77660652,3018395757",Psychology:0.33_Computer science:0.27_Sociology:0.16_Mathematics:0.16_Philosophy:0.03_Medicine:0.03_Engineering:0.03
1584819372,"58640448,142362112,15708023",Art:0.5_Geography:0.33_Philosophy:0.17
1584856064,"81632477,2993017234,147176958,127413603",Engineering:0.69_Economics:0.12_Biology:0.06_Geology:0.06_Environmental science:0.06
1584872454,"2777147741,59839441,3020000807,119599485,78519656,192562407",Engineering:0.58_Materials science:0.32_Physics:0.1
1584899334,"2777274751,177322064,111337013,29537977,153911025,2982952392,86803240,2777135899,2908923811",Biology:0.62_Chemistry:0.2_Physics:0.11_Medicine:0.08
1584901244,"36289849,2911091166,144024400",Sociology:0.67_Medicine:0.17_Biology:0.17
1584923865,"102130693,36464697,107457646,41008148,49774154",Computer science:0.7_Engineering:0.23_Physics:0.07
1584939182,"144082473,85080765,179104552,149849071,185592680,2778279818,43588577,2986516675,17729963",Chemistry:0.53_Physics:0.31_Materials science:0.06_Biology:0.06_Geology:0.03_Engineering:0.03
1584999364,"205783811,153349607,2781063710,52119013,35219183,142362112,2778662435",Art:0.56_Philosophy:0.22_History:0.18_Geography:0.04
1585013015,"186937647,204530211,89394759,179725390,1855228,62649853,2777527079,74902906,188954035,192562407,146978453",Physics:0.39_Engineering:0.24_Materials science:0.19_Geography:0.07_Geology:0.05_Political science:0.03_Chemistry:0.03
1585062992,"2993819605,91375879,107327155,65580899,522964758,39432304,3020648935,3019585708,2776475172,32896092,87717796",Biology:0.28_Environmental science:0.2_Geology:0.17_Computer science:0.1_Geography:0.08_Economics:0.07_Engineering:0.05_History:0.03_Business:0.03
1585081113,"110896241,540031477,1276947,4839761,537208039,44870925,121332964,2776073818,2780928442,512968161,58364064",Physics:0.74_Chemistry:0.2_Computer science:0.03_Engineering:0.03
1585132505,"206191943,176234127,177322064,54516573,35048267,184779094,113612514,192562407,33390570,152568617,58364064",Physics:0.66_Chemistry:0.22_Materials science:0.09_Engineering:0.02
1585147504,"110875604,193257486,98716237,142362112,112698675",Business:0.4_Computer science:0.2_Art:0.2_Political science:0.13_Economics:0.07
1585174552,"2781095238,142362112,58640448,15708023",Art:0.46_Geography:0.33_Philosophy:0.21
1585198245,"2779155187,2775934118,89423630,58123911,17741926,31499863,86803240,2992658727,523546767,2777637488",Biology:0.56_Chemistry:0.25_Engineering:0.1_Materials science:0.07_Medicine:0.03
1585214725,"197934379,2780035454,126322002,2781059491,164705383,2777575956,143998085,2780648854,198451711,147483822,71924100,2779605438",Medicine:0.66_Biology:0.32_Psychology:0.02
1585293591,"2777351106,15708023,17744445",Political science:0.67_Philosophy:0.17_Art:0.17
1585367774,"85004164,2780724011,2910630372,194828623,71924100,2987057337,2985695025",Medicine:0.54_Biology:0.14_Engineering:0.13_Political science:0.05_Economics:0.05_Computer science:0.05_Psychology:0.03
1585400373,"121608353,526584372,61434518,71924100",Medicine:0.75_Biology:0.25
1585491133,"126322002,134018914,2780306776,159641895,2778248108,2779875672,2778917026,71924100,2776174234,2780959883,555293320",Medicine:0.59_Biology:0.41
1585514945,"556758197,144133560,126285488,73283319,35637245,185822510",Economics:0.49_Business:0.4_Computer science:0.11
1585586871,"124952713,138885662,52119013",Art:0.5_Philosophy:0.33_History:0.17
1585597821,"95457728,52119013,15708023",History:0.5_Art:0.33_Philosophy:0.17
1585618005,"24326235,164620267,119599485,41008148,165801399,134146338,49654631,127172972",Engineering:0.46_Political science:0.25_Computer science:0.13_Physics:0.12_Materials science:0.04
1585625845,"555008776,2778707766,49774154,127413603",Engineering:0.5_Computer science:0.25_Political science:0.12_Biology:0.08_Chemistry:0.04
1585678961,"3017564603,121332964,117978034,15708023",Physics:0.33_Engineering:0.33_Philosophy:0.17_Art:0.17
1585696792,"105902424,86251818,539667460,11105738,41008148",Computer science:0.3_Economics:0.27_Engineering:0.2_Mathematics:0.13_Business:0.1
1585710262,"124952713,158071213,2777688943,94625758,128712008,531593650,19165224,7991579,144024400,514928085,540269800",Political science:0.37_Sociology:0.28_Art:0.21_Philosophy:0.11_History:0.03
1585756363,"172427765,142816520,548217200,185933670,205649164,97137747,3017905658,74501621,2777970627",Geography:0.29_Biology:0.27_Medicine:0.19_Computer science:0.12_Geology:0.12
1585764475,"142362112,58640448,15708023",Art:0.5_Geography:0.33_Philosophy:0.17
1585778885,"2910001868,144133560,162118730,15708023",Business:0.38_Economics:0.25_Political science:0.12_Philosophy:0.12_Art:0.12
1585782671,"153911025,86803240,105702510",Biology:0.83_Medicine:0.17
1585797522,"138885662,95124753,15708023",Philosophy:0.83_Art:0.17
1585901132,"107524782,78519656,199639397,784079,127413603",Engineering:0.93_Political science:0.07
1585926883,"24326235,2778422915,70958404,3019355433,90842384,119599485,41008148",Engineering:0.55_Mathematics:0.18_Computer science:0.18_Physics:0.09
1585931832,"150560799,165205528,127313418",Geology:0.83_Biology:0.08_Engineering:0.08
1586072122,"178790620,185592680,2781231350",Chemistry:0.92_Materials science:0.08
1586101832,"2780061701,78519656,192562407",Engineering:0.56_Materials science:0.33_Political science:0.11
1586153034,"556039675,142362112,112698675",Medicine:0.33_Art:0.33_Business:0.33
1586162742,"55587333,127413603",Engineering:1.0
1586163315,"2909273957,2776723293,83455156,140704245,2780452071,159047783,2776029263,60987743,86803240,2778117688",Biology:0.62_Medicine:0.35_Chemistry:0.03
1586236865,"145148216,196558001,44870925,121332964,184779094,82706917,108411613,91571402,192039680,15476950,147120987",Physics:0.39_Psychology:0.18_Medicine:0.18_Biology:0.18_Chemistry:0.06
1586332585,"23381644,2779209813,142362112,15708023,24667770",Philosophy:0.43_Art:0.3_Political science:0.27
1586371543,"60644358,184235292,46312422,2910568147,86803240,2909398279",Biology:0.65_Medicine:0.1_Chemistry:0.08_Psychology:0.08_Sociology:0.08
1586373264,"25197100,75673492,2777207669,78762247,201289731,127313418,9677107",Engineering:0.4_Geology:0.27_Psychology:0.14_Chemistry:0.1_Materials science:0.05_Political science:0.05
1586473274,"62520636,108408018,135508586,181500209,63036615,121332964,18802822,2776640939,2779832538,91528185",Physics:0.38_Mathematics:0.23_Chemistry:0.17_Medicine:0.1_Philosophy:0.03_Art:0.03_Geography:0.03_Biology:0.01_Materials science:0.01
1586477695,"21547014,2991746908,2718322,152877465,127413603,126867156,185654502,108363010,2778693558,138528620",Economics:0.2_Psychology:0.17_Engineering:0.16_Computer science:0.13_Political science:0.11_Medicine:0.1_Mathematics:0.08_Sociology:0.03_Business:0.01
1586514873,"36289849,138885662,15708023,70789860",Philosophy:0.42_Art:0.28_Sociology:0.25_History:0.05
1586557762,"161362739,172385210,112833530,144655898,119599485,145366948,2778368474,127413603,160633673,9417928,24326235",Engineering:0.58_Physics:0.22_Computer science:0.11_Mathematics:0.05_Materials science:0.05
1586560525,"2987381348,121955636,2987726880,95637964,39389867,144133560",Computer science:0.33_Business:0.3_Political science:0.2_Economics:0.17
1586593563,"10138342,2779833808,144133560",Business:0.5_Economics:0.23_Philosophy:0.07_Art:0.07_Sociology:0.07_Political science:0.07
1586612371,"142362112,32236832,52119013",Art:0.5_Engineering:0.22_History:0.17_Political science:0.11
1586618755,"107038049,43450049,15744967,174763830",Psychology:0.5_Biology:0.19_Philosophy:0.12_Art:0.12_Geology:0.06
1586638674,"161191863,204787440,15744967,2776810005",Psychology:0.31_Computer science:0.25_Medicine:0.25_Sociology:0.19
1586735782,"111366508,187736073,127413603,15708023,38775462",Economics:0.32_Engineering:0.2_Psychology:0.12_Political science:0.12_Philosophy:0.1_Art:0.1_Sociology:0.05
1586773384,"36289849,29595303,171773132,151719136,133437341,2779570078,144024400",Sociology:0.48_Political science:0.31_Biology:0.07_Psychology:0.05_Computer science:0.05_Economics:0.05
1586780302,"42407357,2776443723,134018914,126322002,71924100",Medicine:0.7_Biology:0.3
1586813795,"3017944768,149923435,87717796,2987580062,3019756591,71924100,3020396629,54355233,3020161318,2992108324,3020292418,2778902744",Medicine:0.42_Biology:0.27_Sociology:0.11_Engineering:0.08_Environmental science:0.06_Geology:0.04_Psychology:0.03
1586830405,"555293320,188816634,77411442,141071460,2778769751,3018083832,143753070,2780352672,2779338040,71924100",Medicine:0.67_Biology:0.33
1586842171,"138885662,27206212",Philosophy:1.0
1586880282,"17744445,70036468,104151175,2549261",Political science:0.38_History:0.25_Economics:0.12_Geography:0.12_Sociology:0.12
1586954541,"2781401970,121587040,549673821,105702510,46973012,104317684,2780723820,142724271,86803240,134018914,2780327212,64632358,126322002",Biology:0.54_Medicine:0.4_Chemistry:0.06
1586954922,"78519656,127413603",Engineering:1.0
1586967493,"84685590,58328972,56739046,2777305159,2777220311,115925183,42199009,2781355261,41008148,4554734",Computer science:0.85_Engineering:0.09_Economics:0.05_Business:0.03
1586969304,"21547014,46304622,116537,96961170,195094911,67674302,124216869,144133560,129011618,105776082",Economics:0.23_Engineering:0.18_Business:0.18_Computer science:0.13_Psychology:0.1_Political science:0.08_Medicine:0.05_Philosophy:0.02_Art:0.02_Sociology:0.02
1587011233,"207685749,180747234,3020075637,2993710039,125411270,17131424,36668950,2993261383,2778689963,15744967",Psychology:0.55_Medicine:0.11_Computer science:0.1_Biology:0.08_Engineering:0.04_Economics:0.04_Political science:0.03_Chemistry:0.03_Business:0.02_Philosophy:0.01
1587024423,"2780420688,112570922,2994165751,40758303,2775992197,2993144828,31903555,55952523,516717267,185592680,43617362",Chemistry:0.41_Biology:0.4_Medicine:0.07_Geology:0.07_Physics:0.02_Art:0.02
1587114044,"2780635560,90703135,202751555,2778904437,2909930290,55493867,153911025,2776309477,86803240,2776694085",Biology:0.62_Chemistry:0.19_Medicine:0.18_Psychology:0.01
1587175561,"66938386,127413603",Engineering:1.0
1587257775,"48824518,2780560099,39432304",Economics:0.33_Biology:0.33_Environmental science:0.33
1587291921,"65244806,97970142,133731056,158622935,106514582,58166,13662910,195975749,79699506,33923547,2989371988",Mathematics:0.43_Engineering:0.34_Computer science:0.14_Physics:0.09
1587320494,"142362112,52119013",Art:0.75_History:0.25
1587386934,"2777231075,142362112,124952713,554144382,50335755",Art:0.59_Philosophy:0.21_Physics:0.1_Geography:0.07_History:0.04
1587412051,"141071460,143998085,177713679,535046627,526805850,95190672,3017906399,207103383,71924100,168563851,44249647,126322002,2779974597",Medicine:0.73_Biology:0.27
1587415265,"107645774,205649164,2776154427,187736073,2984334869,3116431,2780110086,2278759",Political science:0.36_Economics:0.29_Geography:0.12_Computer science:0.12_Engineering:0.06_Business:0.03
1587494974,"73484699,95457728,19165224,2992293419,144348335",Sociology:0.43_History:0.27_Psychology:0.1_Philosophy:0.1_Art:0.05_Political science:0.05
1587511592,138885662,Philosophy:1.0
1587545233,"95457728,2549261,3018494358",History:0.75_Sociology:0.25
1587558621,"555293320,2780733359,2780733421,2778562196,134018914,519063684,2910263532,126322002,71924100,3017735555,124490489",Medicine:0.52_Biology:0.34_Chemistry:0.09_Psychology:0.05
1587574222,"149635348,121332964,42935608,119599485,2777240086,37649242",Engineering:0.5_Physics:0.33_Computer science:0.17
1587586595,"112833530,66938386,50735335,25249390,78519656,59839441,127413603,176871988",Engineering:0.81_Physics:0.15_Materials science:0.04
1587631962,"2985563611,2778491610,161840515,3019023152,2780165032,132543647,171146098,555008776,110069716,127413603",Engineering:0.59_Biology:0.08_Political science:0.07_Computer science:0.06_Physics:0.06_Materials science:0.06_Philosophy:0.03_Art:0.03_Geography:0.03
1587680744,"34179328,207467116,2834757,72169020,202444582,33923547,118615104,2987557275,82520618,90119067",Mathematics:0.82_Computer science:0.12_Philosophy:0.05
1587704574,"159110408,556039675,71924100",Medicine:1.0
1587764683,142362112,Art:1.0
1587771032,15708023,Philosophy:0.5_Art:0.5
1587776432,"1276947,95444343,86803240,552990157,145103041",Biology:0.7_Physics:0.2_Chemistry:0.1
1587838813,"50644808,133731056,2986208042,2994361881,37404715,127413603",Engineering:0.37_Mathematics:0.25_Computer science:0.21_Political science:0.17
1587848103,"23213687,162853370,144133560,197902972",Business:0.69_Psychology:0.1_Economics:0.06_Sociology:0.05_Mathematics:0.05_Medicine:0.05
1587878894,"2777571088,2778407155,2776095079,2778223634,558565934,144024400,15708023",Political science:0.33_Art:0.21_Sociology:0.19_Philosophy:0.14_Psychology:0.12
1587907844,"190253527,6303427,95457728",History:0.5_Economics:0.33_Sociology:0.17
1587940822,"71240020,2777529286,23963754,207001950,2780375986,197336794,2779149719,192562407,2779281246,21951064,112613896",Chemistry:0.45_Biology:0.24_Materials science:0.12_Engineering:0.09_Medicine:0.07_Political science:0.03
1587951502,"190248442,187212893,558461103,80245801,162446236,512399662,160735492,26760741,15744967,3018215433",Medicine:0.39_Psychology:0.28_Sociology:0.18_Biology:0.08_Economics:0.03_Philosophy:0.03
1587959892,"142362112,15708023,52119013",Art:0.67_Philosophy:0.17_History:0.17
1587963084,"130367717,159063594,203311528,159985019,519885992,127413603",Engineering:0.53_Materials science:0.25_Mathematics:0.08_Chemistry:0.08_Political science:0.06
1587978103,"2984165568,119599485,2781266609,2993742239,127413603,110925319,24326235",Engineering:0.72_Political science:0.28
1587980165,"67186912,115908005,135510737,152877465,197589188,189076506,151406439,41008148,149782125,85345410",Computer science:0.37_Mathematics:0.21_Economics:0.17_Business:0.08_Engineering:0.07_Physics:0.05_Philosophy:0.05
1588040501,"138885662,27206212",Philosophy:1.0
1588044004,"2994251541,111472728,144024400",Biology:0.33_Philosophy:0.33_Sociology:0.33
1588068631,"162324750,556758197,185824701,509613553,195742910,2992927349,126285488,193137418,181683161,54178654",Economics:0.82_Business:0.08_History:0.03_Geography:0.03_Materials science:0.03
1588112082,"17744445,15708023",Political science:0.5_Philosophy:0.25_Art:0.25
1588112612,"142362112,2993882587,58640448,97137747",Geography:0.5_Art:0.25_Biology:0.21_Environmental science:0.04
1588123613,"2992911916,50522688,142806620,19159745,144133560",Economics:0.38_Business:0.2_Sociology:0.12_Political science:0.1_Psychology:0.07_Biology:0.03_History:0.03_Geography:0.03_Medicine:0.03
1588166785,"47796450,164749845,76969082,30905978,22212356,13951911,171146098,127413603,2779888511,2986685495",Engineering:0.6_Computer science:0.14_Mathematics:0.07_Environmental science:0.05_Physics:0.05_Economics:0.04_Political science:0.03_Geography:0.02
1588232333,"154945302,115635565,31972630,104317675,41008148",Computer science:0.75_Physics:0.06_Chemistry:0.06_Mathematics:0.05_Engineering:0.03_Materials science:0.03_Biology:0.03
1588315564,"53553401,205649164,15708023",History:0.33_Geography:0.33_Philosophy:0.17_Art:0.17
1588322751,"138885662,2777231075,124952713",Art:0.53_Philosophy:0.4_History:0.07
1588360761,"513720949,48421929,185910354,42360764,74214498,206991015,92880739,159985019,2779262620,2781241367,192562407",Materials science:0.48_Engineering:0.27_Physics:0.15_Chemistry:0.09_Biology:0.01
1588427632,"45555294,191935318,36289849,2776597285,552854447,50522688,2780781376,18903297,144024400,2781175729,39853841,201717286",Economics:0.26_Sociology:0.19_Biology:0.17_Political science:0.1_Mathematics:0.08_Business:0.06_Philosophy:0.04_History:0.03_Geography:0.03_Environmental science:0.02_Computer science:0.02
1588454701,"2549261,144024400,15708023,2780310893",Sociology:0.38_Philosophy:0.23_Art:0.23_History:0.17
1588476502,"69738904,2985797610,2776746162,68928338,191897082,127413603",Materials science:0.28_Engineering:0.26_Chemistry:0.17_Physics:0.08_Art:0.08_Mathematics:0.03_History:0.03_Geography:0.03_Political science:0.03
1588513724,"113807197,159110408,2778126366,2775951005,138816342,71924100,20555606,107130276,47344431",Medicine:0.66_Economics:0.21_Biology:0.06_Political science:0.04_Psychology:0.04
1588572882,"204721744,119599485,127413603",Engineering:0.75_Physics:0.17_Materials science:0.08
1588575273,"2779533120,17744445,17235551,55587333",Political science:0.42_Engineering:0.25_Philosophy:0.17_Computer science:0.08_Psychology:0.08
1588591565,"513891491,94625758,36289849,148834064,2778719706,3116431,24911777,120936955,2994574881,74242886,144024400",Political science:0.63_Sociology:0.18_Philosophy:0.07_Mathematics:0.05_Economics:0.03_Physics:0.02_Art:0.02
1588649932,"90856448,2778005159,2780903358,2779462744,2779006161,18903297,2909908483,2779008040,2909537313,86803240,2909870711",Biology:0.85_Medicine:0.1_Physics:0.03_Chemistry:0.02
1588671893,"548081761,3020383963,87717796,158973077,94061648,2779170139,89690796,190960625,22507642,107211472,185592680",Engineering:0.45_Chemistry:0.17_Environmental science:0.14_Physics:0.09_Biology:0.07_Geology:0.05_Medicine:0.03
