entity_id,fos_list
2776782182,-:0.0
2909685873,Biology:0.67_Medicine:0.33
2776599950,Chemistry:0.6_Physics:0.2_Biology:0.2
2910848281,-:0.0
2994430024,Materials science:1.0
2910672517,-:0.0
2776118087,-:0.0
2908983740,Medicine:0.7_Biology:0.3
3018317922,Biology:0.75_Chemistry:0.25
2909965174,-:0.0
2909016721,Mathematics:0.5_Computer science:0.5
2909952850,-:0.0
2910294636,Biology:0.6_Medicine:0.4
2909191855,Medicine:0.5_Biology:0.5
2909977556,Biology:1.0
2779826577,Medicine:0.5_Biology:0.5
2911192643,Biology:1.0
2908723635,Biology:0.86_Geology:0.14
2909749822,-:0.0
2908755025,Biology:0.75_Chemistry:0.25
2780986492,Physics:0.3_Materials science:0.2_Engineering:0.2_Biology:0.2_Chemistry:0.1
2909204131,Engineering:0.67_Political science:0.33
184827183,Psychology:0.4_Sociology:0.2_Mathematics:0.2_Computer science:0.13_Medicine:0.07
2910244600,-:0.0
2908562158,-:0.0
2910379017,-:0.0
2909959985,-:0.0
2779006894,Biology:0.75_Geology:0.25
2909560683,Biology:0.44_Medicine:0.33_Chemistry:0.11_Psychology:0.11
2910197756,Chemistry:0.75_Biology:0.25
2908567722,-:0.0
2778341085,-:0.0
2908832389,Medicine:0.43_Engineering:0.29_Biology:0.14_Political science:0.14
2910284343,-:0.0
3018775734,-:0.0
2908584157,-:0.0
2777894721,Mathematics:0.5_Philosophy:0.25_Art:0.25
2909623442,Biology:0.67_Geography:0.33
2910439189,Biology:1.0
2779834810,Biology:1.0
2910957719,-:0.0
2910714440,Biology:0.75_Chemistry:0.25
2908589005,Biology:0.5_Chemistry:0.5
2778191351,Biology:1.0
2780660064,Biology:0.5_Chemistry:0.25_Medicine:0.25
2909884020,Medicine:0.5_Biology:0.5
2909487413,-:0.0
2780545255,Medicine:0.5_Economics:0.25_Sociology:0.12_Political science:0.12
2910863798,-:0.0
207060392,Physics:0.5_Computer science:0.3_Mathematics:0.1_Engineering:0.1
2908615504,-:0.0
2908996623,-:0.0
2910686408,-:0.0
2910064504,-:0.0
2910858900,Medicine:0.5_Biology:0.5
2778217719,Biology:0.5_Chemistry:0.5
2993827214,Medicine:0.5_Biology:0.5
2909513953,-:0.0
2908945642,-:0.0
2909261628,Biology:0.4_Physics:0.2_Art:0.2_Geography:0.2
2909196820,Biology:0.61_Geology:0.17_Engineering:0.11_Political science:0.06_Medicine:0.06
2909417095,-:0.0
2911216015,-:0.0
2908830005,-:0.0
2993125946,-:0.0
